ORIGIN,SUM_OF_ALL_DELAYS,AVERAGE_OF_ALL_DELAYS,SUM_OF_WEATHER_DELAY,AVERAGE_OF_WEATHER_DELAY,SUM_OF_CARRIER_DELAY,AVERAGE_OF_CARRIER_DELAY,SUM_OF_NAS_DELAY,AVERAGE_OF_NAS_DELAY,SUM_OF_SECURITY_DELAY,AVERAGE_OF_SECURITY_DELAY,SUM_OF_LATE_AIRCRAFT_DELAY,AVERAGE_OF_LATE_AIRCRAFT_DELAY
ORD,580447.0,22.14094446139762,84854.0,3.2367256637168142,143007.0,5.454951174855051,140006.0,5.340479096734819,0.0,0.0,212580.0,8.108788526090937
LGA,304399.0,21.943411188004614,11769.0,0.8483996539792388,51191.0,3.6902393310265285,67415.0,4.859789504036909,858.0,0.06185121107266436,173166.0,12.483131487889274
SFO,269607.0,19.695156695156694,6883.0,0.5028124771714515,68560.0,5.008400905836803,74469.0,5.440061363138287,128.0,0.009350573453137556,119567.0,8.734531375557017
DFW,233694.0,10.132853488271257,7745.0,0.3358192776308373,99142.0,4.298746910636083,47623.0,2.0649091618609896,68.0,0.002948445562155834,79116.0,3.430429692581191
BOS,225779.0,19.753193350831147,18125.0,1.5857392825896763,66160.0,5.78827646544182,53401.0,4.672003499562555,184.0,0.016097987751531057,87909.0,7.691076115485564
ATL,214811.0,6.894912534103675,12863.0,0.41287112822981864,76778.0,2.4643877387257263,65846.0,2.1134970309741616,249.0,0.00799229658160809,59075.0,1.8961643395923609
EWR,205209.0,19.50285116897928,4065.0,0.386333396692644,53478.0,5.082493822467211,45736.0,4.346702147880631,110.0,0.01045428625736552,101820.0,9.67686751568143
DTW,203653.0,16.73126848504765,49294.0,4.049786395004929,57270.0,4.705060795267828,51364.0,4.219848833388104,25.0,0.0020538941833716726,45700.0,3.7545185672034176
DEN,198511.0,10.726265737288594,7237.0,0.39104122764359434,64379.0,3.478629707678176,56016.0,3.0267466364078457,11.0,5.943696979521262E-4,70868.0,3.8292537958610255
LAX,193056.0,10.732488325550367,3400.0,0.18901489882143652,63751.0,3.544084945519235,57646.0,3.2046920169001556,48.0,0.00266844563042028,68211.0,3.7920280186791193
DCA,177354.0,14.980488216910212,15838.0,1.3377819072556805,41928.0,3.5415153306867135,51847.0,4.379339471239125,224.0,0.01892051693555199,67517.0,5.702930990793141
CLT,155158.0,8.1234554973822,1839.0,0.096282722513089,52808.0,2.7648167539267017,38276.0,2.003979057591623,376.0,0.01968586387434555,61859.0,3.2386910994764397
JFK,150088.0,14.31454458750596,9839.0,0.9383881735813067,53035.0,5.0581783500238435,41812.0,3.987792083929423,126.0,0.01201716738197425,45276.0,4.3181688125894135
MSP,137715.0,11.306650246305418,30019.0,2.464614121510673,43291.0,3.554269293924466,36848.0,3.025287356321839,59.0,0.004844006568144499,27498.0,2.2576354679802955
IAH,136715.0,9.365324016988628,6044.0,0.4140293190848061,52559.0,3.6004247157144813,37265.0,2.5527469516372108,85.0,0.0058227154404712975,40762.0,2.792300315111659
MCO,124145.0,10.306766293067662,2588.0,0.21486093814860938,39486.0,3.278206724782067,35541.0,2.9506849315068493,297.0,0.024657534246575342,46233.0,3.8383561643835615
LAS,123072.0,9.317283670224846,1404.0,0.10629116511469452,37955.0,2.8734196381255206,36552.0,2.767204178968885,104.0,0.00787341963812552,47057.0,3.562495268377621
PHX,113580.0,7.694600636813224,2610.0,0.17681728880157171,44571.0,3.01951087324707,28813.0,1.9519680238466228,194.0,0.013142741006706862,37392.0,2.5331617099112527
FLL,109618.0,12.605565777368906,1483.0,0.1705381784728611,31554.0,3.6285648574057037,37598.0,4.323597056117755,785.0,0.09027138914443422,38198.0,4.392594296228151
SLC,99048.0,10.605846450369418,12082.0,1.293714530463647,33658.0,3.604026126994325,26232.0,2.8088660456151624,65.0,0.0069600599635935324,27011.0,2.892279687332691
