DEST,SUM_OF_ALL_DELAYS,AVERAGE_OF_ALL_DELAYS,SUM_OF_WEATHER_DELAY,AVERAGE_OF_WEATHER_DELAY,SUM_OF_CARRIER_DELAY,AVERAGE_OF_CARRIER_DELAY,SUM_OF_NAS_DELAY,AVERAGE_OF_NAS_DELAY,SUM_OF_SECURITY_DELAY,AVERAGE_OF_SECURITY_DELAY,SUM_OF_LATE_AIRCRAFT_DELAY,AVERAGE_OF_LATE_AIRCRAFT_DELAY
RIC,27078.0,13.979349509550852,1987.0,1.0258131130614352,9404.0,4.854930304594734,3902.0,2.014455343314404,16.0,0.008260196179659268,11769.0,6.07589055240062
SMF,26781.0,6.713712709952369,1289.0,0.3231386312358987,9403.0,2.3572323890699423,3327.0,0.8340436199548759,59.0,0.014790674354474806,12703.0,3.184507395337177
OAK,26633.0,6.368483978957436,262.0,0.062649450023912,9491.0,2.2694882831181253,5280.0,1.2625538020086082,162.0,0.03873744619799139,11438.0,2.7350549976087994
BDL,26558.0,11.1214405360134,3281.0,1.3739530988274706,10563.0,4.423366834170854,3214.0,1.345896147403685,104.0,0.04355108877721943,9396.0,3.9346733668341707
SAT,23916.0,7.333946642134315,1318.0,0.4041704998466728,9706.0,2.9763876111622203,3181.0,0.9754676479607483,10.0,0.0030665440049064702,9701.0,2.974854339159767
HNL,23645.0,6.011950165268243,1135.0,0.28858377828629544,11347.0,2.885075006356471,2955.0,0.7513348588863463,19.0,0.004830917874396135,8189.0,2.082125603864734
OKC,23207.0,12.317940552016985,3698.0,1.9628450106157111,8211.0,4.35828025477707,2751.0,1.4601910828025477,0.0,0.0,8547.0,4.536624203821656
BUF,22358.0,11.693514644351465,1450.0,0.7583682008368201,7935.0,4.15010460251046,3860.0,2.018828451882845,18.0,0.009414225941422594,9095.0,4.756799163179917
SNA,20347.0,5.9407299270072995,702.0,0.20496350364963503,7105.0,2.0744525547445254,3736.0,1.0908029197080291,0.0,0.0,8804.0,2.5705109489051097
MEM,20229.0,10.448863636363637,1862.0,0.9617768595041323,8150.0,4.2097107438016526,2789.0,1.440599173553719,33.0,0.017045454545454544,7395.0,3.8197314049586777
SYR,20209.0,17.979537366548044,2247.0,1.9991103202846976,6234.0,5.5462633451957295,3275.0,2.9137010676156585,15.0,0.013345195729537367,8438.0,7.50711743772242
OMA,20149.0,9.896365422396856,1583.0,0.7775049115913556,7238.0,3.5550098231827114,4188.0,2.056974459724951,0.0,0.0,7140.0,3.506876227897839
GRR,19547.0,12.962201591511937,1433.0,0.9502652519893899,5245.0,3.4781167108753315,5584.0,3.702917771883289,0.0,0.0,7285.0,4.8309018567639255
HPN,19541.0,21.263329706202395,3247.0,3.5331882480957564,5725.0,6.229597388465724,2843.0,3.0935799782372144,15.0,0.01632208922742111,7711.0,8.390642002176278
TYS,18840.0,13.955555555555556,851.0,0.6303703703703704,6637.0,4.916296296296296,2917.0,2.160740740740741,0.0,0.0,8435.0,6.2481481481481485
CHS,16978.0,9.998822143698469,277.0,0.16313309776207302,6895.0,4.060659599528858,2747.0,1.6177856301531213,16.0,0.009422850412249705,7043.0,4.147820965842167
TUS,16726.0,9.428410372040586,999.0,0.5631341600901917,6883.0,3.8799323562570462,2242.0,1.2638105975197294,16.0,0.009019165727170236,6586.0,3.712514092446449
DSM,16367.0,12.043414275202355,1496.0,1.1008094186902133,4412.0,3.246504782928624,3460.0,2.545989698307579,0.0,0.0,6999.0,5.150110375275938
ROC,16204.0,14.55884995507637,1890.0,1.6981132075471699,5974.0,5.3674752920035935,3050.0,2.7403414195867026,0.0,0.0,5290.0,4.752920035938904
PSP,15420.0,11.681818181818182,904.0,0.6848484848484848,5363.0,4.0628787878787875,2916.0,2.209090909090909,0.0,0.0,6237.0,4.725
BUR,15408.0,6.487578947368421,795.0,0.33473684210526317,5231.0,2.202526315789474,2366.0,0.9962105263157894,15.0,0.00631578947368421,7001.0,2.9477894736842107
PVD,14966.0,11.045018450184502,405.0,0.2988929889298893,5726.0,4.225830258302583,3028.0,2.2346863468634686,0.0,0.0,5807.0,4.285608856088561
GSO,14904.0,12.087591240875913,1597.0,1.2952149229521492,3992.0,3.237631792376318,2396.0,1.943227899432279,0.0,0.0,6919.0,5.611516626115166
BOI,14506.0,9.21015873015873,871.0,0.553015873015873,5669.0,3.5993650793650795,1542.0,0.979047619047619,31.0,0.019682539682539683,6393.0,4.059047619047619
BTV,14333.0,19.906944444444445,1083.0,1.5041666666666667,3806.0,5.286111111111111,3076.0,4.272222222222222,0.0,0.0,6368.0,8.844444444444445
SFB,14324.0,20.521489971346703,770.0,1.1031518624641834,4539.0,6.502865329512894,3134.0,4.489971346704871,482.0,0.6905444126074498,5399.0,7.734957020057307
RNO,14111.0,9.139248704663212,420.0,0.27202072538860106,4449.0,2.881476683937824,2511.0,1.6262953367875648,17.0,0.011010362694300517,6714.0,4.348445595854923
BHM,14006.0,9.842586085734364,633.0,0.4448348559381588,4945.0,3.4750527055516516,1827.0,1.2839072382290935,14.0,0.009838369641602248,6587.0,4.628952916373858
DAY,13272.0,12.485418626528693,1637.0,1.539981185324553,4027.0,3.788334901222954,2043.0,1.9219190968955786,0.0,0.0,5565.0,5.235183443085607
PWM,12841.0,17.518417462482947,2234.0,3.04774897680764,4877.0,6.653478854024557,1379.0,1.8813096862210095,0.0,0.0,4351.0,5.935879945429741
MSN,12839.0,12.501460564751705,1239.0,1.2064264849074975,4157.0,4.047711781888997,2309.0,2.2482960077896785,16.0,0.01557935735150925,5118.0,4.983446932814021
FAT,12733.0,13.032753326509724,743.0,0.7604912998976459,5513.0,5.642784032753326,1251.0,1.2804503582395086,0.0,0.0,5226.0,5.349027635619243
ONT,12629.0,7.598676293622142,152.0,0.0914560770156438,4615.0,2.7767749699157642,1883.0,1.1329723225030084,15.0,0.009025270758122744,5964.0,3.588447653429603
LEX,12601.0,16.11381074168798,671.0,0.8580562659846548,4812.0,6.153452685421995,1752.0,2.2404092071611252,0.0,0.0,5366.0,6.861892583120205
OGG,12475.0,5.960344003822264,529.0,0.25274725274725274,7299.0,3.4873387482083134,1600.0,0.7644529383659818,16.0,0.007644529383659818,3031.0,1.4481605351170568
ABQ,12353.0,7.132217090069284,415.0,0.23960739030023095,4817.0,2.781177829099307,1669.0,0.9636258660508084,40.0,0.023094688221709007,5412.0,3.1247113163972284
GSP,12255.0,10.238095238095237,680.0,0.5680868838763575,4960.0,4.143692564745196,1386.0,1.1578947368421053,0.0,0.0,5229.0,4.368421052631579
SAV,12243.0,10.518041237113403,704.0,0.6048109965635738,4419.0,3.7963917525773194,2648.0,2.274914089347079,0.0,0.0,4472.0,3.8419243986254297
TUL,12230.0,8.673758865248226,537.0,0.38085106382978723,4730.0,3.354609929078014,1963.0,1.3921985815602838,0.0,0.0,5000.0,3.5460992907801416
SBN,12024.0,21.131810193321616,1681.0,2.9543057996485063,4396.0,7.725834797891037,1289.0,2.265377855887522,0.0,0.0,4658.0,8.186291739894552
FWA,12018.0,20.68502581755594,1626.0,2.7986230636833045,4554.0,7.838209982788296,1434.0,2.46815834767642,0.0,0.0,4404.0,7.580034423407917
ALB,11702.0,12.126424870466321,1361.0,1.410362694300518,4009.0,4.15440414507772,2625.0,2.7202072538860103,30.0,0.031088082901554404,3677.0,3.810362694300518
LGB,11600.0,9.602649006622517,356.0,0.2947019867549669,3381.0,2.798841059602649,1401.0,1.1597682119205297,38.0,0.03145695364238411,6424.0,5.317880794701987
EGE,11546.0,23.95435684647303,873.0,1.8112033195020747,5442.0,11.29045643153527,2872.0,5.95850622406639,0.0,0.0,2359.0,4.894190871369295
XNA,11241.0,10.715919923736893,1044.0,0.9952335557673975,3453.0,3.291706387035272,2044.0,1.9485224022878933,23.0,0.0219256434699714,4677.0,4.458531935176358
COS,11034.0,15.497191011235955,380.0,0.5337078651685393,5442.0,7.643258426966292,1360.0,1.9101123595505618,0.0,0.0,3852.0,5.410112359550562
PGD,10534.0,24.90307328605201,990.0,2.3404255319148937,3884.0,9.182033096926714,2222.0,5.252955082742317,46.0,0.10874704491725769,3392.0,8.018912529550827
ELP,10430.0,7.818590704647677,376.0,0.2818590704647676,4205.0,3.152173913043478,1690.0,1.2668665667166417,10.0,0.0074962518740629685,4149.0,3.1101949025487254
AZA,9417.0,20.74229074889868,489.0,1.077092511013216,1932.0,4.255506607929515,2122.0,4.674008810572687,63.0,0.13876651982378854,4811.0,10.59691629955947
FSD,8795.0,14.88155668358714,649.0,1.0981387478849407,2280.0,3.8578680203045685,1506.0,2.548223350253807,0.0,0.0,4360.0,7.377326565143824
MFR,8414.0,24.2478386167147,675.0,1.9452449567723342,3200.0,9.221902017291066,537.0,1.5475504322766571,0.0,0.0,4002.0,11.53314121037464
RDM,8384.0,31.05185185185185,1628.0,6.029629629629629,3699.0,13.7,400.0,1.4814814814814814,0.0,0.0,2657.0,9.84074074074074
LIT,8217.0,7.939130434782609,697.0,0.6734299516908212,3573.0,3.4521739130434783,1618.0,1.5632850241545895,0.0,0.0,2329.0,2.25024154589372
CID,8174.0,11.321329639889196,1600.0,2.21606648199446,2107.0,2.918282548476454,1781.0,2.466759002770083,0.0,0.0,2686.0,3.7202216066481992
CAK,8037.0,14.773897058823529,81.0,0.1488970588235294,2252.0,4.139705882352941,1058.0,1.9448529411764706,0.0,0.0,4646.0,8.540441176470589
ICT,7985.0,9.809582309582309,238.0,0.29238329238329236,2924.0,3.592137592137592,1115.0,1.3697788697788698,0.0,0.0,3708.0,4.555282555282555
SBA,7978.0,14.40072202166065,37.0,0.06678700361010831,3126.0,5.64259927797834,1112.0,2.0072202166064983,0.0,0.0,3703.0,6.684115523465704
AVL,7890.0,12.746365105008078,1533.0,2.4765751211631666,3225.0,5.210016155088853,1094.0,1.7673667205169628,0.0,0.0,2038.0,3.2924071082390953
ATW,7822.0,20.005115089514067,1053.0,2.6930946291560103,3832.0,9.800511508951407,1380.0,3.5294117647058822,0.0,0.0,1557.0,3.9820971867007673
MLI,7713.0,18.1056338028169,1822.0,4.276995305164319,2602.0,6.107981220657277,1270.0,2.9812206572769955,0.0,0.0,2019.0,4.73943661971831
CHA,7652.0,10.028833551769331,858.0,1.124508519003932,2067.0,2.709043250327654,1227.0,1.6081258191349934,0.0,0.0,3500.0,4.587155963302752
PNS,7367.0,8.149336283185841,460.0,0.5088495575221239,2326.0,2.5730088495575223,1733.0,1.9170353982300885,33.0,0.03650442477876106,2815.0,3.1139380530973453
HSV,7240.0,10.168539325842696,182.0,0.2556179775280899,2657.0,3.731741573033708,919.0,1.2907303370786516,0.0,0.0,3482.0,4.890449438202247
SGF,7086.0,10.607784431137725,213.0,0.3188622754491018,2393.0,3.5823353293413174,1579.0,2.3637724550898205,0.0,0.0,2901.0,4.342814371257485
GEG,7012.0,7.4914529914529915,192.0,0.20512820512820512,2138.0,2.284188034188034,1541.0,1.6463675213675213,0.0,0.0,3141.0,3.355769230769231
ANC,6975.0,5.296127562642369,326.0,0.24753227031131358,2105.0,1.59832953682612,1388.0,1.0539104024297645,38.0,0.02885345482156416,3118.0,2.3675018982536065
CHO,6881.0,14.609341825902336,1475.0,3.1316348195329087,2465.0,5.233545647558387,735.0,1.5605095541401275,0.0,0.0,2206.0,4.683651804670913
BTR,6493.0,10.557723577235773,38.0,0.061788617886178863,3794.0,6.16910569105691,561.0,0.9121951219512195,0.0,0.0,2100.0,3.4146341463414633
SBP,6476.0,15.680387409200968,491.0,1.188861985472155,2907.0,7.038740920096853,746.0,1.8062953995157385,0.0,0.0,2332.0,5.646489104116223
ISP,6389.0,13.50739957716702,9.0,0.019027484143763214,1871.0,3.955602536997886,1157.0,2.446088794926004,0.0,0.0,3352.0,7.086680761099366
MDT,6227.0,12.478957915831664,169.0,0.33867735470941884,1825.0,3.6573146292585172,1345.0,2.6953907815631264,0.0,0.0,2888.0,5.787575150300601
SRQ,6202.0,9.161004431314623,101.0,0.14918759231905465,2050.0,3.0280649926144756,2440.0,3.604135893648449,14.0,0.0206794682422452,1597.0,2.358936484490399
GRB,6137.0,17.19047619047619,783.0,2.19327731092437,2593.0,7.2633053221288515,1144.0,3.204481792717087,0.0,0.0,1617.0,4.529411764705882
JAC,5983.0,14.451690821256038,1046.0,2.526570048309179,1723.0,4.161835748792271,2148.0,5.188405797101449,0.0,0.0,1066.0,2.57487922705314
TVC,5853.0,25.337662337662337,580.0,2.5108225108225106,2350.0,10.173160173160174,897.0,3.883116883116883,0.0,0.0,2026.0,8.770562770562771
