TAIL_NUM,SUM_OF_ALL_DELAYS,AVERAGE_OF_ALL_DELAYS,MIN_OF_ALL_DELAYS,MAX_OF_ALL_DELAYS,SUM_OF_WEATHER_DELAY,AVERAGE_OF_WEATHER_DELAY,MIN_OF_WEATHER_DELAY,MAX_OF_WEATHER_DELAY,SUM_OF_CARRIER_DELAY,AVERAGE_OF_CARRIER_DELAY,MIN_OF_CARRIER_DELAY,MAX_OF_CARRIER_DELAY,SUM_OF_NAS_DELAY,AVERAGE_OF_NAS_DELAY,MIN_OF_NAS_DELAY,MAX_OF_NAS_DELAY,SUM_OF_SECURITY_DELAY,AVERAGE_OF_SECURITY_DELAY,MIN_OF_SECURITY_DELAY,MAX_OF_SECURITY_DELAY,SUM_OF_LATE_AIRCRAFT_DELAY,AVERAGE_OF_LATE_AIRCRAFT_DELAY,MIN_OF_LATE_AIRCRAFT_DELAY,MAX_OF_LATE_AIRCRAFT_DELAY
N869AS,52876.0,24.882823529411766,0.0,1144.0,3473.0,1.6343529411764706,0.0,857.0,20698.0,9.740235294117648,0.0,1144.0,8221.0,3.868705882352941,0.0,407.0,0.0,0.0,0.0,0.0,20484.0,9.639529411764705,0.0,619.0
N910SW,50929.0,24.532273603082853,0.0,1271.0,1193.0,0.5746628131021194,0.0,130.0,19705.0,9.491811175337187,0.0,992.0,10142.0,4.8853564547206165,0.0,1218.0,42.0,0.02023121387283237,0.0,42.0,19847.0,9.560211946050096,0.0,983.0
N317JB,49624.0,26.852813852813853,0.0,1022.0,759.0,0.4107142857142857,0.0,208.0,17325.0,9.375,0.0,903.0,9830.0,5.31926406926407,0.0,357.0,12.0,0.006493506493506494,0.0,6.0,21698.0,11.741341991341992,0.0,422.0
N954SW,47751.0,22.53468617272298,0.0,1299.0,2010.0,0.9485606418121756,0.0,733.0,17451.0,8.235488437942426,0.0,1267.0,9496.0,4.48135913166588,0.0,588.0,0.0,0.0,0.0,0.0,18794.0,8.869277961302501,0.0,265.0
N466SW,47716.0,23.98994469582705,0.0,1391.0,3422.0,1.7204625439919559,0.0,1236.0,15462.0,7.773755656108597,0.0,1390.0,9397.0,4.724484665661136,0.0,1322.0,0.0,0.0,0.0,0.0,19435.0,9.77124183006536,0.0,366.0
N880AS,47432.0,22.88084901109503,0.0,959.0,1399.0,0.6748673420164013,0.0,328.0,16566.0,7.991316931982634,0.0,944.0,9931.0,4.79064158224795,0.0,291.0,4.0,0.001929570670525808,0.0,4.0,19532.0,9.42209358417752,0.0,360.0
N298JB,47046.0,24.10143442622951,0.0,600.0,1047.0,0.5363729508196722,0.0,342.0,14086.0,7.216188524590164,0.0,410.0,10697.0,5.480020491803279,0.0,407.0,6.0,0.0030737704918032786,0.0,5.0,21210.0,10.86577868852459,0.0,321.0
N908SW,46711.0,22.446419990389234,0.0,1103.0,3128.0,1.5031234983181163,0.0,947.0,19015.0,9.137433925997117,0.0,1077.0,7618.0,3.660740028832292,0.0,273.0,0.0,0.0,0.0,0.0,16950.0,8.145122537241711,0.0,552.0
N947SW,46511.0,21.170232134729176,0.0,1002.0,2670.0,1.2152935821574875,0.0,952.0,14305.0,6.511151570323168,0.0,841.0,8810.0,4.0100136549840695,0.0,550.0,0.0,0.0,0.0,0.0,20726.0,9.433773327264452,0.0,397.0
N693BR,46458.0,22.84070796460177,0.0,1113.0,4098.0,2.0147492625368733,0.0,1106.0,16390.0,8.058013765978368,0.0,1066.0,8778.0,4.315634218289086,0.0,504.0,0.0,0.0,0.0,0.0,17192.0,8.452310717797443,0.0,631.0
N918SW,46213.0,25.81731843575419,0.0,1170.0,2228.0,1.2446927374301675,0.0,940.0,16255.0,9.081005586592179,0.0,797.0,8939.0,4.9938547486033515,0.0,1170.0,0.0,0.0,0.0,0.0,18791.0,10.497765363128492,0.0,419.0
N932SW,46109.0,23.100701402805612,0.0,1384.0,2087.0,1.0455911823647295,0.0,829.0,16679.0,8.3562124248497,0.0,1384.0,8835.0,4.426352705410822,0.0,397.0,0.0,0.0,0.0,0.0,18508.0,9.27254509018036,0.0,310.0
N908EV,46097.0,26.816172193135543,0.0,1045.0,771.0,0.44851657940663175,0.0,201.0,18213.0,10.595113438045376,0.0,925.0,9681.0,5.631762652705061,0.0,1045.0,176.0,0.10238510762070971,0.0,176.0,17256.0,10.038394415357766,0.0,777.0
N782SK,45914.0,27.826666666666668,0.0,1510.0,2116.0,1.2824242424242425,0.0,437.0,18829.0,11.411515151515152,0.0,1415.0,7876.0,4.773333333333333,0.0,348.0,0.0,0.0,0.0,0.0,17093.0,10.35939393939394,0.0,834.0
N351JB,45756.0,25.32152739346984,0.0,892.0,679.0,0.37576092971776426,0.0,175.0,15229.0,8.427780852241284,0.0,888.0,10158.0,5.6214720531267295,0.0,335.0,16.0,0.008854454897620365,0.0,16.0,19674.0,10.887659103486442,0.0,550.0
N791SK,45607.0,25.781232334652344,0.0,1226.0,3843.0,2.1724137931034484,0.0,967.0,15399.0,8.704918032786885,0.0,1197.0,8834.0,4.993781797625777,0.0,1226.0,0.0,0.0,0.0,0.0,17531.0,9.910118711136235,0.0,456.0
N937SW,45430.0,21.862367661212705,0.0,1201.0,3782.0,1.8200192492781522,0.0,1199.0,17165.0,8.260346487006737,0.0,863.0,6818.0,3.2810394610202116,0.0,397.0,0.0,0.0,0.0,0.0,17665.0,8.500962463907603,0.0,551.0
N789SK,45372.0,27.071599045346062,0.0,1369.0,2113.0,1.2607398568019093,0.0,487.0,16778.0,10.010739856801909,0.0,1347.0,9162.0,5.466587112171838,0.0,936.0,0.0,0.0,0.0,0.0,17319.0,10.333532219570406,0.0,504.0
N958SW,45029.0,22.36910084451068,0.0,1084.0,1728.0,0.8584202682563339,0.0,807.0,17825.0,8.854942871336315,0.0,1084.0,7383.0,3.6676602086438153,0.0,381.0,0.0,0.0,0.0,0.0,18093.0,8.988077496274217,0.0,446.0
N937EV,44932.0,20.91806331471136,0.0,1001.0,597.0,0.2779329608938548,0.0,85.0,16574.0,7.716014897579144,0.0,1001.0,9485.0,4.415735567970205,0.0,403.0,0.0,0.0,0.0,0.0,18276.0,8.508379888268156,0.0,341.0
N783SK,44917.0,25.85895221646517,0.0,1267.0,2452.0,1.411629245826137,0.0,760.0,15072.0,8.677029360967184,0.0,1259.0,8581.0,4.940126655152562,0.0,325.0,0.0,0.0,0.0,0.0,18812.0,10.830166954519287,0.0,487.0
N946SW,44847.0,22.11390532544379,0.0,1369.0,906.0,0.4467455621301775,0.0,111.0,19925.0,9.824950690335307,0.0,1369.0,8138.0,4.012820512820513,0.0,850.0,18.0,0.008875739644970414,0.0,18.0,15860.0,7.82051282051282,0.0,390.0
N464SW,44648.0,22.223992035838727,0.0,1065.0,2345.0,1.1672473867595818,0.0,711.0,16882.0,8.403185664509706,0.0,1064.0,9067.0,4.513190642110502,0.0,684.0,0.0,0.0,0.0,0.0,16354.0,8.140368342458935,0.0,597.0
N198JB,44451.0,25.213272830402722,0.0,906.0,1174.0,0.6659103800340329,0.0,380.0,15910.0,9.024390243902438,0.0,906.0,8729.0,4.951219512195122,0.0,496.0,72.0,0.04083947816222348,0.0,63.0,18566.0,10.530913216108905,0.0,661.0
N925EV,44337.0,23.10422094841063,0.0,1199.0,2976.0,1.5508077123501824,0.0,975.0,16307.0,8.49765502866076,0.0,1199.0,7094.0,3.696717040125065,0.0,327.0,0.0,0.0,0.0,0.0,17960.0,9.359041167274622,0.0,292.0
N862AS,44244.0,28.109275730622617,0.0,1386.0,1675.0,1.0641677255400255,0.0,849.0,17753.0,11.278907242693775,0.0,1270.0,8596.0,5.461245235069885,0.0,829.0,64.0,0.04066073697585769,0.0,48.0,16156.0,10.264294790343074,0.0,768.0
N249JB,44149.0,22.174284279256653,0.0,835.0,1548.0,0.7774987443495731,0.0,590.0,16109.0,8.090909090909092,0.0,724.0,7227.0,3.6298342541436464,0.0,294.0,15.0,0.007533902561526871,0.0,11.0,19250.0,9.668508287292818,0.0,595.0
N927SW,43766.0,28.236129032258063,0.0,1363.0,1491.0,0.9619354838709677,0.0,960.0,16234.0,10.473548387096773,0.0,1324.0,8805.0,5.680645161290323,0.0,794.0,164.0,0.10580645161290322,0.0,86.0,17072.0,11.014193548387096,0.0,941.0
N970SW,43474.0,23.49945945945946,0.0,848.0,662.0,0.35783783783783785,0.0,176.0,14842.0,8.022702702702702,0.0,848.0,7974.0,4.31027027027027,0.0,449.0,32.0,0.017297297297297298,0.0,32.0,19964.0,10.791351351351352,0.0,434.0
N904EV,43424.0,20.94741919922817,0.0,1631.0,920.0,0.44380125422093586,0.0,118.0,14294.0,6.895320791123975,0.0,1628.0,10102.0,4.873130728412928,0.0,489.0,0.0,0.0,0.0,0.0,18108.0,8.735166425470332,0.0,1184.0
N913SW,43385.0,20.542140151515152,0.0,1285.0,1150.0,0.5445075757575758,0.0,320.0,18085.0,8.562973484848484,0.0,1277.0,7575.0,3.586647727272727,0.0,303.0,99.0,0.046875,0.0,99.0,16476.0,7.801136363636363,0.0,521.0
N306JB,43361.0,22.918076109936575,0.0,1289.0,989.0,0.5227272727272727,0.0,198.0,16162.0,8.542283298097251,0.0,1186.0,9182.0,4.853065539112051,0.0,695.0,26.0,0.013742071881606765,0.0,22.0,17002.0,8.986257928118393,0.0,447.0
N203JB,43338.0,23.996677740863788,0.0,825.0,660.0,0.3654485049833887,0.0,197.0,14557.0,8.060354374307863,0.0,587.0,8417.0,4.660575858250277,0.0,380.0,0.0,0.0,0.0,0.0,19704.0,10.91029900332226,0.0,482.0
N964SW,43324.0,25.75743162901308,0.0,1418.0,2650.0,1.5755053507728893,0.0,1320.0,17524.0,10.418549346016647,0.0,1394.0,7123.0,4.234839476813318,0.0,617.0,20.0,0.011890606420927468,0.0,20.0,16007.0,9.516646848989298,0.0,1407.0
N956SW,43291.0,20.06070435588508,0.0,905.0,1614.0,0.7479147358665431,0.0,905.0,14059.0,6.514828544949027,0.0,722.0,8672.0,4.018535681186283,0.0,255.0,6.0,0.0027803521779425394,0.0,6.0,18940.0,8.776645041705283,0.0,380.0
N779SK,42834.0,28.235992089650626,0.0,1160.0,4893.0,3.2254449571522743,0.0,1119.0,14139.0,9.320369149637441,0.0,1160.0,8696.0,5.732366512854318,0.0,822.0,10.0,0.0065919578114700065,0.0,10.0,15096.0,9.951219512195122,0.0,466.0
N983SW,42797.0,20.01730589335828,0.0,1251.0,2158.0,1.0093545369504209,0.0,845.0,17183.0,8.036950420954163,0.0,1206.0,8335.0,3.8985032740879326,0.0,384.0,86.0,0.040224508886810104,0.0,45.0,15035.0,7.032273152478952,0.0,465.0
N795SK,42526.0,24.45428407130535,0.0,1144.0,3442.0,1.9792984473835538,0.0,1103.0,15704.0,9.030477285796435,0.0,1119.0,7624.0,4.384128809660725,0.0,989.0,0.0,0.0,0.0,0.0,15756.0,9.060379528464635,0.0,955.0
N951SW,42335.0,20.28509822712027,0.0,1408.0,1949.0,0.9338763775754672,0.0,1331.0,13839.0,6.631049353138477,0.0,1408.0,11342.0,5.434595112601821,0.0,1027.0,29.0,0.013895543842836608,0.0,29.0,15176.0,7.271681839961667,0.0,379.0
N955SW,42311.0,25.442573662056525,0.0,1074.0,2686.0,1.6151533373421527,0.0,393.0,16554.0,9.95429945880938,0.0,1060.0,6955.0,4.182200841852074,0.0,440.0,0.0,0.0,0.0,0.0,16116.0,9.690920024052916,0.0,529.0
N254PS,41989.0,20.32381413359148,0.0,873.0,1176.0,0.569215876089061,0.0,160.0,12336.0,5.970958373668926,0.0,509.0,5214.0,2.5237173281703775,0.0,227.0,40.0,0.01936108422071636,0.0,16.0,23223.0,11.240561471442401,0.0,869.0
N253PS,41935.0,21.06228026117529,0.0,779.0,1799.0,0.903566047212456,0.0,218.0,10682.0,5.365143144148669,0.0,353.0,5881.0,2.953792064289302,0.0,507.0,48.0,0.024108488196885988,0.0,33.0,23525.0,11.815670517327975,0.0,578.0
N902EV,41924.0,22.88427947598253,0.0,1847.0,3389.0,1.849890829694323,0.0,1847.0,16055.0,8.763646288209607,0.0,1052.0,5558.0,3.0338427947598254,0.0,331.0,0.0,0.0,0.0,0.0,16922.0,9.236899563318778,0.0,440.0
N903EV,41921.0,23.67080745341615,0.0,1382.0,1206.0,0.6809712027103332,0.0,435.0,13098.0,7.395821569734613,0.0,881.0,10476.0,5.915302089215133,0.0,1364.0,0.0,0.0,0.0,0.0,17141.0,9.67871259175607,0.0,388.0
N231JB,41911.0,21.383163265306123,0.0,825.0,1250.0,0.6377551020408163,0.0,315.0,13780.0,7.030612244897959,0.0,811.0,8958.0,4.570408163265306,0.0,467.0,0.0,0.0,0.0,0.0,17923.0,9.144387755102041,0.0,338.0
N257PS,41829.0,20.1391429947039,0.0,871.0,2097.0,1.0096292729898892,0.0,202.0,10932.0,5.263360616273471,0.0,283.0,6055.0,2.9152623976889744,0.0,277.0,15.0,0.007221954742416947,0.0,10.0,22730.0,10.943668753009147,0.0,845.0
N368JB,41806.0,21.865062761506277,0.0,556.0,748.0,0.3912133891213389,0.0,178.0,13090.0,6.846234309623431,0.0,437.0,8735.0,4.568514644351464,0.0,468.0,0.0,0.0,0.0,0.0,19233.0,10.059100418410042,0.0,444.0
N748EV,41711.0,21.679313929313928,0.0,1107.0,740.0,0.38461538461538464,0.0,438.0,19290.0,10.025987525987526,0.0,1107.0,6892.0,3.582120582120582,0.0,486.0,0.0,0.0,0.0,0.0,14789.0,7.6865904365904365,0.0,442.0
N213PS,41702.0,23.37556053811659,0.0,1100.0,1971.0,1.1048206278026906,0.0,262.0,9507.0,5.3290358744394615,0.0,975.0,4792.0,2.68609865470852,0.0,229.0,0.0,0.0,0.0,0.0,25432.0,14.25560538116592,0.0,455.0
N930EV,41669.0,24.65621301775148,0.0,1370.0,2657.0,1.5721893491124261,0.0,774.0,15331.0,9.071597633136095,0.0,1370.0,6985.0,4.133136094674557,0.0,289.0,25.0,0.014792899408284023,0.0,15.0,16671.0,9.864497041420119,0.0,347.0
N907EV,41604.0,22.464362850971924,0.0,1038.0,1278.0,0.6900647948164147,0.0,411.0,15037.0,8.119330453563714,0.0,867.0,9341.0,5.043736501079914,0.0,827.0,0.0,0.0,0.0,0.0,15948.0,8.61123110151188,0.0,1038.0
N971SW,41501.0,22.300376141859214,0.0,1422.0,755.0,0.40569586243954864,0.0,297.0,17487.0,9.396560988715745,0.0,1351.0,6653.0,3.5749596990865125,0.0,406.0,0.0,0.0,0.0,0.0,16606.0,8.92315959161741,0.0,806.0
N780SK,41454.0,25.078039927404717,0.0,1389.0,4142.0,2.5057471264367814,0.0,1389.0,13881.0,8.397459165154265,0.0,1018.0,8455.0,5.114942528735632,0.0,1017.0,0.0,0.0,0.0,0.0,14976.0,9.05989110707804,0.0,1028.0
N183JB,41347.0,24.892835641180014,0.0,682.0,719.0,0.4328717639975918,0.0,345.0,14528.0,8.746538229981939,0.0,682.0,8418.0,5.0680313064419025,0.0,458.0,0.0,0.0,0.0,0.0,17682.0,10.64539434075858,0.0,406.0
N228JB,41304.0,23.023411371237458,0.0,513.0,738.0,0.411371237458194,0.0,373.0,14006.0,7.807134894091416,0.0,508.0,8401.0,4.68283166109253,0.0,478.0,0.0,0.0,0.0,0.0,18159.0,10.122073578595318,0.0,437.0
N237PS,41211.0,20.0931253047294,0.0,963.0,1439.0,0.7016089712335446,0.0,203.0,12224.0,5.960019502681619,0.0,660.0,5267.0,2.568015602145295,0.0,241.0,23.0,0.01121404193076548,0.0,17.0,22258.0,10.852267186738176,0.0,916.0
N952SW,41046.0,19.611084567606305,0.0,1431.0,2847.0,1.360248447204969,0.0,1382.0,15137.0,7.232202580028667,0.0,1414.0,8802.0,4.2054467271858575,0.0,941.0,15.0,0.00716674629718108,0.0,15.0,14245.0,6.806020066889632,0.0,305.0
N190JB,40951.0,21.94587352625938,0.0,921.0,758.0,0.4062165058949625,0.0,412.0,16047.0,8.59967845659164,0.0,863.0,7682.0,4.116827438370847,0.0,308.0,8.0,0.004287245444801715,0.0,8.0,16456.0,8.818863879957128,0.0,438.0
N218PS,40930.0,19.324834749763927,0.0,455.0,2299.0,1.0854579792256847,0.0,293.0,9786.0,4.620396600566572,0.0,418.0,5465.0,2.5802644003777147,0.0,301.0,22.0,0.010387157695939566,0.0,16.0,23358.0,11.028328611898017,0.0,443.0
N901EV,40868.0,20.211671612265086,0.0,1282.0,1221.0,0.6038575667655787,0.0,320.0,14790.0,7.314540059347181,0.0,1274.0,8784.0,4.344213649851632,0.0,421.0,0.0,0.0,0.0,0.0,16073.0,7.949060336300692,0.0,572.0
N784SK,40833.0,24.989596083231334,0.0,1125.0,3269.0,2.0006119951040393,0.0,933.0,15339.0,9.387392900856794,0.0,1124.0,7428.0,4.5458996328029375,0.0,442.0,7.0,0.004283965728274173,0.0,7.0,14790.0,9.05140758873929,0.0,459.0
N209PS,40731.0,20.602427921092566,0.0,1102.0,1598.0,0.808295397066262,0.0,265.0,10445.0,5.283257460799191,0.0,702.0,7007.0,3.5442589782498737,0.0,711.0,28.0,0.014162873039959535,0.0,10.0,21653.0,10.952453211937279,0.0,1046.0
N905J,40725.0,21.696856686201386,0.0,1288.0,4404.0,2.346297282898242,0.0,1213.0,9266.0,4.936600958977091,0.0,918.0,3589.0,1.9120937666489077,0.0,180.0,49.0,0.02610548748002131,0.0,27.0,23417.0,12.475759190197124,0.0,1276.0
N244PS,40602.0,20.10995542347697,0.0,1467.0,1827.0,0.9049034175334324,0.0,306.0,10664.0,5.281822684497276,0.0,1449.0,5305.0,2.627538385339277,0.0,204.0,7.0,0.003467062902426944,0.0,7.0,22799.0,11.292223873204557,0.0,420.0
N423SW,40564.0,19.464491362763916,0.0,1019.0,2993.0,1.4361804222648753,0.0,710.0,14471.0,6.9438579654510555,0.0,1019.0,8511.0,4.083973128598848,0.0,681.0,0.0,0.0,0.0,0.0,14589.0,7.000479846449136,0.0,604.0
N923FJ,40542.0,20.506828528072838,0.0,987.0,2012.0,1.0177035912999495,0.0,296.0,12002.0,6.070814365199798,0.0,986.0,3580.0,1.8108244815376833,0.0,179.0,2.0,0.0010116337885685382,0.0,2.0,22946.0,11.606474456246838,0.0,739.0
N943SW,40499.0,20.392245720040282,0.0,1528.0,1881.0,0.947129909365559,0.0,715.0,13491.0,6.793051359516617,0.0,1521.0,9735.0,4.901812688821752,0.0,817.0,57.0,0.028700906344410877,0.0,57.0,15335.0,7.721550855991944,0.0,342.0
N962SW,40446.0,22.608160983789826,0.0,786.0,2340.0,1.3079932923420905,0.0,631.0,11435.0,6.391839016210174,0.0,786.0,9282.0,5.188373392956959,0.0,433.0,54.0,0.03018446059250978,0.0,33.0,17335.0,9.689770821688095,0.0,479.0
N228PS,40383.0,19.53701015965167,0.0,883.0,2506.0,1.212385099177552,0.0,626.0,11231.0,5.43347847121432,0.0,883.0,4849.0,2.3459119496855347,0.0,298.0,25.0,0.012094823415578132,0.0,25.0,21772.0,10.533139816158684,0.0,864.0
N788SK,40367.0,24.33212778782399,0.0,1493.0,1688.0,1.0174804098854733,0.0,909.0,15268.0,9.203134418324291,0.0,944.0,8426.0,5.078963230861965,0.0,1493.0,1.0,6.027727546714888E-4,0.0,1.0,14984.0,9.031946955997588,0.0,432.0
N236JB,40292.0,23.024,0.0,503.0,1652.0,0.944,0.0,468.0,13413.0,7.664571428571429,0.0,408.0,7153.0,4.087428571428571,0.0,459.0,19.0,0.010857142857142857,0.0,19.0,18055.0,10.317142857142857,0.0,475.0
N283JB,40268.0,23.631455399061032,0.0,1113.0,1024.0,0.6009389671361502,0.0,318.0,15850.0,9.301643192488262,0.0,1095.0,7120.0,4.178403755868545,0.0,248.0,0.0,0.0,0.0,0.0,16274.0,9.550469483568076,0.0,333.0
N346JB,40131.0,21.869754768392372,0.0,1026.0,1618.0,0.8817438692098093,0.0,276.0,14905.0,8.122615803814714,0.0,1013.0,7601.0,4.142234332425068,0.0,248.0,100.0,0.05449591280653951,0.0,27.0,15907.0,8.66866485013624,0.0,389.0
N797SK,40127.0,22.69626696832579,0.0,1348.0,4715.0,2.6668552036199094,0.0,1335.0,10892.0,6.160633484162896,0.0,771.0,7962.0,4.503393665158371,0.0,699.0,0.0,0.0,0.0,0.0,16558.0,9.365384615384615,0.0,679.0
N975SW,40107.0,20.27654196157735,0.0,1176.0,4596.0,2.3235591506572297,0.0,980.0,14238.0,7.198179979777553,0.0,1166.0,7196.0,3.6380182002022243,0.0,466.0,0.0,0.0,0.0,0.0,14077.0,7.1167846309403435,0.0,616.0
N348JB,40099.0,23.939701492537313,0.0,535.0,1744.0,1.0411940298507463,0.0,258.0,13269.0,7.9217910447761195,0.0,420.0,7617.0,4.547462686567164,0.0,390.0,22.0,0.013134328358208954,0.0,12.0,17447.0,10.416119402985075,0.0,515.0
N248LR,40095.0,20.414969450101832,0.0,1601.0,2933.0,1.4933808553971486,0.0,385.0,12681.0,6.456720977596741,0.0,1601.0,4092.0,2.0835030549898166,0.0,229.0,48.0,0.024439918533604887,0.0,38.0,20341.0,10.356924643584522,0.0,866.0
N916SW,40018.0,19.53050268423621,0.0,1047.0,1688.0,0.823816495851635,0.0,276.0,14247.0,6.953147877013177,0.0,1047.0,8268.0,4.035139092240117,0.0,338.0,18.0,0.008784773060029283,0.0,18.0,15797.0,7.709614446071254,0.0,354.0
N941SW,40011.0,21.68617886178862,0.0,1014.0,976.0,0.5289972899728997,0.0,359.0,14252.0,7.724661246612466,0.0,1014.0,9172.0,4.971273712737127,0.0,788.0,0.0,0.0,0.0,0.0,15611.0,8.461246612466125,0.0,680.0
N959SW,39952.0,19.413022351797864,0.0,1129.0,2490.0,1.2099125364431487,0.0,749.0,14057.0,6.830417881438289,0.0,1121.0,7869.0,3.823615160349854,0.0,304.0,0.0,0.0,0.0,0.0,15536.0,7.549076773566569,0.0,273.0
N192JB,39797.0,23.61839762611276,0.0,829.0,648.0,0.3845697329376855,0.0,153.0,14732.0,8.743026706231454,0.0,770.0,8136.0,4.828486646884273,0.0,385.0,0.0,0.0,0.0,0.0,16281.0,9.662314540059347,0.0,527.0
N247JB,39622.0,21.592370572207084,0.0,855.0,848.0,0.46212534059945504,0.0,213.0,15588.0,8.494822888283379,0.0,855.0,8383.0,4.568392370572207,0.0,375.0,0.0,0.0,0.0,0.0,14803.0,8.067029972752044,0.0,405.0
N920SW,39600.0,23.841059602649008,0.0,1040.0,1729.0,1.040939193257074,0.0,667.0,15735.0,9.473208910295003,0.0,1034.0,6735.0,4.05478627332932,0.0,422.0,0.0,0.0,0.0,0.0,15401.0,9.27212522576761,0.0,283.0
N296JB,39454.0,21.064602242391885,0.0,1313.0,1015.0,0.5419113721302723,0.0,400.0,15561.0,8.308061932728243,0.0,1313.0,7341.0,3.9193806727175655,0.0,259.0,29.0,0.015483182060864922,0.0,22.0,15508.0,8.279765082754938,0.0,415.0
N938SW,39418.0,19.15354713313897,0.0,1171.0,1377.0,0.6690962099125365,0.0,349.0,11803.0,5.735179786200194,0.0,1045.0,9554.0,4.642371234207969,0.0,941.0,0.0,0.0,0.0,0.0,16684.0,8.10689990281827,0.0,337.0
N986SW,39379.0,19.828298086606242,0.0,1134.0,1683.0,0.8474320241691843,0.0,571.0,12442.0,6.264853977844915,0.0,1051.0,9481.0,4.7739174219536755,0.0,656.0,44.0,0.022155085599194362,0.0,44.0,15729.0,7.919939577039275,0.0,665.0
N930SW,39361.0,21.94035674470457,0.0,1486.0,3860.0,2.1516164994425866,0.0,1486.0,8878.0,4.948717948717949,0.0,471.0,9834.0,5.481605351170568,0.0,526.0,0.0,0.0,0.0,0.0,16789.0,9.358416945373467,0.0,343.0
N178JB,39312.0,24.0,0.0,593.0,685.0,0.4181929181929182,0.0,281.0,13834.0,8.445665445665446,0.0,563.0,7791.0,4.756410256410256,0.0,318.0,10.0,0.006105006105006105,0.0,10.0,16992.0,10.373626373626374,0.0,425.0
N229JB,39254.0,20.265358802271553,0.0,636.0,748.0,0.3861641713990707,0.0,225.0,13425.0,6.9308208569953536,0.0,524.0,8177.0,4.221476510067114,0.0,278.0,5.0,0.002581311306143521,0.0,5.0,16899.0,8.724315952503872,0.0,423.0
N871AS,39239.0,23.70936555891239,0.0,1141.0,1267.0,0.7655589123867069,0.0,199.0,15080.0,9.11178247734139,0.0,1117.0,8717.0,5.267069486404834,0.0,1128.0,0.0,0.0,0.0,0.0,14175.0,8.564954682779456,0.0,315.0
N179JB,39236.0,21.797777777777778,0.0,1461.0,1033.0,0.5738888888888889,0.0,355.0,15270.0,8.483333333333333,0.0,1323.0,7526.0,4.181111111111111,0.0,290.0,0.0,0.0,0.0,0.0,15407.0,8.559444444444445,0.0,429.0
N909SW,39208.0,18.43347437705689,0.0,830.0,1118.0,0.5256229431123648,0.0,209.0,11944.0,5.615420780441937,0.0,830.0,8851.0,4.1612599905970855,0.0,454.0,0.0,0.0,0.0,0.0,17295.0,8.1311706629055,0.0,708.0
N792SK,39185.0,22.455587392550143,0.0,1064.0,2070.0,1.186246418338109,0.0,760.0,13126.0,7.522063037249284,0.0,1042.0,7706.0,4.4160458452722064,0.0,317.0,0.0,0.0,0.0,0.0,16283.0,9.331232091690545,0.0,302.0
N323JB,39149.0,21.737368128817323,0.0,487.0,1047.0,0.5813436979455858,0.0,228.0,14143.0,7.852859522487507,0.0,475.0,7685.0,4.2670738478622985,0.0,430.0,0.0,0.0,0.0,0.0,16274.0,9.036091060521933,0.0,323.0
N794SK,39073.0,22.69047619047619,0.0,1170.0,2284.0,1.3263646922183507,0.0,646.0,15576.0,9.045296167247386,0.0,1170.0,7026.0,4.080139372822299,0.0,685.0,0.0,0.0,0.0,0.0,14187.0,8.238675958188153,0.0,345.0
N923SW,38945.0,22.734967892586106,0.0,971.0,2099.0,1.2253356684179801,0.0,695.0,11839.0,6.911266783420899,0.0,971.0,9950.0,5.808523058960887,0.0,601.0,5.0,0.002918855808523059,0.0,5.0,15052.0,8.786923525977818,0.0,757.0
N318JB,38940.0,20.94674556213018,0.0,774.0,942.0,0.5067240451855837,0.0,223.0,11738.0,6.314147391070468,0.0,463.0,8704.0,4.682087143625605,0.0,774.0,0.0,0.0,0.0,0.0,17556.0,9.44378698224852,0.0,422.0
N751EV,38894.0,20.72136387852957,0.0,1023.0,1196.0,0.637187000532765,0.0,277.0,17971.0,9.574320724560469,0.0,1004.0,7417.0,3.951518380394246,0.0,452.0,0.0,0.0,0.0,0.0,12310.0,6.558337773042089,0.0,845.0
N906EV,38890.0,20.785676109032604,0.0,1503.0,2488.0,1.3297701763762693,0.0,1234.0,14759.0,7.888295029396045,0.0,959.0,6450.0,3.44735435595938,0.0,337.0,0.0,0.0,0.0,0.0,15193.0,8.120256547300908,0.0,1480.0
N980SW,38881.0,18.37476370510397,0.0,1088.0,2187.0,1.033553875236295,0.0,797.0,13328.0,6.29867674858223,0.0,1081.0,8145.0,3.8492438563327034,0.0,299.0,0.0,0.0,0.0,0.0,15221.0,7.193289224952741,0.0,240.0
N245PS,38860.0,18.417061611374407,0.0,588.0,2004.0,0.9497630331753555,0.0,236.0,10869.0,5.151184834123223,0.0,536.0,5378.0,2.548815165876777,0.0,138.0,33.0,0.015639810426540283,0.0,33.0,20576.0,9.751658767772511,0.0,437.0
N945SW,38823.0,19.577912254160363,0.0,1003.0,1817.0,0.9162884518406454,0.0,230.0,14048.0,7.084215834594049,0.0,1003.0,7572.0,3.8184568835098336,0.0,381.0,22.0,0.011094301563287948,0.0,22.0,15364.0,7.747856782652547,0.0,481.0
N934SW,38785.0,20.77396893411891,0.0,1460.0,1180.0,0.6320299946438136,0.0,349.0,12511.0,6.7011247991430105,0.0,1460.0,10036.0,5.375468666309588,0.0,526.0,16.0,0.00856989823245849,0.0,16.0,15042.0,8.056775575790038,0.0,357.0
