ROUTE BETWEEN AIRPORTS,SUM OF ALL DELAYS,AVERAGE OF ALL DELAYS,MIN OF ALL DELAYS,MAX OF ALL DELAYS,SUM OF WEATHER DELAY,AVERAGE OF WEATHER DELAY,MIN OF WEATHER DELAY,MAX OF WEATHER DELAY,SUM OF CARRIER DELAY,AVERAGE OF CARRIER DELAY,MIN OF CARRIER DELAY,MAX OF CARRIER DELAY,SUM OF NAS DELAY,AVERAGE OF NAS DELAY,MIN OF NAS DELAY,MAX OF NAS DELAY,SUM OF SECURITY DELAY,AVERAGE OF SECURITY DELAY,MIN OF SECURITY DELAY,MAX OF SECURITY DELAY,SUM OF LATE AIRCRAFT DELAY,AVERAGE OF LATE AIRCRAFT DELAY,MIN OF LATE AIRCRAFT DELAY,MAX OF LATE AIRCRAFT DELAY
LAX -> RDM,6247.0,7.712345679012346,0.0,372.0,0.0,0.0,0.0,0.0,2646.0,3.2666666666666666,0.0,170.0,616.0,0.7604938271604939,0.0,74.0,58.0,0.07160493827160494,0.0,58.0,2927.0,3.61358024691358,0.0,372.0
MDT -> SFB,6242.0,19.14723926380368,0.0,794.0,409.0,1.2546012269938651,0.0,180.0,3073.0,9.42638036809816,0.0,794.0,503.0,1.5429447852760736,0.0,64.0,0.0,0.0,0.0,0.0,2257.0,6.923312883435583,0.0,294.0
DFW -> GCK,6237.0,8.567307692307692,0.0,622.0,2031.0,2.7898351648351647,0.0,598.0,1215.0,1.668956043956044,0.0,103.0,1323.0,1.8173076923076923,0.0,66.0,0.0,0.0,0.0,0.0,1668.0,2.291208791208791,0.0,577.0
MIA -> RIC,6227.0,8.895714285714286,0.0,460.0,455.0,0.65,0.0,78.0,1534.0,2.1914285714285713,0.0,194.0,1290.0,1.8428571428571427,0.0,118.0,0.0,0.0,0.0,0.0,2948.0,4.211428571428572,0.0,266.0
PIT -> MIA,6219.0,5.997107039537126,0.0,393.0,57.0,0.054966248794599805,0.0,22.0,1393.0,1.3432979749276759,0.0,146.0,2175.0,2.0973963355834138,0.0,128.0,0.0,0.0,0.0,0.0,2594.0,2.501446480231437,0.0,393.0
AUS -> TPA,6216.0,11.817490494296578,0.0,294.0,192.0,0.3650190114068441,0.0,192.0,2343.0,4.4543726235741445,0.0,294.0,631.0,1.1996197718631179,0.0,119.0,0.0,0.0,0.0,0.0,3050.0,5.798479087452471,0.0,232.0
MSP -> SNA,6215.0,6.4404145077720205,0.0,196.0,434.0,0.44974093264248705,0.0,193.0,2190.0,2.2694300518134716,0.0,155.0,1675.0,1.7357512953367875,0.0,73.0,0.0,0.0,0.0,0.0,1916.0,1.9854922279792746,0.0,138.0
MSP -> ISN,6214.0,9.910685805422647,0.0,692.0,971.0,1.5486443381180224,0.0,692.0,2995.0,4.776714513556619,0.0,664.0,796.0,1.2695374800637957,0.0,260.0,0.0,0.0,0.0,0.0,1452.0,2.3157894736842106,0.0,197.0
SAN -> STL,6213.0,8.185770750988143,0.0,301.0,109.0,0.14361001317523056,0.0,103.0,2100.0,2.766798418972332,0.0,246.0,652.0,0.8590250329380764,0.0,90.0,8.0,0.010540184453227932,0.0,8.0,3344.0,4.405797101449275,0.0,267.0
SFO -> JAC,6208.0,24.440944881889763,0.0,1290.0,24.0,0.09448818897637795,0.0,24.0,1842.0,7.251968503937008,0.0,839.0,1636.0,6.440944881889764,0.0,755.0,0.0,0.0,0.0,0.0,2706.0,10.653543307086615,0.0,1290.0
FAR -> AZA,6206.0,20.755852842809364,0.0,1227.0,6.0,0.020066889632107024,0.0,6.0,1645.0,5.501672240802676,0.0,1206.0,723.0,2.4180602006688963,0.0,113.0,0.0,0.0,0.0,0.0,3832.0,12.816053511705686,0.0,337.0
LIH -> SEA,6205.0,6.370636550308008,0.0,334.0,187.0,0.1919917864476386,0.0,60.0,840.0,0.8624229979466119,0.0,127.0,1353.0,1.38911704312115,0.0,107.0,40.0,0.04106776180698152,0.0,20.0,3785.0,3.8860369609856265,0.0,300.0
OAK -> OGG,6196.0,5.03739837398374,0.0,374.0,16.0,0.013008130081300813,0.0,12.0,4506.0,3.6634146341463416,0.0,374.0,466.0,0.37886178861788616,0.0,41.0,45.0,0.036585365853658534,0.0,39.0,1163.0,0.9455284552845529,0.0,237.0
OKC -> DAL,6195.0,6.170318725099602,0.0,307.0,452.0,0.450199203187251,0.0,256.0,855.0,0.851593625498008,0.0,79.0,1829.0,1.8217131474103585,0.0,233.0,0.0,0.0,0.0,0.0,3059.0,3.0468127490039842,0.0,269.0
SEA -> FLL,6193.0,10.98049645390071,0.0,223.0,316.0,0.5602836879432624,0.0,148.0,2183.0,3.870567375886525,0.0,154.0,2978.0,5.280141843971631,0.0,104.0,0.0,0.0,0.0,0.0,716.0,1.2695035460992907,0.0,91.0
AGS -> DFW,6190.0,20.032362459546924,0.0,1406.0,1002.0,3.2427184466019416,0.0,188.0,2359.0,7.634304207119741,0.0,1406.0,689.0,2.2297734627831716,0.0,86.0,0.0,0.0,0.0,0.0,2140.0,6.925566343042071,0.0,211.0
PVD -> MDW,6189.0,7.341637010676156,0.0,354.0,843.0,1.0,0.0,320.0,2080.0,2.4673784104389087,0.0,302.0,1143.0,1.3558718861209964,0.0,102.0,52.0,0.06168446026097272,0.0,19.0,2071.0,2.456702253855279,0.0,259.0
SDF -> BWI,6185.0,5.4782993799822854,0.0,619.0,0.0,0.0,0.0,0.0,1361.0,1.2054915854738706,0.0,168.0,1641.0,1.453498671390611,0.0,578.0,20.0,0.01771479185119575,0.0,20.0,3163.0,2.8015943312666076,0.0,162.0
BDL -> MDW,6179.0,6.942696629213483,0.0,366.0,375.0,0.42134831460674155,0.0,154.0,2502.0,2.81123595505618,0.0,366.0,944.0,1.060674157303371,0.0,96.0,31.0,0.0348314606741573,0.0,31.0,2327.0,2.614606741573034,0.0,265.0
BWI -> SAT,6177.0,8.074509803921568,0.0,393.0,111.0,0.1450980392156863,0.0,45.0,3541.0,4.628758169934641,0.0,382.0,629.0,0.8222222222222222,0.0,97.0,35.0,0.0457516339869281,0.0,35.0,1861.0,2.4326797385620913,0.0,293.0
TPA -> STL,6171.0,7.381578947368421,0.0,191.0,496.0,0.5933014354066986,0.0,190.0,1265.0,1.513157894736842,0.0,115.0,733.0,0.8767942583732058,0.0,113.0,0.0,0.0,0.0,0.0,3677.0,4.398325358851674,0.0,186.0
MEM -> LAX,6170.0,15.425,0.0,1060.0,85.0,0.2125,0.0,60.0,3474.0,8.685,0.0,950.0,988.0,2.47,0.0,181.0,0.0,0.0,0.0,0.0,1623.0,4.0575,0.0,466.0
SDF -> PHL,6170.0,6.795154185022026,0.0,235.0,91.0,0.10022026431718062,0.0,64.0,927.0,1.0209251101321586,0.0,132.0,2806.0,3.090308370044053,0.0,152.0,11.0,0.012114537444933921,0.0,11.0,2335.0,2.5715859030837005,0.0,233.0
PHL -> MEM,6167.0,7.263839811542992,0.0,239.0,224.0,0.26383981154299174,0.0,113.0,1481.0,1.7444051825677267,0.0,225.0,2176.0,2.56301531213192,0.0,156.0,84.0,0.0989399293286219,0.0,71.0,2202.0,2.5936395759717317,0.0,234.0
TPA -> BUF,6162.0,8.118577075098814,0.0,256.0,198.0,0.2608695652173913,0.0,94.0,1922.0,2.5322793148880107,0.0,190.0,728.0,0.9591567852437418,0.0,83.0,8.0,0.010540184453227932,0.0,8.0,3306.0,4.355731225296442,0.0,204.0
STL -> CMH,6160.0,8.484848484848484,0.0,221.0,25.0,0.03443526170798898,0.0,19.0,2868.0,3.950413223140496,0.0,163.0,481.0,0.662534435261708,0.0,36.0,0.0,0.0,0.0,0.0,2786.0,3.837465564738292,0.0,210.0
SAN -> TUS,6154.0,8.372789115646258,0.0,163.0,0.0,0.0,0.0,0.0,1671.0,2.273469387755102,0.0,90.0,436.0,0.5931972789115646,0.0,53.0,0.0,0.0,0.0,0.0,4047.0,5.506122448979592,0.0,150.0
MIA -> BDL,6148.0,15.72378516624041,0.0,672.0,500.0,1.278772378516624,0.0,240.0,3180.0,8.132992327365729,0.0,613.0,589.0,1.5063938618925832,0.0,48.0,0.0,0.0,0.0,0.0,1879.0,4.805626598465473,0.0,176.0
ANC -> JNU,6147.0,4.503296703296703,0.0,230.0,204.0,0.14945054945054945,0.0,75.0,3422.0,2.506959706959707,0.0,230.0,861.0,0.6307692307692307,0.0,40.0,0.0,0.0,0.0,0.0,1660.0,1.216117216117216,0.0,212.0
STL -> TPA,6143.0,7.392298435619735,0.0,235.0,376.0,0.45246690734055356,0.0,101.0,2628.0,3.1624548736462095,0.0,218.0,954.0,1.148014440433213,0.0,78.0,0.0,0.0,0.0,0.0,2185.0,2.6293622141997592,0.0,157.0
ATL -> GRB,6130.0,11.457943925233645,0.0,592.0,315.0,0.5887850467289719,0.0,181.0,2931.0,5.478504672897197,0.0,422.0,545.0,1.0186915887850467,0.0,38.0,0.0,0.0,0.0,0.0,2339.0,4.3719626168224295,0.0,206.0
ABQ -> HOU,6124.0,5.837940896091515,0.0,416.0,98.0,0.09342230695900858,0.0,30.0,2480.0,2.364156339370829,0.0,416.0,1128.0,1.0753098188751191,0.0,75.0,281.0,0.2678741658722593,0.0,210.0,2137.0,2.0371782650142993,0.0,152.0
AVL -> PIE,6123.0,12.86344537815126,0.0,840.0,384.0,0.8067226890756303,0.0,118.0,2673.0,5.6155462184873945,0.0,840.0,518.0,1.088235294117647,0.0,75.0,0.0,0.0,0.0,0.0,2548.0,5.352941176470588,0.0,226.0
RDU -> PIT,6120.0,11.291512915129152,0.0,583.0,11.0,0.02029520295202952,0.0,11.0,2381.0,4.392988929889299,0.0,562.0,492.0,0.9077490774907749,0.0,194.0,0.0,0.0,0.0,0.0,3236.0,5.970479704797048,0.0,438.0
MCI -> SEA,6119.0,6.716794731064764,0.0,816.0,112.0,0.12294182217343579,0.0,42.0,2431.0,2.668496158068057,0.0,810.0,1626.0,1.7848518111964873,0.0,82.0,107.0,0.11745334796926454,0.0,18.0,1843.0,2.023051591657519,0.0,170.0
DEN -> PRC,6103.0,16.539295392953928,0.0,242.0,206.0,0.5582655826558266,0.0,64.0,2084.0,5.64769647696477,0.0,177.0,953.0,2.5826558265582658,0.0,103.0,0.0,0.0,0.0,0.0,2860.0,7.750677506775068,0.0,220.0
DFW -> HRL,6099.0,6.946469248291572,0.0,492.0,1157.0,1.317767653758542,0.0,486.0,1765.0,2.010250569476082,0.0,492.0,983.0,1.1195899772209568,0.0,67.0,0.0,0.0,0.0,0.0,2194.0,2.498861047835991,0.0,192.0
SAT -> SAN,6097.0,8.064814814814815,0.0,326.0,170.0,0.22486772486772486,0.0,170.0,1117.0,1.4775132275132274,0.0,122.0,551.0,0.7288359788359788,0.0,69.0,26.0,0.03439153439153439,0.0,26.0,4233.0,5.599206349206349,0.0,313.0
STL -> ICT,6097.0,8.992625368731563,0.0,183.0,129.0,0.1902654867256637,0.0,42.0,2627.0,3.8746312684365782,0.0,172.0,576.0,0.8495575221238938,0.0,109.0,0.0,0.0,0.0,0.0,2765.0,4.078171091445427,0.0,176.0
GEG -> DFW,6091.0,16.156498673740053,0.0,1567.0,238.0,0.6312997347480106,0.0,132.0,2618.0,6.9442970822281165,0.0,1567.0,1292.0,3.4270557029177717,0.0,170.0,12.0,0.03183023872679045,0.0,12.0,1931.0,5.122015915119364,0.0,291.0
MEM -> MDW,6087.0,8.925219941348974,0.0,433.0,47.0,0.0689149560117302,0.0,32.0,1103.0,1.6173020527859236,0.0,191.0,754.0,1.1055718475073313,0.0,222.0,0.0,0.0,0.0,0.0,4183.0,6.133431085043989,0.0,415.0
MAF -> HOU,6079.0,4.954360228198859,0.0,419.0,130.0,0.10594947025264874,0.0,90.0,1875.0,1.528117359413203,0.0,419.0,1322.0,1.0774246128769356,0.0,109.0,0.0,0.0,0.0,0.0,2752.0,2.242868785656072,0.0,149.0
RIC -> DEN,6078.0,8.418282548476455,0.0,538.0,253.0,0.35041551246537395,0.0,88.0,2894.0,4.008310249307479,0.0,538.0,2176.0,3.0138504155124655,0.0,133.0,17.0,0.023545706371191136,0.0,17.0,738.0,1.0221606648199446,0.0,202.0
DTW -> GSP,6076.0,8.069057104913679,0.0,659.0,487.0,0.646746347941567,0.0,80.0,2887.0,3.8339973439575035,0.0,659.0,529.0,0.702523240371846,0.0,59.0,67.0,0.08897742363877822,0.0,35.0,2106.0,2.7968127490039842,0.0,206.0
SLC -> COS,6075.0,7.481527093596059,0.0,958.0,1105.0,1.3608374384236452,0.0,906.0,2698.0,3.3226600985221677,0.0,625.0,835.0,1.0283251231527093,0.0,81.0,0.0,0.0,0.0,0.0,1437.0,1.769704433497537,0.0,166.0
ATY -> DEN,6074.0,24.296,0.0,915.0,979.0,3.916,0.0,733.0,1857.0,7.428,0.0,899.0,1631.0,6.524,0.0,312.0,0.0,0.0,0.0,0.0,1607.0,6.428,0.0,168.0
HIB -> MSP,6059.0,9.678913738019169,0.0,477.0,1429.0,2.2827476038338657,0.0,457.0,1565.0,2.5,0.0,445.0,1050.0,1.6773162939297124,0.0,378.0,0.0,0.0,0.0,0.0,2015.0,3.218849840255591,0.0,474.0
SFO -> PIT,6059.0,10.446551724137931,0.0,612.0,0.0,0.0,0.0,0.0,1810.0,3.1206896551724137,0.0,120.0,1175.0,2.0258620689655173,0.0,419.0,15.0,0.02586206896551724,0.0,15.0,3059.0,5.274137931034483,0.0,253.0
SAT -> JFK,6055.0,9.4609375,0.0,1003.0,1119.0,1.7484375,0.0,575.0,4049.0,6.3265625,0.0,1003.0,542.0,0.846875,0.0,46.0,0.0,0.0,0.0,0.0,345.0,0.5390625,0.0,190.0
OMA -> DCA,6052.0,9.296466973886329,0.0,343.0,4.0,0.006144393241167435,0.0,4.0,2394.0,3.6774193548387095,0.0,337.0,1819.0,2.794162826420891,0.0,182.0,0.0,0.0,0.0,0.0,1835.0,2.8187403993855606,0.0,142.0
ABQ -> SEA,6048.0,10.936708860759493,0.0,510.0,23.0,0.04159132007233273,0.0,23.0,2407.0,4.352622061482821,0.0,271.0,1538.0,2.7811934900542497,0.0,178.0,0.0,0.0,0.0,0.0,2080.0,3.7613019891500903,0.0,505.0
OMA -> STL,6047.0,6.544372294372295,0.0,355.0,228.0,0.24675324675324675,0.0,83.0,2155.0,2.3322510822510822,0.0,331.0,665.0,0.7196969696969697,0.0,42.0,63.0,0.06818181818181818,0.0,63.0,2936.0,3.1774891774891776,0.0,272.0
ATL -> SMF,6044.0,6.074371859296482,0.0,431.0,782.0,0.785929648241206,0.0,403.0,2722.0,2.735678391959799,0.0,133.0,1354.0,1.3608040201005025,0.0,55.0,56.0,0.05628140703517588,0.0,56.0,1130.0,1.135678391959799,0.0,151.0
MCO -> ONT,6040.0,18.584615384615386,0.0,253.0,151.0,0.4646153846153846,0.0,61.0,1410.0,4.338461538461538,0.0,115.0,1305.0,4.015384615384615,0.0,92.0,0.0,0.0,0.0,0.0,3174.0,9.766153846153847,0.0,252.0
ECP -> BNA,6037.0,7.443896424167694,0.0,340.0,299.0,0.3686806411837238,0.0,148.0,898.0,1.1072749691738595,0.0,93.0,592.0,0.7299630086313194,0.0,127.0,0.0,0.0,0.0,0.0,4248.0,5.237977805178792,0.0,337.0
BWI -> SLC,6031.0,6.642070484581498,0.0,340.0,307.0,0.3381057268722467,0.0,166.0,2963.0,3.263215859030837,0.0,222.0,1449.0,1.5958149779735682,0.0,105.0,31.0,0.034140969162995596,0.0,19.0,1281.0,1.4107929515418502,0.0,178.0
OGG -> SAN,6027.0,8.256164383561643,0.0,324.0,48.0,0.06575342465753424,0.0,41.0,2551.0,3.4945205479452053,0.0,254.0,641.0,0.8780821917808219,0.0,49.0,0.0,0.0,0.0,0.0,2787.0,3.817808219178082,0.0,324.0
OAK -> DAL,6025.0,9.114977307110438,0.0,193.0,53.0,0.08018154311649017,0.0,34.0,3398.0,5.140695915279879,0.0,193.0,968.0,1.4644478063540092,0.0,163.0,47.0,0.07110438729198185,0.0,22.0,1559.0,2.3585476550680786,0.0,135.0
ORD -> BIS,6022.0,19.30128205128205,0.0,385.0,228.0,0.7307692307692307,0.0,67.0,3230.0,10.352564102564102,0.0,385.0,589.0,1.8878205128205128,0.0,59.0,0.0,0.0,0.0,0.0,1975.0,6.330128205128205,0.0,199.0
ATL -> COS,6021.0,14.167058823529413,0.0,346.0,224.0,0.5270588235294118,0.0,86.0,2548.0,5.995294117647059,0.0,263.0,1277.0,3.0047058823529413,0.0,346.0,0.0,0.0,0.0,0.0,1972.0,4.64,0.0,251.0
CMH -> DAL,6020.0,13.201754385964913,0.0,333.0,281.0,0.6162280701754386,0.0,281.0,1164.0,2.5526315789473686,0.0,119.0,1572.0,3.4473684210526314,0.0,228.0,11.0,0.02412280701754386,0.0,11.0,2992.0,6.56140350877193,0.0,299.0
DFW -> BDL,6017.0,11.121996303142328,0.0,371.0,441.0,0.8151571164510166,0.0,99.0,2108.0,3.8964879852125693,0.0,92.0,672.0,1.2421441774491682,0.0,89.0,0.0,0.0,0.0,0.0,2796.0,5.1682070240295745,0.0,357.0
MCO -> TTN,6017.0,12.380658436213992,0.0,317.0,29.0,0.059670781893004114,0.0,18.0,2066.0,4.251028806584362,0.0,226.0,898.0,1.8477366255144032,0.0,79.0,0.0,0.0,0.0,0.0,3024.0,6.222222222222222,0.0,298.0
DFW -> GGG,6013.0,6.4036208732694355,0.0,574.0,1247.0,1.3280085197018103,0.0,574.0,1372.0,1.4611288604898829,0.0,426.0,838.0,0.8924387646432375,0.0,70.0,0.0,0.0,0.0,0.0,2556.0,2.7220447284345046,0.0,175.0
PHX -> BUF,6002.0,17.197707736389685,0.0,481.0,0.0,0.0,0.0,0.0,4491.0,12.868194842406877,0.0,480.0,199.0,0.5702005730659025,0.0,63.0,0.0,0.0,0.0,0.0,1312.0,3.7593123209169055,0.0,197.0
DCA -> SJU,6001.0,16.44109589041096,0.0,562.0,21.0,0.057534246575342465,0.0,21.0,4081.0,11.180821917808219,0.0,562.0,1500.0,4.109589041095891,0.0,259.0,0.0,0.0,0.0,0.0,399.0,1.093150684931507,0.0,128.0
EGE -> EWR,5993.0,58.754901960784316,0.0,1402.0,259.0,2.5392156862745097,0.0,161.0,167.0,1.6372549019607843,0.0,45.0,1583.0,15.519607843137255,0.0,215.0,0.0,0.0,0.0,0.0,3984.0,39.05882352941177,0.0,1401.0
BUF -> MDW,5987.0,6.362380446333687,0.0,414.0,127.0,0.13496280552603612,0.0,52.0,1762.0,1.8724760892667376,0.0,235.0,2240.0,2.3804463336875665,0.0,413.0,0.0,0.0,0.0,0.0,1858.0,1.9744952178533475,0.0,151.0
TPA -> AUS,5986.0,9.894214876033057,0.0,334.0,381.0,0.6297520661157024,0.0,93.0,1258.0,2.0793388429752064,0.0,123.0,1012.0,1.6727272727272726,0.0,115.0,0.0,0.0,0.0,0.0,3335.0,5.512396694214876,0.0,252.0
MSY -> SEA,5985.0,10.481611208406305,0.0,440.0,0.0,0.0,0.0,0.0,2236.0,3.915936952714536,0.0,256.0,1984.0,3.4746059544658494,0.0,314.0,48.0,0.0840630472854641,0.0,28.0,1717.0,3.0070052539404553,0.0,419.0
ATL -> FNT,5965.0,5.763285024154589,0.0,210.0,197.0,0.19033816425120773,0.0,66.0,2693.0,2.6019323671497583,0.0,112.0,610.0,0.5893719806763285,0.0,55.0,29.0,0.028019323671497585,0.0,15.0,2436.0,2.353623188405797,0.0,197.0
SLC -> HNL,5964.0,17.137931034482758,0.0,729.0,196.0,0.5632183908045977,0.0,82.0,3796.0,10.908045977011493,0.0,729.0,891.0,2.560344827586207,0.0,52.0,0.0,0.0,0.0,0.0,1081.0,3.1063218390804597,0.0,338.0
OAK -> JFK,5959.0,22.23507462686567,0.0,740.0,0.0,0.0,0.0,0.0,2560.0,9.552238805970148,0.0,740.0,191.0,0.7126865671641791,0.0,46.0,0.0,0.0,0.0,0.0,3208.0,11.970149253731343,0.0,496.0
DEN -> ANC,5955.0,11.81547619047619,0.0,230.0,735.0,1.4583333333333333,0.0,185.0,1614.0,3.2023809523809526,0.0,164.0,1596.0,3.1666666666666665,0.0,98.0,0.0,0.0,0.0,0.0,2010.0,3.988095238095238,0.0,125.0
SAF -> PHX,5950.0,12.242798353909466,0.0,1028.0,137.0,0.28189300411522633,0.0,119.0,2868.0,5.901234567901234,0.0,923.0,769.0,1.5823045267489713,0.0,107.0,0.0,0.0,0.0,0.0,2176.0,4.477366255144033,0.0,289.0
PHL -> GRR,5943.0,12.591101694915254,0.0,772.0,256.0,0.5423728813559322,0.0,89.0,1417.0,3.0021186440677967,0.0,219.0,1641.0,3.4766949152542375,0.0,110.0,20.0,0.0423728813559322,0.0,20.0,2609.0,5.5275423728813555,0.0,763.0
SLC -> GJT,5935.0,5.430009149130832,0.0,717.0,544.0,0.4977127172918573,0.0,132.0,3561.0,3.2580054894784993,0.0,703.0,666.0,0.6093321134492223,0.0,87.0,0.0,0.0,0.0,0.0,1164.0,1.0649588289112535,0.0,121.0
SYR -> FLL,5930.0,24.915966386554622,0.0,431.0,223.0,0.9369747899159664,0.0,162.0,2328.0,9.781512605042018,0.0,416.0,1357.0,5.701680672268908,0.0,163.0,0.0,0.0,0.0,0.0,2022.0,8.495798319327731,0.0,234.0
ATL -> FSM,5926.0,8.844776119402985,0.0,329.0,569.0,0.8492537313432836,0.0,168.0,1658.0,2.4746268656716417,0.0,215.0,468.0,0.6985074626865672,0.0,66.0,0.0,0.0,0.0,0.0,3231.0,4.822388059701493,0.0,313.0
PRC -> LAX,5918.0,16.081521739130434,0.0,241.0,26.0,0.07065217391304347,0.0,26.0,1263.0,3.432065217391304,0.0,96.0,914.0,2.483695652173913,0.0,89.0,0.0,0.0,0.0,0.0,3715.0,10.095108695652174,0.0,241.0
CMH -> BWI,5907.0,4.498857578065499,0.0,228.0,255.0,0.19421172886519422,0.0,130.0,1916.0,1.4592536176694593,0.0,165.0,1180.0,0.8987052551408987,0.0,175.0,0.0,0.0,0.0,0.0,2556.0,1.9466869763899466,0.0,176.0
OKC -> LAS,5905.0,7.174969623329283,0.0,373.0,197.0,0.2393681652490887,0.0,48.0,1305.0,1.585662211421628,0.0,373.0,1291.0,1.56865127582017,0.0,160.0,5.0,0.006075334143377886,0.0,5.0,3107.0,3.7752126366950183,0.0,299.0
STL -> SAT,5896.0,8.422857142857143,0.0,231.0,153.0,0.21857142857142858,0.0,72.0,2194.0,3.1342857142857143,0.0,162.0,532.0,0.76,0.0,73.0,0.0,0.0,0.0,0.0,3017.0,4.31,0.0,221.0
ATL -> SJC,5892.0,5.951515151515151,0.0,197.0,242.0,0.24444444444444444,0.0,55.0,2235.0,2.257575757575758,0.0,196.0,2230.0,2.2525252525252526,0.0,97.0,43.0,0.043434343434343436,0.0,43.0,1142.0,1.1535353535353536,0.0,128.0
BDL -> IAH,5884.0,16.481792717086833,0.0,805.0,618.0,1.73109243697479,0.0,193.0,3712.0,10.397759103641457,0.0,805.0,1368.0,3.831932773109244,0.0,244.0,0.0,0.0,0.0,0.0,186.0,0.5210084033613446,0.0,152.0
SGU -> SLC,5881.0,6.2898395721925136,0.0,479.0,195.0,0.20855614973262032,0.0,124.0,1797.0,1.9219251336898395,0.0,479.0,1504.0,1.6085561497326204,0.0,82.0,0.0,0.0,0.0,0.0,2385.0,2.550802139037433,0.0,155.0
ABQ -> OAK,5880.0,6.950354609929078,0.0,291.0,0.0,0.0,0.0,0.0,1934.0,2.286052009456265,0.0,291.0,630.0,0.7446808510638298,0.0,34.0,333.0,0.39361702127659576,0.0,276.0,2983.0,3.5260047281323876,0.0,199.0
TUL -> CLT,5877.0,7.8255659121171774,0.0,689.0,302.0,0.4021304926764314,0.0,120.0,2860.0,3.808255659121172,0.0,370.0,982.0,1.307589880159787,0.0,90.0,0.0,0.0,0.0,0.0,1733.0,2.307589880159787,0.0,689.0
SEA -> FAT,5864.0,5.953299492385787,0.0,357.0,109.0,0.11065989847715736,0.0,109.0,1731.0,1.7573604060913706,0.0,224.0,1124.0,1.1411167512690354,0.0,48.0,0.0,0.0,0.0,0.0,2900.0,2.9441624365482233,0.0,312.0
JFK -> SMF,5861.0,16.556497175141242,0.0,430.0,1088.0,3.073446327683616,0.0,402.0,1917.0,5.415254237288136,0.0,317.0,1540.0,4.350282485875706,0.0,229.0,3.0,0.00847457627118644,0.0,3.0,1313.0,3.709039548022599,0.0,162.0
IAD -> OGS,5852.0,27.09259259259259,0.0,777.0,29.0,0.13425925925925927,0.0,29.0,3229.0,14.949074074074074,0.0,766.0,578.0,2.675925925925926,0.0,72.0,0.0,0.0,0.0,0.0,2016.0,9.333333333333334,0.0,777.0
MFE -> LAS,5849.0,15.555851063829786,0.0,1363.0,379.0,1.0079787234042554,0.0,146.0,2728.0,7.25531914893617,0.0,1359.0,939.0,2.497340425531915,0.0,155.0,0.0,0.0,0.0,0.0,1803.0,4.795212765957447,0.0,225.0
SAN -> BOI,5846.0,8.01920438957476,0.0,254.0,20.0,0.027434842249657063,0.0,20.0,2204.0,3.0233196159122087,0.0,198.0,274.0,0.37585733882030176,0.0,26.0,0.0,0.0,0.0,0.0,3348.0,4.592592592592593,0.0,251.0
MIA -> GSP,5841.0,8.15782122905028,0.0,278.0,193.0,0.26955307262569833,0.0,38.0,2267.0,3.166201117318436,0.0,208.0,813.0,1.1354748603351956,0.0,89.0,0.0,0.0,0.0,0.0,2568.0,3.5865921787709496,0.0,168.0
ORD -> PNS,5837.0,14.483870967741936,0.0,339.0,339.0,0.8411910669975186,0.0,124.0,2231.0,5.535980148883374,0.0,205.0,1685.0,4.181141439205955,0.0,103.0,22.0,0.05459057071960298,0.0,22.0,1560.0,3.870967741935484,0.0,339.0
MIA -> STT,5834.0,8.642962962962963,0.0,360.0,215.0,0.31851851851851853,0.0,66.0,2757.0,4.084444444444444,0.0,227.0,945.0,1.4,0.0,86.0,10.0,0.014814814814814815,0.0,10.0,1907.0,2.8251851851851852,0.0,284.0
ORD -> GEG,5834.0,15.983561643835616,0.0,327.0,231.0,0.6328767123287671,0.0,107.0,1402.0,3.841095890410959,0.0,97.0,862.0,2.361643835616438,0.0,61.0,0.0,0.0,0.0,0.0,3339.0,9.147945205479452,0.0,295.0
APN -> PLN,5829.0,22.41923076923077,0.0,540.0,3467.0,13.334615384615384,0.0,483.0,1797.0,6.911538461538462,0.0,540.0,565.0,2.173076923076923,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAE -> DEN,5824.0,10.647166361974406,0.0,999.0,325.0,0.5941499085923218,0.0,253.0,1678.0,3.0676416819012795,0.0,994.0,1640.0,2.9981718464351004,0.0,172.0,2.0,0.003656307129798903,0.0,2.0,2179.0,3.983546617915905,0.0,479.0
TPA -> BHM,5822.0,10.471223021582734,0.0,321.0,146.0,0.26258992805755393,0.0,46.0,1263.0,2.2715827338129495,0.0,205.0,574.0,1.0323741007194245,0.0,183.0,0.0,0.0,0.0,0.0,3839.0,6.904676258992806,0.0,312.0
CAK -> IAH,5818.0,15.983516483516484,0.0,735.0,441.0,1.2115384615384615,0.0,209.0,2473.0,6.793956043956044,0.0,315.0,2658.0,7.302197802197802,0.0,420.0,0.0,0.0,0.0,0.0,246.0,0.6758241758241759,0.0,246.0
PBI -> TTN,5813.0,21.293040293040292,0.0,593.0,65.0,0.23809523809523808,0.0,30.0,1181.0,4.326007326007326,0.0,164.0,1018.0,3.728937728937729,0.0,110.0,0.0,0.0,0.0,0.0,3549.0,13.0,0.0,429.0
HNL -> JFK,5795.0,15.453333333333333,0.0,216.0,79.0,0.21066666666666667,0.0,47.0,5094.0,13.584,0.0,213.0,24.0,0.064,0.0,21.0,455.0,1.2133333333333334,0.0,216.0,143.0,0.38133333333333336,0.0,32.0
