ROUTE BETWEEN AIRPORTS,SUM OF ALL DELAYS,AVERAGE OF ALL DELAYS,MIN OF ALL DELAYS,MAX OF ALL DELAYS,SUM OF WEATHER DELAY,AVERAGE OF WEATHER DELAY,MIN OF WEATHER DELAY,MAX OF WEATHER DELAY,SUM OF CARRIER DELAY,AVERAGE OF CARRIER DELAY,MIN OF CARRIER DELAY,MAX OF CARRIER DELAY,SUM OF NAS DELAY,AVERAGE OF NAS DELAY,MIN OF NAS DELAY,MAX OF NAS DELAY,SUM OF SECURITY DELAY,AVERAGE OF SECURITY DELAY,MIN OF SECURITY DELAY,MAX OF SECURITY DELAY,SUM OF LATE AIRCRAFT DELAY,AVERAGE OF LATE AIRCRAFT DELAY,MIN OF LATE AIRCRAFT DELAY,MAX OF LATE AIRCRAFT DELAY
ORD -> LGA,362970.0,24.688477758128148,0.0,1185.0,20693.0,1.4074955788328118,0.0,1157.0,61310.0,4.17018092776493,0.0,1122.0,163069.0,11.09162018772956,0.0,932.0,11.0,7.481975241463747E-4,0.0,6.0,117887.0,8.018432866276697,0.0,1046.0
LGA -> ORD,349416.0,23.771413021293966,0.0,1170.0,18905.0,1.2861419144159467,0.0,884.0,57134.0,3.8869310837471938,0.0,1170.0,134194.0,9.129464589427853,0.0,1106.0,21.0,0.001428668616912715,0.0,10.0,139162.0,9.467446765086061,0.0,936.0
LAX -> SFO,235788.0,16.116746411483252,0.0,870.0,599.0,0.04094326725905673,0.0,176.0,38409.0,2.6253588516746413,0.0,796.0,116969.0,7.995146958304853,0.0,870.0,156.0,0.010663021189336978,0.0,105.0,79655.0,5.444634313055365,0.0,452.0
BOS -> LGA,219601.0,21.314277394933516,0.0,1043.0,7500.0,0.7279433174803456,0.0,746.0,47893.0,4.648451907211491,0.0,1043.0,86386.0,8.384548189847617,0.0,962.0,0.0,0.0,0.0,0.0,77822.0,7.55333398039406,0.0,690.0
LGA -> BOS,216002.0,20.95275972451256,0.0,1051.0,6271.0,0.6083034241924532,0.0,1051.0,48307.0,4.685905519449025,0.0,1016.0,58366.0,5.6616548646813465,0.0,983.0,15.0,0.0014550392860607237,0.0,9.0,103043.0,9.995440876903677,0.0,907.0
MCO -> EWR,210954.0,30.533217542336082,0.0,1523.0,10677.0,1.5453755970473295,0.0,661.0,45158.0,6.5361123172673325,0.0,1523.0,102122.0,14.781010276451006,0.0,610.0,187.0,0.027066145607179043,0.0,79.0,52810.0,7.643653205963236,0.0,717.0
SFO -> LAX,199550.0,13.654714657178049,0.0,1118.0,982.0,0.0671958396058574,0.0,204.0,43823.0,2.9986998768304365,0.0,1118.0,42899.0,2.9354728342685097,0.0,893.0,345.0,0.023607499657862324,0.0,117.0,111501.0,7.6297386068153825,0.0,810.0
LAX -> JFK,172956.0,13.447053335406624,0.0,1203.0,1569.0,0.12198724926139014,0.0,459.0,58883.0,4.578059399782305,0.0,1203.0,65431.0,5.087155963302752,0.0,470.0,191.0,0.01484994557611569,0.0,66.0,46882.0,3.6450007774840616,0.0,556.0
DCA -> BOS,169426.0,19.116100643123097,0.0,732.0,7736.0,0.8728421527699425,0.0,383.0,32714.0,3.6910752566850955,0.0,732.0,60326.0,6.806498928128173,0.0,499.0,41.0,0.004625973146790026,0.0,19.0,68609.0,7.741058332393095,0.0,661.0
ATL -> EWR,162111.0,24.757330482590103,0.0,1171.0,5712.0,0.872327428222358,0.0,1161.0,21532.0,3.2883323152107513,0.0,743.0,101413.0,15.4876298106292,0.0,968.0,24.0,0.0036652412950519244,0.0,24.0,33430.0,5.105375687232743,0.0,546.0
JFK -> LAX,161734.0,12.631521399562637,0.0,1138.0,9641.0,0.7529678225554515,0.0,557.0,60575.0,4.73094345517026,0.0,1138.0,54250.0,4.236957200874727,0.0,465.0,662.0,0.05170259293970634,0.0,139.0,36606.0,2.858950328022493,0.0,846.0
SEA -> SFO,161564.0,17.350085910652922,0.0,1168.0,7567.0,0.8126073883161512,0.0,1092.0,25730.0,2.763101374570447,0.0,736.0,88124.0,9.463487972508592,0.0,920.0,16.0,0.001718213058419244,0.0,16.0,40127.0,4.309170962199313,0.0,462.0
EWR -> MCO,156942.0,22.7254561251086,0.0,892.0,6295.0,0.9115262090935419,0.0,892.0,38451.0,5.567767158992181,0.0,600.0,35971.0,5.208659136982334,0.0,440.0,53.0,0.0076744859542426875,0.0,25.0,76172.0,11.029829134086302,0.0,624.0
ORD -> DFW,155667.0,20.439469537815125,0.0,854.0,10082.0,1.3237920168067228,0.0,358.0,46602.0,6.118960084033613,0.0,807.0,47778.0,6.273371848739496,0.0,392.0,34.0,0.004464285714285714,0.0,25.0,51171.0,6.718881302521009,0.0,663.0
ORD -> BOS,154475.0,20.0903888672129,0.0,1008.0,7124.0,0.9265184029132527,0.0,663.0,32665.0,4.248276759006373,0.0,1008.0,50614.0,6.582650539732085,0.0,323.0,0.0,0.0,0.0,0.0,64072.0,8.332943165561192,0.0,416.0
EWR -> SFO,152985.0,26.34039256198347,0.0,1279.0,14382.0,2.4762396694214877,0.0,1239.0,29880.0,5.144628099173554,0.0,906.0,61468.0,10.583333333333334,0.0,356.0,0.0,0.0,0.0,0.0,47255.0,8.136191460055096,0.0,855.0
EWR -> BOS,152443.0,26.576534170153415,0.0,1304.0,5015.0,0.874302649930265,0.0,345.0,24401.0,4.254009762900976,0.0,1113.0,36990.0,6.448744769874477,0.0,618.0,0.0,0.0,0.0,0.0,86037.0,14.999476987447698,0.0,1304.0
ORD -> SFO,151425.0,23.8389483627204,0.0,1065.0,4756.0,0.7487405541561712,0.0,314.0,26641.0,4.1941120906801,0.0,479.0,59780.0,9.411209068010075,0.0,653.0,92.0,0.014483627204030227,0.0,41.0,60156.0,9.470403022670025,0.0,1034.0
ATL -> LGA,150777.0,15.846242774566473,0.0,991.0,6566.0,0.6900683131897005,0.0,740.0,31344.0,3.294167104571729,0.0,903.0,78808.0,8.282501313715187,0.0,527.0,440.0,0.046242774566473986,0.0,221.0,33619.0,3.5332632685233842,0.0,479.0
LGA -> ATL,147802.0,15.530314174634864,0.0,1108.0,3530.0,0.37091520437112535,0.0,376.0,34713.0,3.6474729431543556,0.0,917.0,36725.0,3.858884102133025,0.0,913.0,78.0,0.00819586003992855,0.0,32.0,72756.0,7.64484606493643,0.0,441.0
FLL -> EWR,146228.0,29.274874874874875,0.0,1240.0,8003.0,1.6022022022022022,0.0,1237.0,22387.0,4.481881881881882,0.0,1208.0,86407.0,17.298698698698697,0.0,1187.0,179.0,0.035835835835835834,0.0,107.0,29252.0,5.856256256256256,0.0,635.0
BOS -> ORD,145821.0,18.9353330736268,0.0,1236.0,7720.0,1.002467212050383,0.0,723.0,29409.0,3.8188546941955592,0.0,969.0,56886.0,7.386832878846903,0.0,774.0,42.0,0.005453837164004675,0.0,15.0,51764.0,6.721724451369952,0.0,602.0
LAS -> SFO,145602.0,18.700488055484204,0.0,957.0,2577.0,0.3309786796814796,0.0,700.0,25795.0,3.312997688158233,0.0,741.0,68832.0,8.840482918058052,0.0,901.0,72.0,0.009247367069098381,0.0,24.0,48326.0,6.206781402517339,0.0,408.0
BOS -> EWR,145553.0,25.335596170583116,0.0,1247.0,3199.0,0.5568320278503046,0.0,350.0,22252.0,3.8732811140121846,0.0,767.0,72967.0,12.700957354221062,0.0,793.0,0.0,0.0,0.0,0.0,47135.0,8.204525674499564,0.0,1247.0
DFW -> ORD,144963.0,19.024015748031495,0.0,1315.0,10685.0,1.402230971128609,0.0,863.0,37585.0,4.93241469816273,0.0,622.0,51691.0,6.783595800524934,0.0,950.0,161.0,0.021128608923884514,0.0,83.0,44841.0,5.884645669291339,0.0,951.0
ORD -> EWR,144528.0,26.239651416122005,0.0,1137.0,7253.0,1.3168119099491649,0.0,614.0,24829.0,4.507806826434277,0.0,806.0,60381.0,10.962418300653594,0.0,487.0,11.0,0.0019970951343500363,0.0,11.0,52054.0,9.450617283950617,0.0,851.0
MSP -> ORD,143409.0,19.149285618907733,0.0,1502.0,12663.0,1.6908799572706636,0.0,940.0,27904.0,3.725998130591534,0.0,1502.0,61583.0,8.223127253304847,0.0,1195.0,18.0,0.0024035251702496994,0.0,18.0,41241.0,5.506876752570436,0.0,574.0
SFO -> SEA,140068.0,15.049747501880304,0.0,1138.0,502.0,0.0539378962071559,0.0,378.0,31437.0,3.377780165466853,0.0,922.0,40425.0,4.343504888793381,0.0,1138.0,45.0,0.00483507037713549,0.0,41.0,67659.0,7.26968948103578,0.0,902.0
PHL -> BOS,139488.0,18.10826950538751,0.0,1288.0,3201.0,0.4155523821887576,0.0,215.0,34861.0,4.52563936128781,0.0,1027.0,45778.0,5.9428793976372845,0.0,663.0,5.0,6.490977541217707E-4,0.0,5.0,55643.0,7.223549266519538,0.0,577.0
ORD -> LAX,136001.0,17.01927168064072,0.0,1065.0,8595.0,1.0755850331623076,0.0,333.0,39883.0,4.990989863596546,0.0,1003.0,24112.0,3.0173945688900012,0.0,255.0,23.0,0.002878238017769991,0.0,18.0,63388.0,7.932423976974096,0.0,809.0
ORD -> ATL,133397.0,17.407934229414067,0.0,1183.0,14079.0,1.837269998695028,0.0,1030.0,35300.0,4.6065509591543785,0.0,1183.0,29818.0,3.891165339945191,0.0,696.0,37.0,0.004828396189481926,0.0,24.0,54163.0,7.068119535429989,0.0,815.0
DFW -> LGA,132253.0,20.077880674054956,0.0,1106.0,9574.0,1.4534689540003036,0.0,1070.0,39221.0,5.954303931987248,0.0,1085.0,44361.0,6.734628814331258,0.0,837.0,51.0,0.007742523151662365,0.0,51.0,39046.0,5.927736450584485,0.0,422.0
DCA -> LGA,132114.0,19.72145096283027,0.0,1104.0,4992.0,0.7451858486341245,0.0,738.0,16847.0,2.514852963128825,0.0,308.0,70832.0,10.5735184355874,0.0,927.0,0.0,0.0,0.0,0.0,39443.0,5.8878937154799225,0.0,533.0
BOS -> DCA,130687.0,14.771900079122867,0.0,506.0,3781.0,0.42737651181191366,0.0,343.0,38097.0,4.306205493387589,0.0,449.0,30877.0,3.4901096416864474,0.0,468.0,107.0,0.012094495309144342,0.0,46.0,57825.0,6.536113936927772,0.0,467.0
ORD -> MSP,130631.0,17.459369152632984,0.0,1196.0,12624.0,1.6872493985565358,0.0,894.0,31672.0,4.233092755947608,0.0,1192.0,28390.0,3.794439989307672,0.0,427.0,25.0,0.0033413525795241913,0.0,16.0,57920.0,7.741245656241647,0.0,409.0
JFK -> SFO,130324.0,17.10288713910761,0.0,1286.0,5764.0,0.7564304461942257,0.0,541.0,30689.0,4.02742782152231,0.0,1265.0,76149.0,9.993307086614173,0.0,921.0,47.0,0.006167979002624672,0.0,38.0,17675.0,2.3195538057742784,0.0,498.0
SAN -> SFO,129667.0,17.16988877118644,0.0,953.0,1394.0,0.18458686440677965,0.0,260.0,18515.0,2.4516684322033897,0.0,797.0,67679.0,8.961731991525424,0.0,874.0,45.0,0.005958686440677966,0.0,19.0,42034.0,5.5659427966101696,0.0,468.0
SFO -> JFK,128128.0,16.812491798976513,0.0,1140.0,857.0,0.11245243406377116,0.0,150.0,34993.0,4.591654638498885,0.0,1006.0,47893.0,6.284345886366618,0.0,517.0,66.0,0.00866028080304422,0.0,40.0,44319.0,5.815378559244194,0.0,811.0
LAS -> LAX,127936.0,10.917904079194402,0.0,1701.0,1296.0,0.11059907834101383,0.0,181.0,35589.0,3.037122375832053,0.0,1583.0,26463.0,2.2583205325140807,0.0,291.0,154.0,0.013142174432497013,0.0,53.0,64434.0,5.498719918074757,0.0,1021.0
DTW -> ORD,126803.0,18.62832378433965,0.0,1173.0,7990.0,1.173791685030116,0.0,836.0,36134.0,5.30835904216248,0.0,1005.0,48012.0,7.053327457029528,0.0,1173.0,162.0,0.02379903040987219,0.0,43.0,34505.0,5.069046569707654,0.0,488.0
LGA -> DFW,126674.0,19.23967193195626,0.0,1577.0,6776.0,1.0291616038882139,0.0,883.0,42259.0,6.418438639125152,0.0,1556.0,37095.0,5.634113001215066,0.0,593.0,15.0,0.002278250303766707,0.0,11.0,40529.0,6.155680437424058,0.0,858.0
ATL -> ORD,126311.0,16.31714248805064,0.0,1118.0,7111.0,0.9186151659992249,0.0,1115.0,25162.0,3.250484433535719,0.0,1077.0,63569.0,8.211988115230591,0.0,897.0,6.0,7.75093657150239E-4,0.0,6.0,30463.0,3.935279679627955,0.0,430.0
DEN -> SFO,124289.0,22.17070995362112,0.0,866.0,3989.0,0.7115590438815554,0.0,396.0,22151.0,3.9513021762397433,0.0,633.0,62201.0,11.09543346414556,0.0,351.0,0.0,0.0,0.0,0.0,35948.0,6.4124152693542635,0.0,432.0
DEN -> ORD,123272.0,19.55767095034111,0.0,1170.0,9828.0,1.5592574964302712,0.0,996.0,22350.0,3.5459305092812947,0.0,931.0,44034.0,6.986197049024274,0.0,844.0,14.0,0.0022211645248294463,0.0,14.0,47046.0,7.4640647310804376,0.0,735.0
EWR -> ORD,122512.0,22.174117647058825,0.0,754.0,7956.0,1.44,0.0,444.0,18432.0,3.336108597285068,0.0,742.0,46495.0,8.415384615384616,0.0,491.0,29.0,0.005248868778280543,0.0,16.0,49600.0,8.97737556561086,0.0,627.0
EWR -> ATL,122504.0,18.70575660406169,0.0,1146.0,6301.0,0.9621316231485723,0.0,644.0,34819.0,5.316689570926859,0.0,1146.0,21376.0,3.2640097724843486,0.0,456.0,18.0,0.002748511223087494,0.0,13.0,59990.0,9.160177126278821,0.0,579.0
SFO -> ORD,121787.0,19.206276612521684,0.0,1183.0,1378.0,0.21731588077590286,0.0,428.0,32526.0,5.129474846238764,0.0,1124.0,31080.0,4.901435104873048,0.0,498.0,16.0,0.0025232613152499604,0.0,16.0,56787.0,8.95552751931872,0.0,673.0
BOS -> PHL,121467.0,15.82838154808444,0.0,1558.0,4220.0,0.5499087829033099,0.0,326.0,34174.0,4.45321866041178,0.0,1538.0,33464.0,4.36069846234037,0.0,695.0,22.0,0.0028668230388324213,0.0,12.0,49587.0,6.461688819390148,0.0,925.0
BNA -> ORD,120255.0,22.758327024981075,0.0,1243.0,3506.0,0.6635124905374716,0.0,979.0,30526.0,5.777062831188494,0.0,1013.0,48391.0,9.158024224072673,0.0,1243.0,7.0,0.0013247539742619228,0.0,5.0,37825.0,7.158402725208176,0.0,739.0
JFK -> BOS,118020.0,21.4698926687284,0.0,1068.0,7235.0,1.3161724577042022,0.0,901.0,33941.0,6.174458795706749,0.0,771.0,35174.0,6.398762961615427,0.0,532.0,183.0,0.033290885937784245,0.0,82.0,41487.0,7.547207567764235,0.0,555.0
CVG -> ORD,116886.0,20.883687689833838,0.0,1567.0,3613.0,0.6455243880650349,0.0,391.0,23965.0,4.281758084688226,0.0,1117.0,47824.0,8.54457745220654,0.0,1567.0,38.0,0.006789351438270502,0.0,21.0,41446.0,7.405038413435769,0.0,799.0
LAX -> LAS,116470.0,9.936017744412217,0.0,701.0,722.0,0.0615935847125064,0.0,235.0,32815.0,2.7994369561508274,0.0,355.0,25116.0,2.142637775123699,0.0,701.0,362.0,0.030882102030370243,0.0,262.0,57455.0,4.901467326394813,0.0,392.0
ORD -> DCA,114470.0,14.260620406129313,0.0,774.0,8446.0,1.0521988289522861,0.0,456.0,30572.0,3.8086458203562974,0.0,386.0,28880.0,3.5978572318425313,0.0,340.0,27.0,0.003363647689049458,0.0,23.0,46545.0,5.798554877289149,0.0,546.0
DCA -> ORD,114252.0,14.228144458281445,0.0,1557.0,5205.0,0.6481942714819428,0.0,544.0,17572.0,2.188293897882939,0.0,1557.0,50176.0,6.248567870485679,0.0,1212.0,28.0,0.0034869240348692405,0.0,17.0,41271.0,5.139601494396015,0.0,1055.0
EWR -> FLL,113909.0,22.8137392349289,0.0,843.0,3674.0,0.735830162227118,0.0,663.0,27453.0,5.498297616663328,0.0,470.0,32415.0,6.492088924494292,0.0,654.0,52.0,0.010414580412577609,0.0,19.0,50315.0,10.077107951131584,0.0,748.0
ORD -> DTW,113798.0,16.72024684102263,0.0,1174.0,9880.0,1.4516602997355275,0.0,1167.0,33153.0,4.871143109021451,0.0,1130.0,18605.0,2.733617396414928,0.0,972.0,27.0,0.0039670878636497205,0.0,27.0,52133.0,7.65985894798707,0.0,836.0
ORD -> DEN,113529.0,17.96629213483146,0.0,1020.0,6414.0,1.0150340243709448,0.0,411.0,29383.0,4.649944611489159,0.0,1020.0,30602.0,4.842854882101598,0.0,397.0,0.0,0.0,0.0,0.0,47130.0,7.458458616869758,0.0,550.0
DEN -> DFW,112596.0,19.168539325842698,0.0,1541.0,3766.0,0.641130405175349,0.0,685.0,26959.0,4.589547156962888,0.0,1518.0,30593.0,5.208205652025876,0.0,858.0,49.0,0.008341845420497106,0.0,20.0,51229.0,8.721314266258087,0.0,1051.0
LAX -> ORD,111181.0,13.913277437116756,0.0,1407.0,736.0,0.09210361656863972,0.0,190.0,32881.0,4.114754098360656,0.0,1393.0,35869.0,4.488674759103992,0.0,558.0,43.0,0.005381053685396071,0.0,24.0,41652.0,5.212363909398073,0.0,496.0
RDU -> LGA,111060.0,22.88481351741191,0.0,1628.0,4465.0,0.9200494539460128,0.0,910.0,16809.0,3.4636307438697713,0.0,1628.0,59685.0,12.298578199052132,0.0,1000.0,14.0,0.00288481351741191,0.0,14.0,30087.0,6.199670307026581,0.0,831.0
SFO -> EWR,110517.0,19.044804411511286,0.0,502.0,1437.0,0.24763053592969153,0.0,235.0,33386.0,5.753231087368603,0.0,484.0,42466.0,7.317938997070481,0.0,338.0,9.0,0.0015509219369291745,0.0,9.0,33219.0,5.724452869205583,0.0,502.0
IAH -> DFW,110243.0,17.981242864133094,0.0,977.0,11392.0,1.858098189528625,0.0,904.0,31179.0,5.0854672973413795,0.0,880.0,24481.0,3.99298646224107,0.0,861.0,41.0,0.006687326700375143,0.0,32.0,43150.0,7.0380035883216445,0.0,747.0
FLL -> ATL,108595.0,12.529710395754009,0.0,1188.0,7082.0,0.8171224183685243,0.0,753.0,34959.0,4.033575631706473,0.0,1114.0,30669.0,3.538594669435791,0.0,1188.0,461.0,0.05319026191300335,0.0,126.0,35424.0,4.087227414330218,0.0,436.0
DTW -> LGA,108285.0,21.60514764565044,0.0,2649.0,6227.0,1.2424181963288108,0.0,833.0,18078.0,3.6069433359936154,0.0,2592.0,60512.0,12.07342378292099,0.0,1109.0,61.0,0.012170790103750998,0.0,33.0,23407.0,4.670191540303272,0.0,1025.0
DFW -> IAH,107732.0,17.568819308545336,0.0,1119.0,9481.0,1.5461513372472278,0.0,310.0,29154.0,4.75440313111546,0.0,1119.0,28584.0,4.6614481409001955,0.0,522.0,22.0,0.003587736464448793,0.0,21.0,40491.0,6.603228962818004,0.0,482.0
LGA -> FLL,107679.0,22.19270403957131,0.0,1094.0,1695.0,0.34934047815333885,0.0,263.0,29266.0,6.031739488870569,0.0,849.0,33464.0,6.896949711459192,0.0,1071.0,119.0,0.024525968672712284,0.0,54.0,43135.0,8.8901483924155,0.0,435.0
IAH -> LGA,107448.0,25.31166077738516,0.0,1077.0,7076.0,1.666902237926973,0.0,886.0,27116.0,6.387750294464075,0.0,1077.0,50716.0,11.947232037691402,0.0,713.0,0.0,0.0,0.0,0.0,22540.0,5.3097762073027095,0.0,397.0
LGA -> DCA,107017.0,15.99417127484681,0.0,420.0,2476.0,0.37004931998206547,0.0,405.0,19499.0,2.9142131221043193,0.0,278.0,33655.0,5.029890898221492,0.0,298.0,99.0,0.01479599461963832,0.0,53.0,51288.0,7.665221939919294,0.0,413.0
CLT -> LGA,106297.0,17.928318434811942,0.0,1163.0,3311.0,0.5584415584415584,0.0,784.0,22449.0,3.7863046044864226,0.0,1162.0,48625.0,8.20121437004554,0.0,1160.0,147.0,0.024793388429752067,0.0,78.0,31765.0,5.357564513408669,0.0,452.0
CLT -> EWR,105021.0,21.485474631751227,0.0,1291.0,1961.0,0.40118657937806873,0.0,178.0,17158.0,3.5102291325695583,0.0,1291.0,53052.0,10.853518821603927,0.0,1014.0,104.0,0.02127659574468085,0.0,33.0,32746.0,6.699263502454992,0.0,452.0
PHX -> SFO,102143.0,21.00843274372686,0.0,1062.0,934.0,0.1921020156314274,0.0,311.0,19149.0,3.9385026737967914,0.0,816.0,50075.0,10.299259563965446,0.0,442.0,97.0,0.01995063759769642,0.0,56.0,31888.0,6.5586178527355,0.0,599.0
EWR -> LAX,102139.0,20.613319878910193,0.0,1090.0,10784.0,2.1763874873864784,0.0,761.0,23916.0,4.8266397578203835,0.0,619.0,23669.0,4.776791120080727,0.0,460.0,254.0,0.05126135216952573,0.0,222.0,43516.0,8.782240161453078,0.0,818.0
BOS -> SFO,100889.0,19.96615871759351,0.0,874.0,3793.0,0.7506431822679597,0.0,404.0,25179.0,4.982980407678607,0.0,868.0,44678.0,8.84187611320008,0.0,353.0,43.0,0.008509796160696616,0.0,16.0,27196.0,5.382149218286167,0.0,515.0
DFW -> LAX,99826.0,13.603979285908967,0.0,959.0,6005.0,0.8183428727173617,0.0,389.0,38518.0,5.24911420005451,0.0,924.0,19140.0,2.6083401471790677,0.0,240.0,80.0,0.010902153175252113,0.0,51.0,36083.0,4.917279912782774,0.0,542.0
DFW -> SFO,99786.0,21.514877102199225,0.0,892.0,5113.0,1.1024148339801638,0.0,763.0,23131.0,4.98727899956878,0.0,892.0,39822.0,8.586028460543337,0.0,375.0,0.0,0.0,0.0,0.0,31720.0,6.839154808106943,0.0,310.0
ORD -> CVG,99386.0,17.823888091822095,0.0,1222.0,6786.0,1.2170014347202296,0.0,608.0,22036.0,3.9519368723098998,0.0,1222.0,21042.0,3.773672883787661,0.0,835.0,0.0,0.0,0.0,0.0,49522.0,8.881276901004304,0.0,997.0
FLL -> LGA,99251.0,20.451473315474963,0.0,981.0,3584.0,0.738512260457449,0.0,262.0,21607.0,4.45229754790851,0.0,981.0,55613.0,11.45950958170204,0.0,684.0,143.0,0.029466309499278795,0.0,37.0,18304.0,3.7716876159076858,0.0,318.0
MCO -> JFK,99154.0,21.749067778021494,0.0,940.0,4342.0,0.9524018425093222,0.0,479.0,28867.0,6.3318710243474445,0.0,940.0,32035.0,7.026760254441763,0.0,599.0,899.0,0.19719236674709367,0.0,125.0,33011.0,7.2408422899758715,0.0,522.0
SFO -> LAS,98427.0,12.604302727621974,0.0,568.0,1055.0,0.13510052503521577,0.0,263.0,21950.0,2.810859264950698,0.0,385.0,20834.0,2.667947240363683,0.0,302.0,48.0,0.006146753745678064,0.0,30.0,54540.0,6.9842489435267,0.0,374.0
LAS -> DEN,98320.0,14.142692750287686,0.0,1423.0,3132.0,0.45051783659378597,0.0,403.0,27327.0,3.930811277330265,0.0,1219.0,25034.0,3.6009781357882624,0.0,1375.0,32.0,0.004602991944764097,0.0,32.0,42795.0,6.15578250863061,0.0,863.0
DEN -> PHX,97411.0,12.503016300859967,0.0,1373.0,3735.0,0.4793993068925683,0.0,905.0,32844.0,4.215633423180593,0.0,1327.0,16291.0,2.0910024387113335,0.0,120.0,61.0,0.007829546913104864,0.0,23.0,44480.0,5.709151585162367,0.0,604.0
CLE -> LGA,96594.0,20.578184916915212,0.0,1189.0,3406.0,0.7256071580741372,0.0,1184.0,14544.0,3.0984235193864507,0.0,936.0,52656.0,11.21772475500639,0.0,1050.0,0.0,0.0,0.0,0.0,25988.0,5.536429484448232,0.0,828.0
PBI -> EWR,94852.0,29.5213196389667,0.0,1185.0,2362.0,0.7351384998443822,0.0,914.0,15831.0,4.927170868347339,0.0,943.0,50851.0,15.826641767818238,0.0,440.0,35.0,0.010893246187363835,0.0,35.0,25773.0,8.021475256769374,0.0,637.0
DFW -> DEN,94421.0,16.068924438393466,0.0,1248.0,6815.0,1.1598025867937372,0.0,1103.0,25726.0,4.378148400272294,0.0,759.0,24309.0,4.136997957794418,0.0,245.0,125.0,0.021272974812797822,0.0,63.0,37446.0,6.372702518720218,0.0,619.0
MCO -> ATL,94338.0,10.068089647812167,0.0,739.0,5507.0,0.587726787620064,0.0,265.0,25482.0,2.719530416221985,0.0,739.0,27750.0,2.961579509071505,0.0,437.0,982.0,0.1048025613660619,0.0,220.0,34617.0,3.694450373532551,0.0,418.0
BWI -> BOS,94087.0,16.85240909905069,0.0,807.0,2857.0,0.5117320437041017,0.0,283.0,25486.0,4.564929249507434,0.0,724.0,32726.0,5.861723087945549,0.0,372.0,185.0,0.03313630664517284,0.0,73.0,32833.0,5.880888411248432,0.0,807.0
ATL -> BOS,94072.0,14.87304347826087,0.0,891.0,6410.0,1.0134387351778655,0.0,877.0,23509.0,3.716837944664032,0.0,862.0,37079.0,5.862292490118577,0.0,555.0,15.0,0.0023715415019762848,0.0,15.0,27059.0,4.278102766798419,0.0,475.0
ATL -> FLL,93144.0,10.728403593642017,0.0,1024.0,3906.0,0.4498963372494817,0.0,1008.0,34053.0,3.922252937111265,0.0,578.0,21351.0,2.45922598479613,0.0,524.0,46.0,0.005298318359824925,0.0,19.0,33788.0,3.8917300161253165,0.0,898.0
DEN -> SLC,92979.0,13.222269624573379,0.0,1135.0,6014.0,0.8552332195676906,0.0,1041.0,29877.0,4.248720136518771,0.0,1068.0,13419.0,1.9082764505119454,0.0,159.0,0.0,0.0,0.0,0.0,43669.0,6.210039817974971,0.0,1024.0
ATL -> MCO,92969.0,9.959185859667917,0.0,504.0,4216.0,0.4516336368505624,0.0,420.0,32425.0,3.4734868773433316,0.0,504.0,25212.0,2.700803427959293,0.0,402.0,317.0,0.03395822174611676,0.0,286.0,30799.0,3.2993036957686126,0.0,427.0
DEN -> LAX,92667.0,12.664616646166461,0.0,1148.0,6337.0,0.8660653273199399,0.0,366.0,26132.0,3.5714090474238076,0.0,664.0,17482.0,2.3892305589722564,0.0,236.0,18.0,0.0024600246002460025,0.0,12.0,42698.0,5.835451687850211,0.0,786.0
ORD -> BNA,92407.0,17.28526000748223,0.0,924.0,3900.0,0.7295173961840629,0.0,567.0,33106.0,6.1926674148896375,0.0,856.0,17364.0,3.2480359147025815,0.0,817.0,0.0,0.0,0.0,0.0,38037.0,7.115039281705949,0.0,382.0
DEN -> SEA,92341.0,13.478470296307108,0.0,945.0,3995.0,0.5831265508684863,0.0,400.0,26855.0,3.9198657130345933,0.0,603.0,20040.0,2.9251204203765875,0.0,210.0,15.0,0.0021894613924974458,0.0,15.0,41436.0,6.048168150634944,0.0,927.0
SFO -> DEN,92200.0,16.24669603524229,0.0,877.0,763.0,0.13444933920704846,0.0,116.0,21688.0,3.8216740088105725,0.0,769.0,19226.0,3.38784140969163,0.0,203.0,0.0,0.0,0.0,0.0,50523.0,8.90273127753304,0.0,796.0
LAX -> DFW,91835.0,12.51158038147139,0.0,889.0,980.0,0.1335149863760218,0.0,320.0,37131.0,5.058719346049046,0.0,888.0,20678.0,2.81716621253406,0.0,379.0,275.0,0.03746594005449591,0.0,84.0,32771.0,4.4647138964577655,0.0,786.0
MIA -> LGA,90904.0,15.831417624521073,0.0,1122.0,4201.0,0.7316266109369558,0.0,202.0,21946.0,3.8220132358063394,0.0,1122.0,45796.0,7.975618251480321,0.0,618.0,92.0,0.01602229188436085,0.0,63.0,18869.0,3.2861372344130966,0.0,292.0
SFO -> BOS,90742.0,17.97583201267829,0.0,827.0,370.0,0.07329635499207607,0.0,115.0,25102.0,4.972662440570523,0.0,549.0,32600.0,6.458003169572108,0.0,697.0,41.0,0.00812202852614897,0.0,35.0,32629.0,6.463748019017433,0.0,446.0
DEN -> LAS,90634.0,13.103079369668931,0.0,440.0,2761.0,0.39916148619343644,0.0,246.0,23557.0,3.405667196761602,0.0,440.0,23308.0,3.3696689316177535,0.0,309.0,15.0,0.002168570189388463,0.0,15.0,40993.0,5.926413184906751,0.0,397.0
