DEST_CITY_NAME,SUM_OF_ALL_DELAYS,AVERAGE_OF_ALL_DELAYS,SUM_OF_WEATHER_DELAY,AVERAGE_OF_WEATHER_DELAY,SUM_OF_CARRIER_DELAY,AVERAGE_OF_CARRIER_DELAY,SUM_OF_NAS_DELAY,AVERAGE_OF_NAS_DELAY,SUM_OF_SECURITY_DELAY,AVERAGE_OF_SECURITY_DELAY,SUM_OF_LATE_AIRCRAFT_DELAY,AVERAGE_OF_LATE_AIRCRAFT_DELAY
"St. George, UT",26190.0,10.069204152249135,667.0,0.2564398308342945,11398.0,4.382160707420223,4117.0,1.5828527489427144,35.0,0.013456362937331795,9973.0,3.834294502114571
"Fort Smith, AR",26128.0,12.068360277136259,2757.0,1.2734411085450346,6874.0,3.175057736720554,2455.0,1.1339491916859123,0.0,0.0,14042.0,6.485912240184757
"Kalamazoo, MI",26017.0,11.609549308344489,2626.0,1.1717983043284248,8676.0,3.8714859437751006,4846.0,2.1624274877286926,0.0,0.0,9869.0,4.403837572512272
"College Station/Bryan, TX",25607.0,11.30052956751986,1307.0,0.5767872903795234,11735.0,5.178729037952339,4236.0,1.8693733451015004,0.0,0.0,8329.0,3.675639894086496
"Manhattan/Ft. Riley, KS",25514.0,12.86636409480585,1782.0,0.8986384266263238,8144.0,4.10690872415532,6278.0,3.165910237014624,0.0,0.0,9310.0,4.694906707009581
"Nantucket, MA",24875.0,20.815899581589957,3990.0,3.3389121338912133,8679.0,7.262761506276151,2124.0,1.7774058577405858,0.0,0.0,10082.0,8.436820083682008
"Redding, CA",24668.0,17.734004313443567,825.0,0.5930984902947519,11872.0,8.534867002156721,1929.0,1.3867721063982745,0.0,0.0,10042.0,7.219266714593817
"Meridian, MS",24636.0,25.241803278688526,1117.0,1.1444672131147542,11584.0,11.868852459016393,3008.0,3.081967213114754,7.0,0.007172131147540984,8920.0,9.139344262295081
"Kalispell, MT",24533.0,8.070065789473684,1932.0,0.6355263157894737,8881.0,2.9213815789473685,4057.0,1.3345394736842104,25.0,0.008223684210526315,9638.0,3.170394736842105
"Worcester, MA",24399.0,19.676612903225806,1231.0,0.992741935483871,12344.0,9.95483870967742,2490.0,2.0080645161290325,155.0,0.125,8179.0,6.595967741935484
"Grand Forks, ND",23810.0,11.268338854708945,6974.0,3.3005205868433505,5977.0,2.828679602460956,3403.0,1.6105063890203501,100.0,0.047326076668244205,7356.0,3.4813061997160437
"Jamestown, ND",22828.0,23.058585858585857,4451.0,4.495959595959596,11290.0,11.404040404040405,1940.0,1.9595959595959596,0.0,0.0,5147.0,5.198989898989899
"Salina, KS",22823.0,24.305644302449416,836.0,0.8903088391906283,10680.0,11.373801916932907,1948.0,2.0745473908413206,0.0,0.0,9359.0,9.966986155484559
"Toledo, OH",22798.0,10.887297039159503,3219.0,1.5372492836676217,5502.0,2.627507163323782,3236.0,1.545367717287488,0.0,0.0,10841.0,5.177172874880611
"Lake Charles, LA",22638.0,11.456477732793521,3383.0,1.7120445344129556,7496.0,3.7935222672064777,4727.0,2.3922064777327936,16.0,0.008097165991902834,7016.0,3.5506072874493926
"Montrose/Delta, CO",22598.0,12.288200108754758,1379.0,0.7498640565524741,7717.0,4.196302338227297,4049.0,2.201740076128331,0.0,0.0,9453.0,5.140293637846656
"Abilene, TX",21369.0,9.40536971830986,1306.0,0.5748239436619719,6048.0,2.6619718309859155,4945.0,2.1764964788732395,17.0,0.007482394366197183,9053.0,3.984595070422535
"Santa Fe, NM",20973.0,11.664627363737486,561.0,0.3120133481646274,8670.0,4.82202447163515,3364.0,1.8709677419354838,0.0,0.0,8378.0,4.659621802002225
"Melbourne, FL",20835.0,7.96140619029423,1246.0,0.4761176920137562,7228.0,2.761941153993122,3910.0,1.4940771876194114,45.0,0.01719526175009553,8406.0,3.212074894917845
"Yuma, AZ",20736.0,10.8,293.0,0.15260416666666668,9543.0,4.9703125,1972.0,1.0270833333333333,0.0,0.0,8928.0,4.65
"Staunton, VA",20490.0,28.940677966101696,241.0,0.3403954802259887,8785.0,12.408192090395481,1149.0,1.6228813559322033,0.0,0.0,10315.0,14.569209039548022
"Ponce, PR",20371.0,24.66222760290557,231.0,0.2796610169491525,8632.0,10.450363196125908,1970.0,2.3849878934624695,17.0,0.020581113801452784,9521.0,11.526634382566586
"Cape Girardeau, MO",20200.0,21.12970711297071,1729.0,1.8085774058577406,7885.0,8.247907949790795,1309.0,1.3692468619246863,0.0,0.0,9277.0,9.70397489539749
"Flagstaff, AZ",20166.0,10.118414450577019,312.0,0.15654791771199197,9814.0,4.924234821876568,1943.0,0.9749121926743602,2.0,0.0010035122930255895,8095.0,4.061716006021074
"Clarksburg/Fairmont, WV",19572.0,22.891228070175437,1197.0,1.4,8285.0,9.690058479532164,1899.0,2.221052631578947,0.0,0.0,8191.0,9.580116959064327
"CONCORD, NC",18538.0,13.521517140773158,1869.0,1.363238512035011,5757.0,4.199124726477024,3198.0,2.3326039387308533,31.0,0.02261123267687819,7683.0,5.6039387308533914
"Erie, PA",17455.0,14.61892797319933,2903.0,2.4313232830820772,6828.0,5.71859296482412,1335.0,1.1180904522613064,1.0,8.375209380234506E-4,6388.0,5.350083752093802
"Pellston, MI",17178.0,15.817679558011049,7001.0,6.44659300184162,6045.0,5.566298342541437,1203.0,1.1077348066298343,180.0,0.16574585635359115,2749.0,2.5313075506445673
"Devils Lake, ND",17013.0,27.264423076923077,1133.0,1.8157051282051282,9564.0,15.326923076923077,715.0,1.1458333333333333,0.0,0.0,5601.0,8.975961538461538
"Hattiesburg/Laurel, MS",16749.0,23.623413258110013,456.0,0.6431593794076164,5834.0,8.228490832157968,984.0,1.38787023977433,0.0,0.0,9475.0,13.3638928067701
"Hancock/Houghton, MI",16436.0,22.576923076923077,3079.0,4.229395604395604,5860.0,8.04945054945055,2163.0,2.9711538461538463,0.0,0.0,5334.0,7.326923076923077
"Joplin, MO",16305.0,11.755587599134824,1168.0,0.8421052631578947,5669.0,4.087238644556597,3120.0,2.2494592645998557,59.0,0.04253785147801009,6289.0,4.534246575342466
"Ketchikan, AK",16227.0,6.809483843894251,969.0,0.40663029794376837,5304.0,2.225765841376416,2617.0,1.09819555182543,36.0,0.015107007973143098,7301.0,3.063785144775493
"Muskegon, MI",16173.0,22.246217331499313,1215.0,1.6712517193947731,8146.0,11.204951856946355,1289.0,1.7730398899587345,0.0,0.0,5523.0,7.59697386519945
"Latrobe, PA",16108.0,14.394995531724755,1588.0,1.419124218051832,3778.0,3.376228775692583,5021.0,4.4870420017873105,0.0,0.0,5721.0,5.112600536193029
"Laramie, WY",15878.0,25.364217252396166,2507.0,4.00479233226837,9383.0,14.988817891373802,903.0,1.4424920127795526,0.0,0.0,3085.0,4.9281150159744405
"Everett, WA",15718.0,9.666666666666666,180.0,0.11070110701107011,5288.0,3.252152521525215,2447.0,1.504920049200492,0.0,0.0,7803.0,4.7988929889298895
"Ogdensburg, NY",15519.0,29.2811320754717,590.0,1.1132075471698113,8660.0,16.339622641509433,1997.0,3.767924528301887,19.0,0.035849056603773584,4253.0,8.024528301886793
"Waco, TX",15322.0,8.516953863257365,1214.0,0.6748193440800445,4890.0,2.718176764869372,2008.0,1.1161756531406337,0.0,0.0,7210.0,4.007782101167315
"Quincy, IL",15299.0,24.207278481012658,781.0,1.235759493670886,7269.0,11.501582278481013,1206.0,1.9082278481012658,0.0,0.0,6043.0,9.561708860759493
"Hayden, CO",15215.0,14.035977859778598,785.0,0.724169741697417,5520.0,5.092250922509225,3860.0,3.5608856088560885,0.0,0.0,5050.0,4.658671586715867
"Idaho Falls, ID",15036.0,7.092452830188679,1054.0,0.4971698113207547,8289.0,3.9099056603773583,1264.0,0.5962264150943396,53.0,0.025,4376.0,2.0641509433962266
"Sioux City, IA",14942.0,11.109293680297398,1177.0,0.875092936802974,2984.0,2.2185873605947957,3770.0,2.802973977695167,0.0,0.0,7011.0,5.212639405204461
"Eau Claire, WI",14554.0,19.99175824175824,1181.0,1.6222527472527473,5360.0,7.362637362637362,1421.0,1.9519230769230769,0.0,0.0,6592.0,9.054945054945055
"Dothan, AL",14485.0,10.534545454545455,1417.0,1.0305454545454547,4528.0,3.293090909090909,1575.0,1.1454545454545455,93.0,0.06763636363636363,6872.0,4.9978181818181815
"Ithaca/Cortland, NY",14206.0,14.22022022022022,2631.0,2.6336336336336337,5047.0,5.052052052052052,1013.0,1.014014014014014,0.0,0.0,5515.0,5.52052052052052
"Binghamton, NY",14150.0,14.77035490605428,3001.0,3.1325678496868474,5793.0,6.046972860125261,686.0,0.7160751565762005,80.0,0.08350730688935282,4590.0,4.791231732776618
"Dubuque, IA",14087.0,13.428979980934223,1379.0,1.3145853193517636,2853.0,2.719733079122974,3052.0,2.909437559580553,0.0,0.0,6803.0,6.485224022878932
"San Angelo, TX",14057.0,7.473152578415736,1195.0,0.6353003721424774,3721.0,1.9782030834662414,3244.0,1.7246145667198298,7.0,0.003721424774056353,5890.0,3.1313131313131315
"Roswell, NM",13932.0,10.066473988439306,344.0,0.24855491329479767,7755.0,5.603323699421965,1579.0,1.1408959537572254,0.0,0.0,4254.0,3.0736994219653178
"Bellingham, WA",13635.0,7.4103260869565215,608.0,0.33043478260869563,5476.0,2.976086956521739,2650.0,1.440217391304348,0.0,0.0,4901.0,2.663586956521739
"Pueblo, CO",13576.0,14.473347547974413,237.0,0.2526652452025586,6978.0,7.439232409381663,2325.0,2.478678038379531,0.0,0.0,4036.0,4.302771855010661
"Hilo, HI",13543.0,2.2147179067865905,563.0,0.09206868356500408,6707.0,1.0968111201962387,750.0,0.12264922322158626,52.0,0.008503679476696648,5471.0,0.8946852003270646
"Great Falls, MT",13538.0,7.529477196885428,3056.0,1.6996662958843158,5443.0,3.0272525027808674,1363.0,0.7580645161290323,0.0,0.0,3676.0,2.0444938820912126
"Lewisburg, WV",13271.0,19.956390977443608,1486.0,2.2345864661654136,4661.0,7.009022556390978,1566.0,2.354887218045113,0.0,0.0,5558.0,8.357894736842105
"Tyler, TX",12932.0,8.247448979591837,2407.0,1.535076530612245,3349.0,2.135841836734694,1699.0,1.083545918367347,0.0,0.0,5477.0,3.492984693877551
"Columbus, GA",12825.0,10.066718995290424,593.0,0.4654631083202512,5947.0,4.667974882260596,2025.0,1.5894819466248038,0.0,0.0,4260.0,3.3437990580847723
"Belleville, IL",12754.0,12.565517241379311,1442.0,1.4206896551724137,6132.0,6.041379310344827,1603.0,1.5793103448275863,8.0,0.007881773399014778,3569.0,3.516256157635468
"Brunswick, GA",12508.0,12.06171648987464,2732.0,2.6345226615236257,3657.0,3.526518804243009,1411.0,1.360655737704918,0.0,0.0,4708.0,4.540019286403086
"North Platte, NE",12338.0,19.70926517571885,856.0,1.3674121405750799,7338.0,11.722044728434504,1171.0,1.8706070287539935,0.0,0.0,2973.0,4.7492012779552715
"Hobbs, NM",12320.0,16.470588235294116,341.0,0.45588235294117646,5397.0,7.21524064171123,2028.0,2.7112299465240643,0.0,0.0,4554.0,6.088235294117647
"Lawton/Fort Sill, OK",12120.0,9.085457271364318,1404.0,1.0524737631184409,4076.0,3.055472263868066,2060.0,1.5442278860569716,0.0,0.0,4580.0,3.4332833583208395
"Columbus, MS",12004.0,10.138513513513514,1336.0,1.1283783783783783,4026.0,3.4003378378378377,1043.0,0.8809121621621622,0.0,0.0,5599.0,4.728885135135135
"Scottsbluff, NE",11948.0,19.08626198083067,1032.0,1.648562300319489,6995.0,11.1741214057508,1100.0,1.7571884984025559,0.0,0.0,2821.0,4.506389776357827
"Pierre, SD",11837.0,17.96206373292868,1272.0,1.930197268588771,5891.0,8.939301972685888,1251.0,1.8983308042488618,0.0,0.0,3423.0,5.194233687405159
"Kearney, NE",11718.0,17.106569343065694,957.0,1.397080291970803,6227.0,9.09051094890511,1216.0,1.775182481751825,0.0,0.0,3318.0,4.843795620437956
"New Haven, CT",11574.0,10.696857670979668,473.0,0.43715341959334564,2619.0,2.4205175600739373,1877.0,1.734750462107209,21.0,0.019408502772643253,6584.0,6.085027726432532
"Rock Springs, WY",11512.0,15.662585034013606,1903.0,2.589115646258503,3627.0,4.9346938775510205,1024.0,1.3931972789115645,94.0,0.12789115646258503,4864.0,6.617687074829932
"Albany, GA",11477.0,11.419900497512439,1284.0,1.2776119402985076,5222.0,5.196019900497513,799.0,0.7950248756218905,14.0,0.013930348258706468,4158.0,4.137313432835821
"Rhinelander, WI",11227.0,13.929280397022332,3263.0,4.048387096774194,4620.0,5.732009925558312,924.0,1.1464019851116625,0.0,0.0,2420.0,3.002481389578164
"Mammoth Lakes, CA",11091.0,19.526408450704224,457.0,0.8045774647887324,5571.0,9.808098591549296,1007.0,1.772887323943662,0.0,0.0,4056.0,7.140845070422535
"Aberdeen, SD",11001.0,14.648468708388815,1905.0,2.536617842876165,4792.0,6.380825565912117,873.0,1.162450066577896,0.0,0.0,3431.0,4.568575233022637
"Stockton, CA",10878.0,10.520309477756287,2068.0,2.0,3519.0,3.4032882011605414,1605.0,1.5522243713733075,0.0,0.0,3686.0,3.5647969052224373
"Sault Ste. Marie, MI",10456.0,15.444608567208272,3241.0,4.787296898079764,3554.0,5.249630723781388,668.0,0.9867060561299852,1047.0,1.5465288035450517,1946.0,2.8744460856720826
"Gillette, WY",10282.0,13.301423027166882,314.0,0.40620957309184996,4706.0,6.087968952134541,1309.0,1.6934023285899094,0.0,0.0,3953.0,5.113842173350582
"Brainerd, MN",10081.0,15.85062893081761,5452.0,8.572327044025156,2753.0,4.328616352201258,447.0,0.7028301886792453,0.0,0.0,1429.0,2.24685534591195
"Twin Falls, ID",10027.0,9.641346153846154,2652.0,2.55,5535.0,5.322115384615385,323.0,0.3105769230769231,0.0,0.0,1517.0,1.458653846153846
"Waterloo, IA",9975.0,14.25,933.0,1.332857142857143,2504.0,3.577142857142857,2487.0,3.552857142857143,0.0,0.0,4051.0,5.787142857142857
"Prescott, AZ",9743.0,13.219810040705562,206.0,0.27951153324287653,3613.0,4.902306648575305,1130.0,1.5332428765264585,0.0,0.0,4794.0,6.504748982360923
"Beaumont/Port Arthur, TX",9714.0,9.704295704295705,1833.0,1.8311688311688312,2365.0,2.3626373626373627,1777.0,1.7752247752247752,0.0,0.0,3739.0,3.7352647352647352
"Escanaba, MI",9649.0,15.41373801916933,3260.0,5.207667731629393,2909.0,4.646964856230032,591.0,0.9440894568690096,0.0,0.0,2889.0,4.615015974440895
"Sun Valley/Hailey/Ketchum, ID",9529.0,6.065563335455124,1249.0,0.7950350095480586,3574.0,2.2749840865690643,1804.0,1.1483131763208148,17.0,0.010821133036282623,2885.0,1.8364099299809038
"Grand Island, NE",9426.0,8.253940455341507,1331.0,1.1654991243432575,3277.0,2.869527145359019,1838.0,1.6094570928196148,47.0,0.04115586690017513,2933.0,2.5683012259194395
"Moab, UT",9222.0,14.802568218298555,784.0,1.2584269662921348,4372.0,7.017656500802568,967.0,1.552166934189406,0.0,0.0,3099.0,4.974317817014446
"Texarkana, AR",9090.0,7.318840579710145,873.0,0.7028985507246377,2391.0,1.9251207729468598,1323.0,1.065217391304348,0.0,0.0,4503.0,3.6256038647342996
"Alpena, MI",9028.0,14.375796178343949,3050.0,4.856687898089172,2309.0,3.676751592356688,993.0,1.5812101910828025,0.0,0.0,2676.0,4.261146496815287
"Williston, ND",8808.0,10.460807600950119,1325.0,1.5736342042755345,3720.0,4.418052256532066,1101.0,1.3076009501187649,15.0,0.017814726840855107,2647.0,3.143705463182898
"Liberal, KS",8749.0,13.9984,387.0,0.6192,3416.0,5.4656,898.0,1.4368,0.0,0.0,4048.0,6.4768
"Sitka, AK",8528.0,6.335809806835067,605.0,0.44947994056463597,2591.0,1.924962852897474,1199.0,0.8907875185735513,0.0,0.0,4133.0,3.070579494799406
"Wichita Falls, TX",8502.0,6.763723150357995,799.0,0.6356404136833731,2156.0,1.715194908512331,1322.0,1.0517104216388227,0.0,0.0,4225.0,3.3611774065234687
"Ashland, WV",8490.0,11.95774647887324,1576.0,2.219718309859155,2957.0,4.164788732394366,929.0,1.3084507042253521,2.0,0.0028169014084507044,3026.0,4.261971830985916
"Valdosta, GA",8045.0,7.7729468599033815,1599.0,1.5449275362318842,3398.0,3.2830917874396137,842.0,0.8135265700483092,0.0,0.0,2206.0,2.1314009661835747
"Lynchburg, VA",7950.0,8.679039301310043,677.0,0.7390829694323144,2612.0,2.851528384279476,491.0,0.5360262008733624,0.0,0.0,4170.0,4.5524017467248905
"Vernal, UT",7818.0,12.4688995215311,335.0,0.5342902711323764,2615.0,4.170653907496013,700.0,1.1164274322169059,0.0,0.0,4168.0,6.647527910685805
"Provo, UT",7795.0,10.678082191780822,243.0,0.33287671232876714,3510.0,4.808219178082192,885.0,1.2123287671232876,33.0,0.045205479452054796,3124.0,4.279452054794521
"Helena, MT",7779.0,5.766493699036324,2417.0,1.7916975537435138,2130.0,1.5789473684210527,589.0,0.43661971830985913,0.0,0.0,2643.0,1.9592290585618977
"Christiansted, VI",7779.0,8.701342281879194,678.0,0.7583892617449665,3938.0,4.4049217002237135,1521.0,1.7013422818791946,131.0,0.1465324384787472,1511.0,1.6901565995525727
"North Bend/Coos Bay, OR",7679.0,20.049608355091383,148.0,0.38642297650130547,3277.0,8.556135770234986,693.0,1.8093994778067886,6.0,0.015665796344647518,3555.0,9.281984334203655
"Bemidji, MN",7360.0,9.919137466307278,2427.0,3.27088948787062,2609.0,3.5161725067385445,676.0,0.9110512129380054,0.0,0.0,1648.0,2.221024258760108
"Casper, WY",7333.0,6.963912630579297,979.0,0.929724596391263,3654.0,3.47008547008547,853.0,0.8100664767331434,0.0,0.0,1847.0,1.7540360873694207
"Cheyenne, WY",7235.0,14.048543689320388,465.0,0.9029126213592233,4422.0,8.586407766990291,389.0,0.7553398058252427,0.0,0.0,1959.0,3.803883495145631
"Watertown, SD",7211.0,13.814176245210728,1463.0,2.8026819923371646,2718.0,5.206896551724138,819.0,1.5689655172413792,0.0,0.0,2211.0,4.235632183908046
"Cody, WY",7008.0,15.53880266075388,384.0,0.8514412416851441,3955.0,8.76940133037694,529.0,1.1729490022172948,0.0,0.0,2140.0,4.745011086474501
"Wrangell, AK",6863.0,9.4792817679558,373.0,0.5151933701657458,1324.0,1.828729281767956,1398.0,1.930939226519337,27.0,0.03729281767955801,3741.0,5.167127071823204
"Pocatello, ID",6811.0,6.248623853211009,1672.0,1.5339449541284405,3143.0,2.88348623853211,409.0,0.37522935779816513,0.0,0.0,1587.0,1.4559633027522936
"Stillwater, OK",6730.0,7.656427758816838,569.0,0.6473265073947668,2141.0,2.4357224118316267,1380.0,1.5699658703071673,0.0,0.0,2640.0,3.0034129692832763
"Iron Mountain/Kingsfd, MI",6725.0,9.918879056047198,1678.0,2.4749262536873156,2512.0,3.7050147492625367,484.0,0.7138643067846607,26.0,0.038348082595870206,2025.0,2.9867256637168142
"Guam, TT",6708.0,7.995232419547079,28.0,0.033373063170441,3801.0,4.530393325387366,584.0,0.6960667461263409,0.0,0.0,2295.0,2.735399284862932
"Petersburg, AK",6630.0,9.157458563535911,291.0,0.40193370165745856,1811.0,2.501381215469613,1043.0,1.4406077348066297,12.0,0.016574585635359115,3473.0,4.79696132596685
"Martha's Vineyard, MA",6402.0,11.597826086956522,391.0,0.7083333333333334,2469.0,4.4728260869565215,1017.0,1.8423913043478262,52.0,0.09420289855072464,2473.0,4.480072463768116
"Rockford, IL",6390.0,8.531375166889186,338.0,0.4512683578104139,3293.0,4.39652870493992,1205.0,1.6088117489986649,21.0,0.028037383177570093,1533.0,2.046728971962617
"Garden City, KS",6237.0,8.567307692307692,2031.0,2.7898351648351647,1215.0,1.668956043956044,1323.0,1.8173076923076923,0.0,0.0,1668.0,2.291208791208791
"Longview, TX",6013.0,6.4036208732694355,1247.0,1.3280085197018103,1372.0,1.4611288604898829,838.0,0.8924387646432375,0.0,0.0,2556.0,2.7220447284345046
"Gunnison, CO",5464.0,22.766666666666666,1147.0,4.779166666666667,2443.0,10.179166666666667,614.0,2.558333333333333,18.0,0.075,1242.0,5.175
"Cordova, AK",5413.0,7.497229916897507,205.0,0.2839335180055402,1891.0,2.619113573407202,954.0,1.3213296398891967,0.0,0.0,2363.0,3.272853185595568
"Niagara Falls, NY",5320.0,6.295857988165681,349.0,0.41301775147928993,2128.0,2.5183431952662723,1090.0,1.2899408284023668,76.0,0.08994082840236686,1677.0,1.9846153846153847
"Elko, NV",5272.0,7.798816568047338,2261.0,3.344674556213018,2262.0,3.3461538461538463,295.0,0.4363905325443787,0.0,0.0,454.0,0.6715976331360947
"Hibbing, MN",4904.0,7.833865814696486,2390.0,3.817891373801917,1011.0,1.6150159744408945,586.0,0.9361022364217252,16.0,0.025559105431309903,901.0,1.439297124600639
"Yakutat, AK",4896.0,6.781163434903047,121.0,0.16759002770083103,679.0,0.9404432132963989,930.0,1.2880886426592797,16.0,0.0221606648199446,3150.0,4.362880886426593
"Del Rio, TX",4872.0,6.738589211618257,259.0,0.3582295988934993,1147.0,1.586445366528354,1295.0,1.7911479944674966,0.0,0.0,2171.0,3.0027662517289073
"Deadhorse, AK",4736.0,4.793522267206478,373.0,0.3775303643724696,1610.0,1.6295546558704452,725.0,0.7338056680161943,0.0,0.0,2028.0,2.0526315789473686
"Elmira/Corning, NY",4631.0,7.679933665008292,374.0,0.6202321724709784,2228.0,3.6948590381426203,436.0,0.7230514096185738,49.0,0.0812603648424544,1544.0,2.560530679933665
"International Falls, MN",4607.0,7.109567901234568,763.0,1.1774691358024691,1958.0,3.021604938271605,714.0,1.1018518518518519,0.0,0.0,1172.0,1.808641975308642
"Cedar City, UT",4356.0,5.709043250327654,467.0,0.6120576671035387,2182.0,2.8597640891218874,849.0,1.1127129750982963,0.0,0.0,858.0,1.124508519003932
"Portsmouth, NH",4180.0,9.83529411764706,127.0,0.2988235294117647,2667.0,6.275294117647059,676.0,1.5905882352941176,0.0,0.0,710.0,1.6705882352941177
"Butte, MT",4116.0,6.079763663220088,2190.0,3.234859675036928,1126.0,1.6632200886262924,257.0,0.37961595273264404,0.0,0.0,543.0,0.8020679468242246
"Watertown, NY",3957.0,16.2172131147541,447.0,1.8319672131147542,1023.0,4.192622950819672,713.0,2.9221311475409837,15.0,0.06147540983606557,1759.0,7.209016393442623
"Lewiston, ID",3887.0,3.9183467741935485,1165.0,1.1743951612903225,1496.0,1.5080645161290323,400.0,0.4032258064516129,0.0,0.0,826.0,0.8326612903225806
"Bethel, AK",3762.0,4.548972188633615,1140.0,1.3784764207980653,1470.0,1.777509068923821,304.0,0.3675937122128174,0.0,0.0,848.0,1.0253929866989118
"Branson, MO",3603.0,15.597402597402597,0.0,0.0,755.0,3.2683982683982684,1244.0,5.3852813852813854,0.0,0.0,1604.0,6.9437229437229435
"Kotzebue, AK",3375.0,4.6875,291.0,0.4041666666666667,2062.0,2.863888888888889,518.0,0.7194444444444444,0.0,0.0,504.0,0.7
"Kodiak, AK",3152.0,4.917316692667707,399.0,0.6224648985959438,1412.0,2.202808112324493,455.0,0.7098283931357254,0.0,0.0,886.0,1.3822152886115444
"Hagerstown, MD",2786.0,15.224043715846994,749.0,4.092896174863388,1070.0,5.8469945355191255,265.0,1.4480874316939891,0.0,0.0,702.0,3.8360655737704916
"Nome, AK",2436.0,3.3739612188365653,149.0,0.20637119113573407,460.0,0.6371191135734072,507.0,0.7022160664819944,0.0,0.0,1320.0,1.8282548476454294
"Barrow, AK",2042.0,2.8049450549450547,100.0,0.13736263736263737,158.0,0.21703296703296704,345.0,0.4739010989010989,3.0,0.004120879120879121,1436.0,1.9725274725274726
"Saipan, TT",1938.0,4.097251585623678,79.0,0.16701902748414377,1232.0,2.604651162790698,183.0,0.386892177589852,0.0,0.0,444.0,0.9386892177589852
"Hyannis, MA",1483.0,17.867469879518072,0.0,0.0,817.0,9.843373493975903,13.0,0.1566265060240964,30.0,0.3614457831325301,623.0,7.506024096385542
"Owensboro, KY",1349.0,13.22549019607843,110.0,1.0784313725490196,579.0,5.676470588235294,229.0,2.2450980392156863,0.0,0.0,431.0,4.2254901960784315
"Pago Pago, TT",1164.0,9.7,0.0,0.0,899.0,7.491666666666666,0.0,0.0,239.0,1.9916666666666667,26.0,0.21666666666666667
"St. Cloud, MN",1148.0,8.441176470588236,42.0,0.3088235294117647,347.0,2.551470588235294,471.0,3.463235294117647,21.0,0.15441176470588236,267.0,1.963235294117647
"Santa Maria, CA",947.0,4.9067357512953365,178.0,0.9222797927461139,210.0,1.0880829015544042,356.0,1.8445595854922279,0.0,0.0,203.0,1.0518134715025906
"Ogden, UT",870.0,8.285714285714286,87.0,0.8285714285714286,303.0,2.8857142857142857,165.0,1.5714285714285714,0.0,0.0,315.0,3.0
"West Yellowstone, MT",680.0,2.5757575757575757,112.0,0.42424242424242425,391.0,1.481060606060606,64.0,0.24242424242424243,0.0,0.0,113.0,0.42803030303030304
"Adak Island, AK",602.0,5.788461538461538,0.0,0.0,395.0,3.798076923076923,30.0,0.28846153846153844,0.0,0.0,177.0,1.7019230769230769
"Gustavus, AK",482.0,5.878048780487805,0.0,0.0,333.0,4.060975609756097,12.0,0.14634146341463414,0.0,0.0,137.0,1.670731707317073
"Dillingham, AK",422.0,5.146341463414634,0.0,0.0,343.0,4.182926829268292,10.0,0.12195121951219512,0.0,0.0,69.0,0.8414634146341463
"Greenville, NC",365.0,4.5625,0.0,0.0,99.0,1.2375,54.0,0.675,0.0,0.0,212.0,2.65
"King Salmon, AK",32.0,0.5245901639344263,0.0,0.0,29.0,0.47540983606557374,3.0,0.04918032786885246,0.0,0.0,0.0,0.0
