ROUTE_PATH,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,_c45,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,ORIGIN_UTC_LOCAL_TIME_VARIATION,DEST_LATITUDE,DEST_LONGITUDE,DEST_UTC_LOCAL_TIME_VARIATION,WHEELS_OFF_UTC_DATETIME,WHEELS_ON_UTC_DATETIME
1072102->1349505,2019,1,3,8,5,2019-03-08T00:00:00.000Z,NK,20416,N506NK,467,10721,1072102,BOS,"Boston, MA",MA,Massachusetts,13495,1349505,MSY,"New Orleans, LA",LA,Louisiana,1405,1402,-3.0,13.0,1415,1642,9.0,1706,1651,-15.0,0.0,"",0.0,241.0,229.0,207.0,1368.0,6,"","","","","","",42.36305556,-71.00638889,-500,29.99333333,-90.25916667,-600,2019-03-08T19:15:00.000Z,2019-03-08T22:42:00.000Z
1082106->1288903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N8629A,1624,10821,1082106,BWI,"Baltimore, MD",MD,Maryland,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,645,643,-2.0,12.0,655,913,4.0,905,917,12.0,0.0,"",0.0,320.0,334.0,318.0,2106.0,9,"","","","","","",39.17583333,-76.66888889,-500,36.08,-115.15222222,-800,2019-03-08T11:55:00.000Z,2019-03-08T17:13:00.000Z
1082106->1288903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N8710M,2127,10821,1082106,BWI,"Baltimore, MD",MD,Maryland,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,1510,1515,5.0,24.0,1539,1756,5.0,1735,1801,26.0,0.0,"",0.0,325.0,346.0,317.0,2106.0,9,0.0,0.0,26.0,0.0,0.0,"",39.17583333,-76.66888889,-500,36.08,-115.15222222,-800,2019-03-08T20:39:00.000Z,2019-03-09T01:56:00.000Z
1082106->1288903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N8706W,2463,10821,1082106,BWI,"Baltimore, MD",MD,Maryland,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,1020,1018,-2.0,12.0,1030,1244,8.0,1240,1252,12.0,0.0,"",0.0,320.0,334.0,314.0,2106.0,9,"","","","","","",39.17583333,-76.66888889,-500,36.08,-115.15222222,-800,2019-03-08T15:30:00.000Z,2019-03-08T20:44:00.000Z
1082106->1288903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,NK,20416,N651NK,691,10821,1082106,BWI,"Baltimore, MD",MD,Maryland,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,745,743,-2.0,11.0,754,1013,5.0,1020,1018,-2.0,0.0,"",0.0,335.0,335.0,319.0,2106.0,9,"","","","","","",39.17583333,-76.66888889,-500,36.08,-115.15222222,-800,2019-03-08T12:54:00.000Z,2019-03-08T18:13:00.000Z
1100303->1129806,2019,1,3,8,5,2019-03-08T00:00:00.000Z,MQ,20398,N229NN,4035,11003,1100303,CID,"Cedar Rapids/Iowa City, IA",IA,Iowa,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,1332,1325,-7.0,18.0,1343,1527,15.0,1543,1542,-1.0,0.0,"",0.0,131.0,137.0,104.0,685.0,3,"","","","","","",41.88472222,-91.71083333,-600,32.89722222,-97.03777778,-600,2019-03-08T19:43:00.000Z,2019-03-08T21:27:00.000Z
1119302->1105703,2019,1,3,8,5,2019-03-08T00:00:00.000Z,9E,20363,N8891A,3442,11193,1119302,CVG,"Cincinnati, OH",KY,Kentucky,11057,1105703,CLT,"Charlotte, NC",NC,North Carolina,1325,1320,-5.0,55.0,1415,1519,8.0,1500,1527,27.0,0.0,"",0.0,95.0,127.0,64.0,335.0,2,0.0,0.0,27.0,0.0,0.0,"",39.04888889,-84.66777778,-500,35.21361111,-80.94916667,-500,2019-03-08T19:15:00.000Z,2019-03-08T20:19:00.000Z
1119302->1105703,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OH,20397,N562NN,5027,11193,1119302,CVG,"Cincinnati, OH",KY,Kentucky,11057,1105703,CLT,"Charlotte, NC",NC,North Carolina,844,838,-6.0,47.0,925,1030,13.0,1036,1043,7.0,0.0,"",0.0,112.0,125.0,65.0,335.0,2,"","","","","","",39.04888889,-84.66777778,-500,35.21361111,-80.94916667,-500,2019-03-08T14:25:00.000Z,2019-03-08T15:30:00.000Z
1119302->1105703,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OH,20397,N509AE,5033,11193,1119302,CVG,"Cincinnati, OH",KY,Kentucky,11057,1105703,CLT,"Charlotte, NC",NC,North Carolina,1506,1503,-3.0,10.0,1513,1612,19.0,1654,1631,-23.0,0.0,"",0.0,108.0,88.0,59.0,335.0,2,"","","","","","",39.04888889,-84.66777778,-500,35.21361111,-80.94916667,-500,2019-03-08T20:13:00.000Z,2019-03-08T21:12:00.000Z
1119302->1105703,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OH,20397,N592NN,5209,11193,1119302,CVG,"Cincinnati, OH",KY,Kentucky,11057,1105703,CLT,"Charlotte, NC",NC,North Carolina,927,927,0.0,27.0,954,1051,14.0,1111,1105,-6.0,0.0,"",0.0,104.0,98.0,57.0,335.0,2,"","","","","","",39.04888889,-84.66777778,-500,35.21361111,-80.94916667,-500,2019-03-08T14:54:00.000Z,2019-03-08T15:51:00.000Z
1119302->1105703,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OH,20397,N573NN,5256,11193,1119302,CVG,"Cincinnati, OH",KY,Kentucky,11057,1105703,CLT,"Charlotte, NC",NC,North Carolina,1331,1329,-2.0,29.0,1358,1456,21.0,1511,1517,6.0,0.0,"",0.0,100.0,108.0,58.0,335.0,2,"","","","","","",39.04888889,-84.66777778,-500,35.21361111,-80.94916667,-500,2019-03-08T18:58:00.000Z,2019-03-08T19:56:00.000Z
1129202->1288903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,F9,20436,N236FR,773,11292,1129202,DEN,"Denver, CO",CO,Colorado,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,759,757,-2.0,16.0,813,902,7.0,900,909,9.0,0.0,"",0.0,121.0,132.0,109.0,628.0,3,"","","","","","",39.86166667,-104.67305556,-700,36.08,-115.15222222,-800,2019-03-08T15:13:00.000Z,2019-03-08T17:02:00.000Z
1129202->1288903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,F9,20436,N712FR,777,11292,1129202,DEN,"Denver, CO",CO,Colorado,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,1145,1139,-6.0,11.0,1150,1232,9.0,1247,1241,-6.0,0.0,"",0.0,122.0,122.0,102.0,628.0,3,"","","","","","",39.86166667,-104.67305556,-700,36.08,-115.15222222,-800,2019-03-08T18:50:00.000Z,2019-03-08T20:32:00.000Z
1129202->1288903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N76505,1005,11292,1129202,DEN,"Denver, CO",CO,Colorado,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,817,812,-5.0,17.0,829,918,4.0,908,922,14.0,0.0,"",0.0,111.0,130.0,109.0,628.0,3,"","","","","","",39.86166667,-104.67305556,-700,36.08,-115.15222222,-800,2019-03-08T15:29:00.000Z,2019-03-08T17:18:00.000Z
1129202->1288903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N75426,813,11292,1129202,DEN,"Denver, CO",CO,Colorado,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,1403,1359,-4.0,12.0,1411,1447,6.0,1455,1453,-2.0,0.0,"",0.0,112.0,114.0,96.0,628.0,3,"","","","","","",39.86166667,-104.67305556,-700,36.08,-115.15222222,-800,2019-03-08T21:11:00.000Z,2019-03-08T22:47:00.000Z
1129202->1288903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N37462,707,11292,1129202,DEN,"Denver, CO",CO,Colorado,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,944,943,-1.0,17.0,1000,1046,6.0,1035,1052,17.0,0.0,"",0.0,111.0,129.0,106.0,628.0,3,0.0,0.0,17.0,0.0,0.0,"",39.86166667,-104.67305556,-700,36.08,-115.15222222,-800,2019-03-08T17:00:00.000Z,2019-03-08T18:46:00.000Z
1129202->1288903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,NK,20416,N614NK,939,11292,1129202,DEN,"Denver, CO",CO,Colorado,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,1350,1348,-2.0,12.0,1400,1436,7.0,1448,1443,-5.0,0.0,"",0.0,118.0,115.0,96.0,628.0,3,"","","","","","",39.86166667,-104.67305556,-700,36.08,-115.15222222,-800,2019-03-08T21:00:00.000Z,2019-03-08T22:36:00.000Z
1129202->1288903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N8542Z,769,11292,1129202,DEN,"Denver, CO",CO,Colorado,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,820,813,-7.0,13.0,826,909,4.0,920,913,-7.0,0.0,"",0.0,120.0,120.0,103.0,628.0,3,"","","","","","",39.86166667,-104.67305556,-700,36.08,-115.15222222,-800,2019-03-08T15:26:00.000Z,2019-03-08T17:09:00.000Z
1129202->1288903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N473WN,2217,11292,1129202,DEN,"Denver, CO",CO,Colorado,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,640,647,7.0,18.0,705,745,5.0,740,750,10.0,0.0,"",0.0,120.0,123.0,100.0,628.0,3,"","","","","","",39.86166667,-104.67305556,-700,36.08,-115.15222222,-800,2019-03-08T14:05:00.000Z,2019-03-08T15:45:00.000Z
1129202->1288903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N258WN,2549,11292,1129202,DEN,"Denver, CO",CO,Colorado,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,1050,1048,-2.0,12.0,1100,1138,3.0,1145,1141,-4.0,0.0,"",0.0,115.0,113.0,98.0,628.0,3,"","","","","","",39.86166667,-104.67305556,-700,36.08,-115.15222222,-800,2019-03-08T18:00:00.000Z,2019-03-08T19:38:00.000Z
1129202->1288903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N8605E,2572,11292,1129202,DEN,"Denver, CO",CO,Colorado,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,1235,1232,-3.0,9.0,1241,1323,6.0,1330,1329,-1.0,0.0,"",0.0,115.0,117.0,102.0,628.0,3,"","","","","","",39.86166667,-104.67305556,-700,36.08,-115.15222222,-800,2019-03-08T19:41:00.000Z,2019-03-08T21:23:00.000Z
1129806->1042302,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N844NN,1326,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,10423,1042302,AUS,"Austin, TX",TX,Texas,900,856,-4.0,21.0,917,950,7.0,1002,957,-5.0,0.0,"",0.0,62.0,61.0,33.0,190.0,1,"","","","","","",32.89722222,-97.03777778,-600,30.19444444,-97.67,-600,2019-03-08T15:17:00.000Z,2019-03-08T15:50:00.000Z
1129806->1042302,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N957NN,1448,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,10423,1042302,AUS,"Austin, TX",TX,Texas,1440,1439,-1.0,15.0,1454,1529,5.0,1539,1534,-5.0,0.0,"",0.0,59.0,55.0,35.0,190.0,1,"","","","","","",32.89722222,-97.03777778,-600,30.19444444,-97.67,-600,2019-03-08T20:54:00.000Z,2019-03-08T21:29:00.000Z
1129806->1042302,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N995NN,2404,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,10423,1042302,AUS,"Austin, TX",TX,Texas,1235,1236,1.0,16.0,1252,1326,8.0,1337,1334,-3.0,0.0,"",0.0,62.0,58.0,34.0,190.0,1,"","","","","","",32.89722222,-97.03777778,-600,30.19444444,-97.67,-600,2019-03-08T18:52:00.000Z,2019-03-08T19:26:00.000Z
1129806->1042302,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N9621A,1584,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,10423,1042302,AUS,"Austin, TX",TX,Texas,1050,1057,7.0,18.0,1115,1149,8.0,1153,1157,4.0,0.0,"",0.0,63.0,60.0,34.0,190.0,1,"","","","","","",32.89722222,-97.03777778,-600,30.19444444,-97.67,-600,2019-03-08T17:15:00.000Z,2019-03-08T17:49:00.000Z
1129806->1483106,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N891NN,1113,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,14831,1483106,SJC,"San Jose, CA",CA,California,910,931,21.0,18.0,949,1109,4.0,1106,1113,7.0,0.0,"",0.0,236.0,222.0,200.0,1438.0,6,"","","","","","",32.89722222,-97.03777778,-600,37.36305556,-121.92861111,-800,2019-03-08T15:49:00.000Z,2019-03-08T19:09:00.000Z
1129806->1483106,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N818NN,352,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,14831,1483106,SJC,"San Jose, CA",CA,California,1040,1039,-1.0,21.0,1100,1238,4.0,1232,1242,10.0,0.0,"",0.0,232.0,243.0,218.0,1438.0,6,"","","","","","",32.89722222,-97.03777778,-600,37.36305556,-121.92861111,-800,2019-03-08T17:00:00.000Z,2019-03-08T20:38:00.000Z
1154005->1288903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N290WN,1050,11540,1154005,ELP,"El Paso, TX",TX,Texas,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,1400,1359,-1.0,13.0,1412,1444,21.0,1450,1505,15.0,0.0,"",0.0,110.0,126.0,92.0,583.0,3,0.0,0.0,15.0,0.0,0.0,"",31.80722222,-106.37638889,-700,36.08,-115.15222222,-800,2019-03-08T21:12:00.000Z,2019-03-08T22:44:00.000Z
1169706->1106606,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N764SW,1717,11697,1169706,FLL,"Fort Lauderdale, FL",FL,Florida,11066,1106606,CMH,"Columbus, OH",OH,Ohio,1610,1602,-8.0,12.0,1614,1838,2.0,1855,1840,-15.0,0.0,"",0.0,165.0,158.0,144.0,973.0,4,"","","","","","",26.07166667,-80.14972222,-500,39.99694444,-82.89222222,-500,2019-03-08T21:14:00.000Z,2019-03-08T23:38:00.000Z
1169706->1502403,2019,1,3,8,5,2019-03-08T00:00:00.000Z,NK,20416,N527NK,201,11697,1169706,FLL,"Fort Lauderdale, FL",FL,Florida,15024,1502403,STT,"Charlotte Amalie, VI",VI,U.S. Virgin Islands,1256,1253,-3.0,27.0,1320,1635,5.0,1630,1640,10.0,0.0,"",0.0,154.0,167.0,135.0,1107.0,5,"","","","","","",26.07166667,-80.14972222,-500,18.33722222,-64.97333333,-400,2019-03-08T18:20:00.000Z,2019-03-08T20:35:00.000Z
1226603->1142307,2019,1,3,8,5,2019-03-08T00:00:00.000Z,YX,20452,N656RW,3607,12266,1226603,IAH,"Houston, TX",TX,Texas,11423,1142307,DSM,"Des Moines, IA",IA,Iowa,1440,1431,-9.0,19.0,1450,1642,5.0,1704,1647,-17.0,0.0,"",0.0,144.0,136.0,112.0,802.0,4,"","","","","","",29.98444444,-95.34138889,-600,41.53388889,-93.66305556,-600,2019-03-08T20:50:00.000Z,2019-03-08T22:42:00.000Z
1226603->1325602,2019,1,3,8,5,2019-03-08T00:00:00.000Z,EV,20366,N10575,4022,12266,1226603,IAH,"Houston, TX",TX,Texas,13256,1325602,MFE,"Mission/McAllen/Edinburg, TX",TX,Texas,955,950,-5.0,23.0,1013,1110,6.0,1112,1116,4.0,0.0,"",0.0,77.0,86.0,57.0,316.0,2,"","","","","","",29.98444444,-95.34138889,-600,26.17583333,-98.23861111,-600,2019-03-08T16:13:00.000Z,2019-03-08T17:10:00.000Z
1226603->1325602,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N12754,1530,12266,1226603,IAH,"Houston, TX",TX,Texas,13256,1325602,MFE,"Mission/McAllen/Edinburg, TX",TX,Texas,1450,1446,-4.0,13.0,1459,1550,3.0,1609,1553,-16.0,0.0,"",0.0,79.0,67.0,51.0,316.0,2,"","","","","","",29.98444444,-95.34138889,-600,26.17583333,-98.23861111,-600,2019-03-08T20:59:00.000Z,2019-03-08T21:50:00.000Z
1226603->1325602,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N840UA,2115,12266,1226603,IAH,"Houston, TX",TX,Texas,13256,1325602,MFE,"Mission/McAllen/Edinburg, TX",TX,Texas,1212,1204,-8.0,24.0,1228,1318,4.0,1331,1322,-9.0,0.0,"",0.0,79.0,78.0,50.0,316.0,2,"","","","","","",29.98444444,-95.34138889,-600,26.17583333,-98.23861111,-600,2019-03-08T18:28:00.000Z,2019-03-08T19:18:00.000Z
1247805->1467903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N706TW,2925,12478,1247805,JFK,"New York, NY",NY,New York,14679,1467903,SAN,"San Diego, CA",CA,California,810,801,-9.0,43.0,844,1143,6.0,1129,1149,20.0,0.0,"",0.0,379.0,408.0,359.0,2446.0,10,0.0,0.0,20.0,0.0,0.0,"",40.64,-73.77861111,-500,32.73361111,-117.18972222,-800,2019-03-08T13:44:00.000Z,2019-03-08T19:43:00.000Z
1247805->1467903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,B6,20409,N944JT,89,12478,1247805,JFK,"New York, NY",NY,New York,14679,1467903,SAN,"San Diego, CA",CA,California,1600,1554,-6.0,28.0,1622,1905,3.0,1923,1908,-15.0,0.0,"",0.0,383.0,374.0,343.0,2446.0,10,"","","","","","",40.64,-73.77861111,-500,32.73361111,-117.18972222,-800,2019-03-08T21:22:00.000Z,2019-03-09T03:05:00.000Z
1247805->1467903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,B6,20409,N988JT,189,12478,1247805,JFK,"New York, NY",NY,New York,14679,1467903,SAN,"San Diego, CA",CA,California,800,752,-8.0,23.0,815,1133,4.0,1115,1137,22.0,0.0,"",0.0,375.0,405.0,378.0,2446.0,10,0.0,0.0,22.0,0.0,0.0,"",40.64,-73.77861111,-500,32.73361111,-117.18972222,-800,2019-03-08T13:15:00.000Z,2019-03-08T19:33:00.000Z
1289208->1226603,2019,1,3,8,5,2019-03-08T00:00:00.000Z,NK,20416,N625NK,216,12892,1289208,LAX,"Los Angeles, CA",CA,California,12266,1226603,IAH,"Houston, TX",TX,Texas,840,840,0.0,15.0,855,1336,8.0,1400,1344,-16.0,0.0,"",0.0,200.0,184.0,161.0,1379.0,6,"","","","","","",33.9425,-118.40805556,-800,29.98444444,-95.34138889,-600,2019-03-08T16:55:00.000Z,2019-03-08T19:36:00.000Z
1289208->1226603,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N37502,1981,12892,1289208,LAX,"Los Angeles, CA",CA,California,12266,1226603,IAH,"Houston, TX",TX,Texas,1140,1135,-5.0,29.0,1204,1649,8.0,1653,1657,4.0,0.0,"",0.0,193.0,202.0,165.0,1379.0,6,"","","","","","",33.9425,-118.40805556,-800,29.98444444,-95.34138889,-600,2019-03-08T20:04:00.000Z,2019-03-08T22:49:00.000Z
1289208->1226603,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N69826,1815,12892,1289208,LAX,"Los Angeles, CA",CA,California,12266,1226603,IAH,"Houston, TX",TX,Texas,600,555,-5.0,16.0,611,1058,6.0,1111,1104,-7.0,0.0,"",0.0,191.0,189.0,167.0,1379.0,6,"","","","","","",33.9425,-118.40805556,-800,29.98444444,-95.34138889,-600,2019-03-08T14:11:00.000Z,2019-03-08T16:58:00.000Z
1289208->1226603,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N37427,1241,12892,1289208,LAX,"Los Angeles, CA",CA,California,12266,1226603,IAH,"Houston, TX",TX,Texas,1320,1315,-5.0,17.0,1332,1819,17.0,1837,1836,-1.0,0.0,"",0.0,197.0,201.0,167.0,1379.0,6,"","","","","","",33.9425,-118.40805556,-800,29.98444444,-95.34138889,-600,2019-03-08T21:32:00.000Z,2019-03-09T00:19:00.000Z
1289208->1226603,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N764US,1784,12892,1289208,LAX,"Los Angeles, CA",CA,California,12266,1226603,IAH,"Houston, TX",TX,Texas,720,718,-2.0,15.0,733,1210,17.0,1232,1227,-5.0,0.0,"",0.0,192.0,189.0,157.0,1379.0,6,"","","","","","",33.9425,-118.40805556,-800,29.98444444,-95.34138889,-600,2019-03-08T15:33:00.000Z,2019-03-08T18:10:00.000Z
1289208->1226603,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N37507,2361,12892,1289208,LAX,"Los Angeles, CA",CA,California,12266,1226603,IAH,"Houston, TX",TX,Texas,1016,1011,-5.0,15.0,1026,1507,6.0,1536,1513,-23.0,0.0,"",0.0,200.0,182.0,161.0,1379.0,6,"","","","","","",33.9425,-118.40805556,-800,29.98444444,-95.34138889,-600,2019-03-08T18:26:00.000Z,2019-03-08T21:07:00.000Z
1289208->1226603,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N38459,2359,12892,1289208,LAX,"Los Angeles, CA",CA,California,12266,1226603,IAH,"Houston, TX",TX,Texas,810,810,0.0,17.0,827,1312,11.0,1328,1323,-5.0,0.0,"",0.0,198.0,193.0,165.0,1379.0,6,"","","","","","",33.9425,-118.40805556,-800,29.98444444,-95.34138889,-600,2019-03-08T16:27:00.000Z,2019-03-08T19:12:00.000Z
1323202->1052906,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N7738A,2201,13232,1323202,MDW,"Chicago, IL",IL,Illinois,10529,1052906,BDL,"Hartford, CT",CT,Connecticut,1330,1326,-4.0,10.0,1336,1610,5.0,1630,1615,-15.0,0.0,"",0.0,120.0,109.0,94.0,777.0,4,"","","","","","",41.78583333,-87.7525,-600,41.93916667,-72.68333333,-500,2019-03-08T19:36:00.000Z,2019-03-08T21:10:00.000Z
1327702->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OO,20304,N907SW,4944,13277,1327702,MGM,"Montgomery, AL",AL,Alabama,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,1408,1403,-5.0,22.0,1425,1556,7.0,1612,1603,-9.0,0.0,"",0.0,64.0,60.0,31.0,147.0,1,"","","","","","",32.30055556,-86.39388889,-600,33.63666667,-84.42777778,-500,2019-03-08T20:25:00.000Z,2019-03-08T20:56:00.000Z
1327702->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OO,20304,N426SW,4946,13277,1327702,MGM,"Montgomery, AL",AL,Alabama,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,854,849,-5.0,19.0,908,1039,8.0,1058,1047,-11.0,0.0,"",0.0,64.0,58.0,31.0,147.0,1,"","","","","","",32.30055556,-86.39388889,-600,33.63666667,-84.42777778,-500,2019-03-08T15:08:00.000Z,2019-03-08T15:39:00.000Z
1327702->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OO,20304,N8932C,3769,13277,1327702,MGM,"Montgomery, AL",AL,Alabama,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,1215,1211,-4.0,17.0,1228,1403,8.0,1420,1411,-9.0,0.0,"",0.0,65.0,60.0,35.0,147.0,1,"","","","","","",32.30055556,-86.39388889,-600,33.63666667,-84.42777778,-500,2019-03-08T18:28:00.000Z,2019-03-08T19:03:00.000Z
1330303->1463502,2019,1,3,8,5,2019-03-08T00:00:00.000Z,YX,20452,N428YX,4358,13303,1330303,MIA,"Miami, FL",FL,Florida,14635,1463502,RSW,"Fort Myers, FL",FL,Florida,1420,1412,-8.0,13.0,1425,1455,4.0,1510,1459,-11.0,0.0,"",0.0,50.0,47.0,30.0,104.0,1,"","","","","","",25.79527778,-80.29,-500,26.53611111,-81.75527778,-500,2019-03-08T19:25:00.000Z,2019-03-08T19:55:00.000Z
1348702->1410702,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N838MH,603,13487,1348702,MSP,"Minneapolis, MN",MN,Minnesota,14107,1410702,PHX,"Phoenix, AZ",AZ,Arizona,1120,1119,-1.0,16.0,1135,1337,7.0,1345,1344,-1.0,0.0,"",0.0,205.0,205.0,182.0,1276.0,6,"","","","","","",44.88194444,-93.22166667,-600,33.43416667,-112.01166667,-700,2019-03-08T17:35:00.000Z,2019-03-08T20:37:00.000Z
1348702->1410702,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N6712B,956,13487,1348702,MSP,"Minneapolis, MN",MN,Minnesota,14107,1410702,PHX,"Phoenix, AZ",AZ,Arizona,655,656,1.0,18.0,714,926,6.0,918,932,14.0,0.0,"",0.0,203.0,216.0,192.0,1276.0,6,"","","","","","",44.88194444,-93.22166667,-600,33.43416667,-112.01166667,-700,2019-03-08T13:14:00.000Z,2019-03-08T16:26:00.000Z
1348702->1410702,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N582NW,968,13487,1348702,MSP,"Minneapolis, MN",MN,Minnesota,14107,1410702,PHX,"Phoenix, AZ",AZ,Arizona,905,904,-1.0,18.0,922,1125,9.0,1131,1134,3.0,0.0,"",0.0,206.0,210.0,183.0,1276.0,6,"","","","","","",44.88194444,-93.22166667,-600,33.43416667,-112.01166667,-700,2019-03-08T15:22:00.000Z,2019-03-08T18:25:00.000Z
1348702->1410702,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N369DN,1228,13487,1348702,MSP,"Minneapolis, MN",MN,Minnesota,14107,1410702,PHX,"Phoenix, AZ",AZ,Arizona,1422,1420,-2.0,14.0,1434,1649,7.0,1642,1656,14.0,0.0,"",0.0,200.0,216.0,195.0,1276.0,6,"","","","","","",44.88194444,-93.22166667,-600,33.43416667,-112.01166667,-700,2019-03-08T20:34:00.000Z,2019-03-08T23:49:00.000Z
1348702->1410702,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N8549Z,1614,13487,1348702,MSP,"Minneapolis, MN",MN,Minnesota,14107,1410702,PHX,"Phoenix, AZ",AZ,Arizona,1250,1255,5.0,11.0,1306,1523,5.0,1510,1528,18.0,0.0,"",0.0,200.0,213.0,197.0,1276.0,6,0.0,0.0,18.0,0.0,0.0,"",44.88194444,-93.22166667,-600,33.43416667,-112.01166667,-700,2019-03-08T19:06:00.000Z,2019-03-08T22:23:00.000Z
