ROUTE_PATH,ORIGIN_AIRPORT_SEQ_ID,DEST_AIRPORT_SEQ_ID,AIR_TIME_AVG,DISTANCE
1402702->1430705,1402702,1430705,153.75,1148.0
1402702->1412202,1402702,1412202,139.0,952.0
1402702->1410005,1402702,1410005,136.46153846153845,951.0
1402702->1393007,1402702,1393007,175.25,1143.0
1402702->1323202,1402702,1323202,159.0,1128.0
1402702->1295304,1402702,1295304,142.5,1035.0
1402702->1247805,1402702,1247805,138.66666666666666,1028.0
1402702->1239103,1402702,1239103,140.0,1052.0
1402702->1239102,1402702,1239102,145.28571428571428,1052.0
1402702->1226603,1402702,1226603,148.2,956.0
1402702->1219702,1402702,1219702,148.33333333333334,1056.0
1402702->1161802,1402702,1161802,148.27777777777777,1023.0
1402702->1143302,1402702,1143302,147.8,1086.0
1402702->1129806,1402702,1129806,175.7,1102.0
1402702->1127805,1402702,1127805,120.11111111111111,857.0
1402702->1106606,1402702,1106606,139.0,932.0
1402702->1105703,1402702,1105703,95.11764705882354,590.0
1402702->1104205,1402702,1104205,149.0,1020.0
1402702->1082106,1402702,1082106,125.6,883.0
1402702->1072102,1402702,1072102,161.69230769230768,1197.0
1402702->1052906,1402702,1052906,151.75,1133.0
1402702->1039707,1402702,1039707,83.2051282051282,545.0
1402702->1015804,1402702,1015804,126.0,936.0
1402501->1476106,1402501,1476106,156.2,1175.0
1402501->1411206,1402501,1411206,160.0,1262.0
1402501->1408202,1402501,1408202,179.0,1311.0
1402501->1226402,1402501,1226402,77.0,444.0
1402501->1169706,1402501,1169706,173.83333333333334,1334.0
1400602->1393007,1400602,1393007,71.6,342.0
1400602->1096702,1400602,1096702,18.5,45.0
1398305->1476106,1398305,1476106,88.0,706.0
1397005->1387305,1397005,1387305,35.5,183.0
1397005->1029906,1397005,1029906,77.33333333333333,548.0
1396403->1477104,1396403,1477104,68.5,412.0
1393305->1320402,1393305,1320402,149.66666666666666,1091.0
1393305->1247805,1393305,1247805,39.666666666666664,150.0
1393305->1169706,1393305,1169706,162.33333333333334,1211.0
1393102->1530402,1393102,1530402,102.0,717.0
1393102->1476106,1393102,1476106,95.0,631.0
1393102->1411206,1393102,1411206,106.0,726.0
1393102->1410005,1393102,1410005,43.57142857142857,212.0
1393102->1393007,1393102,1393007,122.64285714285714,717.0
1393102->1348702,1393102,1348702,176.33333333333334,1045.0
1393102->1330303,1393102,1330303,119.11111111111111,802.0
1393102->1323202,1393102,1323202,113.33333333333333,704.0
1393102->1320402,1393102,1320402,92.75,655.0
1393102->1295304,1393102,1295304,60.19047619047619,296.0
1393102->1288903,1393102,1288903,329.0,2154.0
1393102->1247805,1393102,1247805,52.5,290.0
1393102->1226603,1393102,1226603,183.83333333333334,1201.0
1393102->1226402,1393102,1226402,38.5,157.0
1393102->1169706,1393102,1169706,108.0,781.0
1393102->1161802,1393102,1161802,61.5,284.0
1393102->1143302,1393102,1143302,93.5,529.0
1393102->1129806,1393102,1129806,209.2,1212.0
1393102->1129202,1393102,1129202,235.75,1553.0
1393102->1127805,1393102,1127805,37.5,142.0
1393102->1105703,1393102,1105703,64.4,290.0
1393102->1082106,1393102,1082106,40.083333333333336,159.0
1393102->1072102,1393102,1072102,72.5,468.0
1393102->1039707,1393102,1039707,87.96,516.0
1393007->1591904,1393007,1591904,86.5,522.0
1393007->1545405,1393007,1545405,48.8,222.0
1393007->1541205,1393007,1541205,68.45454545454545,475.0
1393007->1538005,1393007,1538005,37.833333333333336,224.0
1393007->1537604,1393007,1537604,215.875,1437.0
1393007->1537002,1393007,1537002,97.0,585.0
1393007->1530402,1393007,1530402,127.69565217391305,1011.0
1393007->1509602,1393007,1509602,78.57142857142857,607.0
1393007->1504102,1393007,1504102,230.0,1341.0
1393007->1502403,1393007,1502403,250.0,2115.0
1393007->1501606,1393007,1501606,51.0625,258.0
1393007->1498603,1393007,1498603,129.83333333333334,1050.0
1393007->1495203,1393007,1495203,35.714285714285715,174.0
1393007->1490803,1393007,1490803,251.375,1726.0
1393007->1489302,1393007,1489302,249.2,1781.0
1393007->1487706,1393007,1487706,98.0,559.0
1393007->1486903,1393007,1486903,193.03571428571428,1250.0
1393007->1484306,1393007,1484306,237.8,2072.0
1393007->1483106,1393007,1483106,269.57142857142856,1829.0
1393007->1480202,1393007,1480202,73.0,541.0
1393007->1477104,1393007,1477104,264.8809523809524,1846.0
1393007->1474703,1393007,1474703,237.66666666666666,1721.0
1393007->1473003,1393007,1473003,47.5,286.0
1393007->1471105,1393007,1471105,72.0,528.0
1393007->1469608,1393007,1469608,20.333333333333332,84.0
1393007->1468502,1393007,1468502,101.33333333333333,773.0
1393007->1468305,1393007,1468305,153.64285714285714,1041.0
1393007->1467903,1393007,1467903,246.86363636363637,1723.0
1393007->1463502,1393007,1463502,139.92857142857142,1120.0
1393007->1463303,1393007,1463303,50.5,268.0
1393007->1457606,1393007,1457606,70.3,528.0
1393007->1457405,1393007,1457405,81.66666666666667,530.0
1393007->1457002,1393007,1457002,241.5,1671.0
1393007->1452401,1393007,1452401,88.42857142857143,642.0
1393007->1449202,1393007,1449202,87.4,646.0
1393007->1432105,1393007,1432105,111.66666666666667,900.0
1393007->1430705,1393007,1430705,107.4,849.0
1393007->1426204,1393007,1426204,245.44444444444446,1652.0
1393007->1419306,1393007,1419306,113.0,794.0
1393007->1412202,1393007,1412202,56.6,413.0
1393007->1410803,1393007,1410803,30.0,130.0
1393007->1410702,1393007,1410702,209.41666666666666,1440.0
1393007->1410005,1393007,1410005,88.08333333333333,678.0
1393007->1405702,1393007,1405702,238.6153846153846,1739.0
1393007->1402702,1393007,1402702,148.83333333333334,1143.0
1393007->1400602,1393007,1400602,57.5,342.0
1393007->1393102,1393007,1393102,96.61538461538461,717.0
1393007->1387102,1393007,1387102,70.5,416.0
1393007->1385103,1393007,1385103,112.78571428571429,693.0
1393007->1383002,1393007,1383002,508.6666666666667,4184.0
1393007->1350202,1393007,1350202,168.0,1081.0
1393007->1349505,1393007,1349505,114.44444444444444,836.0
1393007->1348702,1393007,1348702,63.02127659574468,334.0
1393007->1348502,1393007,1348502,26.555555555555557,109.0
1393007->1334403,1393007,1334403,29.0,119.0
1393007->1334207,1393007,1334207,18.5,67.0
1393007->1330303,1393007,1330303,149.04761904761904,1197.0
1393007->1324402,1393007,1324402,83.38461538461539,491.0
1393007->1324102,1393007,1324102,97.33333333333333,667.0
1393007->1323002,1393007,1323002,76.75,594.0
1393007->1320402,1393007,1320402,127.84444444444445,1005.0
1393007->1319801,1393007,1319801,69.41176470588235,403.0
1393007->1318403,1393007,1318403,41.666666666666664,222.0
1393007->1312102,1393007,1312102,78.0,489.0
1393007->1307605,1393007,1307605,41.5,215.0
1393007->1302902,1393007,1302902,79.5,466.0
1393007->1299206,1393007,1299206,86.75,552.0
1393007->1295304,1393007,1295304,94.7,733.0
1393007->1294503,1393007,1294503,51.69230769230769,323.0
1393007->1289208,1393007,1289208,251.35087719298247,1744.0
1393007->1288903,1393007,1288903,221.17857142857142,1514.0
1393007->1288403,1393007,1288403,32.0,179.0
1393007->1247805,1393007,1247805,97.36363636363636,740.0
1393007->1245102,1393007,1245102,107.71428571428571,864.0
1393007->1244102,1393007,1244102,169.0,1162.0
1393007->1233904,1393007,1233904,33.93103448275862,177.0
1393007->1227805,1393007,1227805,95.88235294117646,588.0
1393007->1226603,1393007,1226603,137.08823529411765,925.0
1393007->1226402,1393007,1226402,78.61538461538461,588.0
1393007->1221702,1393007,1221702,66.0,510.0
1393007->1220605,1393007,1220605,171.0,1219.0
1393007->1219702,1393007,1219702,94.0,738.0
1393007->1217305,1393007,1217305,518.1666666666666,4243.0
1393007->1209402,1393007,1209402,156.5,1009.0
1393007->1199603,1393007,1199603,96.0,577.0
1393007->1199502,1393007,1199502,79.5,589.0
1393007->1198603,1393007,1198603,28.88888888888889,137.0
1393007->1197705,1393007,1197705,32.888888888888886,174.0
1393007->1188402,1393007,1188402,203.66666666666666,1498.0
1393007->1182304,1393007,1182304,30.666666666666668,157.0
1393007->1177502,1393007,1177502,77.25,463.0
1393007->1172105,1393007,1172105,42.0,223.0
1393007->1169706,1393007,1169706,149.875,1182.0
1393007->1164802,1393007,1164802,201.0,1352.0
1393007->1163703,1393007,1163703,91.75,557.0
1393007->1162402,1393007,1162402,161.0,1251.0
1393007->1161802,1393007,1161802,92.17142857142858,719.0
1393007->1161206,1393007,1161206,58.0,272.0
1393007->1154005,1393007,1154005,189.0,1236.0
1393007->1150305,1393007,1150305,159.25,1007.0
1393007->1148102,1393007,1148102,110.0,809.0
1393007->1147103,1393007,1147103,48.0,269.0
1393007->1143302,1393007,1143302,48.81818181818182,235.0
1393007->1142307,1393007,1142307,55.77777777777778,299.0
1393007->1133703,1393007,1133703,62.0,397.0
1393007->1129806,1393007,1129806,122.0754716981132,801.0
1393007->1129202,1393007,1129202,133.25,888.0
1393007->1127805,1393007,1127805,80.96666666666667,612.0
1393007->1126702,1393007,1126702,44.0,240.0
1393007->1119302,1393007,1119302,45.57142857142857,264.0
1393007->1114606,1393007,1114606,"",416.0
1393007->1111105,1393007,1111105,58.25,315.0
1393007->1110902,1393007,1110902,142.91666666666666,911.0
1393007->1107602,1393007,1107602,57.0,360.0
1393007->1106606,1393007,1106606,47.73684210526316,296.0
1393007->1105703,1393007,1105703,85.65,599.0
1393007->1104205,1393007,1104205,48.5,315.0
1393007->1102705,1393007,1102705,64.66666666666667,444.0
1393007->1100303,1393007,1100303,38.333333333333336,196.0
1393007->1099402,1393007,1099402,96.2,760.0
1393007->1099005,1393007,1099005,87.0,566.0
1393007->1098002,1393007,1098002,70.66666666666667,500.0
1393007->1096702,1393007,1096702,60.0,339.0
1393007->1087402,1393007,1087402,52.5,343.0
1393007->1084905,1393007,1084905,165.42857142857142,1186.0
1393007->1082106,1393007,1082106,77.72727272727273,621.0
1393007->1079206,1393007,1079206,67.4,473.0
1393007->1078502,1393007,1078502,96.0,763.0
1393007->1074706,1393007,1074706,204.0,1233.0
1393007->1072102,1393007,1072102,105.62857142857143,867.0
1393007->1071302,1393007,1071302,209.8,1437.0
1393007->1069302,1393007,1069302,60.935483870967744,409.0
1393007->1062702,1393007,1062702,106.66666666666667,716.0
1393007->1059904,1393007,1059904,84.11111111111111,583.0
1393007->1052906,1393007,1052906,96.2,783.0
1393007->1043105,1393007,1043105,72.8,536.0
1393007->1042302,1393007,1042302,143.2,977.0
1393007->1039707,1393007,1039707,88.46,606.0
1393007->1037205,1393007,1037205,167.7,1013.0
1393007->1025702,1393007,1025702,90.28571428571429,723.0
1393007->1014005,1393007,1014005,172.5,1118.0
1393007->1013505,1393007,1013505,83.83333333333333,654.0
1393006->1591904,1393006,1591904,85.3,522.0
1393006->1562404,1393006,1562404,115.0,796.0
1393006->1541205,1393006,1541205,72.33333333333333,475.0
1393006->1538005,1393006,1538005,38.333333333333336,224.0
1393006->1537002,1393006,1537002,98.71428571428571,585.0
1393006->1530402,1393006,1530402,130.5,1012.0
1393006->1529502,1393006,1529502,34.5,213.0
1393006->1509602,1393006,1509602,76.41666666666667,607.0
1393006->1504803,1393006,1504803,74.85714285714286,436.0
1393006->1501606,1393006,1501606,52.44444444444444,258.0
1393006->1498603,1393006,1498603,130.66666666666666,1050.0
1393006->1478302,1393006,1478302,74.9,438.0
1393006->1473003,1393006,1473003,55.0,286.0
1393006->1468305,1393006,1468305,144.5,1041.0
1393006->1467903,1393006,1467903,259.0,1723.0
1393006->1463502,1393006,1463502,140.0,1120.0
1393006->1463303,1393006,1463303,50.3,268.0
1393006->1457606,1393006,1457606,69.25,528.0
1393006->1452401,1393006,1452401,85.625,642.0
1393006->1449202,1393006,1449202,87.33333333333333,646.0
1393006->1430705,1393006,1430705,105.2,849.0
1393006->1419306,1393006,1419306,97.0,794.0
1393006->1412202,1393006,1412202,57.5,413.0
1393006->1410803,1393006,1410803,31.0,130.0
1393006->1410702,1393006,1410702,219.33333333333334,1440.0
1393006->1387102,1393006,1387102,72.27272727272727,416.0
1393006->1349505,1393006,1349505,115.66666666666667,837.0
1393006->1348702,1393006,1348702,62.833333333333336,334.0
1393006->1348502,1393006,1348502,29.066666666666666,108.0
1393006->1345902,1393006,1345902,48.333333333333336,303.0
1393006->1336705,1393006,1336705,32.75,139.0
1393006->1329002,1393006,1329002,88.33333333333333,501.0
1393006->1324402,1393006,1324402,73.5,491.0
1393006->1323002,1393006,1323002,77.0,594.0
1393006->1320402,1393006,1320402,123.16666666666667,1005.0
1393006->1319801,1393006,1319801,70.25,403.0
1393006->1307605,1393006,1307605,43.0,215.0
1393006->1299206,1393006,1299206,90.875,552.0
1393006->1295304,1393006,1295304,92.33333333333333,733.0
1393006->1294503,1393006,1294503,53.666666666666664,323.0
1393006->1289208,1393006,1289208,263.0,1744.0
1393006->1288903,1393006,1288903,224.66666666666666,1514.0
1393006->1288403,1393006,1288403,30.2,179.0
1393006->1247805,1393006,1247805,96.0909090909091,740.0
1393006->1245102,1393006,1245102,113.66666666666667,864.0
1393006->1233904,1393006,1233904,35.81818181818182,177.0
1393006->1226603,1393006,1226603,136.63636363636363,925.0
1393006->1221702,1393006,1221702,72.66666666666667,510.0
1393006->1199603,1393006,1199603,79.4,577.0
1393006->1199502,1393006,1199502,82.0,589.0
1393006->1198603,1393006,1198603,26.875,137.0
1393006->1197705,1393006,1197705,33.57142857142857,173.0
1393006->1182304,1393006,1182304,29.625,157.0
1393006->1172105,1393006,1172105,36.125,223.0
1393006->1169706,1393006,1169706,146.88888888888889,1182.0
1393006->1163703,1393006,1163703,87.125,557.0
1393006->1162402,1393006,1162402,162.0,1251.0
1393006->1161802,1393006,1161802,93.33333333333333,719.0
1393006->1161206,1393006,1161206,45.6,272.0
1393006->1154005,1393006,1154005,187.2,1236.0
1393006->1143302,1393006,1143302,49.333333333333336,235.0
1393006->1142306,1393006,1142306,57.588235294117645,299.0
1393006->1129806,1393006,1129806,117.66666666666667,802.0
1393006->1129202,1393006,1129202,139.0,888.0
1393006->1127402,1393006,1127402,33.75,147.0
1393006->1126702,1393006,1126702,44.36363636363637,240.0
1393006->1120302,1393006,1120302,39.625,213.0
1393006->1119302,1393006,1119302,45.41379310344828,264.0
1393006->1111105,1393006,1111105,57.0,315.0
1393006->1106702,1393006,1106702,28.77777777777778,135.0
1393006->1106606,1393006,1106606,48.888888888888886,296.0
1393006->1104205,1393006,1104205,49.111111111111114,316.0
1393006->1100303,1393006,1100303,41.06666666666667,196.0
1393006->1099402,1393006,1099402,102.33333333333333,760.0
1393006->1098002,1393006,1098002,69.5,501.0
1393006->1087402,1393006,1087402,52.6,343.0
1393006->1084905,1393006,1084905,163.0,1185.0
1393006->1082106,1393006,1082106,82.1,622.0
1393006->1079206,1393006,1079206,65.18181818181819,474.0
1393006->1072102,1393006,1072102,103.84615384615384,867.0
1393006->1069302,1393006,1069302,64.66666666666667,409.0
1393006->1068502,1393006,1068502,28.8,116.0
1393006->1059904,1393006,1059904,84.0,584.0
1393006->1052906,1393006,1052906,94.6,783.0
1393006->1046902,1393006,1046902,24.0,122.0
1393006->1043405,1393006,1043405,81.4,632.0
1393006->1042302,1393006,1042302,142.33333333333334,977.0
1393006->1040805,1393006,1040805,32.25,160.0
1393006->1039707,1393006,1039707,87.6,606.0
1393006->1026802,1393006,1026802,47.4,234.0
1393006->1025702,1393006,1025702,86.625,723.0
1393006->1014005,1393006,1014005,171.5,1118.0
1389101->1489302,1389101,1489302,62.9375,390.0
1389101->1486903,1389101,1486903,74.625,558.0
1389101->1483106,1389101,1483106,54.45454545454545,333.0
1389101->1477104,1389101,1477104,68.42857142857143,363.0
1389101->1474703,1389101,1474703,139.5,956.0
1389101->1468305,1389101,1468305,128.0,1166.0
1389101->1410702,1389101,1410702,50.0,325.0
1389101->1405702,1389101,1405702,117.33333333333333,838.0
1389101->1379608,1389101,1379608,58.666666666666664,362.0
1389101->1323202,1389101,1323202,191.0,1706.0
1389101->1320402,1389101,1320402,231.33333333333334,2171.0
1389101->1288903,1389101,1288903,40.166666666666664,197.0
1389101->1247805,1389101,1247805,267.3333333333333,2429.0
1389101->1129806,1389101,1129806,141.27272727272728,1188.0
1389101->1129202,1389101,1129202,97.36363636363636,819.0
1389101->1125903,1389101,1125903,134.0,1200.0
1387305->1029906,1387305,1029906,76.8,539.0
1387102->1501606,1387102,1501606,50.625,342.0
1387102->1486903,1387102,1486903,138.0,840.0
1387102->1477104,1387102,1477104,228.33333333333334,1433.0
1387102->1476106,1387102,1476106,141.0,1195.0
1387102->1474703,1387102,1474703,183.66666666666666,1368.0
1387102->1467903,1387102,1467903,208.66666666666666,1313.0
1387102->1463502,1387102,1463502,196.0,1299.0
1387102->1411206,1387102,1411206,132.0,1188.0
1387102->1410702,1387102,1410702,159.94444444444446,1037.0
1387102->1410005,1387102,1410005,130.83333333333334,1088.0
1387102->1408202,1387102,1408202,144.0,1269.0
1387102->1393007,1387102,1393007,63.9,416.0
1387102->1393006,1387102,1393006,64.0,416.0
1387102->1348702,1387102,1348702,54.083333333333336,282.0
1387102->1330303,1387102,1330303,169.0,1393.0
1387102->1323202,1387102,1323202,62.0,423.0
1387102->1320402,1387102,1320402,154.5,1211.0
1387102->1295304,1387102,1295304,135.0,1148.0
1387102->1289208,1387102,1289208,211.5,1330.0
1387102->1288903,1387102,1288903,169.6,1099.0
1387102->1226603,1387102,1226603,118.41666666666667,781.0
1387102->1219102,1387102,1219102,118.33333333333333,804.0
1387102->1161802,1387102,1161802,138.2,1134.0
1387102->1129806,1387102,1129806,91.8,583.0
1387102->1129202,1387102,1129202,79.3,472.0
1387102->1127805,1387102,1127805,122.0,1012.0
1387102->1125903,1387102,1125903,86.0,585.0
1387102->1105703,1387102,1105703,119.33333333333333,913.0
1387102->1046602,1387102,1046602,155.0,1026.0
1387102->1039707,1387102,1039707,105.5,821.0
1385103->1562404,1385103,1562404,82.0,726.0
1385103->1501606,1385103,1501606,60.0,462.0
1385103->1486903,1385103,1486903,136.25,866.0
1385103->1477104,1385103,1477104,225.33333333333334,1384.0
1385103->1476106,1385103,1476106,121.0,1061.0
1385103->1410702,1385103,1410702,133.5,833.0
1385103->1410005,1385103,1410005,158.66666666666666,1261.0
1385103->1393007,1385103,1393007,92.78571428571429,693.0
1385103->1348702,1385103,1348702,96.2,694.0
1385103->1323202,1385103,1323202,87.0,691.0
1385103->1320402,1385103,1320402,128.0,1069.0
1385103->1289208,1385103,1289208,177.0,1187.0
1385103->1288903,1385103,1288903,152.71428571428572,986.0
1385103->1226603,1385103,1226603,66.73913043478261,395.0
1385103->1226402,1385103,1226402,142.33333333333334,1136.0
1385103->1219102,1385103,1219102,65.44444444444444,419.0
1385103->1143302,1385103,1143302,111.0,900.0
1385103->1129806,1385103,1129806,36.08,175.0
1385103->1129202,1385103,1129202,81.33333333333333,495.0
1385103->1127805,1385103,1127805,136.0,1158.0
1385103->1125903,1385103,1125903,37.0,181.0
1385103->1105703,1385103,1105703,116.33333333333333,940.0
1385103->1082106,1385103,1082106,136.33333333333334,1180.0
1385103->1039707,1385103,1039707,95.4375,761.0
1383205->1476106,1383205,1476106,147.0,1142.0
1383205->1411206,1383205,1411206,165.0,1224.0
1383002->1489302,1383002,1489302,283.3333333333333,2404.0
1383002->1486903,1383002,1486903,328.3333333333333,2935.0
1383002->1483106,1383002,1483106,283.25,2355.0
1383002->1477104,1383002,1477104,271.75,2338.0
1383002->1474703,1383002,1474703,332.0,2640.0
1383002->1467903,1383002,1467903,283.5,2541.0
1383002->1410702,1383002,1410702,305.5,2845.0
1383002->1405702,1383002,1405702,326.625,2562.0
1383002->1393007,1383002,1393007,429.6666666666667,4184.0
1383002->1379608,1383002,1379608,286.6,2349.0
1383002->1298202,1383002,1298202,34.27272727272727,201.0
1383002->1289208,1383002,1289208,279.03846153846155,2486.0
1383002->1275804,1383002,1275804,21.444444444444443,84.0
1383002->1240203,1383002,1240203,23.833333333333332,121.0
1383002->1217305,1383002,1217305,23.227848101265824,100.0
1383002->1129806,1383002,1129806,369.5,3711.0
1383002->1129202,1383002,1129202,372.3333333333333,3302.0
1383002->1066602,1383002,1066602,319.0,2681.0
1383002->1029906,1383002,1029906,317.0,2797.0
1382902->1046602,1382902,1046602,84.0,544.0
1379608->1501606,1379608,1501606,185.0,1725.0
1379608->1490803,1379608,1490803,63.095238095238095,371.0
1379608->1486903,1379608,1486903,79.72727272727273,588.0
1379608->1474703,1379608,1474703,98.47619047619048,672.0
1379608->1468305,1379608,1468305,166.33333333333334,1476.0
1379608->1467903,1379608,1467903,67.09375,446.0
1379608->1457002,1379608,1457002,32.857142857142854,181.0
1379608->1410702,1379608,1410702,86.88888888888889,646.0
1379608->1405702,1379608,1405702,78.58823529411765,543.0
1379608->1389101,1379608,1389101,55.833333333333336,362.0
1379608->1383002,1379608,1383002,304.2,2349.0
1379608->1349505,1379608,1349505,212.33333333333334,1903.0
1379608->1348702,1379608,1348702,182.5,1578.0
1379608->1323202,1379608,1323202,208.16666666666666,1844.0
1379608->1320402,1379608,1320402,258.5,2438.0
1379608->1319801,1379608,1319801,166.5,1489.0
1379608->1298202,1379608,1298202,313.4,2457.0
1379608->1295406,1379608,1295406,59.11764705882353,353.0
1379608->1289208,1379608,1289208,56.08571428571429,337.0
1379608->1288903,1379608,1288903,62.17142857142857,407.0
1379608->1275804,1379608,1275804,303.0,2378.0
1379608->1247805,1379608,1247805,280.5,2576.0
1379608->1233904,1379608,1233904,213.0,1933.0
1379608->1219102,1379608,1219102,190.85714285714286,1642.0
1379608->1217305,1379608,1217305,314.0,2409.0
1379608->1188402,1379608,1188402,96.5,723.0
1379608->1161802,1379608,1161802,278.5,2555.0
1379608->1160302,1379608,1160302,75.0,445.0
1379608->1129806,1379608,1129806,166.33333333333334,1457.0
1379608->1129202,1379608,1129202,115.76923076923077,957.0
1379608->1125903,1379608,1125903,169.5,1468.0
1379608->1106606,1379608,1106606,244.0,2110.0
1379608->1082106,1379608,1082106,260.0,2447.0
1379608->1080003,1379608,1080003,50.55172413793103,325.0
1379608->1071302,1379608,1071302,67.66666666666667,512.0
1379608->1069302,1379608,1069302,213.66666666666666,1959.0
1379608->1066602,1379608,1066602,99.0,764.0
1379608->1046602,1379608,1046602,88.5,668.0
1379608->1042302,1379608,1042302,169.66666666666666,1497.0
1379608->1039707,1379608,1039707,236.33333333333334,2130.0
1379608->1014005,1379608,1014005,106.0,889.0
1379502->1105703,1379502,1105703,48.333333333333336,191.0
1379502->1039707,1379502,1039707,69.45454545454545,399.0
1357702->1410005,1357702,1410005,77.5,473.0
1357702->1320402,1357702,1320402,63.0,388.0
1357702->1295304,1357702,1295304,81.0,563.0
1357702->1289806,1357702,1289806,79.0,455.0
1357702->1226505,1357702,1226505,92.0,650.0
1357702->1169706,1357702,1169706,82.33333333333333,529.0
1357702->1161802,1357702,1161802,87.0,550.0
1357702->1143302,1357702,1143302,94.0,636.0
1357702->1127805,1357702,1127805,60.0,372.0
1357702->1105703,1357702,1105703,38.0,157.0
1357702->1082106,1357702,1082106,66.66666666666667,399.0
1357702->1072102,1357702,1072102,92.66666666666667,738.0
1357702->1039707,1357702,1039707,59.333333333333336,317.0
1357702->1015804,1357702,1015804,64.0,466.0
1350202->1477104,1350202,1477104,127.0,791.0
1350202->1410702,1350202,1410702,79.33333333333333,419.0
1350202->1393007,1350202,1393007,137.0,1081.0
1350202->1289208,1350202,1289208,112.33333333333333,666.0
1350202->1226603,1350202,1226603,122.33333333333333,927.0
1350202->1161802,1350202,1161802,203.0,1795.0
1350202->1129806,1350202,1129806,87.16666666666667,722.0
1350202->1105703,1350202,1105703,166.0,1505.0
1350202->1039707,1350202,1039707,150.0,1352.0
1349505->1530402,1349505,1530402,64.25,488.0
1349505->1501606,1349505,1501606,90.16666666666667,604.0
1349505->1486903,1349505,1486903,202.66666666666666,1428.0
1349505->1477104,1349505,1477104,282.25,1911.0
1349505->1474703,1349505,1474703,304.0,2086.0
1349505->1473003,1349505,1473003,84.0,620.0
1349505->1468305,1349505,1468305,81.8,494.0
1349505->1467903,1349505,1467903,240.0,1599.0
1349505->1449202,1349505,1449202,100.5,779.0
1349505->1412202,1349505,1412202,119.0,918.0
1349505->1410702,1349505,1410702,201.4,1300.0
1349505->1410005,1349505,1410005,135.71428571428572,1089.0
1349505->1393007,1349505,1393007,125.0,836.0
1349505->1393006,1349505,1393006,119.33333333333333,837.0
1349505->1379608,1349505,1379608,275.3333333333333,1903.0
1349505->1348702,1349505,1348702,153.14285714285714,1039.0
1349505->1330303,1349505,1330303,82.33333333333333,675.0
1349505->1323202,1349505,1323202,115.0,825.0
1349505->1320402,1349505,1320402,76.27272727272727,551.0
1349505->1319801,1349505,1319801,102.66666666666667,689.0
1349505->1295304,1349505,1295304,144.41666666666666,1183.0
1349505->1289208,1349505,1289208,247.0,1670.0
1349505->1288903,1349505,1288903,221.875,1500.0
1349505->1254403,1349505,1254403,91.0,669.0
1349505->1247805,1349505,1247805,147.53333333333333,1182.0
1349505->1233904,1349505,1233904,88.0,707.0
1349505->1226603,1349505,1226603,55.851851851851855,305.0
1349505->1226402,1349505,1226402,121.375,955.0
1349505->1219102,1349505,1219102,56.666666666666664,302.0
1349505->1169706,1349505,1169706,84.07142857142857,674.0
1349505->1161802,1349505,1161802,149.64705882352942,1167.0
1349505->1143302,1349505,1143302,123.33333333333333,926.0
1349505->1129806,1349505,1129806,84.21739130434783,447.0
1349505->1129202,1349505,1129202,160.66666666666666,1062.0
1349505->1127805,1349505,1127805,123.88888888888889,969.0
1349505->1125903,1349505,1125903,75.16666666666667,436.0
1349505->1119302,1349505,1119302,104.0,701.0
1349505->1105703,1349505,1105703,85.8,651.0
1349505->1104205,1349505,1104205,125.0,917.0
1349505->1082106,1349505,1082106,125.0,998.0
1349505->1072102,1349505,1072102,166.4,1368.0
1349505->1069302,1349505,1069302,74.72727272727273,471.0
1349505->1042302,1349505,1042302,72.4,444.0
1349505->1039707,1349505,1039707,59.90909090909091,425.0
1348702->1591904,1348702,1591904,84.0,596.0
1348702->1541205,1348702,1541205,111.0,792.0
1348702->1537604,1348702,1537604,188.66666666666666,1298.0
1348702->1537002,1348702,1537002,87.5,615.0
1348702->1530402,1348702,1530402,159.8235294117647,1306.0
1348702->1509602,1348702,1509602,106.5,860.0
1348702->1501606,1348702,1501606,63.888888888888886,448.0
1348702->1490803,1348702,1490803,223.85714285714286,1522.0
1348702->1489302,1348702,1489302,209.5,1517.0
1348702->1486903,1348702,1486903,150.27777777777777,991.0
1348702->1484306,1348702,1484306,272.0,2404.0
1348702->1483106,1348702,1483106,226.5,1575.0
1348702->1477104,1348702,1477104,239.52631578947367,1589.0
1348702->1474703,1348702,1474703,191.69565217391303,1399.0
1348702->1473003,1348702,1473003,82.85714285714286,604.0
1348702->1469608,1348702,1469608,59.0,411.0
1348702->1468502,1348702,1468502,141.0,1092.0
1348702->1468305,1348702,1468305,149.71428571428572,1097.0
1348702->1467903,1348702,1467903,223.28571428571428,1532.0
1348702->1463502,1348702,1463502,168.94736842105263,1416.0
1348702->1463303,1348702,1463303,18.2,76.0
1348702->1457606,1348702,1457606,96.5,783.0
1348702->1452401,1348702,1452401,117.4,970.0
1348702->1452002,1348702,1452002,33.4,190.0
1348702->1449202,1348702,1449202,115.28571428571429,980.0
1348702->1445702,1348702,1445702,80.27272727272727,489.0
1348702->1426204,1348702,1426204,213.0,1454.0
1348702->1425202,1348702,1425202,171.0,1254.0
1348702->1412202,1348702,1412202,89.9,726.0
1348702->1410803,1348702,1410803,53.5,342.0
1348702->1410702,1348702,1410702,187.91304347826087,1276.0
1348702->1410005,1348702,1410005,118.94444444444444,980.0
1348702->1405702,1348702,1405702,199.0,1426.0
1348702->1393102,1348702,1393102,117.0,1045.0
1348702->1393007,1348702,1393007,54.56,334.0
