ROUTE_PATH,ORIGIN_AIRPORT_SEQ_ID,DEST_AIRPORT_SEQ_ID,AIR_TIME_AVG,DISTANCE
1530402->1052906,1530402,1052906,146.69230769230768,1111.0
1530402->1043105,1530402,1043105,79.0,514.0
1530402->1042302,1530402,1042302,141.6,928.0
1530402->1039707,1530402,1039707,68.11475409836065,406.0
1530402->1025702,1530402,1025702,151.2,1130.0
1530402->1015804,1530402,1015804,124.0,913.0
1529502->1476106,1529502,1476106,107.0,895.0
1529502->1411206,1529502,1411206,113.0,945.0
1529502->1408202,1529502,1408202,126.5,1016.0
1529502->1393006,1529502,1393006,49.0,213.0
1529502->1105703,1529502,1105703,73.16666666666667,466.0
1524906->1330303,1524906,1330303,60.0,402.0
1524906->1129806,1524906,1129806,133.0,767.0
1524906->1127805,1524906,1127805,102.66666666666667,716.0
1524906->1105703,1524906,1105703,60.166666666666664,386.0
1524906->1039707,1524906,1039707,45.31578947368421,223.0
1509602->1530402,1509602,1530402,145.0,1104.0
1509602->1476106,1509602,1476106,134.5,1029.0
1509602->1463502,1509602,1463502,161.0,1186.0
1509602->1411206,1509602,1411206,144.5,1111.0
1509602->1410005,1509602,1410005,45.5,228.0
1509602->1408202,1509602,1408202,154.0,1164.0
1509602->1393007,1509602,1393007,106.14285714285714,607.0
1509602->1393006,1509602,1393006,102.41666666666667,607.0
1509602->1348702,1509602,1348702,133.66666666666666,860.0
1509602->1320402,1509602,1320402,141.6,1053.0
1509602->1295304,1509602,1295304,38.714285714285715,198.0
1509602->1247805,1509602,1247805,47.333333333333336,209.0
1509602->1226402,1509602,1226402,54.333333333333336,296.0
1509602->1169706,1509602,1169706,159.0,1197.0
1509602->1161802,1509602,1161802,39.0,195.0
1509602->1143302,1509602,1143302,66.4,374.0
1509602->1127805,1509602,1127805,61.5,298.0
1509602->1105703,1509602,1105703,104.0,603.0
1509602->1072102,1509602,1072102,40.0,265.0
1509602->1069302,1509602,1069302,108.0,741.0
1509602->1039707,1509602,1039707,116.0,794.0
1507402->1129806,1507402,1129806,46.166666666666664,225.0
1507002->1476106,1507002,1476106,142.0,965.0
1507002->1411206,1507002,1411206,149.0,1055.0
1507002->1408202,1507002,1408202,153.0,1101.0
1507002->1320402,1507002,1320402,143.33333333333334,989.0
1507002->1169706,1507002,1169706,158.5,1118.0
1507002->1143302,1507002,1143302,85.16666666666667,479.0
1504803->1393006,1504803,1393006,64.71428571428571,436.0
1504803->1129806,1504803,1129806,99.33333333333333,657.0
1504102->1486903,1504102,1486903,40.75,222.0
1504102->1477104,1504102,1477104,106.66666666666667,587.0
1504102->1393007,1504102,1393007,171.0,1341.0
1504102->1289208,1504102,1289208,133.0,696.0
1504102->1129202,1504102,1129202,80.66666666666667,557.0
1502704->1330303,1502704,1330303,164.0,1139.0
1502704->1105703,1502704,1105703,221.0,1562.0
1502704->1039707,1502704,1039707,234.5,1638.0
1502403->1484306,1502403,1484306,21.444444444444443,68.0
1502403->1410005,1502403,1410005,232.5,1605.0
1502403->1393007,1502403,1393007,324.0,2115.0
1502403->1330303,1502403,1330303,156.33333333333334,1107.0
1502403->1320402,1502403,1320402,188.0,1246.0
1502403->1247805,1502403,1247805,242.0,1623.0
1502403->1226402,1502403,1226402,231.33333333333334,1606.0
1502403->1169706,1502403,1169706,162.33333333333334,1107.0
1502403->1161802,1502403,1161802,240.66666666666666,1634.0
1502403->1105703,1502403,1105703,212.33333333333334,1520.0
1502403->1039707,1502403,1039707,226.33333333333334,1599.0
1502305->1477104,1502305,1477104,22.333333333333332,66.0
1502305->1467903,1502305,1467903,73.33333333333333,508.0
1502305->1410702,1502305,1410702,93.0,699.0
1502305->1289208,1502305,1289208,64.125,400.0
1502305->1129202,1502305,1129202,118.0,977.0
1501606->1537002,1501606,1537002,61.8,351.0
1501606->1530402,1501606,1530402,108.3,869.0
1501606->1489302,1501606,1489302,246.66666666666666,1679.0
1501606->1486903,1501606,1486903,189.875,1156.0
1501606->1483106,1501606,1483106,260.6666666666667,1715.0
1501606->1477104,1501606,1477104,275.0,1735.0
1501606->1474703,1501606,1474703,236.33333333333334,1709.0
1501606->1468305,1501606,1468305,118.0,786.0
1501606->1467903,1501606,1467903,242.33333333333334,1557.0
1501606->1463502,1501606,1463502,121.0,979.0
1501606->1449202,1501606,1449202,86.66666666666667,667.0
1501606->1412202,1501606,1412202,69.0,554.0
1501606->1410702,1501606,1410702,193.16666666666666,1262.0
1501606->1410005,1501606,1410005,100.63157894736842,814.0
1501606->1405702,1501606,1405702,244.66666666666666,1708.0
1501606->1402702,1501606,1402702,127.0,1023.0
1501606->1393007,1501606,1393007,47.55,258.0
1501606->1393006,1501606,1393006,47.22222222222222,258.0
1501606->1387102,1501606,1387102,61.0,342.0
1501606->1385103,1501606,1385103,77.4,462.0
1501606->1379608,1501606,1379608,261.6666666666667,1725.0
1501606->1349505,1501606,1349505,84.33333333333333,604.0
1501606->1348702,1501606,1348702,77.55555555555556,448.0
1501606->1334207,1501606,1334207,49.0,317.0
1501606->1330303,1501606,1330303,134.0,1068.0
1501606->1323202,1501606,1323202,41.421052631578945,251.0
1501606->1320402,1501606,1320402,107.6,882.0
1501606->1319801,1501606,1319801,47.8,237.0
1501606->1299206,1501606,1299206,49.6,296.0
1501606->1295304,1501606,1295304,113.1,888.0
1501606->1289208,1501606,1289208,241.86666666666667,1592.0
1501606->1288903,1501606,1288903,210.85714285714286,1371.0
1501606->1245102,1501606,1245102,90.0,753.0
1501606->1227805,1501606,1227805,69.2,392.0
1501606->1226603,1501606,1226603,112.5625,667.0
1501606->1219102,1501606,1219102,106.18181818181819,687.0
1501606->1169706,1501606,1169706,130.9090909090909,1057.0
1501606->1161802,1501606,1161802,112.92857142857143,872.0
1501606->1148102,1501606,1148102,85.33333333333333,634.0
1501606->1143302,1501606,1143302,63.375,440.0
1501606->1142306,1501606,1142306,47.4,259.0
1501606->1129806,1501606,1129806,90.68181818181819,550.0
1501606->1129202,1501606,1129202,127.3,770.0
1501606->1127805,1501606,1127805,93.95238095238095,719.0
1501606->1125903,1501606,1125903,83.6923076923077,546.0
1501606->1119302,1501606,1119302,48.5,308.0
1501606->1106606,1501606,1106606,56.0,409.0
1501606->1105703,1501606,1105703,79.94444444444444,575.0
1501606->1104205,1501606,1104205,64.8,487.0
1501606->1082106,1501606,1082106,89.9090909090909,738.0
1501606->1072102,1501606,1072102,125.125,1047.0
1501606->1069302,1501606,1069302,43.0,272.0
1501606->1052906,1501606,1052906,113.66666666666667,957.0
1501606->1042302,1501606,1042302,110.0,721.0
1501606->1039707,1501606,1039707,65.15625,484.0
1500802->1408202,1500802,1408202,"",1447.0
1500802->1046602,1500802,1046602,198.0,1259.0
1498603->1412202,1498603,1412202,124.0,912.0
1498603->1410005,1498603,1410005,135.5,957.0
1498603->1393007,1498603,1393007,165.83333333333334,1050.0
1498603->1393006,1498603,1393006,166.33333333333334,1050.0
1498603->1295304,1498603,1295304,139.66666666666666,1047.0
1498603->1247805,1498603,1247805,141.5,1041.0
1498603->1233904,1498603,1233904,124.0,876.0
1498603->1161802,1498603,1161802,149.0,1034.0
1498603->1143302,1498603,1143302,133.0,1022.0
1498603->1129806,1498603,1129806,159.0,945.0
1498603->1129202,1498603,1129202,229.0,1531.0
1498603->1127805,1498603,1127805,116.0,851.0
1498603->1119302,1498603,1119302,124.0,812.0
1498603->1105703,1498603,1105703,83.0,547.0
1498603->1104205,1498603,1104205,138.0,967.0
1498603->1082106,1498603,1082106,129.0,880.0
1498603->1072102,1498603,1072102,163.2,1220.0
1498603->1043105,1498603,1043105,80.0,554.0
1498603->1039707,1498603,1039707,76.54545454545455,444.0
1496002->1129806,1496002,1129806,26.285714285714285,113.0
1495503->1201602,1495503,1201602,26.25,129.0
1495203->1408202,1495203,1408202,123.0,994.0
1495203->1393007,1495203,1393007,35.285714285714285,174.0
1495203->1129806,1495203,1129806,112.2,630.0
1490803->1489302,1490803,1489302,70.5,404.0
1490803->1486903,1490803,1486903,81.5,588.0
1490803->1483106,1490803,1483106,59.97560975609756,342.0
1490803->1477104,1490803,1477104,68.82608695652173,372.0
1490803->1474703,1490803,1474703,144.7826086956522,978.0
1490803->1468305,1490803,1468305,126.0,1177.0
1490803->1410702,1490803,1410702,50.57575757575758,338.0
1490803->1405702,1490803,1405702,126.33333333333333,859.0
1490803->1393007,1490803,1393007,192.0,1726.0
1490803->1379608,1490803,1379608,65.15,371.0
1490803->1348702,1490803,1348702,173.625,1522.0
1490803->1288903,1490803,1288903,45.708333333333336,226.0
1490803->1226603,1490803,1226603,152.0,1346.0
1490803->1219102,1490803,1219102,152.0,1357.0
1490803->1161802,1490803,1161802,260.375,2434.0
1490803->1143302,1490803,1143302,214.0,1960.0
1490803->1129806,1490803,1129806,137.04347826086956,1205.0
1490803->1129202,1490803,1129202,100.66666666666667,846.0
1490803->1125903,1490803,1125903,138.0,1216.0
1490803->1042302,1490803,1042302,131.5,1209.0
1490803->1039707,1490803,1039707,204.625,1919.0
1490505->1288903,1490505,1288903,59.0,310.0
1489302->1501606,1489302,1501606,178.0,1679.0
1489302->1490803,1489302,1490803,67.5,404.0
1489302->1486903,1489302,1486903,72.22222222222223,532.0
1489302->1477104,1489302,1477104,31.266666666666666,86.0
1489302->1474703,1489302,1474703,92.3913043478261,605.0
1489302->1467903,1489302,1467903,70.4888888888889,480.0
1489302->1410702,1489302,1410702,86.66666666666667,647.0
1489302->1405702,1489302,1405702,73.125,479.0
1489302->1393007,1489302,1393007,197.16666666666666,1781.0
1489302->1389101,1489302,1389101,58.5625,390.0
1489302->1383002,1489302,1383002,308.3333333333333,2404.0
1489302->1348702,1489302,1348702,174.0,1517.0
1489302->1323202,1489302,1323202,200.66666666666666,1790.0
1489302->1320402,1489302,1320402,260.0,2408.0
1489302->1295406,1489302,1295406,64.27777777777777,387.0
1489302->1289208,1489302,1289208,62.921052631578945,373.0
1489302->1288903,1489302,1288903,59.13636363636363,397.0
1489302->1275804,1489302,1275804,306.5,2435.0
1489302->1247805,1489302,1247805,270.0,2521.0
1489302->1226603,1489302,1226603,189.2,1609.0
1489302->1226402,1489302,1226402,262.5,2358.0
1489302->1217305,1489302,1217305,320.6666666666667,2462.0
1489302->1188402,1489302,1188402,87.33333333333333,649.0
1489302->1129806,1489302,1129806,159.15384615384616,1431.0
1489302->1129202,1489302,1129202,109.04166666666667,909.0
1489302->1125903,1489302,1125903,163.75,1442.0
1489302->1105703,1489302,1105703,245.33333333333334,2244.0
1489302->1082106,1489302,1082106,251.66666666666666,2395.0
1489302->1080003,1489302,1080003,56.625,358.0
1489302->1071302,1489302,1071302,61.666666666666664,437.0
1489302->1042302,1489302,1042302,164.0,1481.0
1489302->1039707,1489302,1039707,228.125,2092.0
1487706->1393007,1487706,1393007,73.5,559.0
1487706->1225502,1487706,1225502,23.4,88.0
1486903->1538902,1486903,1538902,32.0,175.0
1486903->1537604,1486903,1537604,87.44444444444444,601.0
1486903->1537002,1486903,1537002,110.6,926.0
1486903->1530402,1486903,1530402,209.0,1888.0
1486903->1504102,1486903,1504102,42.5,222.0
1486903->1501606,1486903,1501606,136.25,1156.0
1486903->1490803,1486903,1490803,93.78571428571429,588.0
1486903->1489302,1486903,1489302,81.11111111111111,532.0
1486903->1483106,1486903,1483106,95.16666666666667,584.0
1486903->1479405,1486903,1479405,47.0,272.0
1486903->1477104,1486903,1477104,106.63333333333334,599.0
1486903->1474703,1486903,1474703,103.25,689.0
1486903->1468305,1486903,1468305,132.1,1087.0
1486903->1467903,1486903,1467903,96.73684210526316,626.0
1486903->1463502,1486903,1463502,221.0,1985.0
1486903->1457002,1486903,1457002,70.35714285714286,422.0
1486903->1449202,1486903,1449202,199.0,1823.0
1486903->1448902,1486903,1448902,81.66666666666667,525.0
1486903->1445702,1486903,1445702,71.0,508.0
1486903->1426204,1486903,1426204,89.54545454545455,541.0
1486903->1412202,1486903,1412202,179.66666666666666,1660.0
1486903->1411302,1486903,1411302,30.555555555555557,150.0
1486903->1410702,1486903,1410702,77.92307692307692,507.0
1486903->1410005,1486903,1410005,213.66666666666666,1927.0
1486903->1405702,1486903,1405702,95.0,630.0
1486903->1393007,1486903,1393007,146.67857142857142,1250.0
1486903->1389101,1486903,1389101,90.5,558.0
1486903->1387102,1486903,1387102,103.33333333333333,840.0
1486903->1385103,1486903,1385103,106.4,866.0
1486903->1383002,1486903,1383002,377.6666666666667,2935.0
1486903->1379608,1486903,1379608,94.13636363636364,588.0
1486903->1349505,1486903,1349505,164.66666666666666,1428.0
1486903->1348702,1486903,1348702,118.61111111111111,991.0
1486903->1348602,1486903,1348602,67.25,436.0
1486903->1348502,1486903,1348502,135.0,1174.0
1486903->1323202,1486903,1323202,149.0,1259.0
1486903->1320402,1486903,1320402,212.41666666666666,1931.0
1486903->1319801,1486903,1319801,113.25,920.0
1486903->1312702,1486903,1312702,73.375,461.0
1486903->1295407,1486903,1295407,103.42857142857143,588.0
1486903->1295406,1486903,1295406,95.14285714285714,588.0
1486903->1289208,1486903,1289208,98.97872340425532,590.0
1486903->1288903,1486903,1288903,61.17857142857143,368.0
1486903->1247805,1486903,1247805,226.61904761904762,1990.0
1486903->1244102,1486903,1244102,38.888888888888886,205.0
1486903->1233904,1486903,1233904,149.5,1355.0
1486903->1228002,1486903,1228002,38.54545454545455,188.0
1486903->1226603,1486903,1226603,151.5,1195.0
1486903->1226402,1486903,1226402,197.0,1828.0
1486903->1219102,1486903,1219102,149.0,1214.0
1486903->1217305,1486903,1217305,379.0,2994.0
1486903->1215605,1486903,1215605,59.0,402.0
1486903->1200305,1486903,1200305,65.0,463.0
1486903->1192102,1486903,1192102,38.888888888888886,216.0
1486903->1188402,1486903,1188402,78.0,546.0
1486903->1169706,1486903,1169706,229.66666666666666,2084.0
1486903->1164802,1486903,1164802,78.11111111111111,531.0
1486903->1163807,1486903,1163807,82.125,501.0
1486903->1161802,1486903,1161802,220.88888888888889,1969.0
1486903->1154005,1486903,1154005,93.0,693.0
1486903->1152505,1486903,1152505,33.6,200.0
1486903->1143302,1486903,1143302,170.28571428571428,1481.0
1486903->1142307,1486903,1142307,118.5,955.0
1486903->1129806,1486903,1129806,120.33333333333333,989.0
1486903->1129202,1486903,1129202,58.05357142857143,391.0
1486903->1127805,1486903,1127805,200.33333333333334,1851.0
1486903->1125903,1486903,1125903,121.33333333333333,999.0
1486903->1119302,1486903,1119302,163.5,1450.0
1486903->1112205,1486903,1112205,48.0,320.0
1486903->1110902,1486903,1110902,65.5,411.0
1486903->1105703,1486903,1105703,190.85714285714286,1727.0
1486903->1104205,1486903,1104205,172.0,1565.0
1486903->1091802,1486903,1091802,39.6,221.0
1486903->1084905,1486903,1084905,53.81818181818182,347.0
1486903->1082106,1486903,1082106,205.0,1865.0
1486903->1080003,1486903,1080003,102.76923076923077,574.0
1486903->1077902,1486903,1077902,56.0,358.0
1486903->1072102,1486903,1072102,229.66666666666666,2105.0
1486903->1071302,1486903,1071302,47.27777777777778,290.0
1486903->1069302,1486903,1069302,160.0,1404.0
1486903->1062003,1486903,1062003,55.0,387.0
1486903->1042302,1486903,1042302,135.0,1086.0
1486903->1039707,1486903,1039707,180.39285714285714,1590.0
1486903->1037205,1486903,1037205,55.0,292.0
1486903->1014005,1486903,1014005,68.0,493.0
1484306->1530402,1484306,1530402,177.84615384615384,1237.0
1484306->1502403,1484306,1502403,16.833333333333332,68.0
1484306->1476106,1484306,1476106,174.0,1198.0
1484306->1449202,1484306,1449202,209.5,1433.0
1484306->1410005,1484306,1410005,228.88888888888889,1576.0
1484306->1393007,1484306,1393007,299.0,2072.0
1484306->1348702,1484306,1348702,334.5,2404.0
1484306->1330303,1484306,1330303,151.5,1045.0
1484306->1323202,1484306,1323202,291.0,2057.0
1484306->1320402,1484306,1320402,169.07894736842104,1189.0
1484306->1247805,1484306,1247805,222.0,1598.0
1484306->1226603,1484306,1226603,268.7142857142857,2007.0
1484306->1226402,1484306,1226402,217.66666666666666,1571.0
1484306->1219102,1484306,1219102,285.0,1997.0
1484306->1169706,1484306,1169706,152.25925925925927,1046.0
1484306->1161802,1484306,1161802,227.33333333333334,1608.0
1484306->1129806,1484306,1129806,305.6666666666667,2165.0
1484306->1127805,1484306,1127805,221.0,1554.0
1484306->1119302,1484306,1119302,261.0,1808.0
1484306->1105703,1484306,1105703,205.0,1475.0
1484306->1082106,1484306,1082106,240.7,1565.0
1484306->1072102,1484306,1072102,231.0,1674.0
1484306->1052906,1484306,1052906,227.16666666666666,1666.0
1484306->1039707,1484306,1039707,218.64285714285714,1547.0
1484202->1129806,1484202,1129806,40.166666666666664,229.0
1483106->1537604,1483106,1537604,94.33333333333333,722.0
1483106->1537603,1483106,1537603,90.0,721.0
1483106->1501606,1483106,1501606,192.0,1715.0
1483106->1490803,1483106,1490803,59.42857142857143,342.0
1483106->1486903,1483106,1486903,84.16666666666667,584.0
1483106->1474703,1483106,1474703,105.22222222222223,696.0
1483106->1467903,1483106,1467903,63.44897959183673,417.0
1483106->1457002,1483106,1457002,37.9,188.0
1483106->1410702,1483106,1410702,83.56666666666666,621.0
1483106->1405702,1483106,1405702,86.13333333333334,569.0
1483106->1393007,1483106,1393007,213.66666666666666,1829.0
1483106->1389101,1483106,1389101,52.0,333.0
1483106->1383002,1483106,1383002,315.75,2355.0
1483106->1348702,1483106,1348702,192.0,1575.0
1483106->1323202,1483106,1323202,207.0,1838.0
1483106->1320402,1483106,1320402,262.5,2421.0
1483106->1298202,1483106,1298202,321.0,2466.0
1483106->1295406,1483106,1295406,54.833333333333336,324.0
1483106->1289208,1483106,1289208,52.333333333333336,308.0
1483106->1288903,1483106,1288903,59.370370370370374,386.0
1483106->1275804,1483106,1275804,311.0,2384.0
1483106->1247805,1483106,1247805,289.25,2569.0
1483106->1226603,1483106,1226603,187.66666666666666,1608.0
1483106->1219102,1483106,1219102,185.66666666666666,1621.0
1483106->1217305,1483106,1217305,316.0,2417.0
1483106->1188402,1483106,1188402,103.0,742.0
1483106->1161802,1483106,1161802,282.0,2548.0
1483106->1143302,1483106,1143302,241.5,2062.0
1483106->1129806,1483106,1129806,170.8181818181818,1438.0
1483106->1129202,1483106,1129202,118.0,948.0
1483106->1125904,1483106,1125904,173.6,1450.0
1483106->1125903,1483106,1125903,170.6,1450.0
1483106->1082106,1483106,1082106,263.5,2439.0
1483106->1080003,1483106,1080003,47.3125,296.0
1483106->1072102,1483106,1072102,287.6666666666667,2689.0
