DEST_AIRPORT_SEQ_ID,ORIGIN_AIRPORT_SEQ_ID,ROUTE_PATH,AIR_TIME_AVG,DISTANCE,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,ORIGIN_UTC_LOCAL_TIME_VARIATION,DEST_LATITUDE,DEST_LONGITUDE,DEST_UTC_LOCAL_TIME_VARIATION
1432105,1530402,1530402->1432105,161.5,1277.0,27.97555556,-82.53333333,-500,43.64555556,-70.30861111,-500
1430705,1530402,1530402->1430705,144.43333333333334,1136.0,27.97555556,-82.53333333,-500,41.72222222,-71.42777778,-500
1412202,1530402,1530402->1412202,116.78,873.0,27.97555556,-82.53333333,-500,40.49138889,-80.23277778,-500
1410702,1530402,1530402->1410702,247.80672268907563,1788.0,27.97555556,-82.53333333,-500,33.43416667,-112.01166667,-700
1410005,1530402,1530402->1410005,126.30662020905923,920.0,27.97555556,-82.53333333,-500,39.87194444,-75.24055556,-500
1393102,1530402,1530402->1393102,93.0,717.0,27.97555556,-82.53333333,-500,36.89472222,-76.20111111,-500
1393007,1530402,1530402->1393007,145.41696113074204,1011.0,27.97555556,-82.53333333,-500,41.97444444,-87.90666667,-600
1393006,1530402,1530402->1393006,155.16666666666666,1012.0,27.97555556,-82.53333333,-500,41.97722222,-87.90805556,-600
1349505,1530402,1530402->1349505,76.55,488.0,27.97555556,-82.53333333,-500,29.99333333,-90.25916667,-600
1348702,1530402,1530402->1348702,181.4144144144144,1306.0,27.97555556,-82.53333333,-500,44.88194444,-93.22166667,-600
1334207,1530402,1530402->1334207,147.75409836065575,1075.0,27.97555556,-82.53333333,-500,42.94694444,-87.89694444,-600
1330303,1530402,1530402->1330303,39.7536231884058,204.0,27.97555556,-82.53333333,-500,25.79527778,-80.29,-500
1329604,1530402,1530402->1329604,154.88636363636363,1204.0,27.97555556,-82.53333333,-500,42.93277778,-71.43583333,-500
1324402,1530402,1530402->1324402,97.31428571428572,655.0,27.97555556,-82.53333333,-500,35.0425,-89.97666667,-600
1323202,1530402,1530402->1323202,138.0828402366864,997.0,27.97555556,-82.53333333,-500,41.78583333,-87.7525,-600
1319801,1530402,1530402->1319801,147.78,1048.0,27.97555556,-82.53333333,-500,39.2975,-94.71388889,-600
1295304,1530402,1530402->1295304,134.84895833333334,1010.0,27.97555556,-82.53333333,-500,40.77722222,-73.8725,-500
