DEST_AIRPORT_SEQ_ID,ORIGIN_AIRPORT_SEQ_ID,ROUTE_PATH,AIR_TIME_AVG,DISTANCE,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,ORIGIN_UTC_LOCAL_TIME_VARIATION,DEST_LATITUDE,DEST_LONGITUDE,DEST_UTC_LOCAL_TIME_VARIATION
1476107,1449202,1449202->1476107,67.33333333333333,510.0,35.87777778,-78.7875,-500,28.77722222,-81.235,-500
1476106,1449202,1449202->1476106,76.4,510.0,35.87777778,-78.7875,-500,28.77694444,-81.235,-500
1474703,1449202,1449202->1474703,326.85714285714283,2354.0,35.87777778,-78.7875,-500,47.45,-122.31166667,-800
1467903,1449202,1449202->1467903,291.77777777777777,2193.0,35.87777778,-78.7875,-500,32.73361111,-117.18972222,-800
1463502,1449202,1449202->1463502,98.66666666666667,667.0,35.87777778,-78.7875,-500,26.53611111,-81.75527778,-500
1432105,1449202,1449202->1432105,90.0,700.0,35.87777778,-78.7875,-500,43.64555556,-70.30861111,-500
1430705,1449202,1449202->1430705,80.4,566.0,35.87777778,-78.7875,-500,41.72222222,-71.42777778,-500
1412202,1449202,1449202->1412202,56.888888888888886,328.0,35.87777778,-78.7875,-500,40.49138889,-80.23277778,-500
1411206,1449202,1449202->1411206,85.5,595.0,35.87777778,-78.7875,-500,27.90861111,-82.68638889,-500
1410702,1449202,1449202->1410702,260.55357142857144,1891.0,35.87777778,-78.7875,-500,33.43416667,-112.01166667,-700
1410005,1449202,1449202->1410005,57.736654804270465,337.0,35.87777778,-78.7875,-500,39.87194444,-75.24055556,-500
1408202,1449202,1449202->1408202,92.5,645.0,35.87777778,-78.7875,-500,26.91888889,-81.99083333,-500
1402702,1449202,1449202->1402702,91.81818181818181,638.0,35.87777778,-78.7875,-500,26.68305556,-80.09555556,-500
1393007,1449202,1449202->1393007,105.21587301587302,646.0,35.87777778,-78.7875,-500,41.97444444,-87.90666667,-600
1393006,1449202,1449202->1393006,115.66666666666667,646.0,35.87777778,-78.7875,-500,41.97722222,-87.90805556,-600
1349505,1449202,1449202->1349505,111.47826086956522,779.0,35.87777778,-78.7875,-500,29.99333333,-90.25916667,-600
1348702,1449202,1449202->1348702,142.8099173553719,980.0,35.87777778,-78.7875,-500,44.88194444,-93.22166667,-600
1334207,1449202,1449202->1334207,108.5,689.0,35.87777778,-78.7875,-500,42.94694444,-87.89694444,-600
1330303,1449202,1449202->1330303,100.625,700.0,35.87777778,-78.7875,-500,25.79527778,-80.29,-500
1323202,1449202,1449202->1323202,96.76859504132231,632.0,35.87777778,-78.7875,-500,41.78583333,-87.7525,-600
1320402,1449202,1449202->1320402,78.9272030651341,534.0,35.87777778,-78.7875,-500,28.42944444,-81.30888889,-500
1319801,1449202,1449202->1319801,137.125,904.0,35.87777778,-78.7875,-500,39.2975,-94.71388889,-600
1295304,1449202,1449202->1295304,67.0,431.0,35.87777778,-78.7875,-500,40.77722222,-73.8725,-500
1289208,1449202,1449202->1289208,299.7469879518072,2239.0,35.87777778,-78.7875,-500,33.9425,-118.40805556,-800
1288903,1449202,1449202->1288903,277.6376811594203,2026.0,35.87777778,-78.7875,-500,36.08,-115.15222222,-800
1247805,1449202,1449202->1247805,68.2530487804878,427.0,35.87777778,-78.7875,-500,40.64,-73.77861111,-500
1245102,1449202,1449202->1245102,63.46666666666667,407.0,35.87777778,-78.7875,-500,30.49416667,-81.68777778,-500
1239103,1449202,1449202->1239103,69.88888888888889,459.0,35.87777778,-78.7875,-500,40.79611111,-73.10055556,-500
1233904,1449202,1449202->1233904,82.41025641025641,489.0,35.87777778,-78.7875,-500,39.71722222,-86.29472222,-500
1226603,1449202,1449202->1226603,152.09722222222223,1042.0,35.87777778,-78.7875,-500,29.98444444,-95.34138889,-600
1226402,1449202,1449202->1226402,40.789855072463766,224.0,35.87777778,-78.7875,-500,38.9475,-77.46,-500
1219102,1449202,1449202->1219102,154.78947368421052,1050.0,35.87777778,-78.7875,-500,29.64555556,-95.27888889,-600
1169706,1449202,1449202->1169706,99.18343195266272,680.0,35.87777778,-78.7875,-500,26.07166667,-80.14972222,-500
1161802,1449202,1449202->1161802,67.12671232876713,416.0,35.87777778,-78.7875,-500,40.6925,-74.16861111,-500
1143302,1449202,1449202->1143302,78.76470588235294,501.0,35.87777778,-78.7875,-500,42.2125,-83.35333333,-500
1129806,1449202,1449202->1129806,156.46354166666666,1061.0,35.87777778,-78.7875,-500,32.89722222,-97.03777778,-600
1129202,1449202,1449202->1129202,208.67251461988303,1436.0,35.87777778,-78.7875,-500,39.86166667,-104.67305556,-700
1127805,1449202,1449202->1127805,43.18803418803419,227.0,35.87777778,-78.7875,-500,38.85138889,-77.03777778,-500
1125904,1449202,1449202->1125904,151.67567567567568,1052.0,35.87777778,-78.7875,-500,32.84583333,-96.85083333,-600
1125903,1449202,1449202->1125903,159.66666666666666,1052.0,35.87777778,-78.7875,-500,32.84722222,-96.85166667,-600
1119302,1449202,1449202->1119302,68.74074074074075,390.0,35.87777778,-78.7875,-500,39.04888889,-84.66777778,-500
1106606,1449202,1449202->1106606,58.421052631578945,362.0,35.87777778,-78.7875,-500,39.99694444,-82.89222222,-500
1105703,1449202,1449202->1105703,36.58360655737705,130.0,35.87777778,-78.7875,-500,35.21361111,-80.94916667,-500
1104205,1449202,1449202->1104205,68.4,416.0,35.87777778,-78.7875,-500,41.40944444,-81.85472222,-500
1082106,1449202,1449202->1082106,44.829351535836174,255.0,35.87777778,-78.7875,-500,39.17583333,-76.66888889,-500
1079206,1449202,1449202->1079206,76.5,487.0,35.87777778,-78.7875,-500,42.94055556,-78.73055556,-500
1072102,1449202,1449202->1072102,87.66666666666667,612.0,35.87777778,-78.7875,-500,42.36305556,-71.00638889,-500
1069302,1449202,1449202->1069302,72.39655172413794,442.0,35.87777778,-78.7875,-500,36.12444444,-86.67805556,-600
1052906,1449202,1449202->1052906,75.64864864864865,532.0,35.87777778,-78.7875,-500,41.93916667,-72.68333333,-500
1042302,1449202,1449202->1042302,153.77777777777777,1162.0,35.87777778,-78.7875,-500,30.19444444,-97.67,-600
1039707,1449202,1449202->1039707,59.47318007662835,356.0,35.87777778,-78.7875,-500,33.63666667,-84.42777778,-500
1025702,1449202,1449202->1025702,77.75,544.0,35.87777778,-78.7875,-500,42.74916667,-73.80194444,-500
1486903,1448902,1448902->1486903,75.58,525.0,44.25416667,-121.15,-800,40.78833333,-111.97777778,-700
1477104,1448902,1448902->1477104,75.45323741007195,462.0,44.25416667,-121.15,-800,37.61888889,-122.37555556,-800
1474703,1448902,1448902->1474703,55.333333333333336,228.0,44.25416667,-121.15,-800,47.45,-122.31166667,-800
1410702,1448902,1448902->1410702,117.88571428571429,893.0,44.25416667,-121.15,-800,33.43416667,-112.01166667,-700
1393007,1448902,1448902->1393007,196.8,1677.0,44.25416667,-121.15,-800,41.97444444,-87.90666667,-600
1289208,1448902,1448902->1289208,103.53246753246754,726.0,44.25416667,-121.15,-800,33.9425,-118.40805556,-800
1288903,1448902,1448902->1288903,93.0,647.0,44.25416667,-121.15,-800,36.08,-115.15222222,-800
1129202,1448902,1448902->1129202,116.96296296296296,898.0,44.25416667,-121.15,-800,39.86166667,-104.67305556,-700
1046602,1448902,1448902->1046602,121.66666666666667,911.0,44.25416667,-121.15,-800,33.30777778,-111.65555556,-700
1477104,1448702,1448702->1477104,42.55789473684211,199.0,40.50888889,-122.29333333,-800,37.61888889,-122.37555556,-800
1289208,1448702,1448702->1289208,77.11111111111111,501.0,40.50888889,-122.29333333,-800,33.9425,-118.40805556,-800
1486903,1445702,1445702->1486903,87.46938775510205,508.0,44.04527778,-103.05722222,-700,40.78833333,-111.97777778,-700
1477104,1445702,1445702->1477104,163.0,1102.0,44.04527778,-103.05722222,-700,37.61888889,-122.37555556,-800
1410702,1445702,1445702->1410702,126.33333333333333,876.0,44.04527778,-103.05722222,-700,33.43416667,-112.01166667,-700
1393007,1445702,1445702->1393007,101.71698113207547,780.0,44.04527778,-103.05722222,-700,41.97444444,-87.90666667,-600
1348702,1445702,1445702->1348702,70.58278145695364,489.0,44.04527778,-103.05722222,-700,44.88194444,-93.22166667,-600
1289208,1445702,1445702->1289208,155.0,1078.0,44.04527778,-103.05722222,-700,33.9425,-118.40805556,-800
1288903,1445702,1445702->1288903,115.33333333333333,843.0,44.04527778,-103.05722222,-700,36.08,-115.15222222,-800
1226603,1445702,1445702->1226603,139.0,1058.0,44.04527778,-103.05722222,-700,29.98444444,-95.34138889,-600
1161802,1445702,1445702->1161802,170.0,1489.0,44.04527778,-103.05722222,-700,40.6925,-74.16861111,-500
1129806,1445702,1445702->1129806,112.2948717948718,835.0,44.04527778,-103.05722222,-700,32.89722222,-97.03777778,-600
1129202,1445702,1445702->1129202,54.31521739130435,300.0,44.04527778,-103.05722222,-700,39.86166667,-104.67305556,-700
1105703,1445702,1445702->1105703,168.08333333333334,1322.0,44.04527778,-103.05722222,-700,35.21361111,-80.94916667,-500
1046602,1445702,1445702->1046602,124.05263157894737,873.0,44.04527778,-103.05722222,-700,33.30777778,-111.65555556,-700
1039707,1445702,1445702->1039707,151.0,1230.0,44.04527778,-103.05722222,-700,33.63666667,-84.42777778,-500
1530402,1432105,1432105->1530402,183.0,1277.0,43.64555556,-70.30861111,-500,27.97555556,-82.53333333,-500
1463502,1432105,1432105->1463502,190.0,1343.0,43.64555556,-70.30861111,-500,26.53611111,-81.75527778,-500
1449202,1432105,1432105->1449202,107.11111111111111,700.0,43.64555556,-70.30861111,-500,35.87777778,-78.7875,-500
1410005,1432105,1432105->1410005,74.57731958762886,364.0,43.64555556,-70.30861111,-500,39.87194444,-75.24055556,-500
1393007,1432105,1432105->1393007,136.6590909090909,900.0,43.64555556,-70.30861111,-500,41.97444444,-87.90666667,-600
1323202,1432105,1432105->1323202,130.0,895.0,43.64555556,-70.30861111,-500,41.78583333,-87.7525,-600
1320402,1432105,1432105->1320402,172.61111111111111,1214.0,43.64555556,-70.30861111,-500,28.42944444,-81.30888889,-500
1295304,1432105,1432105->1295304,58.56707317073171,269.0,43.64555556,-70.30861111,-500,40.77722222,-73.8725,-500
1247805,1432105,1432105->1247805,54.0,273.0,43.64555556,-70.30861111,-500,40.64,-73.77861111,-500
1226402,1432105,1432105->1226402,82.57142857142857,493.0,43.64555556,-70.30861111,-500,38.9475,-77.46,-500
1161802,1432105,1432105->1161802,63.0625,284.0,43.64555556,-70.30861111,-500,40.6925,-74.16861111,-500
1143302,1432105,1432105->1143302,99.75,668.0,43.64555556,-70.30861111,-500,42.2125,-83.35333333,-500
1129202,1432105,1432105->1129202,239.25,1782.0,43.64555556,-70.30861111,-500,39.86166667,-104.67305556,-700
1127805,1432105,1432105->1127805,89.47333333333333,482.0,43.64555556,-70.30861111,-500,38.85138889,-77.03777778,-500
1105703,1432105,1432105->1105703,124.64473684210526,813.0,43.64555556,-70.30861111,-500,35.21361111,-80.94916667,-500
1082106,1432105,1432105->1082106,74.82113821138212,452.0,43.64555556,-70.30861111,-500,39.17583333,-76.66888889,-500
1039707,1432105,1432105->1039707,144.53846153846155,1027.0,43.64555556,-70.30861111,-500,33.63666667,-84.42777778,-500
1537604,1431402,1431402->1537604,80.11111111111111,560.0,40.21916667,-111.72333333,-700,32.11611111,-110.94111111,-700
1537603,1431402,1431402->1537603,82.0,560.0,40.21916667,-111.72333333,-700,32.11888889,-110.94444444,-700
1289208,1431402,1431402->1289208,85.63636363636364,569.0,40.21916667,-111.72333333,-700,33.9425,-118.40805556,-800
1046602,1431402,1431402->1046602,70.9423076923077,477.0,40.21916667,-111.72333333,-700,33.30777778,-111.65555556,-700
1530402,1430705,1430705->1530402,165.44117647058823,1136.0,41.72222222,-71.42777778,-500,27.97555556,-82.53333333,-500
1468502,1430705,1430705->1468502,115.8,854.0,41.72222222,-71.42777778,-500,32.1275,-81.20222222,-500
1463502,1430705,1430705->1463502,180.83333333333334,1200.0,41.72222222,-71.42777778,-500,26.53611111,-81.75527778,-500
1449202,1430705,1430705->1449202,83.8,566.0,41.72222222,-71.42777778,-500,35.87777778,-78.7875,-500
1410005,1430705,1430705->1410005,58.01840490797546,237.0,41.72222222,-71.42777778,-500,39.87194444,-75.24055556,-500
1408202,1430705,1430705->1408202,160.8,1184.0,41.72222222,-71.42777778,-500,26.91888889,-81.99083333,-500
1402702,1430705,1430705->1402702,160.19354838709677,1148.0,41.72222222,-71.42777778,-500,26.68305556,-80.09555556,-500
1393007,1430705,1430705->1393007,135.65714285714284,849.0,41.72222222,-71.42777778,-500,41.97444444,-87.90666667,-600
1393006,1430705,1430705->1393006,141.0,849.0,41.72222222,-71.42777778,-500,41.97722222,-87.90805556,-600
1330303,1430705,1430705->1330303,169.85714285714286,1209.0,41.72222222,-71.42777778,-500,25.79527778,-80.29,-500
1323202,1430705,1430705->1323202,129.03846153846155,842.0,41.72222222,-71.42777778,-500,41.78583333,-87.7525,-600
1320402,1430705,1430705->1320402,151.67326732673268,1072.0,41.72222222,-71.42777778,-500,28.42944444,-81.30888889,-500
1226402,1430705,1430705->1226402,70.90322580645162,371.0,41.72222222,-71.42777778,-500,38.9475,-77.46,-500
1169706,1430705,1430705->1169706,168.76543209876544,1188.0,41.72222222,-71.42777778,-500,26.07166667,-80.14972222,-500
1161802,1430705,1430705->1161802,46.36363636363637,160.0,41.72222222,-71.42777778,-500,40.6925,-74.16861111,-500
1143302,1430705,1430705->1143302,98.27272727272727,615.0,41.72222222,-71.42777778,-500,42.2125,-83.35333333,-500
1129202,1430705,1430705->1129202,246.28571428571428,1737.0,41.72222222,-71.42777778,-500,39.86166667,-104.67305556,-700
1127805,1430705,1430705->1127805,72.64685314685315,356.0,41.72222222,-71.42777778,-500,38.85138889,-77.03777778,-500
1119302,1430705,1430705->1119302,104.66666666666667,722.0,41.72222222,-71.42777778,-500,39.04888889,-84.66777778,-500
1105703,1430705,1430705->1105703,108.23391812865498,683.0,41.72222222,-71.42777778,-500,35.21361111,-80.94916667,-500
1082106,1430705,1430705->1082106,60.34653465346535,327.0,41.72222222,-71.42777778,-500,39.17583333,-76.66888889,-500
1039707,1430705,1430705->1039707,134.1980198019802,903.0,41.72222222,-71.42777778,-500,33.63666667,-84.42777778,-500
1290205,1428805,1428805->1290205,35.82142857142857,212.0,38.29,-104.49805556,-700,37.04388889,-100.96,-600
1129202,1428805,1428805->1129202,32.68421052631579,109.0,38.29,-104.49805556,-700,39.86166667,-104.67305556,-700
1486903,1426204,1426204->1486903,77.21212121212122,541.0,33.82972222,-116.50666667,-800,40.78833333,-111.97777778,-700
1477104,1426204,1426204->1477104,71.57677902621722,421.0,33.82972222,-116.50666667,-800,37.61888889,-122.37555556,-800
1474703,1426204,1426204->1474703,146.8617886178862,987.0,33.82972222,-116.50666667,-800,47.45,-122.31166667,-800
1410702,1426204,1426204->1410702,44.223404255319146,261.0,33.82972222,-116.50666667,-800,33.43416667,-112.01166667,-700
1405702,1426204,1426204->1405702,125.91111111111111,873.0,33.82972222,-116.50666667,-800,45.58861111,-122.59694444,-800
1393007,1426204,1426204->1393007,192.1549295774648,1652.0,33.82972222,-116.50666667,-800,41.97444444,-87.90666667,-600
1348702,1426204,1426204->1348702,167.91666666666666,1454.0,33.82972222,-116.50666667,-800,44.88194444,-93.22166667,-600
1289208,1426204,1426204->1289208,26.444444444444443,110.0,33.82972222,-116.50666667,-800,33.9425,-118.40805556,-800
1247805,1426204,1426204->1247805,262.3888888888889,2378.0,33.82972222,-116.50666667,-800,40.64,-73.77861111,-500
1226603,1426204,1426204->1226603,153.95454545454547,1269.0,33.82972222,-116.50666667,-800,29.98444444,-95.34138889,-600
1161802,1426204,1426204->1161802,249.0,2358.0,33.82972222,-116.50666667,-800,40.6925,-74.16861111,-500
1129806,1426204,1426204->1129806,136.9873417721519,1126.0,33.82972222,-116.50666667,-800,32.89722222,-97.03777778,-600
1129202,1426204,1426204->1129202,100.73684210526316,776.0,33.82972222,-116.50666667,-800,39.86166667,-104.67305556,-700
1072102,1426204,1426204->1072102,274.25,2517.0,33.82972222,-116.50666667,-800,42.36305556,-71.00638889,-500
1066602,1426204,1426204->1066602,147.125,1078.0,33.82972222,-116.50666667,-800,48.79277778,-122.5375,-800
1039707,1426204,1426204->1039707,197.0,1840.0,33.82972222,-116.50666667,-800,33.63666667,-84.42777778,-500
1476107,1425902,1425902->1476107,160.5,1144.0,43.07805556,-70.82333333,-500,28.77722222,-81.235,-500
1476106,1425902,1425902->1476106,163.16666666666666,1144.0,43.07805556,-70.82333333,-500,28.77694444,-81.235,-500
1468502,1425902,1425902->1468502,137.0,944.0,43.07805556,-70.82333333,-500,32.1275,-81.20222222,-500
1408202,1425902,1425902->1408202,183.41666666666666,1279.0,43.07805556,-70.82333333,-500,26.91888889,-81.99083333,-500
1357702,1425902,1425902->1357702,110.33333333333333,783.0,43.07805556,-70.82333333,-500,33.67972222,-78.92833333,-500
1320402,1425902,1425902->1320402,167.125,1167.0,43.07805556,-70.82333333,-500,28.42944444,-81.30888889,-500
1584102,1425605,1425605->1584102,11.735294117647058,31.0,56.80138889,-132.94611111,-900,56.48444444,-132.36972222,-900
1252306,1425605,1425605->1252306,27.941176470588236,123.0,56.80138889,-132.94611111,-900,58.35472222,-134.57833333,-900
1320402,1425404,1425404->1320402,155.35294117647058,1179.0,18.00888889,-66.56444444,-400,28.42944444,-81.30888889,-500
1247805,1425404,1425404->1247805,215.16129032258064,1617.0,18.00888889,-66.56444444,-400,40.64,-73.77861111,-500
1486903,1425202,1425202->1486903,74.44285714285714,521.0,46.26472222,-119.11916667,-800,40.78833333,-111.97777778,-700
1477104,1425202,1425202->1477104,96.96774193548387,620.0,46.26472222,-119.11916667,-800,37.61888889,-122.37555556,-800
1474703,1425202,1425202->1474703,40.2,172.0,46.26472222,-119.11916667,-800,47.45,-122.31166667,-800
1348702,1425202,1425202->1348702,156.54,1254.0,46.26472222,-119.11916667,-800,44.88194444,-93.22166667,-600
1289208,1425202,1425202->1289208,124.3,851.0,46.26472222,-119.11916667,-800,33.9425,-118.40805556,-800
1288903,1425202,1425202->1288903,106.0,732.0,46.26472222,-119.11916667,-800,36.08,-115.15222222,-800
1129202,1425202,1425202->1129202,115.14492753623189,852.0,46.26472222,-119.11916667,-800,39.86166667,-104.67305556,-700
1046602,1425202,1425202->1046602,125.91666666666667,977.0,46.26472222,-119.11916667,-800,33.30777778,-111.65555556,-700
1289208,1423706,1423706->1289208,57.22222222222222,346.0,34.65472222,-112.41916667,-700,33.9425,-118.40805556,-800
1129202,1423706,1423706->1129202,80.82352941176471,557.0,34.65472222,-112.41916667,-700,39.86166667,-104.67305556,-700
1289208,1423705,1423705->1289208,59.888888888888886,346.0,34.65472222,-112.41916667,-700,33.9425,-118.40805556,-800
1129202,1423705,1423705->1129202,79.25,557.0,34.65472222,-112.41916667,-700,39.86166667,-104.67305556,-700
1217305,1422207,1422207->1217305,309.85714285714283,2599.0,-14.33166667,-170.71138889,-1100,21.31777778,-157.92027778,-1000
1217305,1422206,1422206->1217305,302.0,2599.0,-14.33,-170.71027778,-1100,21.31777778,-157.92027778,-1000
1501606,1419306,1419306->1501606,87.0,598.0,30.47333333,-87.18666667,-600,38.74861111,-90.37,-600
1410005,1419306,1419306->1410005,124.91071428571429,935.0,30.47333333,-87.18666667,-600,39.87194444,-75.24055556,-500
1393007,1419306,1419306->1393007,126.55263157894737,794.0,30.47333333,-87.18666667,-600,41.97444444,-87.90666667,-600
1393006,1419306,1419306->1393006,127.0,794.0,30.47333333,-87.18666667,-600,41.97722222,-87.90805556,-600
1330303,1419306,1419306->1330303,82.81481481481481,530.0,30.47333333,-87.18666667,-600,25.79527778,-80.29,-500
1323202,1419306,1419306->1323202,113.66666666666667,781.0,30.47333333,-87.18666667,-600,41.78583333,-87.7525,-600
1319801,1419306,1419306->1319801,100.0,743.0,30.47333333,-87.18666667,-600,39.2975,-94.71388889,-600
1226603,1419306,1419306->1226603,83.19375,489.0,30.47333333,-87.18666667,-600,29.98444444,-95.34138889,-600
1219102,1419306,1419306->1219102,78.45714285714286,488.0,30.47333333,-87.18666667,-600,29.64555556,-95.27888889,-600
1161802,1419306,1419306->1161802,136.7,1015.0,30.47333333,-87.18666667,-600,40.6925,-74.16861111,-500
1129806,1419306,1419306->1129806,96.07784431137725,604.0,30.47333333,-87.18666667,-600,32.89722222,-97.03777778,-600
1129202,1419306,1419306->1129202,169.55,1179.0,30.47333333,-87.18666667,-600,39.86166667,-104.67305556,-700
1127805,1419306,1419306->1127805,110.73333333333333,816.0,30.47333333,-87.18666667,-600,38.85138889,-77.03777778,-500
1125904,1419306,1419306->1125904,88.6842105263158,592.0,30.47333333,-87.18666667,-600,32.84583333,-96.85083333,-600
1105703,1419306,1419306->1105703,73.54819277108433,488.0,30.47333333,-87.18666667,-600,35.21361111,-80.94916667,-500
1069302,1419306,1419306->1069302,61.75714285714286,391.0,30.47333333,-87.18666667,-600,36.12444444,-86.67805556,-600
1039707,1419306,1419306->1039707,45.36594202898551,271.0,30.47333333,-87.18666667,-600,33.63666667,-84.42777778,-500
1143302,1415002,1415002->1143302,43.392405063291136,243.0,45.57083333,-84.79666667,-500,42.2125,-83.35333333,-500
1033302,1415002,1415002->1033302,22.0,69.0,45.57083333,-84.79666667,-500,45.07805556,-83.56027778,-500
1562404,1412202,1412202->1562404,106.0,775.0,40.49138889,-80.23277778,-500,30.48333333,-86.52527778,-600
1541205,1412202,1412202->1541205,55.333333333333336,382.0,40.49138889,-80.23277778,-500,35.80944444,-83.99527778,-500
1530402,1412202,1412202->1530402,117.13861386138613,873.0,40.49138889,-80.23277778,-500,27.97555556,-82.53333333,-500
1501606,1412202,1412202->1501606,84.97368421052632,554.0,40.49138889,-80.23277778,-500,38.74861111,-90.37,-600
1498603,1412202,1412202->1498603,120.36363636363636,912.0,40.49138889,-80.23277778,-500,27.39555556,-82.55444444,-500
1486903,1412202,1412202->1486903,235.14705882352942,1660.0,40.49138889,-80.23277778,-500,40.78833333,-111.97777778,-700
1484306,1412202,1412202->1484306,216.0,1739.0,40.49138889,-80.23277778,-500,18.43944444,-66.00222222,-400
1477104,1412202,1412202->1477104,302.10526315789474,2254.0,40.49138889,-80.23277778,-500,37.61888889,-122.37555556,-800
1476107,1412202,1412202->1476107,104.33333333333333,809.0,40.49138889,-80.23277778,-500,28.77722222,-81.235,-500
1476106,1412202,1412202->1476106,109.28571428571429,809.0,40.49138889,-80.23277778,-500,28.77694444,-81.235,-500
1474703,1412202,1412202->1474703,297.0882352941176,2125.0,40.49138889,-80.23277778,-500,47.45,-122.31166667,-800
1468502,1412202,1412202->1468502,80.72727272727273,579.0,40.49138889,-80.23277778,-500,32.1275,-81.20222222,-500
1463502,1412202,1412202->1463502,131.23214285714286,966.0,40.49138889,-80.23277778,-500,26.53611111,-81.75527778,-500
1449202,1412202,1412202->1449202,55.46296296296296,328.0,40.49138889,-80.23277778,-500,35.87777778,-78.7875,-500
1411206,1412202,1412202->1411206,119.76470588235294,878.0,40.49138889,-80.23277778,-500,27.90861111,-82.68638889,-500
1410702,1412202,1412202->1410702,255.31764705882352,1814.0,40.49138889,-80.23277778,-500,33.43416667,-112.01166667,-700
1410005,1412202,1412202->1410005,48.5668449197861,268.0,40.49138889,-80.23277778,-500,39.87194444,-75.24055556,-500
1408202,1412202,1412202->1408202,121.3529411764706,941.0,40.49138889,-80.23277778,-500,26.91888889,-81.99083333,-500
1402702,1412202,1412202->1402702,127.25,952.0,40.49138889,-80.23277778,-500,26.68305556,-80.09555556,-500
1393007,1412202,1412202->1393007,71.42708333333333,413.0,40.49138889,-80.23277778,-500,41.97444444,-87.90666667,-600
1393006,1412202,1412202->1393006,77.5,413.0,40.49138889,-80.23277778,-500,41.97722222,-87.90805556,-600
1357702,1412202,1412202->1357702,65.11111111111111,475.0,40.49138889,-80.23277778,-500,33.67972222,-78.92833333,-500
1349505,1412202,1412202->1349505,126.71428571428571,918.0,40.49138889,-80.23277778,-500,29.99333333,-90.25916667,-600
1348702,1412202,1412202->1348702,112.97709923664122,726.0,40.49138889,-80.23277778,-500,44.88194444,-93.22166667,-600
1330303,1412202,1412202->1330303,141.41176470588235,1013.0,40.49138889,-80.23277778,-500,25.79527778,-80.29,-500
1323202,1412202,1412202->1323202,66.3525641025641,402.0,40.49138889,-80.23277778,-500,41.78583333,-87.7525,-600
1320402,1412202,1412202->1320402,111.1657458563536,834.0,40.49138889,-80.23277778,-500,28.42944444,-81.30888889,-500
1295304,1412202,1412202->1295304,58.68636363636364,335.0,40.49138889,-80.23277778,-500,40.77722222,-73.8725,-500
1289208,1412202,1412202->1289208,293.48837209302326,2136.0,40.49138889,-80.23277778,-500,33.9425,-118.40805556,-800
1288903,1412202,1412202->1288903,263.3764705882353,1910.0,40.49138889,-80.23277778,-500,36.08,-115.15222222,-800
1247805,1412202,1412202->1247805,63.796992481203006,340.0,40.49138889,-80.23277778,-500,40.64,-73.77861111,-500
1245102,1412202,1412202->1245102,95.11111111111111,694.0,40.49138889,-80.23277778,-500,30.49416667,-81.68777778,-500
1226603,1412202,1412202->1226603,165.87640449438203,1117.0,40.49138889,-80.23277778,-500,29.98444444,-95.34138889,-600
1226402,1412202,1412202->1226402,38.02857142857143,182.0,40.49138889,-80.23277778,-500,38.9475,-77.46,-500
1219102,1412202,1412202->1219102,161.94594594594594,1131.0,40.49138889,-80.23277778,-500,29.64555556,-95.27888889,-600
1169706,1412202,1412202->1169706,133.1290322580645,994.0,40.49138889,-80.23277778,-500,26.07166667,-80.14972222,-500
1161802,1412202,1412202->1161802,57.757246376811594,319.0,40.49138889,-80.23277778,-500,40.6925,-74.16861111,-500
1143302,1412202,1412202->1143302,41.379746835443036,201.0,40.49138889,-80.23277778,-500,42.2125,-83.35333333,-500
1129806,1412202,1412202->1129806,155.82993197278913,1067.0,40.49138889,-80.23277778,-500,32.89722222,-97.03777778,-600
1129202,1412202,1412202->1129202,186.25850340136054,1290.0,40.49138889,-80.23277778,-500,39.86166667,-104.67305556,-700
1127805,1412202,1412202->1127805,42.49612403100775,204.0,40.49138889,-80.23277778,-500,38.85138889,-77.03777778,-500
1125904,1412202,1412202->1125904,157.02777777777777,1060.0,40.49138889,-80.23277778,-500,32.84583333,-96.85083333,-600
1125903,1412202,1412202->1125903,166.33333333333334,1060.0,40.49138889,-80.23277778,-500,32.84722222,-96.85166667,-600
1105703,1412202,1412202->1105703,64.50680272108843,366.0,40.49138889,-80.23277778,-500,35.21361111,-80.94916667,-500
1099402,1412202,1412202->1099402,78.44444444444444,524.0,40.49138889,-80.23277778,-500,32.89861111,-80.04055556,-500
1082106,1412202,1412202->1082106,41.58695652173913,210.0,40.49138889,-80.23277778,-500,39.17583333,-76.66888889,-500
1072102,1412202,1412202->1072102,71.80357142857143,496.0,40.49138889,-80.23277778,-500,42.36305556,-71.00638889,-500
1069302,1412202,1412202->1069302,73.74285714285715,462.0,40.49138889,-80.23277778,-500,36.12444444,-86.67805556,-600
1042302,1412202,1412202->1042302,165.8,1210.0,40.49138889,-80.23277778,-500,30.19444444,-97.67,-600
1039707,1412202,1412202->1039707,78.93296089385476,526.0,40.49138889,-80.23277778,-500,33.63666667,-84.42777778,-500
1129202,1412002,1412002->1129202,64.0,385.0,44.38277778,-100.28583333,-600,39.86166667,-104.67305556,-700
1040903,1412002,1412002->1040903,30.666666666666668,159.0,44.38277778,-100.28583333,-600,44.91388889,-97.15472222,-600
1486903,1411302,1411302->1486903,34.2037037037037,150.0,42.90972222,-112.59583333,-700,40.78833333,-111.97777778,-700
1541205,1411206,1411206->1541205,76.12121212121212,550.0,27.90861111,-82.68638889,-500,35.80944444,-83.99527778,-500
1538005,1411206,1411206->1538005,164.0,1172.0,27.90861111,-82.68638889,-500,44.74166667,-85.58194444,-500
