ROUTE_BETWEEN_AIRPORTS,SUM_OF_ALL_DELAYS,AVERAGE_OF_ALL_DELAYS,SUM_OF_WEATHER_DELAY,AVERAGE_OF_WEATHER_DELAY,SUM_OF_CARRIER_DELAY,AVERAGE_OF_CARRIER_DELAY,SUM_OF_NAS_DELAY,AVERAGE_OF_NAS_DELAY,SUM_OF_SECURITY_DELAY,AVERAGE_OF_SECURITY_DELAY,SUM_OF_LATE_AIRCRAFT_DELAY,AVERAGE_OF_LATE_AIRCRAFT_DELAY
ATL->EWR,11490.0,22.13872832369942,201.0,0.3872832369942196,856.0,1.6493256262042388,7969.0,15.354527938342967,0.0,0.0,2464.0,4.747591522157996
ORD->DCA,11476.0,17.467275494672755,1935.0,2.9452054794520546,2536.0,3.8599695585996954,2153.0,3.2770167427701673,0.0,0.0,4852.0,7.385083713850837
PHX->ORD,11435.0,23.336734693877553,1182.0,2.4122448979591837,2622.0,5.351020408163265,6118.0,12.485714285714286,20.0,0.04081632653061224,1493.0,3.046938775510204
ORD->DFW,11126.0,19.622574955908288,2030.0,3.580246913580247,2690.0,4.744268077601411,2281.0,4.022927689594356,0.0,0.0,4125.0,7.275132275132275
LAX->JFK,11036.0,10.37218045112782,157.0,0.1475563909774436,5020.0,4.7180451127819545,2518.0,2.3665413533834587,0.0,0.0,3341.0,3.1400375939849625
EWR->FLL,10984.0,22.97907949790795,62.0,0.1297071129707113,1869.0,3.910041841004184,2952.0,6.175732217573222,0.0,0.0,6101.0,12.763598326359833
CLE->LGA,10967.0,28.04859335038363,16.0,0.04092071611253197,328.0,0.8388746803069054,6753.0,17.271099744245525,0.0,0.0,3870.0,9.89769820971867
BOS->JFK,10901.0,20.88314176245211,939.0,1.7988505747126438,2845.0,5.450191570881226,2684.0,5.14176245210728,0.0,0.0,4433.0,8.492337164750959
LGA->ATL,10857.0,13.743037974683544,189.0,0.23924050632911392,2202.0,2.787341772151899,2158.0,2.731645569620253,0.0,0.0,6308.0,7.984810126582278
LAS->LAX,10835.0,10.231350330500472,3.0,0.0028328611898017,2203.0,2.0802644003777147,3774.0,3.5637393767705383,6.0,0.0056657223796034,4849.0,4.578847969782814
PBI->EWR,10695.0,34.5,48.0,0.15483870967741936,1100.0,3.5483870967741935,6618.0,21.348387096774193,0.0,0.0,2929.0,9.448387096774194
ORD->BNA,10681.0,27.457583547557842,1092.0,2.8071979434447303,3943.0,10.136246786632391,1980.0,5.089974293059126,0.0,0.0,3666.0,9.424164524421593
FLL->LGA,10614.0,24.569444444444443,0.0,0.0,1555.0,3.599537037037037,7250.0,16.78240740740741,56.0,0.12962962962962962,1753.0,4.05787037037037
PIT->LGA,10589.0,29.66106442577031,103.0,0.28851540616246496,585.0,1.638655462184874,6966.0,19.51260504201681,0.0,0.0,2935.0,8.221288515406162
BOS->SFO,10583.0,27.066496163682864,732.0,1.8721227621483376,2383.0,6.09462915601023,4795.0,12.263427109974424,0.0,0.0,2673.0,6.836317135549872
DEN->ORD,10522.0,21.96659707724426,1.0,0.0020876826722338203,1252.0,2.613778705636743,6274.0,13.09812108559499,0.0,0.0,2995.0,6.252609603340292
SFO->EWR,10512.0,25.639024390243904,35.0,0.08536585365853659,3155.0,7.695121951219512,3759.0,9.168292682926829,0.0,0.0,3563.0,8.690243902439024
PDX->SFO,10460.0,23.50561797752809,350.0,0.7865168539325843,1117.0,2.5101123595505617,6311.0,14.182022471910113,0.0,0.0,2682.0,6.026966292134832
DTW->EWR,10428.0,42.73770491803279,343.0,1.4057377049180328,1684.0,6.901639344262295,6529.0,26.758196721311474,0.0,0.0,1872.0,7.672131147540983
ORD->EWR,10385.0,26.027568922305765,1474.0,3.694235588972431,1523.0,3.817042606516291,4414.0,11.06265664160401,0.0,0.0,2974.0,7.453634085213032
SFO->SAN,10378.0,16.47301587301587,407.0,0.6460317460317461,2227.0,3.534920634920635,2570.0,4.079365079365079,0.0,0.0,5174.0,8.212698412698412
SLC->ORD,10131.0,33.32565789473684,1135.0,3.7335526315789473,2281.0,7.503289473684211,4548.0,14.960526315789474,0.0,0.0,2167.0,7.128289473684211
ATL->BOS,10115.0,19.377394636015325,158.0,0.30268199233716475,2438.0,4.670498084291188,4471.0,8.565134099616857,0.0,0.0,3048.0,5.839080459770115
LAX->LAS,10080.0,9.500471253534402,0.0,0.0,2691.0,2.536286522148916,3148.0,2.9670122525918945,0.0,0.0,4241.0,3.997172478793591
IND->ORD,10046.0,25.497461928934012,22.0,0.05583756345177665,2764.0,7.0152284263959395,2775.0,7.043147208121828,0.0,0.0,4485.0,11.383248730964468
ORD->IND,10041.0,21.971553610503282,600.0,1.312910284463895,3153.0,6.899343544857768,2105.0,4.606126914660831,0.0,0.0,4183.0,9.153172866520787
LGA->CLE,9948.0,25.63917525773196,894.0,2.304123711340206,1371.0,3.533505154639175,1721.0,4.435567010309279,0.0,0.0,5962.0,15.3659793814433
CLT->LGA,9926.0,20.09311740890688,35.0,0.0708502024291498,1695.0,3.431174089068826,5863.0,11.868421052631579,0.0,0.0,2333.0,4.722672064777328
LGA->FLL,9885.0,22.881944444444443,0.0,0.0,2248.0,5.203703703703703,3236.0,7.4907407407407405,0.0,0.0,4401.0,10.1875
DFW->LGA,9877.0,19.328767123287673,596.0,1.1663405088062622,1652.0,3.232876712328767,5041.0,9.864970645792564,0.0,0.0,2588.0,5.064579256360078
LGA->RDU,9870.0,24.798994974874372,0.0,0.0,1971.0,4.952261306532663,1687.0,4.238693467336684,10.0,0.02512562814070352,6202.0,15.582914572864322
CMH->LGA,9840.0,31.53846153846154,239.0,0.7660256410256411,1381.0,4.426282051282051,6087.0,19.509615384615383,0.0,0.0,2133.0,6.836538461538462
ORD->MCO,9813.0,23.035211267605632,1485.0,3.4859154929577465,2106.0,4.943661971830986,1909.0,4.481220657276995,0.0,0.0,4313.0,10.124413145539906
PHX->SFO,9802.0,23.1725768321513,0.0,0.0,1672.0,3.9527186761229314,6205.0,14.66903073286052,0.0,0.0,1925.0,4.550827423167848
DFW->ORD,9770.0,17.384341637010674,148.0,0.26334519572953735,1745.0,3.104982206405694,5689.0,10.122775800711743,0.0,0.0,2188.0,3.893238434163701
EWR->SFO,9668.0,23.466019417475728,655.0,1.5898058252427185,1933.0,4.691747572815534,5071.0,12.308252427184467,0.0,0.0,2009.0,4.87621359223301
DEN->SFO,9625.0,25.19633507853403,97.0,0.25392670157068065,940.0,2.4607329842931938,6820.0,17.853403141361255,0.0,0.0,1768.0,4.628272251308901
BNA->LGA,9607.0,26.46556473829201,179.0,0.4931129476584022,1011.0,2.7851239669421486,4905.0,13.512396694214877,0.0,0.0,3512.0,9.674931129476583
EWR->MCO,9552.0,17.591160220994475,14.0,0.02578268876611418,3191.0,5.876611418047882,2138.0,3.9373848987108655,0.0,0.0,4209.0,7.751381215469613
BOS->EWR,9543.0,24.037783375314863,202.0,0.5088161209068011,1917.0,4.828715365239295,4192.0,10.55919395465995,0.0,0.0,3232.0,8.141057934508817
DTW->BOS,9326.0,35.86923076923077,2655.0,10.211538461538462,2367.0,9.103846153846154,3184.0,12.246153846153845,0.0,0.0,1120.0,4.3076923076923075
ORD->DEN,9124.0,19.04801670146138,1145.0,2.3903966597077244,2653.0,5.538622129436326,1974.0,4.1210855949895615,0.0,0.0,3352.0,6.997912317327766
IAH->LGA,9076.0,25.638418079096045,506.0,1.4293785310734464,1866.0,5.271186440677966,4995.0,14.110169491525424,0.0,0.0,1709.0,4.827683615819209
RIC->LGA,9037.0,37.81171548117155,505.0,2.1129707112970713,710.0,2.9707112970711296,5192.0,21.723849372384937,0.0,0.0,2630.0,11.00418410041841
SLC->SFO,9009.0,28.782747603833865,448.0,1.4313099041533546,1222.0,3.9041533546325877,5805.0,18.54632587859425,0.0,0.0,1534.0,4.900958466453674
MIA->LGA,8997.0,16.569060773480665,26.0,0.04788213627992634,2054.0,3.7826887661141804,5591.0,10.296500920810313,3.0,0.0055248618784530384,1323.0,2.43646408839779
LAX->SLC,8847.0,17.3811394891945,92.0,0.1807465618860511,4441.0,8.724950884086445,1138.0,2.235756385068762,0.0,0.0,3176.0,6.239685658153242
ORD->PHX,8843.0,18.010183299389002,3560.0,7.25050916496945,1227.0,2.4989816700610996,1339.0,2.7270875763747453,0.0,0.0,2717.0,5.5336048879837065
BOS->PHL,8798.0,14.422950819672131,359.0,0.5885245901639344,3430.0,5.622950819672131,889.0,1.457377049180328,0.0,0.0,4120.0,6.754098360655738
MCO->ORD,8746.0,20.530516431924884,964.0,2.2629107981220655,1518.0,3.563380281690141,3440.0,8.075117370892018,0.0,0.0,2824.0,6.629107981220657
BOS->ATL,8681.0,16.630268199233715,1201.0,2.3007662835249043,2040.0,3.9080459770114944,1873.0,3.5881226053639845,0.0,0.0,3567.0,6.833333333333333
RDM->SFO,8674.0,68.84126984126983,1558.0,12.365079365079366,1136.0,9.015873015873016,3480.0,27.61904761904762,0.0,0.0,2500.0,19.841269841269842
ORD->CLE,8647.0,21.403465346534652,1614.0,3.995049504950495,1541.0,3.8143564356435644,2123.0,5.2549504950495045,0.0,0.0,3369.0,8.339108910891088
STL->LGA,8616.0,25.566765578635014,183.0,0.543026706231454,687.0,2.0385756676557865,5076.0,15.062314540059347,0.0,0.0,2670.0,7.922848664688427
RSW->ORD,8594.0,27.544871794871796,427.0,1.3685897435897436,1857.0,5.951923076923077,4193.0,13.439102564102564,0.0,0.0,2117.0,6.785256410256411
JFK->LAX,8515.0,8.00281954887218,771.0,0.724624060150376,3719.0,3.4953007518796992,2187.0,2.055451127819549,0.0,0.0,1838.0,1.7274436090225564
ORF->ORD,8419.0,58.87412587412587,72.0,0.5034965034965035,3228.0,22.573426573426573,2898.0,20.265734265734267,0.0,0.0,2221.0,15.531468531468532
LGA->PIT,8377.0,23.33426183844011,67.0,0.18662952646239556,1046.0,2.913649025069638,1047.0,2.916434540389972,0.0,0.0,6217.0,17.317548746518106
BWI->BOS,8258.0,19.80335731414868,259.0,0.6211031175059952,1898.0,4.551558752997602,3513.0,8.424460431654676,73.0,0.1750599520383693,2515.0,6.031175059952038
SDF->ORD,8248.0,55.355704697986575,1747.0,11.724832214765101,3335.0,22.38255033557047,599.0,4.02013422818792,0.0,0.0,2567.0,17.22818791946309
ORD->SLC,8218.0,27.211920529801326,2221.0,7.354304635761589,2523.0,8.35430463576159,786.0,2.6026490066225167,0.0,0.0,2688.0,8.900662251655628
LGA->DTW,8192.0,19.883495145631066,54.0,0.13106796116504854,1386.0,3.3640776699029127,3042.0,7.383495145631068,0.0,0.0,3710.0,9.004854368932039
BUR->SFO,8178.0,28.795774647887324,47.0,0.16549295774647887,2677.0,9.42605633802817,3781.0,13.31338028169014,0.0,0.0,1673.0,5.890845070422535
DEN->ASE,8172.0,36.0,1859.0,8.189427312775331,2077.0,9.14977973568282,1547.0,6.814977973568282,0.0,0.0,2689.0,11.845814977973568
LGA->CMH,8144.0,26.355987055016183,296.0,0.9579288025889967,1974.0,6.388349514563107,987.0,3.1941747572815533,0.0,0.0,4887.0,15.815533980582524
ORD->JFK,8076.0,33.9327731092437,975.0,4.0966386554621845,1280.0,5.378151260504202,1624.0,6.823529411764706,0.0,0.0,4197.0,17.634453781512605
RDU->EWR,8058.0,33.43568464730291,0.0,0.0,214.0,0.8879668049792531,6822.0,28.307053941908713,0.0,0.0,1022.0,4.240663900414938
PBI->BOS,8057.0,33.29338842975206,0.0,0.0,1096.0,4.528925619834711,2467.0,10.194214876033058,0.0,0.0,4494.0,18.570247933884296
ASE->ORD,8049.0,56.683098591549296,1209.0,8.514084507042254,986.0,6.943661971830986,2169.0,15.274647887323944,15.0,0.1056338028169014,3670.0,25.845070422535212
MKE->ORD,7998.0,45.70285714285714,541.0,3.0914285714285716,3577.0,20.44,768.0,4.388571428571429,0.0,0.0,3112.0,17.782857142857143
CMH->ORD,7865.0,20.589005235602095,307.0,0.8036649214659686,1321.0,3.4581151832460733,3487.0,9.1282722513089,0.0,0.0,2750.0,7.198952879581152
ORD->SDF,7821.0,51.11764705882353,87.0,0.5686274509803921,5306.0,34.6797385620915,843.0,5.509803921568627,0.0,0.0,1585.0,10.359477124183007
DCA->EWR,7768.0,35.63302752293578,1029.0,4.720183486238532,366.0,1.6788990825688073,4672.0,21.431192660550458,0.0,0.0,1701.0,7.802752293577981
DEN->SLC,7762.0,12.808580858085808,20.0,0.033003300330033,3547.0,5.853135313531353,1353.0,2.232673267326733,0.0,0.0,2842.0,4.68976897689769
CLT->ORD,7721.0,20.159268929503916,0.0,0.0,1780.0,4.6475195822454305,4277.0,11.167101827676241,0.0,0.0,1664.0,4.344647519582246
RDU->JFK,7706.0,24.232704402515722,14.0,0.0440251572327044,2405.0,7.562893081761007,1503.0,4.726415094339623,0.0,0.0,3784.0,11.89937106918239
ORD->CMH,7700.0,20.052083333333332,1277.0,3.3255208333333335,1279.0,3.3307291666666665,2120.0,5.520833333333333,0.0,0.0,3024.0,7.875
ORF->LGA,7687.0,34.16444444444444,112.0,0.49777777777777776,389.0,1.728888888888889,4414.0,19.61777777777778,10.0,0.044444444444444446,2762.0,12.275555555555556
CLE->ORD,7657.0,20.47326203208556,942.0,2.518716577540107,1128.0,3.016042780748663,3568.0,9.540106951871659,0.0,0.0,2019.0,5.398395721925134
JFK->ORD,7632.0,32.0672268907563,2265.0,9.516806722689076,1094.0,4.5966386554621845,3387.0,14.231092436974789,0.0,0.0,886.0,3.722689075630252
RDU->BOS,7598.0,31.526970954356848,0.0,0.0,2841.0,11.78838174273859,1986.0,8.240663900414937,0.0,0.0,2771.0,11.49792531120332
SFO->DEN,7595.0,20.03957783641161,5.0,0.013192612137203167,1732.0,4.569920844327177,1798.0,4.744063324538258,0.0,0.0,4060.0,10.712401055408971
PHL->ORD,7560.0,20.941828254847646,1082.0,2.9972299168975067,631.0,1.7479224376731302,5517.0,15.282548476454293,0.0,0.0,330.0,0.9141274238227147
MCI->ORD,7514.0,24.7986798679868,236.0,0.7788778877887789,1303.0,4.3003300330033,3662.0,12.085808580858085,0.0,0.0,2313.0,7.633663366336633
ORD->MIA,7453.0,19.8218085106383,1599.0,4.252659574468085,1418.0,3.771276595744681,1439.0,3.827127659574468,0.0,0.0,2997.0,7.970744680851064
BOS->BWI,7416.0,17.784172661870503,231.0,0.5539568345323741,2203.0,5.2829736211031175,1336.0,3.2038369304556356,29.0,0.06954436450839328,3617.0,8.673860911270983
MIA->EWR,7346.0,28.6953125,10.0,0.0390625,1642.0,6.4140625,4644.0,18.140625,0.0,0.0,1050.0,4.1015625
LGA->DFW,7343.0,14.36986301369863,269.0,0.5264187866927593,1837.0,3.5949119373776908,1751.0,3.426614481409002,0.0,0.0,3486.0,6.821917808219178
BOS->DTW,7297.0,28.065384615384616,859.0,3.3038461538461537,2179.0,8.38076923076923,854.0,3.2846153846153845,0.0,0.0,3405.0,13.096153846153847
LAS->ORD,7287.0,18.9765625,831.0,2.1640625,911.0,2.3723958333333335,4704.0,12.25,0.0,0.0,841.0,2.1901041666666665
LGA->CLT,7219.0,14.61336032388664,161.0,0.3259109311740891,1754.0,3.5506072874493926,1278.0,2.5870445344129553,0.0,0.0,4026.0,8.149797570850202
SFO->PDX,7182.0,16.13932584269663,169.0,0.3797752808988764,2277.0,5.116853932584269,1648.0,3.703370786516854,0.0,0.0,3088.0,6.939325842696629
DCA->ATL,7173.0,11.974958263772955,943.0,1.5742904841402336,2772.0,4.62771285475793,1546.0,2.5809682804674456,0.0,0.0,1912.0,3.1919866444073457
MSP->BOS,7128.0,28.626506024096386,1955.0,7.85140562248996,1402.0,5.6305220883534135,2542.0,10.208835341365463,0.0,0.0,1229.0,4.93574297188755
EWR->PBI,7115.0,23.02588996763754,29.0,0.09385113268608414,2219.0,7.181229773462783,1343.0,4.3462783171521036,0.0,0.0,3524.0,11.40453074433657
MCO->LGA,7115.0,20.74344023323615,29.0,0.08454810495626822,915.0,2.6676384839650145,4091.0,11.927113702623906,0.0,0.0,2080.0,6.0641399416909625
PIT->EWR,7065.0,32.26027397260274,0.0,0.0,183.0,0.8356164383561644,4611.0,21.054794520547944,0.0,0.0,2271.0,10.36986301369863
MCO->BOS,7056.0,20.75294117647059,92.0,0.27058823529411763,892.0,2.623529411764706,4178.0,12.288235294117648,0.0,0.0,1894.0,5.570588235294117
BOS->MSP,7040.0,28.27309236947791,831.0,3.3373493975903616,2735.0,10.983935742971887,590.0,2.3694779116465865,0.0,0.0,2884.0,11.582329317269076
ORD->MKE,7019.0,39.88068181818182,478.0,2.715909090909091,4062.0,23.079545454545453,996.0,5.659090909090909,0.0,0.0,1483.0,8.426136363636363
SLC->LAX,6965.0,13.792079207920793,55.0,0.10891089108910891,3309.0,6.552475247524752,1283.0,2.5405940594059406,6.0,0.011881188118811881,2312.0,4.578217821782178
LAS->DEN,6963.0,12.894444444444444,0.0,0.0,2786.0,5.159259259259259,1281.0,2.3722222222222222,0.0,0.0,2896.0,5.362962962962963
MIA->ORD,6924.0,18.414893617021278,0.0,0.0,1216.0,3.234042553191489,4527.0,12.039893617021276,0.0,0.0,1181.0,3.140957446808511
OMA->ORD,6903.0,25.566666666666666,132.0,0.4888888888888889,1483.0,5.492592592592593,3000.0,11.11111111111111,0.0,0.0,2288.0,8.474074074074075
SFO->SLC,6866.0,21.936102236421725,107.0,0.34185303514376997,774.0,2.472843450479233,1419.0,4.533546325878595,18.0,0.05750798722044728,4548.0,14.53035143769968
SLC->DEN,6848.0,11.31900826446281,109.0,0.18016528925619835,3504.0,5.791735537190083,1299.0,2.147107438016529,0.0,0.0,1936.0,3.2
LGA->MIA,6846.0,12.607734806629834,379.0,0.6979742173112339,1230.0,2.265193370165746,1928.0,3.5506445672191527,840.0,1.5469613259668509,2469.0,4.54696132596685
IAH->ORD,6815.0,16.46135265700483,1035.0,2.5,854.0,2.0628019323671496,3854.0,9.309178743961352,0.0,0.0,1072.0,2.5893719806763285
LGA->BNA,6808.0,18.858725761772853,102.0,0.28254847645429365,865.0,2.3961218836565097,1103.0,3.0554016620498614,0.0,0.0,4738.0,13.124653739612189
ATL->DCA,6781.0,11.320534223706177,892.0,1.4891485809682805,2511.0,4.191986644407345,1749.0,2.9198664440734556,0.0,0.0,1629.0,2.719532554257095
PBI->LGA,6778.0,27.441295546558706,0.0,0.0,834.0,3.376518218623482,3344.0,13.538461538461538,0.0,0.0,2600.0,10.526315789473685
ORD->DSM,6709.0,21.09748427672956,1059.0,3.330188679245283,1471.0,4.6257861635220126,1683.0,5.2924528301886795,0.0,0.0,2496.0,7.849056603773585
BUF->JFK,6699.0,23.588028169014084,697.0,2.454225352112676,1373.0,4.834507042253521,1114.0,3.9225352112676055,0.0,0.0,3515.0,12.376760563380282
ORD->ASE,6698.0,47.50354609929078,386.0,2.7375886524822697,3053.0,21.652482269503547,1420.0,10.070921985815604,0.0,0.0,1839.0,13.042553191489361
LGA->ORF,6686.0,29.715555555555557,0.0,0.0,1105.0,4.911111111111111,988.0,4.391111111111111,0.0,0.0,4593.0,20.413333333333334
TPA->EWR,6681.0,29.95964125560538,0.0,0.0,1174.0,5.26457399103139,4218.0,18.91479820627803,0.0,0.0,1289.0,5.780269058295964
FLL->BOS,6675.0,26.91532258064516,119.0,0.4798387096774194,1680.0,6.774193548387097,3332.0,13.435483870967742,0.0,0.0,1544.0,6.225806451612903
EWR->ATL,6675.0,12.886100386100386,82.0,0.1583011583011583,1814.0,3.501930501930502,884.0,1.7065637065637065,13.0,0.025096525096525095,3882.0,7.494208494208494
ORD->FWA,6650.0,35.945945945945944,1249.0,6.751351351351351,2639.0,14.264864864864865,823.0,4.448648648648649,0.0,0.0,1939.0,10.481081081081081
RSW->BOS,6572.0,25.472868217054263,271.0,1.050387596899225,1289.0,4.996124031007752,2620.0,10.155038759689923,0.0,0.0,2392.0,9.271317829457365
RNO->LAX,6525.0,32.625,55.0,0.275,2806.0,14.03,1101.0,5.505,0.0,0.0,2563.0,12.815
ONT->SFO,6522.0,38.14035087719298,0.0,0.0,1952.0,11.415204678362572,2779.0,16.251461988304094,0.0,0.0,1791.0,10.473684210526315
CLT->EWR,6513.0,18.66189111747851,11.0,0.03151862464183381,428.0,1.2263610315186246,4667.0,13.372492836676217,18.0,0.05157593123209169,1389.0,3.979942693409742
