ROUTE_BETWEEN_AIRPORTS,SUM_OF_ALL_DELAYS,AVERAGE_OF_ALL_DELAYS,SUM_OF_WEATHER_DELAY,AVERAGE_OF_WEATHER_DELAY,SUM_OF_CARRIER_DELAY,AVERAGE_OF_CARRIER_DELAY,SUM_OF_NAS_DELAY,AVERAGE_OF_NAS_DELAY,SUM_OF_SECURITY_DELAY,AVERAGE_OF_SECURITY_DELAY,SUM_OF_LATE_AIRCRAFT_DELAY,AVERAGE_OF_LATE_AIRCRAFT_DELAY
ROA->ATL,22482.0,13.03304347826087,1368.0,0.7930434782608695,9579.0,5.55304347826087,3151.0,1.8266666666666667,14.0,0.008115942028985508,8370.0,4.852173913043479
DCA->CVG,22474.0,13.645415907710989,1953.0,1.185792349726776,4631.0,2.811778992106861,3230.0,1.9611414693381906,2.0,0.0012143290831815423,12658.0,7.685488767455981
FAY->ATL,22472.0,13.234393404004711,1026.0,0.6042402826855123,7560.0,4.4522968197879855,2027.0,1.1937573616018846,1.0,5.889281507656066E-4,11858.0,6.983510011778563
MKE->DEN,22468.0,9.452250736222128,1010.0,0.4249053428691628,8899.0,3.743794699200673,6869.0,2.8897770298695833,0.0,0.0,5690.0,2.393773664282709
IND->DFW,22466.0,13.138011695906433,1244.0,0.7274853801169591,5293.0,3.0953216374269004,6192.0,3.6210526315789475,101.0,0.05906432748538012,9636.0,5.635087719298245
CLT->PVD,22465.0,12.837142857142856,1268.0,0.7245714285714285,7192.0,4.109714285714285,2375.0,1.3571428571428572,136.0,0.07771428571428571,11494.0,6.568
DEN->RNO,22419.0,12.217438692098092,1277.0,0.6959128065395095,6512.0,3.548773841961853,2618.0,1.4267029972752043,0.0,0.0,12012.0,6.546049046321526
GEG->SFO,22396.0,28.421319796954315,115.0,0.14593908629441624,10060.0,12.766497461928934,7476.0,9.48730964467005,0.0,0.0,4745.0,6.021573604060913
DAL->PHX,22366.0,10.431902985074627,1005.0,0.46875,8401.0,3.918376865671642,2699.0,1.2588619402985075,122.0,0.05690298507462686,10139.0,4.729011194029851
MKE->ATL,22365.0,7.161383285302594,1014.0,0.32468780019212296,7900.0,2.5296189561319244,5038.0,1.6131924431636246,0.0,0.0,8413.0,2.6938840858149216
ORD->COU,22362.0,18.902789518174135,1073.0,0.9070160608622148,8827.0,7.461538461538462,3759.0,3.1775147928994083,0.0,0.0,8703.0,7.356720202874049
ATL->SAV,22333.0,6.6191464137522225,2760.0,0.8180201541197392,8988.0,2.663900414937759,2768.0,0.8203912270302312,0.0,0.0,7817.0,2.3168346176644934
SDF->ATL,22277.0,7.953230988932524,242.0,0.08639771510174937,12046.0,4.300606926097823,4897.0,1.7483041770796144,0.0,0.0,5092.0,1.8179221706533382
XNA->ATL,22271.0,11.432751540041068,1772.0,0.9096509240246407,6276.0,3.2217659137577,4029.0,2.0682751540041067,35.0,0.017967145790554414,10159.0,5.215092402464066
MSN->LGA,22254.0,26.844390832328106,2299.0,2.773220747889023,5635.0,6.797346200241255,8394.0,10.125452352231605,0.0,0.0,5926.0,7.148371531966224
DCA->BHM,22232.0,22.547667342799187,931.0,0.9442190669371197,6020.0,6.105476673427992,3854.0,3.9087221095334685,0.0,0.0,11427.0,11.589249492900608
BWI->JFK,22216.0,12.856481481481481,1012.0,0.5856481481481481,5765.0,3.3362268518518516,7872.0,4.555555555555555,0.0,0.0,7567.0,4.379050925925926
SJC->PDX,22205.0,6.193863319386332,106.0,0.029567642956764294,6793.0,1.894839609483961,2671.0,0.7450488145048815,27.0,0.007531380753138075,12608.0,3.516875871687587
MCI->IAH,22168.0,13.977301387137453,2893.0,1.8240857503152585,5048.0,3.1828499369482977,6542.0,4.12484237074401,0.0,0.0,7685.0,4.845523329129887
LGA->CHS,22162.0,17.06081601231717,1613.0,1.241724403387221,6470.0,4.9807544264819095,3939.0,3.032332563510393,7.0,0.005388760585065435,10133.0,7.800615858352579
MCO->STL,22155.0,11.18939393939394,1261.0,0.6368686868686869,7684.0,3.8808080808080807,2695.0,1.3611111111111112,242.0,0.12222222222222222,10273.0,5.188383838383839
XNA->LGA,22144.0,24.965050732807214,3739.0,4.215332581736189,1899.0,2.140924464487035,10854.0,12.236753100338218,0.0,0.0,5652.0,6.372040586245772
SLC->EWR,22125.0,26.40214797136038,363.0,0.4331742243436754,3845.0,4.588305489260144,11961.0,14.27326968973747,0.0,0.0,5956.0,7.107398568019093
MSP->GFK,22080.0,11.694915254237289,6920.0,3.6652542372881354,4755.0,2.51853813559322,3142.0,1.6641949152542372,54.0,0.028601694915254237,7209.0,3.8183262711864407
MKE->EWR,22068.0,24.85135135135135,367.0,0.4132882882882883,3817.0,4.298423423423423,10724.0,12.076576576576576,134.0,0.15090090090090091,7026.0,7.912162162162162
IAH->RDU,22019.0,14.968728755948334,2704.0,1.8382053025152958,6512.0,4.426920462270564,2345.0,1.5941536369816451,8.0,0.005438477226376614,10450.0,7.104010876954453
SAT->DAL,22013.0,6.65648624130632,357.0,0.10795282733595404,5602.0,1.6939824614454189,5154.0,1.5585122467493195,77.0,0.023283943150892047,10823.0,3.2727547626247353
BHM->CLT,21904.0,10.72148800783162,327.0,0.16005873715124816,6000.0,2.9368575624082234,3440.0,1.6837983357807147,18.0,0.00881057268722467,12119.0,5.93196279980421
ATL->SBN,21886.0,15.5,4530.0,3.2082152974504248,6283.0,4.44971671388102,1419.0,1.004957507082153,0.0,0.0,9654.0,6.837110481586402
MOB->DFW,21881.0,17.148119122257054,5048.0,3.956112852664577,3290.0,2.5783699059561127,2356.0,1.8463949843260188,7.0,0.0054858934169279,11180.0,8.761755485893417
ASE->LAX,21879.0,23.678571428571427,1268.0,1.3722943722943723,4169.0,4.511904761904762,3763.0,4.072510822510822,32.0,0.03463203463203463,12647.0,13.687229437229437
JFK->SAN,21874.0,10.937,1527.0,0.7635,7446.0,3.723,10735.0,5.3675,93.0,0.0465,2073.0,1.0365
FLL->BNA,21829.0,11.310362694300519,1474.0,0.7637305699481866,9546.0,4.946113989637306,2558.0,1.3253886010362694,90.0,0.046632124352331605,8161.0,4.228497409326425
PAE->SFO,21814.0,20.254410399257196,240.0,0.22284122562674094,3462.0,3.214484679665738,12522.0,11.62674094707521,0.0,0.0,5590.0,5.190343546889508
JFK->PWM,21812.0,17.0539483971853,1456.0,1.1383893666927287,6325.0,4.945269741985927,4685.0,3.6630179827990617,0.0,0.0,9346.0,7.307271305707584
ATL->GPT,21809.0,12.798708920187794,7312.0,4.291079812206573,7361.0,4.319835680751174,1631.0,0.9571596244131455,0.0,0.0,5505.0,3.2306338028169015
BWI->MSP,21806.0,10.428503108560497,807.0,0.38593974175035867,8625.0,4.124820659971306,5550.0,2.654232424677188,30.0,0.014347202295552367,6794.0,3.2491630798660927
LAX->FLL,21792.0,10.542815674891147,0.0,0.0,7915.0,3.8292210933720368,5100.0,2.467343976777939,11.0,0.005321722302854378,8766.0,4.2409288824383164
DEN->SBA,21782.0,16.365138993238165,802.0,0.6025544703230654,8231.0,6.184072126220887,3457.0,2.5972952667167544,0.0,0.0,9292.0,6.981217129977461
CMH->IAD,21751.0,16.219985085756896,724.0,0.5398956002982849,5955.0,4.440715883668904,3146.0,2.3460104399701716,68.0,0.05070842654735272,11858.0,8.842654735272186
BNA->LAX,21747.0,9.554920913884008,445.0,0.19551845342706503,8178.0,3.593145869947276,3760.0,1.6520210896309315,55.0,0.024165202108963092,9309.0,4.0900702987697715
SUX->ORD,21744.0,22.324435318275153,3062.0,3.1437371663244353,6897.0,7.081108829568788,4310.0,4.425051334702259,36.0,0.03696098562628337,7439.0,7.637577002053388
IAH->BHM,21743.0,12.58275462962963,2230.0,1.2905092592592593,10398.0,6.017361111111111,2539.0,1.4693287037037037,0.0,0.0,6576.0,3.8055555555555554
MSP->MCI,21712.0,8.949711459192086,2088.0,0.8606760098928277,7853.0,3.237015663643858,4590.0,1.8920032976092334,0.0,0.0,7181.0,2.9600164880461666
LAS->MSP,21701.0,7.888404216648492,803.0,0.291893856779353,7062.0,2.5670665212649943,4638.0,1.6859323882224646,0.0,0.0,9198.0,3.3435114503816794
BUF->MCO,21617.0,12.829080118694362,186.0,0.11038575667655787,4304.0,2.5543026706231453,4666.0,2.7691394658753707,0.0,0.0,12461.0,7.395252225519288
CVG->DCA,21617.0,13.10915706488781,1166.0,0.7070952092177077,9075.0,5.503335354760461,3418.0,2.072771376591874,85.0,0.05154639175257732,7873.0,4.774408732565191
ITH->DTW,21598.0,22.151794871794873,5259.0,5.3938461538461535,8865.0,9.092307692307692,798.0,0.8184615384615385,0.0,0.0,6676.0,6.8471794871794875
CMX->ORD,21596.0,29.664835164835164,1806.0,2.480769230769231,9537.0,13.100274725274724,4780.0,6.565934065934066,0.0,0.0,5473.0,7.517857142857143
ORD->MBS,21588.0,21.31095755182626,2192.0,2.1638696939782824,9684.0,9.559723593287266,1686.0,1.6643632773938795,0.0,0.0,8026.0,7.923000987166831
MDW->BOS,21588.0,14.537373737373738,1077.0,0.7252525252525253,8759.0,5.898316498316499,5294.0,3.564983164983165,156.0,0.10505050505050505,6302.0,4.243771043771043
HSV->IAH,21585.0,19.784601283226397,1312.0,1.2025664527956004,4187.0,3.8377635197066913,8854.0,8.115490375802016,22.0,0.02016498625114574,7210.0,6.608615948670944
ICT->DEN,21572.0,17.410815173527038,1342.0,1.0831315577078289,4532.0,3.6577885391444713,6734.0,5.435028248587571,0.0,0.0,8964.0,7.234866828087167
PHX->MDW,21565.0,8.584792993630574,115.0,0.04578025477707006,10027.0,3.991640127388535,2545.0,1.0131369426751593,162.0,0.06449044585987261,8716.0,3.4697452229299364
ATL->BHM,21543.0,6.336176470588235,1273.0,0.37441176470588233,10779.0,3.170294117647059,2048.0,0.6023529411764705,0.0,0.0,7443.0,2.1891176470588234
CLT->PNS,21542.0,12.459224985540775,1589.0,0.9190283400809717,6006.0,3.473684210526316,2925.0,1.6917293233082706,4.0,0.002313475997686524,11018.0,6.372469635627531
SJU->MIA,21541.0,10.391220453449108,1077.0,0.5195369030390738,7502.0,3.618909792571153,1628.0,0.7853352629040039,27.0,0.013024602026049204,11307.0,5.4544138929088275
PIT->JFK,21526.0,15.386704789135097,1031.0,0.7369549678341673,5451.0,3.8963545389563974,7202.0,5.147962830593281,0.0,0.0,7842.0,5.605432451751251
MSP->OMA,21519.0,10.690014903129658,2515.0,1.2493790362642823,8536.0,4.240437158469946,3975.0,1.9746646795827123,0.0,0.0,6493.0,3.2255340288127172
DTW->MDW,21488.0,9.358885017421603,1676.0,0.7299651567944251,7851.0,3.419425087108014,4492.0,1.956445993031359,0.0,0.0,7469.0,3.2530487804878048
PHX->AUS,21486.0,7.584186374867632,130.0,0.04588775150017649,7823.0,2.7613836921990824,2770.0,0.9777620896576068,34.0,0.01200141193081539,10729.0,3.7871514295799504
ALB->DCA,21471.0,19.536851683348498,590.0,0.5368516833484986,4022.0,3.659690627843494,3967.0,3.6096451319381258,43.0,0.039126478616924476,12849.0,11.691537761601456
MHK->ORD,21456.0,22.68076109936575,1064.0,1.1247357293868923,6918.0,7.312896405919662,5772.0,6.101479915433404,0.0,0.0,7702.0,8.141649048625792
LAS->MDW,21436.0,7.537271448663854,254.0,0.08931082981715893,10247.0,3.6030239099859354,2738.0,0.9627285513361463,44.0,0.015471167369901548,8153.0,2.8667369901547115
ORD->MLI,21433.0,15.12561750176429,1339.0,0.944954128440367,6430.0,4.537755822159492,4199.0,2.963302752293578,0.0,0.0,9465.0,6.679604798870854
CMH->DTW,21416.0,11.259726603575183,2172.0,1.1419558359621451,6689.0,3.516824395373291,2765.0,1.453732912723449,0.0,0.0,9790.0,5.147213459516299
HPN->CLT,21409.0,15.558866279069768,649.0,0.47165697674418605,5853.0,4.253633720930233,3722.0,2.7049418604651163,11.0,0.007994186046511628,11174.0,8.12063953488372
MIA->DEN,21384.0,14.985283812193412,398.0,0.27890679747722497,10346.0,7.250175192711983,3906.0,2.737210932025228,0.0,0.0,6734.0,4.7189908899789765
DFW->ABI,21369.0,9.40536971830986,1306.0,0.5748239436619719,6048.0,2.6619718309859155,4945.0,2.1764964788732395,17.0,0.007482394366197183,9053.0,3.984595070422535
SAV->ATL,21360.0,6.328888888888889,989.0,0.29303703703703704,6398.0,1.8957037037037037,6615.0,1.96,0.0,0.0,7358.0,2.180148148148148
DCA->PIT,21360.0,15.467052860246199,817.0,0.5916002896451846,5687.0,4.118030412744388,2320.0,1.6799420709630701,68.0,0.049239681390296886,12468.0,9.028240405503258
ORD->AVL,21338.0,18.619546247818498,1495.0,1.3045375218150088,8695.0,7.587260034904014,4127.0,3.601221640488656,0.0,0.0,7021.0,6.12652705061082
ORD->CHO,21338.0,22.227083333333333,237.0,0.246875,11833.0,12.326041666666667,2841.0,2.959375,0.0,0.0,6427.0,6.694791666666666
BOI->SEA,21325.0,8.142420771286751,1071.0,0.40893470790378006,5445.0,2.0790378006872854,10013.0,3.8232149675448643,0.0,0.0,4796.0,1.831233295150821
RSW->ATL,21317.0,5.957797652319732,676.0,0.18893236444941308,6763.0,1.8901621017328116,5340.0,1.4924538848518725,58.0,0.01621017328116266,8480.0,2.3700391280044717
DFW->DSM,21315.0,16.3584036838066,1303.0,1.0,7628.0,5.854182655410591,2112.0,1.6208749040675365,5.0,0.003837298541826554,10267.0,7.879508825786647
LSE->ORD,21311.0,18.324161650902838,617.0,0.530524505588994,4705.0,4.045571797076526,6452.0,5.547721410146174,0.0,0.0,9537.0,8.200343938091144
GRK->IAH,21301.0,21.93717816683831,466.0,0.4799176107106076,6768.0,6.970133882595262,10122.0,10.424304840370752,0.0,0.0,3945.0,4.0628218331616885
CHS->DCA,21285.0,11.733737596471885,147.0,0.08103638368246968,5954.0,3.282249173098126,4834.0,2.6648291069459757,0.0,0.0,10350.0,5.705622932745314
DCA->ORF,21257.0,20.53816425120773,990.0,0.9565217391304348,5714.0,5.520772946859903,1599.0,1.5449275362318842,10.0,0.00966183574879227,12944.0,12.506280193236716
IAH->TYS,21250.0,16.73228346456693,608.0,0.47874015748031495,11821.0,9.307874015748032,3884.0,3.058267716535433,0.0,0.0,4937.0,3.8874015748031496
KOA->HNL,21237.0,2.719206145966709,654.0,0.08373879641485275,6237.0,0.7985915492957747,1013.0,0.12970550576184378,31.0,0.003969270166453265,13302.0,1.7032010243277849
DFW->PDX,21233.0,11.928651685393259,1897.0,1.0657303370786517,7731.0,4.343258426966292,2706.0,1.5202247191011236,0.0,0.0,8899.0,4.999438202247191
CMH->DFW,21230.0,13.921311475409835,379.0,0.24852459016393444,8009.0,5.2518032786885245,5403.0,3.5429508196721313,0.0,0.0,7439.0,4.878032786885246
DEN->DSM,21220.0,15.124732715609408,1081.0,0.7704918032786885,6129.0,4.368496079828938,3082.0,2.19672131147541,0.0,0.0,10928.0,7.789023521026372
MCO->MKE,21211.0,15.129101283880171,657.0,0.4686162624821683,7552.0,5.3865905848787445,2119.0,1.5114122681883024,25.0,0.01783166904422254,10858.0,7.744650499286733
LGA->ROC,21201.0,16.746445497630333,457.0,0.3609794628751975,6115.0,4.830173775671406,4157.0,3.2835703001579777,0.0,0.0,10472.0,8.27172195892575
TLH->ATL,21192.0,8.500601684717209,1440.0,0.5776173285198556,7961.0,3.1933413557962296,3646.0,1.46249498596069,0.0,0.0,8145.0,3.267148014440433
OMA->EWR,21169.0,23.391160220994475,966.0,1.0674033149171271,704.0,0.7779005524861878,12511.0,13.824309392265194,0.0,0.0,6988.0,7.721546961325966
CMH->ATL,21166.0,5.657845495856723,443.0,0.11841753541833734,7822.0,2.090884790163058,5897.0,1.5763164929163325,0.0,0.0,7004.0,1.8722266773589948
DEN->DCA,21164.0,14.605935127674258,331.0,0.22843340234644582,5061.0,3.4927536231884058,4639.0,3.2015182884748103,0.0,0.0,11133.0,7.683229813664596
BOS->CVG,21096.0,16.930979133226323,1415.0,1.1356340288924558,5694.0,4.569823434991974,2139.0,1.71669341894061,0.0,0.0,11848.0,9.508828250401285
JFK->DEN,21081.0,15.188040345821326,1314.0,0.946685878962536,7199.0,5.186599423631124,9168.0,6.605187319884727,61.0,0.04394812680115274,3339.0,2.405619596541787
FLL->MSY,21057.0,10.815100154083204,469.0,0.2408834103749358,8391.0,4.3097072419106315,5290.0,2.717000513610683,43.0,0.022085259373394967,6864.0,3.5254237288135593
CHO->CLT,21053.0,11.337102854065698,654.0,0.35218093699515346,5198.0,2.799138395261174,3057.0,1.6462035541195477,29.0,0.015616585891222402,12115.0,6.5239633817986
MSP->BWI,21037.0,10.060736489717838,1507.0,0.7207077953132472,5794.0,2.7709230033476806,7203.0,3.4447632711621234,0.0,0.0,6533.0,3.1243424198947873
MDW->STL,21007.0,8.738352745424292,965.0,0.401414309484193,10232.0,4.256239600665557,1835.0,0.7633111480865225,35.0,0.014559068219633943,7940.0,3.302828618968386
IAH->IND,21007.0,13.07218419415059,1809.0,1.1257000622277535,7392.0,4.599875544492844,3726.0,2.318606098319851,0.0,0.0,8080.0,5.028002489110143
GPT->ATL,20942.0,12.289906103286384,1631.0,0.9571596244131455,5299.0,3.1097417840375585,3579.0,2.1003521126760565,0.0,0.0,10433.0,6.122652582159624
ILM->ATL,20898.0,11.51404958677686,1968.0,1.084297520661157,7088.0,3.9052341597796145,3515.0,1.9366391184573002,0.0,0.0,8327.0,4.587878787878788
TUS->LAX,20884.0,7.780923994038748,808.0,0.30104321907600595,5675.0,2.114381520119225,4426.0,1.6490312965722802,67.0,0.02496274217585693,9908.0,3.69150521609538
DFW->MOB,20873.0,16.358150470219435,1544.0,1.2100313479623825,6371.0,4.99294670846395,2731.0,2.140282131661442,30.0,0.023510971786833857,10197.0,7.991379310344827
EWR->BTV,20861.0,26.17440401505646,1765.0,2.2145545796737767,5463.0,6.854454203262233,4964.0,6.228356336260979,0.0,0.0,8669.0,10.877038895859473
IAH->SHV,20846.0,15.0621387283237,1490.0,1.0765895953757225,8676.0,6.26878612716763,2903.0,2.097543352601156,0.0,0.0,7777.0,5.619219653179191
SBP->PHX,20845.0,14.638342696629213,1066.0,0.7485955056179775,7322.0,5.14185393258427,1709.0,1.2001404494382022,25.0,0.0175561797752809,10723.0,7.530196629213483
SLC->SAN,20832.0,7.905882352941177,2141.0,0.8125237191650854,8166.0,3.0990512333965845,3701.0,1.4045540796963947,0.0,0.0,6824.0,2.589753320683112
VPS->ATL,20799.0,8.839354016149596,766.0,0.32554186145346364,5988.0,2.5448363790905226,3808.0,1.6183595410114746,0.0,0.0,10237.0,4.350616234594135
LAS->MIA,20794.0,22.60217391304348,145.0,0.15760869565217392,13527.0,14.703260869565218,1266.0,1.376086956521739,48.0,0.05217391304347826,5808.0,6.3130434782608695
ORD->GSP,20757.0,16.685691318327976,1395.0,1.1213826366559485,7201.0,5.788585209003215,4958.0,3.985530546623794,0.0,0.0,7203.0,5.790192926045016
MDW->BNA,20744.0,8.883940042826552,891.0,0.3815845824411135,8064.0,3.4535331905781583,2411.0,1.0325481798715204,14.0,0.0059957173447537475,9364.0,4.0102783725910065
SBN->DTW,20730.0,13.434867141931303,1796.0,1.1639662994167206,9521.0,6.170447180816591,1474.0,0.9552819183408944,0.0,0.0,7939.0,5.145171743357096
ORF->DCA,20714.0,20.09117361784675,496.0,0.481086323957323,6377.0,6.185257032007759,3495.0,3.389912706110572,0.0,0.0,10346.0,10.034917555771097
RSW->JFK,20709.0,20.443237907206317,617.0,0.6090819348469891,6053.0,5.975320829220138,6126.0,6.047384007897334,0.0,0.0,7913.0,7.811451135241856
DAY->DCA,20708.0,18.21284080914688,596.0,0.5241864555848724,6065.0,5.334212840809147,3099.0,2.7255936675461743,0.0,0.0,10948.0,9.628847845206684
PLN->DTW,20703.0,25.064164648910413,2260.0,2.736077481840194,7015.0,8.49273607748184,720.0,0.8716707021791767,121.0,0.14648910411622276,10587.0,12.817191283292978
OAK->ONT,20700.0,8.752642706131079,11.0,0.004651162790697674,9574.0,4.048202959830867,908.0,0.3839323467230444,37.0,0.015644820295983086,10170.0,4.3002114164904865
STL->MCO,20697.0,10.405731523378583,890.0,0.44746103569632983,7561.0,3.801407742584213,3807.0,1.914027149321267,82.0,0.04122674710910005,8357.0,4.201608848667672
STL->CLT,20688.0,9.546838947854177,1086.0,0.501153668666359,5774.0,2.6645131518227965,3218.0,1.4850023073373326,26.0,0.011998154130133826,10584.0,4.884171665897554
SAV->LGA,20674.0,19.917148362235068,446.0,0.4296724470134875,6239.0,6.010597302504817,8539.0,8.226396917148362,30.0,0.028901734104046242,5420.0,5.2215799614643545
DCA->IND,20669.0,10.54003059663437,972.0,0.4956654767975523,3885.0,1.9811320754716981,3907.0,1.9923508414074451,16.0,0.00815910249872514,11889.0,6.06272310045895
LRD->DFW,20637.0,13.21190781049936,1394.0,0.8924455825864277,8114.0,5.194622279129321,3333.0,2.1338028169014085,0.0,0.0,7796.0,4.991037131882202
DEN->FSD,20637.0,14.203028217481073,1513.0,1.0412938747419134,7911.0,5.444597384721266,2919.0,2.0089470061940813,0.0,0.0,8294.0,5.708189951823813
PVD->CLT,20635.0,11.784694460308396,144.0,0.08223872073101085,7886.0,4.503712164477442,4106.0,2.3449457452884066,0.0,0.0,8499.0,4.853797829811536
ELP->IAH,20623.0,11.476349471341123,1801.0,1.0022259321090707,5106.0,2.8414023372287147,6453.0,3.5909849749582636,0.0,0.0,7263.0,4.041736227045075
ATL->AGS,20611.0,7.211686494051785,2716.0,0.9503149055283415,9261.0,3.24037788663401,2373.0,0.8303009097270819,0.0,0.0,6261.0,2.190692792162351
ORD->CAK,20604.0,20.29950738916256,850.0,0.8374384236453202,10378.0,10.224630541871921,3176.0,3.129064039408867,0.0,0.0,6200.0,6.108374384236453
PWM->EWR,20601.0,30.70193740685544,1025.0,1.527570789865872,1367.0,2.03725782414307,12857.0,19.160953800298063,0.0,0.0,5352.0,7.976154992548435
FAT->PHX,20593.0,11.680657969370392,102.0,0.057855927396483264,7760.0,4.401588201928531,1167.0,0.6619398752127056,16.0,0.009075439591605219,11548.0,6.550198525241067
MDW->DCA,20583.0,9.485253456221198,606.0,0.27926267281105993,8833.0,4.070506912442396,3180.0,1.4654377880184333,54.0,0.02488479262672811,7910.0,3.6451612903225805
IAH->JAX,20581.0,15.144223693892569,769.0,0.5658572479764533,8606.0,6.332597498160412,2631.0,1.9359823399558498,0.0,0.0,8575.0,6.309786607799853
ATL->PNS,20561.0,7.3379728765167735,4827.0,1.722698072805139,8583.0,3.063169164882227,2364.0,0.8436830835117773,20.0,0.007137758743754461,4767.0,1.7012847965738758
DEN->PSP,20548.0,14.750897343862167,1184.0,0.8499641062455133,6247.0,4.48456568557071,3359.0,2.411342426417803,0.0,0.0,9758.0,7.005025125628141
PHX->SAT,20537.0,8.444490131578947,156.0,0.06414473684210527,8497.0,3.4938322368421053,1688.0,0.694078947368421,50.0,0.02055921052631579,10146.0,4.171875
DTW->TVC,20529.0,13.278783958602846,2794.0,1.8072445019404917,10447.0,6.757438551099612,1585.0,1.0252263906856403,8.0,0.00517464424320828,5695.0,3.6836998706338937
IND->CLT,20514.0,7.182773109243698,448.0,0.1568627450980392,6016.0,2.1064425770308124,5480.0,1.9187675070028012,0.0,0.0,8570.0,3.000700280112045
DAL->MSY,20513.0,8.185554668794893,1349.0,0.5383080606544294,7380.0,2.9449321628092577,3402.0,1.3575418994413408,0.0,0.0,8382.0,3.3447725458898643
MFR->LAX,20507.0,16.353269537480063,675.0,0.5382775119617225,10667.0,8.506379585326954,1753.0,1.39792663476874,0.0,0.0,7412.0,5.910685805422648
MCO->MSY,20488.0,10.27482447342026,1478.0,0.7412236710130391,7020.0,3.5205616850551653,3120.0,1.5646940822467401,316.0,0.1584754262788365,8554.0,4.289869608826479
ATL->SAN,20485.0,8.705907352316192,1244.0,0.5286867828304292,9337.0,3.9681257968550785,5158.0,2.1920951976200596,41.0,0.017424564385890354,4705.0,1.9995750106247343
DTW->RSW,20465.0,9.72671102661597,1129.0,0.5365969581749049,7008.0,3.3307984790874525,7188.0,3.4163498098859315,33.0,0.01568441064638783,5107.0,2.427281368821293
DTW->MKE,20441.0,11.019407008086253,1454.0,0.7838274932614555,9182.0,4.949865229110512,2569.0,1.3849056603773584,92.0,0.04959568733153639,7144.0,3.851212938005391
HOU->MDW,20435.0,9.271778584392015,853.0,0.3870235934664247,10509.0,4.768148820326679,2539.0,1.1519963702359346,81.0,0.0367513611615245,6453.0,2.9278584392014517
DFW->TYS,20430.0,12.657992565055762,1056.0,0.654275092936803,6987.0,4.328996282527881,3653.0,2.2633209417596034,0.0,0.0,8734.0,5.411400247831475
CLT->MEM,20417.0,9.331352833638025,1481.0,0.676873857404022,5963.0,2.7253199268738575,2749.0,1.256398537477148,95.0,0.04341864716636198,10129.0,4.629341864716636
BUR->SMF,20416.0,6.2664211172498465,132.0,0.040515653775322284,5267.0,1.616635972989564,941.0,0.28882750153468384,8.0,0.0024554941682013503,14068.0,4.317986494782075
LAX->RNO,20415.0,9.061251664447404,0.0,0.0,8312.0,3.6893031513537506,1157.0,0.513537505548158,0.0,0.0,10946.0,4.858411007545495
IAD->IAH,20406.0,12.596296296296297,1692.0,1.0444444444444445,4670.0,2.882716049382716,6542.0,4.038271604938272,17.0,0.010493827160493827,7485.0,4.62037037037037
MDW->PHL,20399.0,10.990840517241379,651.0,0.35075431034482757,8571.0,4.617995689655173,4630.0,2.4946120689655173,0.0,0.0,6547.0,3.527478448275862
CAK->ORD,20393.0,20.2713717693837,2875.0,2.8578528827037775,7823.0,7.776341948310139,4210.0,4.184890656063618,0.0,0.0,5485.0,5.452286282306163
TYS->IAH,20377.0,16.0575256107171,2016.0,1.5886524822695036,6972.0,5.494089834515367,7919.0,6.240346729708432,0.0,0.0,3470.0,2.7344365642237984
ILM->LGA,20375.0,20.58080808080808,220.0,0.2222222222222222,4087.0,4.1282828282828286,8946.0,9.036363636363637,141.0,0.14242424242424243,6981.0,7.051515151515152
MSN->DTW,20362.0,13.102960102960102,2219.0,1.427927927927928,7179.0,4.61969111969112,2675.0,1.7213642213642213,0.0,0.0,8289.0,5.333976833976834
ABQ->ORD,20356.0,19.13157894736842,1830.0,1.7199248120300752,6338.0,5.956766917293233,5866.0,5.5131578947368425,0.0,0.0,6322.0,5.94172932330827
ATL->PIT,20355.0,5.815714285714286,1249.0,0.3568571428571429,9711.0,2.7745714285714285,2273.0,0.6494285714285715,181.0,0.05171428571428571,6941.0,1.983142857142857
SFO->CLT,20354.0,12.20995800839832,6.0,0.003599280143971206,8088.0,4.8518296340731855,3177.0,1.9058188362327535,0.0,0.0,9083.0,5.44871025794841
SFO->RDD,20347.0,18.64986251145738,825.0,0.7561869844179652,9074.0,8.317140238313474,1700.0,1.5582034830430798,0.0,0.0,8748.0,8.018331805682859
TPA->DTW,20328.0,9.210693248753964,895.0,0.4055278658812868,4700.0,2.1295876755777075,3991.0,1.8083371091980063,6.0,0.002718622564567286,10736.0,4.864521975532397
ATL->ILM,20320.0,11.201764057331863,1768.0,0.9746416758544653,8148.0,4.49173098125689,2907.0,1.6025358324145536,0.0,0.0,7497.0,4.1328555678059535
IAD->SEA,20318.0,10.778779840848806,1934.0,1.0259946949602121,3719.0,1.9729442970822282,6726.0,3.5681697612732095,0.0,0.0,7939.0,4.211671087533157
ATL->TLH,20306.0,8.148475120385232,1620.0,0.6500802568218299,9330.0,3.743980738362761,2159.0,0.8663723916532905,20.0,0.008025682182985553,7177.0,2.880016051364366
BOS->SJU,20303.0,19.42870813397129,512.0,0.48995215311004786,9177.0,8.781818181818181,4644.0,4.444019138755981,34.0,0.03253588516746411,5936.0,5.680382775119617
CLT->RSW,20301.0,10.804151144225653,1009.0,0.5369877594465141,6760.0,3.5976583288983504,3080.0,1.6391697711548696,69.0,0.036721660457690264,9383.0,4.993613624268228
