DEST_AIRPORT_SEQ_ID,ORIGIN_AIRPORT_SEQ_ID,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,_c45,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,ORIGIN_UTC_LOCAL_TIME_VARIATION,DEST_LATITUDE,DEST_LONGITUDE,DEST_UTC_LOCAL_TIME_VARIATION,WHEELS_OFF_UTC_DATETIME,WHEELS_ON_UTC_DATETIME
1129202,1469802,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N928SW,5676,14698,SBP,"San Luis Obispo, CA",CA,California,11292,DEN,"Denver, CO",CO,Colorado,625,614,-11.0,23.0,637,944,8.0,1006,952,-14.0,0.0,"",0.0,161.0,158.0,127.0,931.0,4,"","","","","","",35.23722222,-120.6425,-800,39.86166667,-104.67305556,-700,2019-05-25T14:37:00.000Z,2019-05-25T16:44:00.000Z
1477104,1501606,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N127SY,5681,15016,STL,"St. Louis, MO",MO,Missouri,14771,SFO,"San Francisco, CA",CA,California,700,659,-1.0,17.0,716,946,9.0,950,955,5.0,0.0,"",0.0,290.0,296.0,270.0,1735.0,7,"","","","","","",38.74861111,-90.37,-600,37.61888889,-122.37555556,-800,2019-05-25T13:16:00.000Z,2019-05-25T17:46:00.000Z
1393007,1069302,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N202SY,5689,10693,BNA,"Nashville, TN",TN,Tennessee,13930,ORD,"Chicago, IL",IL,Illinois,807,804,-3.0,20.0,824,935,7.0,1005,942,-23.0,0.0,"",0.0,118.0,98.0,71.0,409.0,2,"","","","","","",36.12444444,-86.67805556,-600,41.97444444,-87.90666667,-600,2019-05-25T14:24:00.000Z,2019-05-25T15:35:00.000Z
1477104,1319801,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N116SY,5694,13198,MCI,"Kansas City, MO",MO,Missouri,14771,SFO,"San Francisco, CA",CA,California,635,635,0.0,20.0,655,838,5.0,847,843,-4.0,0.0,"",0.0,252.0,248.0,223.0,1499.0,6,"","","","","","",39.2975,-94.71388889,-600,37.61888889,-122.37555556,-800,2019-05-25T12:55:00.000Z,2019-05-25T16:38:00.000Z
1129202,1163807,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N913SW,5699,11638,FAT,"Fresno, CA",CA,California,11292,DEN,"Denver, CO",CO,Colorado,640,632,-8.0,16.0,648,954,11.0,1008,1005,-3.0,0.0,"",0.0,148.0,153.0,126.0,844.0,4,"","","","","","",36.77666667,-119.71888889,-800,39.86166667,-104.67305556,-700,2019-05-25T14:48:00.000Z,2019-05-25T16:54:00.000Z
1288403,1393007,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N926SW,5721,13930,ORD,"Chicago, IL",IL,Illinois,12884,LAN,"Lansing, MI",MI,Michigan,900,851,-9.0,15.0,906,1038,4.0,1104,1042,-22.0,0.0,"",0.0,64.0,51.0,32.0,179.0,1,"","","","","","",41.97444444,-87.90666667,-600,42.77861111,-84.58611111,-500,2019-05-25T15:06:00.000Z,2019-05-25T15:38:00.000Z
1289208,1160302,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N118SY,5736,11603,EUG,"Eugene, OR",OR,Oregon,12892,LAX,"Los Angeles, CA",CA,California,609,605,-4.0,20.0,625,811,10.0,825,821,-4.0,0.0,"",0.0,136.0,136.0,106.0,748.0,3,"","","","","","",44.12444444,-123.21194444,-800,33.9425,-118.40805556,-800,2019-05-25T14:25:00.000Z,2019-05-25T16:11:00.000Z
1289208,1448702,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N946SW,5746,14487,RDD,"Redding, CA",CA,California,12892,LAX,"Los Angeles, CA",CA,California,635,634,-1.0,8.0,642,757,31.0,825,828,3.0,0.0,"",0.0,110.0,114.0,75.0,501.0,3,"","","","","","",40.50888889,-122.29333333,-800,33.9425,-118.40805556,-800,2019-05-25T14:42:00.000Z,2019-05-25T15:57:00.000Z
1226603,1233904,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N471CA,5767,12339,IND,"Indianapolis, IN",IN,Indiana,12266,IAH,"Houston, TX",TX,Texas,907,900,-7.0,15.0,915,1029,11.0,1058,1040,-18.0,0.0,"",0.0,171.0,160.0,134.0,844.0,4,"","","","","","",39.71722222,-86.29472222,-500,29.98444444,-95.34138889,-600,2019-05-25T14:15:00.000Z,2019-05-25T16:29:00.000Z
1477104,1537604,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N863AS,5856,15376,TUS,"Tucson, AZ",AZ,Arizona,14771,SFO,"San Francisco, CA",CA,California,710,705,-5.0,18.0,723,919,3.0,950,922,-28.0,0.0,"",0.0,160.0,137.0,116.0,751.0,4,"","","","","","",32.11611111,-110.94111111,-700,37.61888889,-122.37555556,-800,2019-05-25T14:23:00.000Z,2019-05-25T17:19:00.000Z
1129202,1591904,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N919SW,5857,15919,XNA,"Fayetteville, AR",AR,Arkansas,11292,DEN,"Denver, CO",CO,Colorado,715,707,-8.0,26.0,733,810,7.0,828,817,-11.0,0.0,"",0.0,133.0,130.0,97.0,616.0,3,"","","","","","",36.28166667,-94.30777778,-600,39.86166667,-104.67305556,-700,2019-05-25T13:33:00.000Z,2019-05-25T15:10:00.000Z
1393007,1471105,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N952SW,5881,14711,SCE,"State College, PA",PA,Pennsylvania,13930,ORD,"Chicago, IL",IL,Illinois,800,836,36.0,16.0,852,913,13.0,907,926,19.0,0.0,"",0.0,127.0,110.0,81.0,528.0,3,19.0,0.0,0.0,0.0,0.0,"",40.85,-77.8475,-500,41.97444444,-87.90666667,-600,2019-05-25T13:52:00.000Z,2019-05-25T15:13:00.000Z
1129202,1400402,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N205SY,5889,14004,PAE,"Everett, WA",WA,Washington,11292,DEN,"Denver, CO",CO,Colorado,600,558,-2.0,18.0,616,931,8.0,948,939,-9.0,0.0,"",0.0,168.0,161.0,135.0,1036.0,5,"","","","","","",47.90694444,-122.28166667,-800,39.86166667,-104.67305556,-700,2019-05-25T14:16:00.000Z,2019-05-25T16:31:00.000Z
1477104,1400402,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N145SY,5893,14004,PAE,"Everett, WA",WA,Washington,14771,SFO,"San Francisco, CA",CA,California,600,555,-5.0,16.0,611,743,8.0,816,751,-25.0,0.0,"",0.0,136.0,116.0,92.0,710.0,3,"","","","","","",47.90694444,-122.28166667,-800,37.61888889,-122.37555556,-800,2019-05-25T14:11:00.000Z,2019-05-25T15:43:00.000Z
1289208,1457002,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N932SW,5908,14570,RNO,"Reno, NV",NV,Nevada,12892,LAX,"Los Angeles, CA",CA,California,600,551,-9.0,25.0,616,727,10.0,756,737,-19.0,0.0,"",0.0,116.0,106.0,71.0,391.0,2,"","","","","","",39.49916667,-119.76805556,-800,33.9425,-118.40805556,-800,2019-05-25T14:16:00.000Z,2019-05-25T15:27:00.000Z
1129202,1537604,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N132SY,5923,15376,TUS,"Tucson, AZ",AZ,Arizona,11292,DEN,"Denver, CO",CO,Colorado,710,706,-4.0,19.0,725,959,16.0,1014,1015,1.0,0.0,"",0.0,124.0,129.0,94.0,639.0,3,"","","","","","",32.11611111,-110.94111111,-700,39.86166667,-104.67305556,-700,2019-05-25T14:25:00.000Z,2019-05-25T16:59:00.000Z
1477104,1537604,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N492SW,5945,15376,TUS,"Tucson, AZ",AZ,Arizona,14771,SFO,"San Francisco, CA",CA,California,530,539,9.0,10.0,549,741,10.0,755,751,-4.0,0.0,"",0.0,145.0,132.0,112.0,751.0,4,"","","","","","",32.11611111,-110.94111111,-700,37.61888889,-122.37555556,-800,2019-05-25T12:49:00.000Z,2019-05-25T15:41:00.000Z
1129202,1037205,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N794SK,5961,10372,ASE,"Aspen, CO",CO,Colorado,11292,DEN,"Denver, CO",CO,Colorado,740,736,-4.0,22.0,758,832,8.0,840,840,0.0,0.0,"",0.0,60.0,64.0,34.0,125.0,1,"","","","","","",39.22194444,-106.86833333,-700,39.86166667,-104.67305556,-700,2019-05-25T14:58:00.000Z,2019-05-25T15:32:00.000Z
1477104,1486903,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N121SY,5976,14869,SLC,"Salt Lake City, UT",UT,Utah,14771,SFO,"San Francisco, CA",CA,California,624,618,-6.0,12.0,630,711,3.0,750,714,-36.0,0.0,"",0.0,146.0,116.0,101.0,599.0,3,"","","","","","",40.78833333,-111.97777778,-700,37.61888889,-122.37555556,-800,2019-05-25T13:30:00.000Z,2019-05-25T15:11:00.000Z
1129202,1177502,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N795SK,5979,11775,FSD,"Sioux Falls, SD",SD,South Dakota,11292,DEN,"Denver, CO",CO,Colorado,735,725,-10.0,34.0,759,828,7.0,824,835,11.0,0.0,"",0.0,109.0,130.0,89.0,483.0,2,"","","","","","",43.58194444,-96.74194444,-600,39.86166667,-104.67305556,-700,2019-05-25T13:59:00.000Z,2019-05-25T15:28:00.000Z
1477104,1468902,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OO,20304,N938SW,5982,14689,SBA,"Santa Barbara, CA",CA,California,14771,SFO,"San Francisco, CA",CA,California,710,700,-10.0,8.0,708,753,19.0,836,812,-24.0,0.0,"",0.0,86.0,72.0,45.0,262.0,2,"","","","","","",34.42611111,-119.84138889,-800,37.61888889,-122.37555556,-800,2019-05-25T15:08:00.000Z,2019-05-25T15:53:00.000Z
1126702,1410005,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OH,20397,N534AE,5581,14100,PHL,"Philadelphia, PA",PA,Pennsylvania,11267,DAY,"Dayton, OH",OH,Ohio,900,855,-5.0,38.0,933,1048,8.0,1055,1056,1.0,0.0,"",0.0,115.0,121.0,75.0,477.0,2,"","","","","","",39.87194444,-75.24055556,-500,39.90222222,-84.21944444,-500,2019-05-25T14:33:00.000Z,2019-05-25T15:48:00.000Z
1294503,1105703,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OH,20397,N719PS,5602,11057,CLT,"Charlotte, NC",NC,North Carolina,12945,LEX,"Lexington, KY",KY,Kentucky,912,907,-5.0,13.0,920,1010,4.0,1026,1014,-12.0,0.0,"",0.0,74.0,67.0,50.0,281.0,2,"","","","","","",35.21361111,-80.94916667,-500,38.03666667,-84.60861111,-500,2019-05-25T14:20:00.000Z,2019-05-25T15:10:00.000Z
1105703,1348502,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OH,20397,N563NN,5624,13485,MSN,"Madison, WI",WI,Wisconsin,11057,CLT,"Charlotte, NC",NC,North Carolina,710,706,-4.0,12.0,718,1003,18.0,1032,1021,-11.0,0.0,"",0.0,142.0,135.0,105.0,708.0,3,"","","","","","",43.14,-89.3375,-600,35.21361111,-80.94916667,-500,2019-05-25T13:18:00.000Z,2019-05-25T15:03:00.000Z
1410005,1419306,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OH,20397,N587NN,5643,14193,PNS,"Pensacola, FL",FL,Florida,14100,PHL,"Philadelphia, PA",PA,Pennsylvania,620,826,126.0,10.0,836,1136,8.0,959,1144,105.0,0.0,"",0.0,159.0,138.0,120.0,935.0,4,105.0,0.0,0.0,0.0,0.0,"",30.47333333,-87.18666667,-600,39.87194444,-75.24055556,-500,2019-05-25T14:36:00.000Z,2019-05-25T16:36:00.000Z
1114607,1105703,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OH,20397,N261PS,5651,11057,CLT,"Charlotte, NC",NC,North Carolina,11146,CRW,"Charleston/Dunbar, WV",WV,West Virginia,930,925,-5.0,31.0,956,1037,2.0,1043,1039,-4.0,0.0,"",0.0,73.0,74.0,41.0,221.0,1,"","","","","","",35.21361111,-80.94916667,-500,38.37611111,-81.59277778,-500,2019-05-25T14:56:00.000Z,2019-05-25T15:37:00.000Z
1410005,1069302,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OH,20397,N546FF,5666,10693,BNA,"Nashville, TN",TN,Tennessee,14100,PHL,"Philadelphia, PA",PA,Pennsylvania,837,831,-6.0,12.0,843,1117,9.0,1140,1126,-14.0,0.0,"",0.0,123.0,115.0,94.0,675.0,3,"","","","","","",36.12444444,-86.67805556,-600,39.87194444,-75.24055556,-500,2019-05-25T14:43:00.000Z,2019-05-25T16:17:00.000Z
1221702,1105703,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OH,20397,N597NN,5676,11057,CLT,"Charlotte, NC",NC,North Carolina,12217,HSV,"Huntsville, AL",AL,Alabama,840,908,28.0,14.0,922,912,3.0,902,915,13.0,0.0,"",0.0,82.0,67.0,50.0,333.0,2,"","","","","","",35.21361111,-80.94916667,-500,34.63722222,-86.775,-600,2019-05-25T14:22:00.000Z,2019-05-25T15:12:00.000Z
1105703,1142307,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OH,20397,N579NN,5677,11423,DSM,"Des Moines, IA",IA,Iowa,11057,CLT,"Charlotte, NC",NC,North Carolina,700,654,-6.0,11.0,705,1001,17.0,1033,1018,-15.0,0.0,"",0.0,153.0,144.0,116.0,815.0,4,"","","","","","",41.53388889,-93.66305556,-600,35.21361111,-80.94916667,-500,2019-05-25T13:05:00.000Z,2019-05-25T15:01:00.000Z
1501606,1105703,2019,2,5,25,6,2019-05-25T00:00:00.000Z,OH,20397,N561NN,5707,11057,CLT,"Charlotte, NC",NC,North Carolina,15016,STL,"St. Louis, MO",MO,Missouri,923,920,-3.0,22.0,942,1011,3.0,1026,1014,-12.0,0.0,"",0.0,123.0,114.0,89.0,575.0,3,"","","","","","",35.21361111,-80.94916667,-500,38.74861111,-90.37,-600,2019-05-25T14:42:00.000Z,2019-05-25T16:11:00.000Z
1474703,1127805,2019,2,5,25,6,2019-05-25T00:00:00.000Z,AS,19930,N520AS,1,11278,DCA,"Washington, DC",VA,Virginia,14747,SEA,"Seattle, WA",WA,Washington,800,800,0.0,9.0,809,1034,17.0,1050,1051,1.0,0.0,"",0.0,350.0,351.0,325.0,2329.0,10,"","","","","","",38.85138889,-77.03777778,-500,47.45,-122.31166667,-800,2019-05-25T13:09:00.000Z,2019-05-25T18:34:00.000Z
1474703,1247805,2019,2,5,25,6,2019-05-25T00:00:00.000Z,AS,19930,N468AS,7,12478,JFK,"New York, NY",NY,New York,14747,SEA,"Seattle, WA",WA,Washington,700,657,-3.0,27.0,724,951,35.0,1010,1026,16.0,0.0,"",0.0,370.0,389.0,327.0,2422.0,10,0.0,0.0,16.0,0.0,0.0,"",40.64,-73.77861111,-500,47.45,-122.31166667,-800,2019-05-25T12:24:00.000Z,2019-05-25T17:51:00.000Z
1474703,1320402,2019,2,5,25,6,2019-05-25T00:00:00.000Z,AS,19930,N265AK,9,13204,MCO,"Orlando, FL",FL,Florida,14747,SEA,"Seattle, WA",WA,Washington,730,730,0.0,19.0,749,1028,11.0,1040,1039,-1.0,0.0,"",0.0,370.0,369.0,339.0,2554.0,11,"","","","","","",28.42944444,-81.30888889,-500,47.45,-122.31166667,-800,2019-05-25T12:49:00.000Z,2019-05-25T18:28:00.000Z
1072102,1474703,2019,2,5,25,6,2019-05-25T00:00:00.000Z,AS,19930,N409AS,12,14747,SEA,"Seattle, WA",WA,Washington,10721,BOS,"Boston, MA",MA,Massachusetts,650,646,-4.0,15.0,701,1457,7.0,1525,1504,-21.0,0.0,"",0.0,335.0,318.0,296.0,2496.0,10,"","","","","","",47.45,-122.31166667,-800,42.36305556,-71.00638889,-500,2019-05-25T15:01:00.000Z,2019-05-25T19:57:00.000Z
1474703,1393007,2019,2,5,25,6,2019-05-25T00:00:00.000Z,AS,19930,N292AK,27,13930,ORD,"Chicago, IL",IL,Illinois,14747,SEA,"Seattle, WA",WA,Washington,600,557,-3.0,14.0,611,800,12.0,830,812,-18.0,0.0,"",0.0,270.0,255.0,229.0,1721.0,7,"","","","","","",41.97444444,-87.90666667,-600,47.45,-122.31166667,-800,2019-05-25T12:11:00.000Z,2019-05-25T16:00:00.000Z
1474703,1161802,2019,2,5,25,6,2019-05-25T00:00:00.000Z,AS,19930,N253AK,31,11618,EWR,"Newark, NJ",NJ,New Jersey,14747,SEA,"Seattle, WA",WA,Washington,600,555,-5.0,10.0,605,830,8.0,900,838,-22.0,0.0,"",0.0,360.0,343.0,325.0,2402.0,10,"","","","","","",40.6925,-74.16861111,-500,47.45,-122.31166667,-800,2019-05-25T11:05:00.000Z,2019-05-25T16:30:00.000Z
1161802,1405702,2019,2,5,25,6,2019-05-25T00:00:00.000Z,AS,19930,N281AK,54,14057,PDX,"Portland, OR",OR,Oregon,11618,EWR,"Newark, NJ",NJ,New Jersey,620,614,-6.0,15.0,629,1419,7.0,1440,1426,-14.0,0.0,"",0.0,320.0,312.0,290.0,2434.0,10,"","","","","","",45.58861111,-122.59694444,-800,40.6925,-74.16861111,-500,2019-05-25T14:29:00.000Z,2019-05-25T19:19:00.000Z
1219702,1039707,2019,2,5,25,6,2019-05-25T00:00:00.000Z,9E,20363,N293PQ,5194,10397,ATL,"Atlanta, GA",GA,Georgia,12197,HPN,"White Plains, NY",NY,New York,939,950,11.0,20.0,1010,1203,3.0,1200,1206,6.0,0.0,"",0.0,141.0,136.0,113.0,780.0,4,"","","","","","",33.63666667,-84.42777778,-500,41.06694444,-73.7075,-500,2019-05-25T15:10:00.000Z,2019-05-25T17:03:00.000Z
1295304,1449202,2019,2,5,25,6,2019-05-25T00:00:00.000Z,9E,20363,N316PQ,5241,14492,RDU,"Raleigh/Durham, NC",NC,North Carolina,12953,LGA,"New York, NY",NY,New York,1000,954,-6.0,12.0,1006,1115,7.0,1148,1122,-26.0,0.0,"",0.0,108.0,88.0,69.0,431.0,2,"","","","","","",35.87777778,-78.7875,-500,40.77722222,-73.8725,-500,2019-05-25T15:06:00.000Z,2019-05-25T16:15:00.000Z
1247805,1143302,2019,2,5,25,6,2019-05-25T00:00:00.000Z,9E,20363,N307PQ,5253,11433,DTW,"Detroit, MI",MI,Michigan,12478,JFK,"New York, NY",NY,New York,825,820,-5.0,45.0,905,1024,5.0,1013,1029,16.0,0.0,"",0.0,108.0,129.0,79.0,509.0,3,0.0,0.0,16.0,0.0,0.0,"",42.2125,-83.35333333,-500,40.64,-73.77861111,-500,2019-05-25T14:05:00.000Z,2019-05-25T15:24:00.000Z
1143302,1120302,2019,2,5,25,6,2019-05-25T00:00:00.000Z,9E,20363,N8886A,5282,11203,CWA,"Mosinee, WI",WI,Wisconsin,11433,DTW,"Detroit, MI",MI,Michigan,830,815,-15.0,13.0,828,1021,7.0,1055,1028,-27.0,0.0,"",0.0,85.0,73.0,53.0,363.0,2,"","","","","","",44.7775,-89.66666667,-600,42.2125,-83.35333333,-500,2019-05-25T14:28:00.000Z,2019-05-25T15:21:00.000Z
1245102,1072102,2019,2,5,25,6,2019-05-25T00:00:00.000Z,9E,20363,N137EV,5299,10721,BOS,"Boston, MA",MA,Massachusetts,12451,JAX,"Jacksonville, FL",FL,Florida,845,836,-9.0,19.0,855,1100,3.0,1141,1103,-38.0,0.0,"",0.0,176.0,147.0,125.0,1010.0,5,"","","","","","",42.36305556,-71.00638889,-500,30.49416667,-81.68777778,-500,2019-05-25T13:55:00.000Z,2019-05-25T16:00:00.000Z
1509602,1247805,2019,2,5,25,6,2019-05-25T00:00:00.000Z,9E,20363,N8970D,5306,12478,JFK,"New York, NY",NY,New York,15096,SYR,"Syracuse, NY",NY,New York,941,933,-8.0,23.0,956,1040,4.0,1056,1044,-12.0,0.0,"",0.0,75.0,71.0,44.0,209.0,1,"","","","","","",40.64,-73.77861111,-500,43.11111111,-76.10638889,-500,2019-05-25T14:56:00.000Z,2019-05-25T15:40:00.000Z
1449202,1295304,2019,2,5,25,6,2019-05-25T00:00:00.000Z,9E,20363,N336PQ,3292,12953,LGA,"New York, NY",NY,New York,14492,RDU,"Raleigh/Durham, NC",NC,North Carolina,930,920,-10.0,21.0,941,1044,4.0,1130,1048,-42.0,0.0,"",0.0,120.0,88.0,63.0,431.0,2,"","","","","","",40.77722222,-73.8725,-500,35.87777778,-78.7875,-500,2019-05-25T14:41:00.000Z,2019-05-25T15:44:00.000Z
1457606,1247805,2019,2,5,25,6,2019-05-25T00:00:00.000Z,9E,20363,N934XJ,3295,12478,JFK,"New York, NY",NY,New York,14576,ROC,"Rochester, NY",NY,New York,900,858,-2.0,27.0,925,1015,6.0,1021,1021,0.0,0.0,"",0.0,81.0,83.0,50.0,264.0,2,"","","","","","",40.64,-73.77861111,-500,43.11916667,-77.67194444,-500,2019-05-25T14:25:00.000Z,2019-05-25T15:15:00.000Z
1295304,1294503,2019,2,5,25,6,2019-05-25T00:00:00.000Z,9E,20363,N133EV,3301,12945,LEX,"Lexington, KY",KY,Kentucky,12953,LGA,"New York, NY",NY,New York,845,923,38.0,18.0,941,1112,8.0,1043,1120,37.0,0.0,"",0.0,118.0,117.0,91.0,604.0,3,37.0,0.0,0.0,0.0,0.0,"",38.03666667,-84.60861111,-500,40.77722222,-73.8725,-500,2019-05-25T14:41:00.000Z,2019-05-25T16:12:00.000Z
1143302,1468305,2019,2,5,25,6,2019-05-25T00:00:00.000Z,9E,20363,N935XJ,3321,14683,SAT,"San Antonio, TX",TX,Texas,11433,DTW,"Detroit, MI",MI,Michigan,710,703,-7.0,12.0,715,1048,5.0,1115,1053,-22.0,0.0,"",0.0,185.0,170.0,153.0,1214.0,5,"","","","","","",29.53388889,-98.46916667,-600,42.2125,-83.35333333,-500,2019-05-25T13:15:00.000Z,2019-05-25T15:48:00.000Z
1379502,1039707,2019,2,5,25,6,2019-05-25T00:00:00.000Z,9E,20363,N833AY,3322,10397,ATL,"Atlanta, GA",GA,Georgia,13795,OAJ,"Jacksonville/Camp Lejeune, NC",NC,North Carolina,855,853,-2.0,15.0,908,1010,4.0,1024,1014,-10.0,0.0,"",0.0,89.0,81.0,62.0,399.0,2,"","","","","","",33.63666667,-84.42777778,-500,34.82916667,-77.61222222,-500,2019-05-25T14:08:00.000Z,2019-05-25T15:10:00.000Z
1143302,1039707,2019,2,5,25,6,2019-05-25T00:00:00.000Z,DL,19790,N354DN,95,10397,ATL,"Atlanta, GA",GA,Georgia,11433,DTW,"Detroit, MI",MI,Michigan,930,926,-4.0,14.0,940,1107,10.0,1121,1117,-4.0,0.0,"",0.0,111.0,111.0,87.0,594.0,3,"","","","","","",33.63666667,-84.42777778,-500,42.2125,-83.35333333,-500,2019-05-25T14:40:00.000Z,2019-05-25T16:07:00.000Z
1474703,1247805,2019,2,5,25,6,2019-05-25T00:00:00.000Z,DL,19790,N706TW,183,12478,JFK,"New York, NY",NY,New York,14747,SEA,"Seattle, WA",WA,Washington,700,655,-5.0,18.0,713,933,10.0,959,943,-16.0,0.0,"",0.0,359.0,348.0,320.0,2422.0,10,"","","","","","",40.64,-73.77861111,-500,47.45,-122.31166667,-800,2019-05-25T12:13:00.000Z,2019-05-25T17:33:00.000Z
1289208,1039707,2019,2,5,25,6,2019-05-25T00:00:00.000Z,DL,19790,N173DZ,197,10397,ATL,"Atlanta, GA",GA,Georgia,12892,LAX,"Los Angeles, CA",CA,California,940,939,-1.0,14.0,953,1104,7.0,1135,1111,-24.0,0.0,"",0.0,295.0,272.0,251.0,1947.0,8,"","","","","","",33.63666667,-84.42777778,-500,33.9425,-118.40805556,-800,2019-05-25T14:53:00.000Z,2019-05-25T19:04:00.000Z
1039707,1474703,2019,2,5,25,6,2019-05-25T00:00:00.000Z,DL,19790,N543US,290,14747,SEA,"Seattle, WA",WA,Washington,10397,ATL,"Atlanta, GA",GA,Georgia,605,600,-5.0,20.0,620,1331,6.0,1351,1337,-14.0,0.0,"",0.0,286.0,277.0,251.0,2182.0,9,"","","","","","",47.45,-122.31166667,-800,33.63666667,-84.42777778,-500,2019-05-25T14:20:00.000Z,2019-05-25T18:31:00.000Z
1039707,1410702,2019,2,5,25,6,2019-05-25T00:00:00.000Z,DL,19790,N355DN,293,14107,PHX,"Phoenix, AZ",AZ,Arizona,10397,ATL,"Atlanta, GA",GA,Georgia,600,601,1.0,10.0,611,1211,8.0,1230,1219,-11.0,0.0,"",0.0,210.0,198.0,180.0,1587.0,7,"","","","","","",33.43416667,-112.01166667,-700,33.63666667,-84.42777778,-500,2019-05-25T13:11:00.000Z,2019-05-25T17:11:00.000Z
1226603,1143302,2019,2,5,25,6,2019-05-25T00:00:00.000Z,DL,19790,N105DU,308,11433,DTW,"Detroit, MI",MI,Michigan,12266,IAH,"Houston, TX",TX,Texas,833,832,-1.0,16.0,848,1021,8.0,1040,1029,-11.0,0.0,"",0.0,187.0,177.0,153.0,1075.0,5,"","","","","","",42.2125,-83.35333333,-500,29.98444444,-95.34138889,-600,2019-05-25T13:48:00.000Z,2019-05-25T16:21:00.000Z
1295304,1393007,2019,2,5,25,6,2019-05-25T00:00:00.000Z,DL,19790,N927AT,315,13930,ORD,"Chicago, IL",IL,Illinois,12953,LGA,"New York, NY",NY,New York,845,835,-10.0,14.0,849,1128,6.0,1203,1134,-29.0,0.0,"",0.0,138.0,119.0,99.0,733.0,3,"","","","","","",41.97444444,-87.90666667,-600,40.77722222,-73.8725,-500,2019-05-25T14:49:00.000Z,2019-05-25T16:28:00.000Z
1348702,1412202,2019,2,5,25,6,2019-05-25T00:00:00.000Z,DL,19790,N3759,320,14122,PIT,"Pittsburgh, PA",PA,Pennsylvania,13487,MSP,"Minneapolis, MN",MN,Minnesota,910,905,-5.0,26.0,931,1018,9.0,1040,1027,-13.0,0.0,"",0.0,150.0,142.0,107.0,726.0,3,"","","","","","",40.49138889,-80.23277778,-500,44.88194444,-93.22166667,-600,2019-05-25T14:31:00.000Z,2019-05-25T16:18:00.000Z
1484306,1039707,2019,2,5,25,6,2019-05-25T00:00:00.000Z,DL,19790,N848DN,322,10397,ATL,"Atlanta, GA",GA,Georgia,14843,SJU,"San Juan, PR",PR,Puerto Rico,828,827,-1.0,18.0,845,1156,6.0,1156,1202,6.0,0.0,"",0.0,208.0,215.0,191.0,1547.0,7,"","","","","","",33.63666667,-84.42777778,-500,18.43944444,-66.00222222,-400,2019-05-25T13:45:00.000Z,2019-05-25T15:56:00.000Z
