DEST_CITY_NAME,SUM_OF_ALL_DELAYS,AVERAGE_OF_ALL_DELAYS,MIN_OF_ALL_DELAYS,MAX_OF_ALL_DELAYS,SUM_OF_WEATHER_DELAY,AVERAGE_OF_WEATHER_DELAY,MIN_OF_WEATHER_DELAY,MAX_OF_WEATHER_DELAY,SUM_OF_CARRIER_DELAY,AVERAGE_OF_CARRIER_DELAY,MIN_OF_CARRIER_DELAY,MAX_OF_CARRIER_DELAY,SUM_OF_NAS_DELAY,AVERAGE_OF_NAS_DELAY,MIN_OF_NAS_DELAY,MAX_OF_NAS_DELAY,SUM_OF_SECURITY_DELAY,AVERAGE_OF_SECURITY_DELAY,MIN_OF_SECURITY_DELAY,MAX_OF_SECURITY_DELAY,SUM_OF_LATE_AIRCRAFT_DELAY,AVERAGE_OF_LATE_AIRCRAFT_DELAY,MIN_OF_LATE_AIRCRAFT_DELAY,MAX_OF_LATE_AIRCRAFT_DELAY
"Hayden, CO",15215.0,14.035977859778598,0.0,691.0,785.0,0.724169741697417,0.0,210.0,5520.0,5.092250922509225,0.0,679.0,3860.0,3.5608856088560885,0.0,288.0,0.0,0.0,0.0,0.0,5050.0,4.658671586715867,0.0,260.0
"Idaho Falls, ID",15036.0,7.092452830188679,0.0,593.0,1054.0,0.4971698113207547,0.0,228.0,8289.0,3.9099056603773583,0.0,580.0,1264.0,0.5962264150943396,0.0,68.0,53.0,0.025,0.0,33.0,4376.0,2.0641509433962266,0.0,330.0
"Sioux City, IA",14942.0,11.109293680297398,0.0,211.0,1177.0,0.875092936802974,0.0,163.0,2984.0,2.2185873605947957,0.0,132.0,3770.0,2.802973977695167,0.0,99.0,0.0,0.0,0.0,0.0,7011.0,5.212639405204461,0.0,171.0
"Eau Claire, WI",14554.0,19.99175824175824,0.0,720.0,1181.0,1.6222527472527473,0.0,715.0,5360.0,7.362637362637362,0.0,657.0,1421.0,1.9519230769230769,0.0,88.0,0.0,0.0,0.0,0.0,6592.0,9.054945054945055,0.0,271.0
"Dothan, AL",14485.0,10.534545454545455,0.0,406.0,1417.0,1.0305454545454547,0.0,390.0,4528.0,3.293090909090909,0.0,225.0,1575.0,1.1454545454545455,0.0,150.0,93.0,0.06763636363636363,0.0,93.0,6872.0,4.9978181818181815,0.0,269.0
"Ithaca/Cortland, NY",14206.0,14.22022022022022,0.0,799.0,2631.0,2.6336336336336337,0.0,686.0,5047.0,5.052052052052052,0.0,223.0,1013.0,1.014014014014014,0.0,87.0,0.0,0.0,0.0,0.0,5515.0,5.52052052052052,0.0,589.0
"Binghamton, NY",14150.0,14.77035490605428,0.0,963.0,3001.0,3.1325678496868474,0.0,899.0,5793.0,6.046972860125261,0.0,663.0,686.0,0.7160751565762005,0.0,99.0,80.0,0.08350730688935282,0.0,80.0,4590.0,4.791231732776618,0.0,264.0
"Dubuque, IA",14087.0,13.428979980934223,0.0,703.0,1379.0,1.3145853193517636,0.0,290.0,2853.0,2.719733079122974,0.0,247.0,3052.0,2.909437559580553,0.0,62.0,0.0,0.0,0.0,0.0,6803.0,6.485224022878932,0.0,595.0
"San Angelo, TX",14057.0,7.473152578415736,0.0,509.0,1195.0,0.6353003721424774,0.0,107.0,3721.0,1.9782030834662414,0.0,509.0,3244.0,1.7246145667198298,0.0,137.0,7.0,0.003721424774056353,0.0,7.0,5890.0,3.1313131313131315,0.0,206.0
"Roswell, NM",13932.0,10.066473988439306,0.0,766.0,344.0,0.24855491329479767,0.0,132.0,7755.0,5.603323699421965,0.0,742.0,1579.0,1.1408959537572254,0.0,64.0,0.0,0.0,0.0,0.0,4254.0,3.0736994219653178,0.0,350.0
"Bellingham, WA",13635.0,7.4103260869565215,0.0,431.0,608.0,0.33043478260869563,0.0,136.0,5476.0,2.976086956521739,0.0,405.0,2650.0,1.440217391304348,0.0,349.0,0.0,0.0,0.0,0.0,4901.0,2.663586956521739,0.0,282.0
"Pueblo, CO",13576.0,14.473347547974413,0.0,726.0,237.0,0.2526652452025586,0.0,109.0,6978.0,7.439232409381663,0.0,726.0,2325.0,2.478678038379531,0.0,349.0,0.0,0.0,0.0,0.0,4036.0,4.302771855010661,0.0,176.0
"Hilo, HI",13543.0,2.2147179067865905,0.0,331.0,563.0,0.09206868356500408,0.0,89.0,6707.0,1.0968111201962387,0.0,121.0,750.0,0.12264922322158626,0.0,64.0,52.0,0.008503679476696648,0.0,24.0,5471.0,0.8946852003270646,0.0,277.0
"Great Falls, MT",13538.0,7.529477196885428,0.0,1054.0,3056.0,1.6996662958843158,0.0,1054.0,5443.0,3.0272525027808674,0.0,699.0,1363.0,0.7580645161290323,0.0,121.0,0.0,0.0,0.0,0.0,3676.0,2.0444938820912126,0.0,180.0
"Lewisburg, WV",13271.0,19.956390977443608,0.0,488.0,1486.0,2.2345864661654136,0.0,162.0,4661.0,7.009022556390978,0.0,470.0,1566.0,2.354887218045113,0.0,98.0,0.0,0.0,0.0,0.0,5558.0,8.357894736842105,0.0,353.0
"Tyler, TX",12932.0,8.247448979591837,0.0,631.0,2407.0,1.535076530612245,0.0,615.0,3349.0,2.135841836734694,0.0,477.0,1699.0,1.083545918367347,0.0,124.0,0.0,0.0,0.0,0.0,5477.0,3.492984693877551,0.0,124.0
"Columbus, GA",12825.0,10.066718995290424,0.0,693.0,593.0,0.4654631083202512,0.0,171.0,5947.0,4.667974882260596,0.0,690.0,2025.0,1.5894819466248038,0.0,258.0,0.0,0.0,0.0,0.0,4260.0,3.3437990580847723,0.0,280.0
"Belleville, IL",12754.0,12.565517241379311,0.0,754.0,1442.0,1.4206896551724137,0.0,140.0,6132.0,6.041379310344827,0.0,750.0,1603.0,1.5793103448275863,0.0,143.0,8.0,0.007881773399014778,0.0,8.0,3569.0,3.516256157635468,0.0,292.0
"Brunswick, GA",12508.0,12.06171648987464,0.0,1067.0,2732.0,2.6345226615236257,0.0,823.0,3657.0,3.526518804243009,0.0,1015.0,1411.0,1.360655737704918,0.0,118.0,0.0,0.0,0.0,0.0,4708.0,4.540019286403086,0.0,251.0
"North Platte, NE",12338.0,19.70926517571885,0.0,836.0,856.0,1.3674121405750799,0.0,672.0,7338.0,11.722044728434504,0.0,779.0,1171.0,1.8706070287539935,0.0,105.0,0.0,0.0,0.0,0.0,2973.0,4.7492012779552715,0.0,184.0
"Hobbs, NM",12320.0,16.470588235294116,0.0,766.0,341.0,0.45588235294117646,0.0,204.0,5397.0,7.21524064171123,0.0,766.0,2028.0,2.7112299465240643,0.0,138.0,0.0,0.0,0.0,0.0,4554.0,6.088235294117647,0.0,305.0
"Lawton/Fort Sill, OK",12120.0,9.085457271364318,0.0,636.0,1404.0,1.0524737631184409,0.0,506.0,4076.0,3.055472263868066,0.0,627.0,2060.0,1.5442278860569716,0.0,118.0,0.0,0.0,0.0,0.0,4580.0,3.4332833583208395,0.0,469.0
"Columbus, MS",12004.0,10.138513513513514,0.0,300.0,1336.0,1.1283783783783783,0.0,213.0,4026.0,3.4003378378378377,0.0,287.0,1043.0,0.8809121621621622,0.0,144.0,0.0,0.0,0.0,0.0,5599.0,4.728885135135135,0.0,262.0
"Scottsbluff, NE",11948.0,19.08626198083067,0.0,813.0,1032.0,1.648562300319489,0.0,752.0,6995.0,11.1741214057508,0.0,812.0,1100.0,1.7571884984025559,0.0,91.0,0.0,0.0,0.0,0.0,2821.0,4.506389776357827,0.0,124.0
"Pierre, SD",11837.0,17.96206373292868,0.0,899.0,1272.0,1.930197268588771,0.0,508.0,5891.0,8.939301972685888,0.0,899.0,1251.0,1.8983308042488618,0.0,246.0,0.0,0.0,0.0,0.0,3423.0,5.194233687405159,0.0,177.0
"Kearney, NE",11718.0,17.106569343065694,0.0,929.0,957.0,1.397080291970803,0.0,597.0,6227.0,9.09051094890511,0.0,900.0,1216.0,1.775182481751825,0.0,96.0,0.0,0.0,0.0,0.0,3318.0,4.843795620437956,0.0,174.0
"New Haven, CT",11574.0,10.696857670979668,0.0,779.0,473.0,0.43715341959334564,0.0,117.0,2619.0,2.4205175600739373,0.0,220.0,1877.0,1.734750462107209,0.0,142.0,21.0,0.019408502772643253,0.0,21.0,6584.0,6.085027726432532,0.0,578.0
"Rock Springs, WY",11512.0,15.662585034013606,0.0,796.0,1903.0,2.589115646258503,0.0,788.0,3627.0,4.9346938775510205,0.0,668.0,1024.0,1.3931972789115645,0.0,48.0,94.0,0.12789115646258503,0.0,94.0,4864.0,6.617687074829932,0.0,218.0
"Albany, GA",11477.0,11.419900497512439,0.0,848.0,1284.0,1.2776119402985076,0.0,233.0,5222.0,5.196019900497513,0.0,842.0,799.0,0.7950248756218905,0.0,45.0,14.0,0.013930348258706468,0.0,14.0,4158.0,4.137313432835821,0.0,180.0
"Rhinelander, WI",11227.0,13.929280397022332,0.0,849.0,3263.0,4.048387096774194,0.0,669.0,4620.0,5.732009925558312,0.0,849.0,924.0,1.1464019851116625,0.0,77.0,0.0,0.0,0.0,0.0,2420.0,3.002481389578164,0.0,252.0
"Mammoth Lakes, CA",11091.0,19.526408450704224,0.0,1255.0,457.0,0.8045774647887324,0.0,177.0,5571.0,9.808098591549296,0.0,1214.0,1007.0,1.772887323943662,0.0,255.0,0.0,0.0,0.0,0.0,4056.0,7.140845070422535,0.0,296.0
"Aberdeen, SD",11001.0,14.648468708388815,0.0,1174.0,1905.0,2.536617842876165,0.0,556.0,4792.0,6.380825565912117,0.0,769.0,873.0,1.162450066577896,0.0,105.0,0.0,0.0,0.0,0.0,3431.0,4.568575233022637,0.0,1174.0
"Stockton, CA",10878.0,10.520309477756287,0.0,1116.0,2068.0,2.0,0.0,1116.0,3519.0,3.4032882011605414,0.0,238.0,1605.0,1.5522243713733075,0.0,151.0,0.0,0.0,0.0,0.0,3686.0,3.5647969052224373,0.0,169.0
"Sault Ste. Marie, MI",10456.0,15.444608567208272,0.0,1047.0,3241.0,4.787296898079764,0.0,747.0,3554.0,5.249630723781388,0.0,204.0,668.0,0.9867060561299852,0.0,55.0,1047.0,1.5465288035450517,0.0,1047.0,1946.0,2.8744460856720826,0.0,160.0
"Gillette, WY",10282.0,13.301423027166882,0.0,604.0,314.0,0.40620957309184996,0.0,196.0,4706.0,6.087968952134541,0.0,579.0,1309.0,1.6934023285899094,0.0,61.0,0.0,0.0,0.0,0.0,3953.0,5.113842173350582,0.0,275.0
"Brainerd, MN",10081.0,15.85062893081761,0.0,758.0,5452.0,8.572327044025156,0.0,751.0,2753.0,4.328616352201258,0.0,570.0,447.0,0.7028301886792453,0.0,87.0,0.0,0.0,0.0,0.0,1429.0,2.24685534591195,0.0,160.0
"Twin Falls, ID",10027.0,9.641346153846154,0.0,921.0,2652.0,2.55,0.0,904.0,5535.0,5.322115384615385,0.0,583.0,323.0,0.3105769230769231,0.0,30.0,0.0,0.0,0.0,0.0,1517.0,1.458653846153846,0.0,235.0
"Waterloo, IA",9975.0,14.25,0.0,471.0,933.0,1.332857142857143,0.0,209.0,2504.0,3.577142857142857,0.0,466.0,2487.0,3.552857142857143,0.0,99.0,0.0,0.0,0.0,0.0,4051.0,5.787142857142857,0.0,220.0
"Prescott, AZ",9743.0,13.219810040705562,0.0,242.0,206.0,0.27951153324287653,0.0,64.0,3613.0,4.902306648575305,0.0,227.0,1130.0,1.5332428765264585,0.0,103.0,0.0,0.0,0.0,0.0,4794.0,6.504748982360923,0.0,220.0
"Beaumont/Port Arthur, TX",9714.0,9.704295704295705,0.0,726.0,1833.0,1.8311688311688312,0.0,726.0,2365.0,2.3626373626373627,0.0,166.0,1777.0,1.7752247752247752,0.0,118.0,0.0,0.0,0.0,0.0,3739.0,3.7352647352647352,0.0,370.0
"Escanaba, MI",9649.0,15.41373801916933,0.0,1082.0,3260.0,5.207667731629393,0.0,1082.0,2909.0,4.646964856230032,0.0,958.0,591.0,0.9440894568690096,0.0,114.0,0.0,0.0,0.0,0.0,2889.0,4.615015974440895,0.0,273.0
"Sun Valley/Hailey/Ketchum, ID",9529.0,6.065563335455124,0.0,756.0,1249.0,0.7950350095480586,0.0,281.0,3574.0,2.2749840865690643,0.0,742.0,1804.0,1.1483131763208148,0.0,180.0,17.0,0.010821133036282623,0.0,17.0,2885.0,1.8364099299809038,0.0,277.0
"Grand Island, NE",9426.0,8.253940455341507,0.0,698.0,1331.0,1.1654991243432575,0.0,698.0,3277.0,2.869527145359019,0.0,573.0,1838.0,1.6094570928196148,0.0,264.0,47.0,0.04115586690017513,0.0,47.0,2933.0,2.5683012259194395,0.0,225.0
"Moab, UT",9222.0,14.802568218298555,0.0,929.0,784.0,1.2584269662921348,0.0,289.0,4372.0,7.017656500802568,0.0,906.0,967.0,1.552166934189406,0.0,62.0,0.0,0.0,0.0,0.0,3099.0,4.974317817014446,0.0,230.0
"Texarkana, AR",9090.0,7.318840579710145,0.0,267.0,873.0,0.7028985507246377,0.0,203.0,2391.0,1.9251207729468598,0.0,129.0,1323.0,1.065217391304348,0.0,100.0,0.0,0.0,0.0,0.0,4503.0,3.6256038647342996,0.0,173.0
"Alpena, MI",9028.0,14.375796178343949,0.0,1250.0,3050.0,4.856687898089172,0.0,1211.0,2309.0,3.676751592356688,0.0,555.0,993.0,1.5812101910828025,0.0,722.0,0.0,0.0,0.0,0.0,2676.0,4.261146496815287,0.0,207.0
"Williston, ND",8808.0,10.460807600950119,0.0,692.0,1325.0,1.5736342042755345,0.0,692.0,3720.0,4.418052256532066,0.0,664.0,1101.0,1.3076009501187649,0.0,260.0,15.0,0.017814726840855107,0.0,15.0,2647.0,3.143705463182898,0.0,369.0
"Liberal, KS",8749.0,13.9984,0.0,739.0,387.0,0.6192,0.0,216.0,3416.0,5.4656,0.0,739.0,898.0,1.4368,0.0,125.0,0.0,0.0,0.0,0.0,4048.0,6.4768,0.0,665.0
"Sitka, AK",8528.0,6.335809806835067,0.0,219.0,605.0,0.44947994056463597,0.0,150.0,2591.0,1.924962852897474,0.0,213.0,1199.0,0.8907875185735513,0.0,39.0,0.0,0.0,0.0,0.0,4133.0,3.070579494799406,0.0,196.0
"Wichita Falls, TX",8502.0,6.763723150357995,0.0,710.0,799.0,0.6356404136833731,0.0,186.0,2156.0,1.715194908512331,0.0,131.0,1322.0,1.0517104216388227,0.0,123.0,0.0,0.0,0.0,0.0,4225.0,3.3611774065234687,0.0,501.0
"Ashland, WV",8490.0,11.95774647887324,0.0,362.0,1576.0,2.219718309859155,0.0,224.0,2957.0,4.164788732394366,0.0,362.0,929.0,1.3084507042253521,0.0,98.0,2.0,0.0028169014084507044,0.0,2.0,3026.0,4.261971830985916,0.0,362.0
"Valdosta, GA",8045.0,7.7729468599033815,0.0,650.0,1599.0,1.5449275362318842,0.0,327.0,3398.0,3.2830917874396137,0.0,650.0,842.0,0.8135265700483092,0.0,118.0,0.0,0.0,0.0,0.0,2206.0,2.1314009661835747,0.0,141.0
"Lynchburg, VA",7950.0,8.679039301310043,0.0,524.0,677.0,0.7390829694323144,0.0,176.0,2612.0,2.851528384279476,0.0,524.0,491.0,0.5360262008733624,0.0,47.0,0.0,0.0,0.0,0.0,4170.0,4.5524017467248905,0.0,166.0
"Vernal, UT",7818.0,12.4688995215311,0.0,352.0,335.0,0.5342902711323764,0.0,124.0,2615.0,4.170653907496013,0.0,245.0,700.0,1.1164274322169059,0.0,47.0,0.0,0.0,0.0,0.0,4168.0,6.647527910685805,0.0,350.0
"Provo, UT",7795.0,10.678082191780822,0.0,1495.0,243.0,0.33287671232876714,0.0,93.0,3510.0,4.808219178082192,0.0,353.0,885.0,1.2123287671232876,0.0,223.0,33.0,0.045205479452054796,0.0,25.0,3124.0,4.279452054794521,0.0,1460.0
"Helena, MT",7779.0,5.766493699036324,0.0,621.0,2417.0,1.7916975537435138,0.0,621.0,2130.0,1.5789473684210527,0.0,226.0,589.0,0.43661971830985913,0.0,107.0,0.0,0.0,0.0,0.0,2643.0,1.9592290585618977,0.0,237.0
"Christiansted, VI",7779.0,8.701342281879194,0.0,282.0,678.0,0.7583892617449665,0.0,75.0,3938.0,4.4049217002237135,0.0,250.0,1521.0,1.7013422818791946,0.0,227.0,131.0,0.1465324384787472,0.0,51.0,1511.0,1.6901565995525727,0.0,204.0
"North Bend/Coos Bay, OR",7679.0,20.049608355091383,0.0,357.0,148.0,0.38642297650130547,0.0,84.0,3277.0,8.556135770234986,0.0,321.0,693.0,1.8093994778067886,0.0,150.0,6.0,0.015665796344647518,0.0,6.0,3555.0,9.281984334203655,0.0,271.0
"Bemidji, MN",7360.0,9.919137466307278,0.0,673.0,2427.0,3.27088948787062,0.0,668.0,2609.0,3.5161725067385445,0.0,641.0,676.0,0.9110512129380054,0.0,49.0,0.0,0.0,0.0,0.0,1648.0,2.221024258760108,0.0,309.0
"Casper, WY",7333.0,6.963912630579297,0.0,966.0,979.0,0.929724596391263,0.0,687.0,3654.0,3.47008547008547,0.0,960.0,853.0,0.8100664767331434,0.0,75.0,0.0,0.0,0.0,0.0,1847.0,1.7540360873694207,0.0,142.0
"Cheyenne, WY",7235.0,14.048543689320388,0.0,564.0,465.0,0.9029126213592233,0.0,94.0,4422.0,8.586407766990291,0.0,564.0,389.0,0.7553398058252427,0.0,123.0,0.0,0.0,0.0,0.0,1959.0,3.803883495145631,0.0,337.0
"Watertown, SD",7211.0,13.814176245210728,0.0,867.0,1463.0,2.8026819923371646,0.0,867.0,2718.0,5.206896551724138,0.0,257.0,819.0,1.5689655172413792,0.0,139.0,0.0,0.0,0.0,0.0,2211.0,4.235632183908046,0.0,677.0
"Cody, WY",7008.0,15.53880266075388,0.0,1125.0,384.0,0.8514412416851441,0.0,119.0,3955.0,8.76940133037694,0.0,1125.0,529.0,1.1729490022172948,0.0,95.0,0.0,0.0,0.0,0.0,2140.0,4.745011086474501,0.0,831.0
"Wrangell, AK",6863.0,9.4792817679558,0.0,298.0,373.0,0.5151933701657458,0.0,95.0,1324.0,1.828729281767956,0.0,138.0,1398.0,1.930939226519337,0.0,49.0,27.0,0.03729281767955801,0.0,11.0,3741.0,5.167127071823204,0.0,288.0
"Pocatello, ID",6811.0,6.248623853211009,0.0,561.0,1672.0,1.5339449541284405,0.0,554.0,3143.0,2.88348623853211,0.0,133.0,409.0,0.37522935779816513,0.0,75.0,0.0,0.0,0.0,0.0,1587.0,1.4559633027522936,0.0,243.0
"Stillwater, OK",6730.0,7.656427758816838,0.0,741.0,569.0,0.6473265073947668,0.0,142.0,2141.0,2.4357224118316267,0.0,468.0,1380.0,1.5699658703071673,0.0,157.0,0.0,0.0,0.0,0.0,2640.0,3.0034129692832763,0.0,718.0
"Iron Mountain/Kingsfd, MI",6725.0,9.918879056047198,0.0,530.0,1678.0,2.4749262536873156,0.0,530.0,2512.0,3.7050147492625367,0.0,472.0,484.0,0.7138643067846607,0.0,80.0,26.0,0.038348082595870206,0.0,26.0,2025.0,2.9867256637168142,0.0,347.0
"Guam, TT",6708.0,7.995232419547079,0.0,1391.0,28.0,0.033373063170441,0.0,15.0,3801.0,4.530393325387366,0.0,1382.0,584.0,0.6960667461263409,0.0,44.0,0.0,0.0,0.0,0.0,2295.0,2.735399284862932,0.0,356.0
"Petersburg, AK",6630.0,9.157458563535911,0.0,574.0,291.0,0.40193370165745856,0.0,79.0,1811.0,2.501381215469613,0.0,455.0,1043.0,1.4406077348066297,0.0,119.0,12.0,0.016574585635359115,0.0,12.0,3473.0,4.79696132596685,0.0,254.0
"Martha's Vineyard, MA",6402.0,11.597826086956522,0.0,383.0,391.0,0.7083333333333334,0.0,204.0,2469.0,4.4728260869565215,0.0,249.0,1017.0,1.8423913043478262,0.0,240.0,52.0,0.09420289855072464,0.0,52.0,2473.0,4.480072463768116,0.0,374.0
"Rockford, IL",6390.0,8.531375166889186,0.0,354.0,338.0,0.4512683578104139,0.0,77.0,3293.0,4.39652870493992,0.0,340.0,1205.0,1.6088117489986649,0.0,239.0,21.0,0.028037383177570093,0.0,21.0,1533.0,2.046728971962617,0.0,129.0
"Garden City, KS",6237.0,8.567307692307692,0.0,622.0,2031.0,2.7898351648351647,0.0,598.0,1215.0,1.668956043956044,0.0,103.0,1323.0,1.8173076923076923,0.0,66.0,0.0,0.0,0.0,0.0,1668.0,2.291208791208791,0.0,577.0
"Longview, TX",6013.0,6.4036208732694355,0.0,574.0,1247.0,1.3280085197018103,0.0,574.0,1372.0,1.4611288604898829,0.0,426.0,838.0,0.8924387646432375,0.0,70.0,0.0,0.0,0.0,0.0,2556.0,2.7220447284345046,0.0,175.0
"Gunnison, CO",5464.0,22.766666666666666,0.0,1233.0,1147.0,4.779166666666667,0.0,968.0,2443.0,10.179166666666667,0.0,754.0,614.0,2.558333333333333,0.0,98.0,18.0,0.075,0.0,18.0,1242.0,5.175,0.0,265.0
"Cordova, AK",5413.0,7.497229916897507,0.0,227.0,205.0,0.2839335180055402,0.0,96.0,1891.0,2.619113573407202,0.0,227.0,954.0,1.3213296398891967,0.0,44.0,0.0,0.0,0.0,0.0,2363.0,3.272853185595568,0.0,204.0
"Niagara Falls, NY",5320.0,6.295857988165681,0.0,371.0,349.0,0.41301775147928993,0.0,117.0,2128.0,2.5183431952662723,0.0,371.0,1090.0,1.2899408284023668,0.0,92.0,76.0,0.08994082840236686,0.0,76.0,1677.0,1.9846153846153847,0.0,150.0
"Elko, NV",5272.0,7.798816568047338,0.0,1052.0,2261.0,3.344674556213018,0.0,1036.0,2262.0,3.3461538461538463,0.0,743.0,295.0,0.4363905325443787,0.0,33.0,0.0,0.0,0.0,0.0,454.0,0.6715976331360947,0.0,129.0
"Hibbing, MN",4904.0,7.833865814696486,0.0,745.0,2390.0,3.817891373801917,0.0,745.0,1011.0,1.6150159744408945,0.0,124.0,586.0,0.9361022364217252,0.0,52.0,16.0,0.025559105431309903,0.0,16.0,901.0,1.439297124600639,0.0,183.0
"Yakutat, AK",4896.0,6.781163434903047,0.0,232.0,121.0,0.16759002770083103,0.0,52.0,679.0,0.9404432132963989,0.0,103.0,930.0,1.2880886426592797,0.0,84.0,16.0,0.0221606648199446,0.0,16.0,3150.0,4.362880886426593,0.0,210.0
"Del Rio, TX",4872.0,6.738589211618257,0.0,183.0,259.0,0.3582295988934993,0.0,45.0,1147.0,1.586445366528354,0.0,112.0,1295.0,1.7911479944674966,0.0,126.0,0.0,0.0,0.0,0.0,2171.0,3.0027662517289073,0.0,173.0
"Deadhorse, AK",4736.0,4.793522267206478,0.0,369.0,373.0,0.3775303643724696,0.0,74.0,1610.0,1.6295546558704452,0.0,222.0,725.0,0.7338056680161943,0.0,93.0,0.0,0.0,0.0,0.0,2028.0,2.0526315789473686,0.0,369.0
"Elmira/Corning, NY",4631.0,7.679933665008292,0.0,240.0,374.0,0.6202321724709784,0.0,106.0,2228.0,3.6948590381426203,0.0,200.0,436.0,0.7230514096185738,0.0,74.0,49.0,0.0812603648424544,0.0,49.0,1544.0,2.560530679933665,0.0,190.0
"International Falls, MN",4607.0,7.109567901234568,0.0,368.0,763.0,1.1774691358024691,0.0,268.0,1958.0,3.021604938271605,0.0,368.0,714.0,1.1018518518518519,0.0,86.0,0.0,0.0,0.0,0.0,1172.0,1.808641975308642,0.0,166.0
"Cedar City, UT",4356.0,5.709043250327654,0.0,277.0,467.0,0.6120576671035387,0.0,144.0,2182.0,2.8597640891218874,0.0,277.0,849.0,1.1127129750982963,0.0,113.0,0.0,0.0,0.0,0.0,858.0,1.124508519003932,0.0,86.0
"Portsmouth, NH",4180.0,9.83529411764706,0.0,291.0,127.0,0.2988235294117647,0.0,46.0,2667.0,6.275294117647059,0.0,291.0,676.0,1.5905882352941176,0.0,94.0,0.0,0.0,0.0,0.0,710.0,1.6705882352941177,0.0,121.0
"Butte, MT",4116.0,6.079763663220088,0.0,789.0,2190.0,3.234859675036928,0.0,686.0,1126.0,1.6632200886262924,0.0,167.0,257.0,0.37961595273264404,0.0,135.0,0.0,0.0,0.0,0.0,543.0,0.8020679468242246,0.0,118.0
"Watertown, NY",3957.0,16.2172131147541,0.0,273.0,447.0,1.8319672131147542,0.0,185.0,1023.0,4.192622950819672,0.0,102.0,713.0,2.9221311475409837,0.0,273.0,15.0,0.06147540983606557,0.0,15.0,1759.0,7.209016393442623,0.0,218.0
"Lewiston, ID",3887.0,3.9183467741935485,0.0,894.0,1165.0,1.1743951612903225,0.0,867.0,1496.0,1.5080645161290323,0.0,118.0,400.0,0.4032258064516129,0.0,45.0,0.0,0.0,0.0,0.0,826.0,0.8326612903225806,0.0,300.0
"Bethel, AK",3762.0,4.548972188633615,0.0,362.0,1140.0,1.3784764207980653,0.0,362.0,1470.0,1.777509068923821,0.0,148.0,304.0,0.3675937122128174,0.0,28.0,0.0,0.0,0.0,0.0,848.0,1.0253929866989118,0.0,87.0
"Branson, MO",3603.0,15.597402597402597,0.0,256.0,0.0,0.0,0.0,0.0,755.0,3.2683982683982684,0.0,162.0,1244.0,5.3852813852813854,0.0,100.0,0.0,0.0,0.0,0.0,1604.0,6.9437229437229435,0.0,247.0
"Kotzebue, AK",3375.0,4.6875,0.0,654.0,291.0,0.4041666666666667,0.0,234.0,2062.0,2.863888888888889,0.0,633.0,518.0,0.7194444444444444,0.0,115.0,0.0,0.0,0.0,0.0,504.0,0.7,0.0,116.0
"Kodiak, AK",3152.0,4.917316692667707,0.0,180.0,399.0,0.6224648985959438,0.0,145.0,1412.0,2.202808112324493,0.0,180.0,455.0,0.7098283931357254,0.0,39.0,0.0,0.0,0.0,0.0,886.0,1.3822152886115444,0.0,97.0
"Hagerstown, MD",2786.0,15.224043715846994,0.0,285.0,749.0,4.092896174863388,0.0,174.0,1070.0,5.8469945355191255,0.0,283.0,265.0,1.4480874316939891,0.0,109.0,0.0,0.0,0.0,0.0,702.0,3.8360655737704916,0.0,112.0
"Nome, AK",2436.0,3.3739612188365653,0.0,210.0,149.0,0.20637119113573407,0.0,38.0,460.0,0.6371191135734072,0.0,116.0,507.0,0.7022160664819944,0.0,37.0,0.0,0.0,0.0,0.0,1320.0,1.8282548476454294,0.0,210.0
"Barrow, AK",2042.0,2.8049450549450547,0.0,205.0,100.0,0.13736263736263737,0.0,31.0,158.0,0.21703296703296704,0.0,37.0,345.0,0.4739010989010989,0.0,57.0,3.0,0.004120879120879121,0.0,3.0,1436.0,1.9725274725274726,0.0,203.0
"Saipan, TT",1938.0,4.097251585623678,0.0,160.0,79.0,0.16701902748414377,0.0,30.0,1232.0,2.604651162790698,0.0,146.0,183.0,0.386892177589852,0.0,17.0,0.0,0.0,0.0,0.0,444.0,0.9386892177589852,0.0,156.0
"Hyannis, MA",1483.0,17.867469879518072,0.0,281.0,0.0,0.0,0.0,0.0,817.0,9.843373493975903,0.0,280.0,13.0,0.1566265060240964,0.0,11.0,30.0,0.3614457831325301,0.0,30.0,623.0,7.506024096385542,0.0,173.0
"Owensboro, KY",1349.0,13.22549019607843,0.0,202.0,110.0,1.0784313725490196,0.0,67.0,579.0,5.676470588235294,0.0,183.0,229.0,2.2450980392156863,0.0,83.0,0.0,0.0,0.0,0.0,431.0,4.2254901960784315,0.0,196.0
"Pago Pago, TT",1164.0,9.7,0.0,148.0,0.0,0.0,0.0,0.0,899.0,7.491666666666666,0.0,141.0,0.0,0.0,0.0,0.0,239.0,1.9916666666666667,0.0,131.0,26.0,0.21666666666666667,0.0,17.0
"St. Cloud, MN",1148.0,8.441176470588236,0.0,313.0,42.0,0.3088235294117647,0.0,28.0,347.0,2.551470588235294,0.0,108.0,471.0,3.463235294117647,0.0,313.0,21.0,0.15441176470588236,0.0,21.0,267.0,1.963235294117647,0.0,65.0
"Santa Maria, CA",947.0,4.9067357512953365,0.0,157.0,178.0,0.9222797927461139,0.0,52.0,210.0,1.0880829015544042,0.0,90.0,356.0,1.8445595854922279,0.0,117.0,0.0,0.0,0.0,0.0,203.0,1.0518134715025906,0.0,129.0
