ROUTE_BETWEEN_CITIES,SUM_OF_ALL_DELAYS,AVERAGE_OF_ALL_DELAYS,SUM_OF_WEATHER_DELAY,AVERAGE_OF_WEATHER_DELAY,SUM_OF_CARRIER_DELAY,AVERAGE_OF_CARRIER_DELAY,SUM_OF_NAS_DELAY,AVERAGE_OF_NAS_DELAY,SUM_OF_SECURITY_DELAY,AVERAGE_OF_SECURITY_DELAY,SUM_OF_LATE_AIRCRAFT_DELAY,AVERAGE_OF_LATE_AIRCRAFT_DELAY
"Chicago, IL -> New York, NY",485675.0,24.435248540953914,25850.0,1.3005634936606962,87243.0,4.389364057154357,199699.0,10.047242906017308,38.0,0.001911853491648219,172845.0,8.696166230629906
"New York, NY -> Chicago, IL",457141.0,23.007750767527305,25703.0,1.2936232321707182,79182.0,3.9852030801751472,172440.0,8.678846444209572,32.0,0.0016105490965826162,179784.0,9.048467461875283
"New York, NY -> Boston, MA",334022.0,21.132607870428952,13506.0,0.8544856383651778,82248.0,5.2035935720612425,93540.0,5.918005820574465,198.0,0.012526888523345565,144530.0,9.143995950904719
"Boston, MA -> New York, NY",307649.0,19.53451012762715,12986.0,0.8245602895421932,72788.0,4.621753762143628,110124.0,6.992443964696172,0.0,0.0,111751.0,7.095752111245158
"Los Angeles, CA -> San Francisco, CA",235788.0,16.116746411483252,599.0,0.04094326725905673,38409.0,2.6253588516746413,116969.0,7.995146958304853,156.0,0.010663021189336978,79655.0,5.444634313055365
"Washington, DC -> New York, NY",212722.0,18.537864923747275,8634.0,0.7524183006535947,33337.0,2.9051851851851853,105964.0,9.234335511982572,209.0,0.01821350762527233,64578.0,5.6277124183006535
"Orlando, FL -> Newark, NJ",210954.0,30.533217542336082,10677.0,1.5453755970473295,45158.0,6.5361123172673325,102122.0,14.781010276451006,187.0,0.027066145607179043,52810.0,7.643653205963236
"Atlanta, GA -> New York, NY",204494.0,15.720633456334564,7458.0,0.573339483394834,46697.0,3.589867773677737,103636.0,7.9670971709717096,608.0,0.046740467404674045,46095.0,3.543588560885609
"New York, NY -> Atlanta, GA",200185.0,15.39174227279717,7320.0,0.5628171613101646,56931.0,4.377287405812702,54051.0,4.155851145625096,191.0,0.014685529755497462,81692.0,6.28110103029371
"San Francisco, CA -> Los Angeles, CA",199550.0,13.654714657178049,982.0,0.0671958396058574,43823.0,2.9986998768304365,42899.0,2.9354728342685097,345.0,0.023607499657862324,111501.0,7.6297386068153825
"Washington, DC -> Boston, MA",194633.0,18.85613253245495,9585.0,0.9285991086998644,39147.0,3.7925789575663633,69465.0,6.729800426273978,41.0,0.003972098430536718,76395.0,7.401181941484208
"New York, NY -> Washington, DC",190386.0,16.617439120188532,10296.0,0.8986645718774549,35973.0,3.1398271798900237,55386.0,4.8342498036135115,99.0,0.00864100549882168,88632.0,7.73605655930872
"Minneapolis, MN -> Chicago, IL",187391.0,15.744496723239791,19639.0,1.6500588136447656,36943.0,3.103932112250042,70097.0,5.889514367333221,49.0,0.004116955133590993,60663.0,5.096874474878172
"Orlando, FL -> New York, NY",187386.0,22.076578699340246,7244.0,0.853440150801131,46812.0,5.515080113100848,75514.0,8.89655984919887,1237.0,0.14573515551366636,56579.0,6.665763430725731
"Chicago, IL -> Minneapolis, MN",186861.0,15.6709996645421,16616.0,1.3934921167393493,47834.0,4.011573297551157,38862.0,3.259141227775914,44.0,0.0036900369003690036,83505.0,7.00310298557531
"Chicago, IL -> Newark, NJ",181751.0,25.732833073764688,8493.0,1.2024635424040775,37516.0,5.3116239558261364,73632.0,10.425031856151778,52.0,0.007362310632875548,62058.0,8.786351408749823
"Fort Lauderdale, FL -> New York, NY",180965.0,20.68407818036347,7941.0,0.9076465881815065,44254.0,5.058178077494571,79252.0,9.058406675048577,452.0,0.0516630472053949,49066.0,5.608183792433421
"Raleigh/Durham, NC -> New York, NY",179741.0,21.66076162930827,5178.0,0.6240057845263919,35720.0,4.304651723306821,81244.0,9.790792962159557,42.0,0.005061460592913955,57557.0,6.936249698722584
"Dallas/Fort Worth, TX -> New York, NY",178183.0,21.00966867114727,13821.0,1.629642730810046,52902.0,6.237707817474354,57954.0,6.833392288645207,51.0,0.006013441811107181,53455.0,6.302912392406556
"Chicago, IL -> Boston, MA",176063.0,19.191519511663397,8201.0,0.8939393939393939,41424.0,4.515369522563767,55908.0,6.094179202092871,156.0,0.017004578155657292,70374.0,7.671026814911707
"New York, NY -> Fort Lauderdale, FL",175668.0,20.06946189877756,3746.0,0.42796755398149205,57782.0,6.601393807837313,49924.0,5.703644464754941,332.0,0.037929852621958186,63884.0,7.298526219581857
"Los Angeles, CA -> New York, NY",172956.0,13.447053335406624,1569.0,0.12198724926139014,58883.0,4.578059399782305,65431.0,5.087155963302752,191.0,0.01484994557611569,46882.0,3.6450007774840616
"Chicago, IL -> Atlanta, GA",170484.0,14.327590553828053,15256.0,1.2821245482813681,49874.0,4.19144465921506,36256.0,3.0469787377090514,65.0,0.005462643919657114,69033.0,5.801579964702916
"Charlotte, NC -> New York, NY",170328.0,17.182285887218804,6468.0,0.6524765459497629,40076.0,4.042772117421568,68202.0,6.88005649147584,204.0,0.020579037627358014,55378.0,5.586401694744275
"Houston, TX -> Dallas/Fort Worth, TX",168347.0,19.04162425065038,16044.0,1.814726840855107,47658.0,5.3905666779776045,32275.0,3.6506051351657054,79.0,0.008935640764619387,72291.0,8.176789955887344
"New York, NY -> Dallas/Fort Worth, TX",165317.0,19.49952819061099,7454.0,0.8792167964142487,56662.0,6.68341589997641,53308.0,6.287803727294174,15.0,0.0017692852087756545,47878.0,5.647322481717386
"Chicago, IL -> Washington, DC",164502.0,13.733678410419103,10892.0,0.9093337785940891,45962.0,3.8372015361496077,38353.0,3.2019535815662046,81.0,0.006762397729170145,69214.0,5.77842711638003
"Washington, DC -> Chicago, IL",163650.0,13.657986980470707,8641.0,0.7211650809547655,26982.0,2.2518778167250875,65922.0,5.501752628943415,28.0,0.0023368385912201635,62077.0,5.180854615256218
"Chicago, IL -> San Francisco, CA",163455.0,23.464685615848406,5420.0,0.7780648865920183,31418.0,4.510192362905541,63584.0,9.127763422337067,92.0,0.01320700545506747,62941.0,9.035457938558714
"Atlanta, GA -> Newark, NJ",162111.0,24.757330482590103,5712.0,0.872327428222358,21532.0,3.2883323152107513,101413.0,15.4876298106292,24.0,0.0036652412950519244,33430.0,5.105375687232743
"New York, NY -> Los Angeles, CA",161734.0,12.631521399562637,9641.0,0.7529678225554515,60575.0,4.73094345517026,54250.0,4.236957200874727,662.0,0.05170259293970634,36606.0,2.858950328022493
"Seattle, WA -> San Francisco, CA",161564.0,17.350085910652922,7567.0,0.8126073883161512,25730.0,2.763101374570447,88124.0,9.463487972508592,16.0,0.001718213058419244,40127.0,4.309170962199313
"Dallas/Fort Worth, TX -> Houston, TX",161226.0,18.234109929880116,13233.0,1.4966071024655054,45730.0,5.171906808414386,36044.0,4.076453291110608,31.0,0.003505994118977607,66188.0,7.48563673377064
"Boston, MA -> Chicago, IL",159687.0,17.321509925154572,8226.0,0.8922876667751383,32985.0,3.5779368695086236,58796.0,6.377698231912355,42.0,0.004555808656036446,59638.0,6.469031348302419
"Miami, FL -> New York, NY",159238.0,17.10581158019121,8052.0,0.8649693844666452,46720.0,5.018799011709099,66986.0,7.1958319905467825,92.0,0.009882909012783329,37388.0,4.016328284455903
"Chicago, IL -> Los Angeles, CA",158611.0,15.851589046572057,9396.0,0.9390365780531681,51695.0,5.166400159904057,27142.0,2.7125724565260843,78.0,0.00779532280631621,70300.0,7.02578452928243
"Atlanta, GA -> Chicago, IL",158260.0,13.179546968687541,8500.0,0.7078614257161892,37646.0,3.135076615589607,70087.0,5.8366922051965355,128.0,0.010659560293137908,41899.0,3.489257161892072
"Newark, NJ -> Orlando, FL",156942.0,22.7254561251086,6295.0,0.9115262090935419,38451.0,5.567767158992181,35971.0,5.208659136982334,53.0,0.0076744859542426875,76172.0,11.029829134086302
"Denver, CO -> Chicago, IL",156172.0,16.559431661541723,10449.0,1.107941893754639,32824.0,3.4804368571731525,48505.0,5.14314494751352,78.0,0.008270596967447778,64316.0,6.819637366132966
"Chicago, IL -> Dallas/Fort Worth, TX",155667.0,20.439469537815125,10082.0,1.3237920168067228,46602.0,6.118960084033613,47778.0,6.273371848739496,34.0,0.004464285714285714,51171.0,6.718881302521009
"Boston, MA -> Washington, DC",153257.0,14.869215096536335,5234.0,0.5078102260599593,42513.0,4.124672552634133,35190.0,3.4141845347821866,123.0,0.01193363733385078,70197.0,6.8106141457262055
"Newark, NJ -> San Francisco, CA",152985.0,26.34039256198347,14382.0,2.4762396694214877,29880.0,5.144628099173554,61468.0,10.583333333333334,0.0,0.0,47255.0,8.136191460055096
"Newark, NJ -> Boston, MA",152443.0,26.576534170153415,5015.0,0.874302649930265,24401.0,4.254009762900976,36990.0,6.448744769874477,0.0,0.0,86037.0,14.999476987447698
"Newark, NJ -> Chicago, IL",149605.0,21.09787054012128,8548.0,1.205471724721478,21115.0,2.9777182343816104,50182.0,7.076857989000141,29.0,0.004089691157805669,69731.0,9.833732900860245
"Detroit, MI -> Chicago, IL",148291.0,16.290343842689225,9666.0,1.0618477425024717,43985.0,4.8319235416895525,52504.0,5.76776886740635,162.0,0.017796330879929694,41974.0,4.61100736021092
"Chicago, IL -> Denver, CO",147332.0,15.628725999787843,7791.0,0.8264559244722606,44001.0,4.667550652381458,37151.0,3.9409143948233796,79.0,0.008380184576217248,58310.0,6.185424843534529
"Fort Lauderdale, FL -> Newark, NJ",146228.0,29.274874874874875,8003.0,1.6022022022022022,22387.0,4.481881881881882,86407.0,17.298698698698697,179.0,0.035835835835835834,29252.0,5.856256256256256
"New York, NY -> Orlando, FL",145604.0,17.12383864518405,5998.0,0.7053980947900741,42674.0,5.018699282606139,36731.0,4.319769493120075,76.0,0.008938021874632482,60125.0,7.071033752793132
"Las Vegas, NV -> San Francisco, CA",145602.0,18.700488055484204,2577.0,0.3309786796814796,25795.0,3.312997688158233,68832.0,8.840482918058052,72.0,0.009247367069098381,48326.0,6.206781402517339
"Boston, MA -> Newark, NJ",145553.0,25.335596170583116,3199.0,0.5568320278503046,22252.0,3.8732811140121846,72967.0,12.700957354221062,0.0,0.0,47135.0,8.204525674499564
"Dallas/Fort Worth, TX -> Chicago, IL",144963.0,19.024015748031495,10685.0,1.402230971128609,37585.0,4.93241469816273,51691.0,6.783595800524934,161.0,0.021128608923884514,44841.0,5.884645669291339
"Chicago, IL -> Detroit, MI",142275.0,15.63977135319336,10922.0,1.2006155875563373,42407.0,4.661646696713202,22698.0,2.4951082774541056,27.0,0.002968011432340332,66221.0,7.279432780037375
"San Francisco, CA -> Seattle, WA",140068.0,15.049747501880304,502.0,0.0539378962071559,31437.0,3.377780165466853,40425.0,4.343504888793381,45.0,0.00483507037713549,67659.0,7.26968948103578
"Detroit, MI -> New York, NY",139547.0,21.298382173382173,9962.0,1.5204517704517704,23543.0,3.5932539682539684,76576.0,11.687423687423687,61.0,0.00931013431013431,29405.0,4.4879426129426125
"Philadelphia, PA -> Boston, MA",139488.0,18.10826950538751,3201.0,0.4155523821887576,34861.0,4.52563936128781,45778.0,5.9428793976372845,5.0,6.490977541217707E-4,55643.0,7.223549266519538
"Nashville, TN -> Chicago, IL",137639.0,18.091351209253418,3806.0,0.5002628811777077,35522.0,4.669032597266035,51172.0,6.726077812828602,7.0,9.200841219768665E-4,47132.0,6.195057833859096
"Houston, TX -> New York, NY",136854.0,23.677162629757785,7782.0,1.3463667820069205,37953.0,6.566262975778547,61328.0,10.61038062283737,62.0,0.010726643598615917,29729.0,5.143425605536332
"New York, NY -> Charlotte, NC",132293.0,13.338677152651744,4397.0,0.4433353498689252,40220.0,4.055253075216777,30880.0,3.113530953821335,38.0,0.0038314176245210726,56758.0,5.7227263561201855
"New York, NY -> Raleigh/Durham, NC",131073.0,15.776721232546942,2971.0,0.3576071256620125,31427.0,3.7827395281656235,31873.0,3.836422725084256,85.0,0.010231102551757342,64717.0,7.789720751083293
"New York, NY -> San Francisco, CA",130324.0,17.10288713910761,5764.0,0.7564304461942257,30689.0,4.02742782152231,76149.0,9.993307086614173,47.0,0.006167979002624672,17675.0,2.3195538057742784
"San Diego, CA -> San Francisco, CA",129667.0,17.16988877118644,1394.0,0.18458686440677965,18515.0,2.4516684322033897,67679.0,8.961731991525424,45.0,0.005958686440677966,42034.0,5.5659427966101696
"San Francisco, CA -> New York, NY",128128.0,16.812491798976513,857.0,0.11245243406377116,34993.0,4.591654638498885,47893.0,6.284345886366618,66.0,0.00866028080304422,44319.0,5.815378559244194
"Las Vegas, NV -> Los Angeles, CA",127936.0,10.917904079194402,1296.0,0.11059907834101383,35589.0,3.037122375832053,26463.0,2.2583205325140807,154.0,0.013142174432497013,64434.0,5.498719918074757
"Los Angeles, CA -> Chicago, IL",127209.0,12.754060557449368,972.0,0.09745337878484059,38620.0,3.8720673751754564,37533.0,3.7630840184479646,370.0,0.03709645077200722,49714.0,4.9843593342691
"Cincinnati, OH -> Chicago, IL",127027.0,17.637739516800888,4271.0,0.5930297139683421,25332.0,3.517356289919467,49751.0,6.907942238267148,38.0,0.005276312135517912,47635.0,6.6141349625104136
"San Francisco, CA -> Chicago, IL",126245.0,18.11002725577392,1692.0,0.24271983933438532,33714.0,4.836321905035145,31939.0,4.58169559604074,109.0,0.015636207143881795,58791.0,8.433653708219767
"Cleveland, OH -> New York, NY",124971.0,19.241108545034642,4540.0,0.6989992301770592,20502.0,3.156581986143187,65264.0,10.048344880677444,48.0,0.007390300230946882,34617.0,5.329792147806004
"Denver, CO -> San Francisco, CA",124289.0,22.17070995362112,3989.0,0.7115590438815554,22151.0,3.9513021762397433,62201.0,11.09543346414556,0.0,0.0,35948.0,6.4124152693542635
"Newark, NJ -> Atlanta, GA",122504.0,18.70575660406169,6301.0,0.9621316231485723,34819.0,5.316689570926859,21376.0,3.2640097724843486,18.0,0.002748511223087494,59990.0,9.160177126278821
"Boston, MA -> Philadelphia, PA",121467.0,15.82838154808444,4220.0,0.5499087829033099,34174.0,4.45321866041178,33464.0,4.36069846234037,22.0,0.0028668230388324213,49587.0,6.461688819390148
"New York, NY -> Miami, FL",120708.0,12.968199398366997,4403.0,0.4730339492909325,38187.0,4.102599914052428,35892.0,3.856037816931672,1437.0,0.15438332617103567,40789.0,4.382144391920928
"Washington, DC -> Atlanta, GA",116584.0,10.135976351938794,5864.0,0.5098243783689793,31252.0,2.717092679533994,30980.0,2.6934446183272476,124.0,0.01078073378542862,48364.0,4.204833941923144
"Los Angeles, CA -> Las Vegas, NV",116470.0,9.936017744412217,722.0,0.0615935847125064,32815.0,2.7994369561508274,25116.0,2.142637775123699,362.0,0.030882102030370243,57455.0,4.901467326394813
"Houston, TX -> Atlanta, GA",114744.0,12.11402027027027,5929.0,0.625950168918919,46929.0,4.954497466216216,20257.0,2.1386190878378377,120.0,0.01266891891891892,41509.0,4.382284628378378
"Newark, NJ -> Fort Lauderdale, FL",113909.0,22.8137392349289,3674.0,0.735830162227118,27453.0,5.498297616663328,32415.0,6.492088924494292,52.0,0.010414580412577609,50315.0,10.077107951131584
"Chicago, IL -> Nashville, TN",113151.0,14.731284988933732,4791.0,0.6237469079546935,41170.0,5.359979169378987,19775.0,2.574534565811743,14.0,0.001822679338627783,47401.0,6.171201666449681
"Chicago, IL -> Houston, TX",112990.0,15.277176852352623,5428.0,0.7339102217414819,30022.0,4.059221200649,34479.0,4.6618442401298,214.0,0.02893455922120065,42847.0,5.793266630611141
"Chicago, IL -> Orlando, FL",112684.0,15.034556370913943,5937.0,0.7921280853902601,37461.0,4.998132088058706,23832.0,3.179719813208806,423.0,0.056437625083388926,45031.0,6.008138759172782
"Denver, CO -> Dallas/Fort Worth, TX",112596.0,19.168539325842698,3766.0,0.641130405175349,26959.0,4.589547156962888,30593.0,5.208205652025876,49.0,0.008341845420497106,51229.0,8.721314266258087
"Orlando, FL -> Chicago, IL",111237.0,14.85735274475758,9646.0,1.2883665019366903,26601.0,3.552958461332977,32459.0,4.3353813276345665,232.0,0.030987044209963937,42299.0,5.649659409643382
"Chicago, IL -> Cincinnati, OH",111232.0,15.530857302429489,7616.0,1.0633901144931583,26175.0,3.65470538955599,22310.0,3.115051661547054,0.0,0.0,55131.0,7.697710136833287
"Chicago, IL -> Phoenix, AZ",111200.0,14.322514167954662,8216.0,1.0582174137042761,36351.0,4.681993817619784,21150.0,2.7241112828438947,30.0,0.0038639876352395673,45453.0,5.854327666151469
"New York, NY -> Houston, TX",111058.0,19.21418685121107,7700.0,1.3321799307958477,35775.0,6.189446366782007,25536.0,4.417993079584775,20.0,0.0034602076124567475,42027.0,7.271107266435986
"San Francisco, CA -> Newark, NJ",110517.0,19.044804411511286,1437.0,0.24763053592969153,33386.0,5.753231087368603,42466.0,7.317938997070481,9.0,0.0015509219369291745,33219.0,5.724452869205583
"Houston, TX -> Chicago, IL",108722.0,14.712043301759135,10081.0,1.3641407307171853,25846.0,3.4974289580514206,34563.0,4.676995940460081,84.0,0.011366711772665765,38148.0,5.162110960757781
"Atlanta, GA -> Washington, DC",108719.0,9.43577503905572,6122.0,0.5313313660822774,35212.0,3.0560666550946016,26708.0,2.3180003471619512,87.0,0.007550772435341087,40590.0,3.5228258982815484
"Fort Lauderdale, FL -> Atlanta, GA",108595.0,12.529710395754009,7082.0,0.8171224183685243,34959.0,4.033575631706473,30669.0,3.538594669435791,461.0,0.05319026191300335,35424.0,4.087227414330218
"New York, NY -> Cleveland, OH",108154.0,16.662147588969344,4057.0,0.6250192574333693,20087.0,3.094592512709906,27741.0,4.273763672777692,13.0,0.0020027730704051763,56256.0,8.666769372977969
"Pittsburgh, PA -> New York, NY",106823.0,18.108662485166978,2276.0,0.38582810645872184,16031.0,2.717579250720461,51222.0,8.68316663841329,1.0,1.6952025767079165E-4,37293.0,6.321918969316833
"Denver, CO -> New York, NY",106361.0,18.53624956430812,5193.0,0.905019170442663,21270.0,3.7068665040083655,53542.0,9.331125827814569,188.0,0.03276402927849425,26168.0,4.560474032764029
"Charlotte, NC -> Newark, NJ",105021.0,21.485474631751227,1961.0,0.40118657937806873,17158.0,3.5102291325695583,53052.0,10.853518821603927,104.0,0.02127659574468085,32746.0,6.699263502454992
"Chicago, IL -> Las Vegas, NV",104765.0,13.727070230607966,4581.0,0.6002358490566038,31835.0,4.171252620545073,27189.0,3.5625,96.0,0.012578616352201259,41064.0,5.380503144654088
"Phoenix, AZ -> San Francisco, CA",102143.0,21.00843274372686,934.0,0.1921020156314274,19149.0,3.9385026737967914,50075.0,10.299259563965446,97.0,0.01995063759769642,31888.0,6.5586178527355
"Newark, NJ -> Los Angeles, CA",102139.0,20.613319878910193,10784.0,2.1763874873864784,23916.0,4.8266397578203835,23669.0,4.776791120080727,254.0,0.05126135216952573,43516.0,8.782240161453078
"Atlanta, GA -> Houston, TX",101690.0,10.755156002115283,5509.0,0.5826546800634584,31953.0,3.379481755684823,28435.0,3.0074034902168165,104.0,0.010999471179270227,35689.0,3.7746166049709147
"Nashville, TN -> New York, NY",101597.0,16.00204756654591,4403.0,0.6934950385887542,16867.0,2.6566388407623247,44851.0,7.064262088517877,35.0,0.005512679162072767,35441.0,5.582138919514884
"Philadelphia, PA -> Chicago, IL",101581.0,14.696325231481481,5810.0,0.8405671296296297,22526.0,3.2589699074074074,39596.0,5.728587962962963,87.0,0.012586805555555556,33562.0,4.855613425925926
"Boston, MA -> San Francisco, CA",100889.0,19.96615871759351,3793.0,0.7506431822679597,25179.0,4.982980407678607,44678.0,8.84187611320008,43.0,0.008509796160696616,27196.0,5.382149218286167
"Dallas/Fort Worth, TX -> Los Angeles, CA",99826.0,13.603979285908967,6005.0,0.8183428727173617,38518.0,5.24911420005451,19140.0,2.6083401471790677,80.0,0.010902153175252113,36083.0,4.917279912782774
"Dallas/Fort Worth, TX -> San Francisco, CA",99786.0,21.514877102199225,5113.0,1.1024148339801638,23131.0,4.98727899956878,39822.0,8.586028460543337,0.0,0.0,31720.0,6.839154808106943
"Orlando, FL -> Washington, DC",99286.0,17.52930790960452,8187.0,1.4454449152542372,32381.0,5.7169844632768365,17184.0,3.0338983050847457,34.0,0.006002824858757062,41500.0,7.326977401129944
"San Francisco, CA -> Las Vegas, NV",98427.0,12.604302727621974,1055.0,0.13510052503521577,21950.0,2.810859264950698,20834.0,2.667947240363683,48.0,0.006146753745678064,54540.0,6.9842489435267
"Columbus, OH -> Chicago, IL",98394.0,14.202367205542725,3156.0,0.45554272517321015,20590.0,2.971997690531178,37199.0,5.369370669745958,0.0,0.0,37449.0,5.405456120092379
"New York, NY -> Detroit, MI",98369.0,15.020461139105207,3564.0,0.5442052221713238,19994.0,3.052985188578409,32486.0,4.96045197740113,86.0,0.01313177584364025,42239.0,6.449686975110704
"Phoenix, AZ -> Chicago, IL",98338.0,12.474692375998986,2985.0,0.37866294557909425,29281.0,3.7144488139033363,30194.0,3.8302676645946976,283.0,0.035900038056577446,35595.0,4.51541291386528
"Las Vegas, NV -> Denver, CO",98320.0,14.142692750287686,3132.0,0.45051783659378597,27327.0,3.930811277330265,25034.0,3.6009781357882624,32.0,0.004602991944764097,42795.0,6.15578250863061
"Denver, CO -> Phoenix, AZ",97411.0,12.503016300859967,3735.0,0.4793993068925683,32844.0,4.215633423180593,16291.0,2.0910024387113335,61.0,0.007829546913104864,44480.0,5.709151585162367
"New York, NY -> Pittsburgh, PA",97327.0,16.50169548999661,3998.0,0.6778569006442862,19675.0,3.335876568328247,19573.0,3.318582570362835,25.0,0.00423872499152255,54056.0,9.165140725669719
"Chicago, IL -> Philadelphia, PA",96786.0,13.930051813471502,4942.0,0.7112838226827864,25957.0,3.735895221646517,26890.0,3.8701784686240646,52.0,0.007484168105929764,38945.0,5.605210132412205
"Chicago, IL -> Seattle, WA",96256.0,14.937306021104904,6160.0,0.9559279950341403,26087.0,4.048261949099938,20287.0,3.148199875853507,0.0,0.0,43722.0,6.784916201117318
"Denver, CO -> Houston, TX",95797.0,13.597870830376154,4791.0,0.6800567778566359,21754.0,3.087863733144074,26933.0,3.8229950319375443,169.0,0.023988644428672816,42150.0,5.9829666430092265
"Norfolk, VA -> New York, NY",95178.0,20.24202467035304,1653.0,0.3515525308379413,18378.0,3.90854955338154,41172.0,8.75627392598894,18.0,0.0038281582305401958,33957.0,7.221820501914079
"West Palm Beach/Palm Beach, FL -> Newark, NJ",94852.0,29.5213196389667,2362.0,0.7351384998443822,15831.0,4.927170868347339,50851.0,15.826641767818238,35.0,0.010893246187363835,25773.0,8.021475256769374
"Chicago, IL -> Cleveland, OH",94776.0,14.133015210259469,4590.0,0.6844616761109454,29696.0,4.428273188189681,15064.0,2.2463465553235906,33.0,0.004920966298836862,45393.0,6.769012824336415
"Charlotte, NC -> Chicago, IL",94446.0,15.934874304032395,3742.0,0.6313480681626455,21367.0,3.6050278387042347,36348.0,6.132613463809684,761.0,0.12839547831955458,32228.0,5.437489455036275
"Dallas/Fort Worth, TX -> Denver, CO",94421.0,16.068924438393466,6815.0,1.1598025867937372,25726.0,4.378148400272294,24309.0,4.136997957794418,125.0,0.021272974812797822,37446.0,6.372702518720218
"Orlando, FL -> Atlanta, GA",94338.0,10.068089647812167,5507.0,0.587726787620064,25482.0,2.719530416221985,27750.0,2.961579509071505,982.0,0.1048025613660619,34617.0,3.694450373532551
"Cleveland, OH -> Chicago, IL",94190.0,14.125674865026994,3088.0,0.4631073785242951,19811.0,2.9710557888422318,37718.0,5.656568686262747,17.0,0.002549490101979604,33556.0,5.032393521295741
"Baltimore, MD -> Boston, MA",94087.0,16.85240909905069,2857.0,0.5117320437041017,25486.0,4.564929249507434,32726.0,5.861723087945549,185.0,0.03313630664517284,32833.0,5.880888411248432
"Atlanta, GA -> Boston, MA",94072.0,14.87304347826087,6410.0,1.0134387351778655,23509.0,3.716837944664032,37079.0,5.862292490118577,15.0,0.0023715415019762848,27059.0,4.278102766798419
"Atlanta, GA -> Fort Lauderdale, FL",93144.0,10.728403593642017,3906.0,0.4498963372494817,34053.0,3.922252937111265,21351.0,2.45922598479613,46.0,0.005298318359824925,33788.0,3.8917300161253165
"Denver, CO -> Salt Lake City, UT",92979.0,13.222269624573379,6014.0,0.8552332195676906,29877.0,4.248720136518771,13419.0,1.9082764505119454,0.0,0.0,43669.0,6.210039817974971
"Seattle, WA -> Chicago, IL",92971.0,14.501793791920138,8476.0,1.322102636094213,24096.0,3.7585400093589145,34576.0,5.393230385275308,65.0,0.010138823896428015,25758.0,4.017781937295274
"Atlanta, GA -> Orlando, FL",92969.0,9.959185859667917,4216.0,0.4516336368505624,32425.0,3.4734868773433316,25212.0,2.700803427959293,317.0,0.03395822174611676,30799.0,3.2993036957686126
"New York, NY -> Nashville, TN",92929.0,14.64602048857368,3652.0,0.575571315996848,19291.0,3.040346729708432,22463.0,3.54026792750197,70.0,0.01103230890464933,47453.0,7.478802206461781
"West Palm Beach/Palm Beach, FL -> New York, NY",92805.0,20.5320796460177,1200.0,0.26548672566371684,21608.0,4.780530973451327,38655.0,8.551991150442477,75.0,0.016592920353982302,31267.0,6.917477876106195
"Denver, CO -> Los Angeles, CA",92667.0,12.664616646166461,6337.0,0.8660653273199399,26132.0,3.5714090474238076,17482.0,2.3892305589722564,18.0,0.0024600246002460025,42698.0,5.835451687850211
"Denver, CO -> Seattle, WA",92341.0,13.478470296307108,3995.0,0.5831265508684863,26855.0,3.9198657130345933,20040.0,2.9251204203765875,15.0,0.0021894613924974458,41436.0,6.048168150634944
"San Francisco, CA -> Denver, CO",92200.0,16.24669603524229,763.0,0.13444933920704846,21688.0,3.8216740088105725,19226.0,3.38784140969163,0.0,0.0,50523.0,8.90273127753304
"Chicago, IL -> Columbus, OH",91890.0,13.110286774147525,5863.0,0.8364959337994008,28269.0,4.033242973320017,16346.0,2.332144385789699,0.0,0.0,41412.0,5.908403481238408
"Los Angeles, CA -> Dallas/Fort Worth, TX",91835.0,12.51158038147139,980.0,0.1335149863760218,37131.0,5.058719346049046,20678.0,2.81716621253406,275.0,0.03746594005449591,32771.0,4.4647138964577655
"New York, NY -> Denver, CO",91545.0,15.954165214360405,6521.0,1.1364586964098988,25952.0,4.522830254444057,27500.0,4.7926106657371905,61.0,0.010630881840362495,31511.0,5.491634715928895
"San Francisco, CA -> Boston, MA",90742.0,17.97583201267829,370.0,0.07329635499207607,25102.0,4.972662440570523,32600.0,6.458003169572108,41.0,0.00812202852614897,32629.0,6.463748019017433
"Denver, CO -> Las Vegas, NV",90634.0,13.103079369668931,2761.0,0.39916148619343644,23557.0,3.405667196761602,23308.0,3.3696689316177535,15.0,0.002168570189388463,40993.0,5.926413184906751
"Chicago, IL -> Indianapolis, IN",90212.0,16.417106460418562,4278.0,0.7785259326660601,30855.0,5.615104640582348,16789.0,3.0553230209281166,0.0,0.0,38290.0,6.968152866242038
"Orlando, FL -> Boston, MA",89929.0,20.71142330723169,4939.0,1.1374942422846614,19057.0,4.388991248272686,34946.0,8.04836480884385,227.0,0.05228005527406725,30760.0,7.084292952556425
"Houston, TX -> Denver, CO",89832.0,12.747552149851,7107.0,1.0085142613878246,20389.0,2.893287923939265,29552.0,4.193557542216546,109.0,0.015467574854548034,32675.0,4.636724847452816
"Phoenix, AZ -> Denver, CO",89324.0,11.432740304620504,3363.0,0.4304364520670677,24737.0,3.1661333674644823,22478.0,2.8769998720081915,169.0,0.021630615640599003,38577.0,4.9375399974401635
"Tampa, FL -> New York, NY",88360.0,18.949174351276003,2617.0,0.5612266781042248,23383.0,5.014582886553721,32135.0,6.891486167703196,10.0,0.002144542140253056,30215.0,6.4797340767746086
"Seattle, WA -> Denver, CO",88322.0,12.817007691191408,4344.0,0.630387461906835,26718.0,3.87723117109273,26588.0,3.8583659846176173,78.0,0.011319111885067479,30594.0,4.43970396168916
