ROUTE_BETWEEN_CITIES,SUM_OF_ALL_DELAYS,AVERAGE_OF_ALL_DELAYS,SUM_OF_WEATHER_DELAY,AVERAGE_OF_WEATHER_DELAY,SUM_OF_CARRIER_DELAY,AVERAGE_OF_CARRIER_DELAY,SUM_OF_NAS_DELAY,AVERAGE_OF_NAS_DELAY,SUM_OF_SECURITY_DELAY,AVERAGE_OF_SECURITY_DELAY,SUM_OF_LATE_AIRCRAFT_DELAY,AVERAGE_OF_LATE_AIRCRAFT_DELAY
"Shreveport, LA -> Dallas/Fort Worth, TX",30942.0,13.5117903930131,2118.0,0.9248908296943231,8137.0,3.553275109170306,7420.0,3.2401746724890828,25.0,0.010917030567685589,13242.0,5.782532751091703
"San Francisco, CA -> Santa Ana, CA",30921.0,9.816190476190476,546.0,0.17333333333333334,8975.0,2.8492063492063493,4710.0,1.4952380952380953,50.0,0.015873015873015872,16640.0,5.282539682539682
"Dallas/Fort Worth, TX -> Santa Ana, CA",30887.0,10.093790849673203,2857.0,0.9336601307189543,11535.0,3.769607843137255,6130.0,2.003267973856209,0.0,0.0,10365.0,3.3872549019607843
"San Francisco, CA -> Reno, NV",30856.0,18.826113483831605,155.0,0.09456985967053082,11215.0,6.842586943258084,2989.0,1.823672971323978,44.0,0.026845637583892617,16453.0,10.038438071995119
"White Plains, NY -> Atlanta, GA",30828.0,14.128322639780018,2522.0,1.155820348304308,15289.0,7.006874427131073,3756.0,1.7213565536205315,0.0,0.0,9261.0,4.244271310724106
"Washington, DC -> Kansas City, MO",30804.0,13.39304347826087,4594.0,1.9973913043478262,11086.0,4.82,5540.0,2.408695652173913,30.0,0.013043478260869565,9554.0,4.153913043478261
"Houston, TX -> Seattle, WA",30765.0,12.54690048939641,2809.0,1.1455954323001631,6065.0,2.473491027732463,9595.0,3.913132137030995,43.0,0.017536704730831975,12253.0,4.997145187601958
"Charlotte, NC -> Wilmington, NC",30751.0,9.756027918781726,2380.0,0.7550761421319797,9469.0,3.0041243654822334,4625.0,1.4673223350253808,79.0,0.025063451776649745,14198.0,4.504441624365482
"Washington, DC -> White Plains, NY",30737.0,18.799388379204892,2554.0,1.5620795107033638,8865.0,5.422018348623853,3476.0,2.125993883792049,0.0,0.0,15842.0,9.689296636085627
"Savannah, GA -> Chicago, IL",30722.0,26.7846556233653,1614.0,1.4071490845684393,4362.0,3.802964254577158,13840.0,12.066259808195293,17.0,0.014821272885789015,10889.0,9.493461203138622
"San Francisco, CA -> Philadelphia, PA",30693.0,13.05529561888558,3.0,0.0012760527435133986,12067.0,5.132709485325393,6912.0,2.9400255210548703,88.0,0.03743088047639302,11623.0,4.943853679285411
"Orlando, FL -> Austin, TX",30689.0,18.267261904761906,1639.0,0.9755952380952381,9544.0,5.680952380952381,4028.0,2.3976190476190475,37.0,0.022023809523809525,15441.0,9.191071428571428
"Grand Rapids, MI -> Newark, NJ",30681.0,37.507334963325185,677.0,0.8276283618581907,7094.0,8.67237163814181,18219.0,22.272616136919314,0.0,0.0,4691.0,5.734718826405868
"Indianapolis, IN -> Washington, DC",30664.0,11.130308529945554,576.0,0.20907441016333939,7074.0,2.5676950998185117,7984.0,2.8980036297640654,0.0,0.0,15030.0,5.455535390199637
"Washington, DC -> New Orleans, LA",30649.0,10.340418353576249,2201.0,0.7425775978407557,6813.0,2.298582995951417,6405.0,2.1609311740890687,5.0,0.0016869095816464238,15225.0,5.136639676113361
"New Orleans, LA -> Denver, CO",30647.0,12.195384003183445,808.0,0.3215280541185834,8328.0,3.313967369677676,9462.0,3.7652208515718266,313.0,0.12455232789494627,11736.0,4.670115399920414
"Chicago, IL -> Little Rock, AR",30621.0,16.357371794871796,1995.0,1.0657051282051282,9213.0,4.921474358974359,7132.0,3.8098290598290596,0.0,0.0,12281.0,6.560363247863248
"Las Vegas, NV -> Salt Lake City, UT",30585.0,8.781223083548666,586.0,0.16824576514498996,8227.0,2.3620442147573932,4258.0,1.2225093310364628,18.0,0.00516795865633075,17496.0,5.023255813953488
"San Francisco, CA -> San Luis Obispo, CA",30541.0,20.86133879781421,5308.0,3.6256830601092895,11293.0,7.71379781420765,1893.0,1.2930327868852458,19.0,0.012978142076502733,12028.0,8.21584699453552
"Baltimore, MD -> Tampa, FL",30524.0,10.004588659455916,1342.0,0.43985578498852834,12095.0,3.9642740085217962,7022.0,2.301540478531629,118.0,0.0386758439855785,9947.0,3.260242543428384
"Denver, CO -> Santa Ana, CA",30505.0,9.213228631833283,2367.0,0.7148897614013893,9199.0,2.7783147085472666,6192.0,1.87012987012987,19.0,0.005738447598912715,12728.0,3.844155844155844
"Pittsburgh, PA -> Charlotte, NC",30429.0,9.970183486238533,255.0,0.08355176933158584,12690.0,4.157929226736567,4525.0,1.4826343381389253,6.0,0.001965923984272608,12953.0,4.244102228047182
"Valparaiso, FL -> Dallas/Fort Worth, TX",30403.0,18.41490006056935,2017.0,1.2216838279830406,8255.0,5.0,5652.0,3.4233797698364627,52.0,0.031496062992125984,14427.0,8.738340399757723
"Kansas City, MO -> Houston, TX",30385.0,11.763453348819203,3138.0,1.2148664343786295,6790.0,2.6287262872628725,8111.0,3.140147115756872,0.0,0.0,12346.0,4.7797135114208285
"San Francisco, CA -> Austin, TX",30303.0,12.218951612903226,107.0,0.04314516129032258,9088.0,3.664516129032258,5253.0,2.1181451612903226,20.0,0.008064516129032258,15835.0,6.38508064516129
"Charlotte, NC -> Las Vegas, NV",30293.0,14.871379479626903,1343.0,0.6593028964162985,10447.0,5.128620520373098,6198.0,3.0427098674521353,358.0,0.17574864997545409,11947.0,5.864997545409916
"Baton Rouge, LA -> Houston, TX",30291.0,13.204446381865736,2197.0,0.9577157802964255,5699.0,2.484306887532694,12775.0,5.568875326939843,0.0,0.0,9620.0,4.193548387096774
"Lexington, KY -> Atlanta, GA",30284.0,11.567608861726509,4274.0,1.6325439266615738,9455.0,3.6115355233002293,5062.0,1.93353705118411,0.0,0.0,11493.0,4.389992360580596
"Orlando, FL -> Raleigh/Durham, NC",30266.0,11.596168582375478,2549.0,0.9766283524904215,7943.0,3.043295019157088,3540.0,1.3563218390804597,279.0,0.10689655172413794,15955.0,6.1130268199233715
"New York, NY -> Memphis, TN",30246.0,20.645733788395905,1987.0,1.3563139931740615,5499.0,3.75358361774744,7526.0,5.137201365187713,64.0,0.04368600682593857,15170.0,10.35494880546075
"Lafayette, LA -> Houston, TX",30227.0,15.166583040642248,2139.0,1.073256397390868,4813.0,2.4149523331660814,10397.0,5.2167586552935274,57.0,0.028600100351229302,12821.0,6.433015554440542
"Savannah, GA -> Charlotte, NC",30164.0,9.922368421052632,1301.0,0.42796052631578946,8085.0,2.6595394736842106,4698.0,1.5453947368421053,5.0,0.001644736842105263,16075.0,5.287828947368421
"Dallas/Fort Worth, TX -> Lafayette, LA",30146.0,17.986873508353224,2777.0,1.6569212410501193,9735.0,5.808472553699284,3032.0,1.8090692124105012,0.0,0.0,14602.0,8.712410501193318
"Colorado Springs, CO -> Dallas/Fort Worth, TX",30129.0,17.516860465116277,1227.0,0.7133720930232558,12320.0,7.162790697674419,6828.0,3.969767441860465,5.0,0.0029069767441860465,9749.0,5.668023255813954
"Dallas, TX -> New York, NY",30098.0,17.56009334889148,765.0,0.44632438739789965,11089.0,6.469661610268378,12582.0,7.340723453908985,8.0,0.004667444574095682,5654.0,3.2987164527421236
"Houston, TX -> Kansas City, MO",30017.0,11.757540148844496,2463.0,0.9647473560517039,13047.0,5.110458284371328,3790.0,1.4845280062671367,5.0,0.0019584802193497847,10712.0,4.195848021934978
"Asheville, NC -> Charlotte, NC",30015.0,11.953405017921147,1969.0,0.7841497411389885,5734.0,2.283552369573875,4249.0,1.6921545201115094,6.0,0.0023894862604540022,18057.0,7.19115890083632
"San Francisco, CA -> Bend/Redmond, OR",29997.0,19.265895953757227,168.0,0.10789980732177264,14112.0,9.063583815028903,2068.0,1.3281952472703917,99.0,0.06358381502890173,13550.0,8.702633269107258
"Tucson, AZ -> Denver, CO",29940.0,13.306666666666667,767.0,0.3408888888888889,10687.0,4.749777777777778,8912.0,3.960888888888889,39.0,0.017333333333333333,9535.0,4.237777777777778
"Asheville, NC -> Chicago, IL",29891.0,26.08289703315881,560.0,0.4886561954624782,12052.0,10.516579406631763,6860.0,5.986038394415358,0.0,0.0,10419.0,9.091623036649215
"Dallas/Fort Worth, TX -> Jacksonville, FL",29875.0,16.334062329141606,1594.0,0.8715144887916895,11210.0,6.129032258064516,4679.0,2.558228540185894,0.0,0.0,12392.0,6.7752870420995075
"Denver, CO -> San Jose, CA",29861.0,10.866448326055313,1020.0,0.37117903930131,8600.0,3.1295487627365355,4334.0,1.5771470160116448,0.0,0.0,15907.0,5.788573508005823
"Sacramento, CA -> San Diego, CA",29843.0,4.99715338245144,211.0,0.035331547220361685,9018.0,1.5100468854655056,3585.0,0.6003014065639651,172.0,0.028801071667782986,16857.0,2.8226724715338247
"Atlanta, GA -> Mobile, AL",29838.0,12.49497487437186,5634.0,2.35929648241206,10162.0,4.255443886097153,3588.0,1.5025125628140703,0.0,0.0,10454.0,4.377721943048576
"Greer, SC -> Chicago, IL",29810.0,23.734076433121018,1286.0,1.0238853503184713,7064.0,5.624203821656051,12327.0,9.814490445859873,6.0,0.004777070063694267,9127.0,7.26671974522293
"Houston, TX -> Pensacola, FL",29807.0,14.059905660377359,2298.0,1.0839622641509434,14655.0,6.912735849056604,3633.0,1.713679245283019,78.0,0.03679245283018868,9143.0,4.312735849056604
"Las Vegas, NV -> San Jose, CA",29806.0,7.806705081194343,55.0,0.014405447878470404,10708.0,2.8046097433211106,2615.0,0.6849135673127292,17.0,0.004452592980618125,16411.0,4.298323729701415
"Phoenix, AZ -> San Jose, CA",29800.0,7.544303797468355,47.0,0.01189873417721519,11958.0,3.0273417721518987,3073.0,0.7779746835443038,35.0,0.008860759493670886,14687.0,3.718227848101266
"Abilene, TX -> Dallas/Fort Worth, TX",29773.0,13.10431338028169,5442.0,2.3952464788732395,9828.0,4.325704225352113,3990.0,1.756161971830986,28.0,0.01232394366197183,10485.0,4.61487676056338
"San Jose, CA -> Las Vegas, NV",29699.0,7.805256241787122,1117.0,0.29356110381077527,6837.0,1.7968462549277266,5206.0,1.3681997371879107,35.0,0.009198423127463863,16504.0,4.337450722733246
"Bangor, ME -> New York, NY",29693.0,22.44368858654573,651.0,0.49206349206349204,4522.0,3.417989417989418,12882.0,9.736961451247165,0.0,0.0,11638.0,8.796674225245654
"Houston, TX -> Little Rock, AR",29668.0,15.152196118488254,2954.0,1.508682328907048,11504.0,5.87538304392237,5025.0,2.566394279877426,0.0,0.0,10185.0,5.201736465781409
"Kansas City, MO -> Newark, NJ",29654.0,23.258039215686274,204.0,0.16,4045.0,3.172549019607843,19751.0,15.490980392156862,0.0,0.0,5654.0,4.434509803921569
"Dallas/Fort Worth, TX -> Raleigh/Durham, NC",29653.0,14.811688311688311,1802.0,0.9000999000999002,11236.0,5.612387612387613,4935.0,2.465034965034965,0.0,0.0,11680.0,5.834165834165834
"Atlanta, GA -> Phoenix, AZ",29580.0,8.351214003387916,559.0,0.1578204404291361,12343.0,3.484754376058724,6059.0,1.7106154714850368,25.0,0.007058159232072276,10594.0,2.9909655561829473
"Baton Rouge, LA -> Atlanta, GA",29485.0,12.943371378402107,3166.0,1.3898156277436349,10861.0,4.767778753292362,3831.0,1.6817383669885866,16.0,0.007023705004389816,11611.0,5.097014925373134
"West Palm Beach/Palm Beach, FL -> Atlanta, GA",29447.0,7.121402660217655,1355.0,0.32769044740024184,11757.0,2.8432889963724306,6579.0,1.5910519951632407,0.0,0.0,9756.0,2.3593712212817413
"Las Vegas, NV -> Charlotte, NC",29409.0,14.423246689553702,30.0,0.014713094654242276,14669.0,7.194212849435998,3427.0,1.6807258460029426,29.0,0.014222658165767533,11254.0,5.519372241294752
"Phoenix, AZ -> Albuquerque, NM",29396.0,8.382092956943257,466.0,0.13287710293698318,12212.0,3.482178500142572,1698.0,0.48417450812660395,98.0,0.027944111776447105,14922.0,4.2549187339606505
"Honolulu, HI -> San Francisco, CA",29388.0,11.439470611132737,94.0,0.03659011288439081,14031.0,5.461658232775399,3393.0,1.3207473725184897,784.0,0.30517711171662126,11086.0,4.3152977812378355
"Chicago, IL -> Aspen, CO",29385.0,34.40866510538642,1142.0,1.3372365339578454,16042.0,18.784543325526933,5294.0,6.1990632318501175,0.0,0.0,6907.0,8.087822014051522
"Houston, TX -> Birmingham, AL",29370.0,12.263048016701461,2584.0,1.0789144050104384,13775.0,5.751565762004176,2887.0,1.2054279749478078,0.0,0.0,10124.0,4.22713987473904
"Boise, ID -> Denver, CO",29363.0,12.58594084869267,783.0,0.33561937419631377,11351.0,4.865409344192027,8856.0,3.795970852978997,0.0,0.0,8373.0,3.588941277325332
"Charlotte, NC -> Asheville, NC",29322.0,11.67741935483871,2605.0,1.0374352847471127,7562.0,3.0115491835921944,3723.0,1.4826762246117084,82.0,0.0326563122262047,15350.0,6.11310234966149
"Atlanta, GA -> Dallas, TX",29315.0,8.385297482837528,1810.0,0.5177345537757437,10627.0,3.0397597254004576,6809.0,1.947654462242563,49.0,0.014016018306636156,10020.0,2.8661327231121283
"Charleston, SC -> Newark, NJ",29313.0,24.44787322768974,741.0,0.6180150125104253,3800.0,3.16930775646372,17286.0,14.417014178482068,0.0,0.0,7486.0,6.243536280233528
"El Paso, TX -> Phoenix, AZ",29306.0,10.425471362504446,420.0,0.14941302027748132,10286.0,3.6591960156527925,2915.0,1.0369975097829953,0.0,0.0,15685.0,5.5798648167911775
"Ontario, CA -> Phoenix, AZ",29254.0,7.614263404476835,832.0,0.21655387818844352,8941.0,2.327173347214992,3447.0,0.8971889640812077,0.0,0.0,16034.0,4.173347214992192
"Charleston/Dunbar, WV -> Atlanta, GA",29254.0,18.329573934837093,5571.0,3.4906015037593985,7404.0,4.639097744360902,2903.0,1.818922305764411,0.0,0.0,13376.0,8.380952380952381
"Atlanta, GA -> Greer, SC",29230.0,7.769803296119085,1324.0,0.3519404572036151,12834.0,3.411483253588517,2301.0,0.6116427432216905,0.0,0.0,12771.0,3.3947368421052633
"Seattle, WA -> Minneapolis, MN",29213.0,9.596911957950066,1783.0,0.585742444152431,11793.0,3.874178712220762,6901.0,2.2670827858081473,0.0,0.0,8736.0,2.8699080157687256
"Seattle, WA -> Washington, DC",29183.0,11.172664624808576,1852.0,0.7090352220520674,11765.0,4.504211332312404,7787.0,2.981240428790199,0.0,0.0,7779.0,2.978177641653905
"Charlotte, NC -> New Orleans, LA",29095.0,12.349320882852291,1678.0,0.7122241086587436,9174.0,3.8938879456706283,3576.0,1.5178268251273344,62.0,0.02631578947368421,14605.0,6.199066213921902
"Raleigh/Durham, NC -> Orlando, FL",29052.0,11.03380174705659,624.0,0.2369920243068743,7937.0,3.0144322066084315,5935.0,2.254082795290543,8.0,0.0030383592859855677,14548.0,5.525256361564755
"Atlanta, GA -> Asheville, NC",29046.0,11.669746886299718,4279.0,1.7191643230212936,13986.0,5.619124146243471,2690.0,1.0807553234230616,0.0,0.0,8091.0,3.250703093611892
"Portland, OR -> Chicago, IL",29019.0,11.042237442922374,2344.0,0.8919330289193302,6792.0,2.584474885844749,12677.0,4.8238203957382035,1.0,3.80517503805175E-4,7205.0,2.7416286149162863
"Atlanta, GA -> Lexington, KY",29013.0,11.086358425678258,1501.0,0.5735575085976309,13687.0,5.2300343905235005,2980.0,1.138708444784104,62.0,0.023691249522353842,10783.0,4.120366832250669
"Orlando, FL -> Indianapolis, IN",29004.0,13.55960729312763,2783.0,1.3010752688172043,8775.0,4.102384291725105,3329.0,1.5563347358578774,275.0,0.12856474988312294,13842.0,6.47124824684432
"San Juan, PR -> Boston, MA",28999.0,26.125225225225226,45.0,0.04054054054054054,9187.0,8.276576576576577,3949.0,3.5576576576576575,71.0,0.06396396396396396,15747.0,14.186486486486487
"Charlotte, NC -> Myrtle Beach, SC",28971.0,10.140357017850892,1923.0,0.6730836541827091,6961.0,2.4364718235911798,4220.0,1.4770738536926846,34.0,0.011900595029751488,15833.0,5.541827091354568
"Los Angeles, CA -> Fresno, CA",28967.0,12.217207929143822,348.0,0.14677351328553354,11258.0,4.748207507380852,1517.0,0.6398144242935471,4.0,0.001687051876845213,15840.0,6.680725432307043
"Cincinnati, OH -> Houston, TX",28945.0,16.26123595505618,3221.0,1.8095505617977528,9026.0,5.070786516853933,8688.0,4.880898876404494,0.0,0.0,8010.0,4.5
"Dallas/Fort Worth, TX -> Ontario, CA",28937.0,14.170910871694417,1813.0,0.8878550440744368,10438.0,5.111655239960823,4369.0,2.1395690499510285,0.0,0.0,12317.0,6.031831537708129
"Orlando, FL -> White Plains, NY",28922.0,24.71965811965812,941.0,0.8042735042735043,14544.0,12.430769230769231,2771.0,2.3683760683760684,0.0,0.0,10666.0,9.116239316239316
"Columbus, OH -> Newark, NJ",28914.0,20.361971830985915,162.0,0.11408450704225352,1491.0,1.05,19862.0,13.987323943661972,0.0,0.0,7399.0,5.21056338028169
"Akron, OH -> Charlotte, NC",28888.0,17.5931790499391,852.0,0.5188794153471377,13549.0,8.251522533495736,2641.0,1.6084043848964678,0.0,0.0,11846.0,7.214372716199756
"Atlanta, GA -> Montgomery, AL",28861.0,12.652783866725121,5082.0,2.22797018851381,10360.0,4.5418676019289785,1989.0,0.8719859710653223,0.0,0.0,11430.0,5.01096010521701
"Hartford, CT -> Fort Lauderdale, FL",28859.0,19.77998629198081,269.0,0.18437285812200138,9748.0,6.6812885538039755,6246.0,4.2810143934201506,8.0,0.0054832076764907475,12588.0,8.62782727895819
"Houston, TX -> Albuquerque, NM",28789.0,11.524819855884708,1925.0,0.7706164931945556,12555.0,5.026020816653323,3490.0,1.3971176941553243,46.0,0.018414731785428344,10773.0,4.312650120096077
"Santa Ana, CA -> Las Vegas, NV",28784.0,8.802446483180429,947.0,0.28960244648318045,5355.0,1.6376146788990826,6650.0,2.0336391437308867,0.0,0.0,15832.0,4.841590214067279
"Denver, CO -> Dallas, TX",28759.0,10.877080181543116,430.0,0.16263237518910742,9678.0,3.66036308623298,8067.0,3.051059001512859,0.0,0.0,10584.0,4.0030257186081695
"Chicago, IL -> Traverse City, MI",28756.0,15.239003709591945,1262.0,0.6687864334923158,10624.0,5.630100688924219,4544.0,2.408055113937467,49.0,0.025967143614202437,12277.0,6.506094329623742
"Philadelphia, PA -> Norfolk, VA",28728.0,15.412017167381974,1363.0,0.7312231759656652,6420.0,3.444206008583691,5894.0,3.162017167381974,8.0,0.004291845493562232,15043.0,8.070278969957082
"Los Angeles, CA -> San Diego, CA",28726.0,10.533920058672534,1052.0,0.38577191052438575,14017.0,5.14008067473414,3749.0,1.3747708104143748,16.0,0.005867253392005867,9892.0,3.6274294096076276
"Denver, CO -> New Orleans, LA",28717.0,11.900953170327393,1083.0,0.44881889763779526,7259.0,3.0082884376295067,7597.0,3.1483630335681725,0.0,0.0,12778.0,5.295482801491919
"Indianapolis, IN -> Atlanta, GA",28682.0,6.796682464454976,1645.0,0.38981042654028436,9261.0,2.194549763033175,8773.0,2.0789099526066352,37.0,0.008767772511848342,8966.0,2.1246445497630333
"Los Angeles, CA -> Charlotte, NC",28660.0,11.799094277480444,61.0,0.025113215314944422,13831.0,5.6941128036228905,3681.0,1.5154384520378756,131.0,0.05393165911897901,10956.0,4.510498147385755
"Chicago, IL -> Dayton, OH",28650.0,15.142706131078224,1999.0,1.056553911205074,9654.0,5.102536997885835,4998.0,2.641649048625793,0.0,0.0,11999.0,6.341966173361522
"Denver, CO -> Tampa, FL",28649.0,12.279897128161165,1233.0,0.5285040720102872,8992.0,3.854264894984998,6646.0,2.848692670381483,0.0,0.0,11778.0,5.048435490784398
"Las Vegas, NV -> Portland, OR",28647.0,8.40580985915493,79.0,0.02318075117370892,8860.0,2.5997652582159625,4665.0,1.368838028169014,26.0,0.007629107981220657,15017.0,4.406396713615023
"Charlotte, NC -> Louisville, KY",28645.0,10.688432835820896,2050.0,0.7649253731343284,8419.0,3.1414179104477613,3517.0,1.3123134328358208,101.0,0.037686567164179105,14558.0,5.432089552238806
"Santa Ana, CA -> Chicago, IL",28633.0,11.85631469979296,3383.0,1.4008281573498964,4788.0,1.982608695652174,12490.0,5.171842650103519,0.0,0.0,7972.0,3.3010351966873706
"Norfolk, VA -> Charlotte, NC",28606.0,9.736555479918312,599.0,0.20388019060585433,6042.0,2.056501021102791,5231.0,1.7804628999319265,0.0,0.0,16734.0,5.69571136827774
"Oakland, CA -> San Diego, CA",28580.0,7.107684655558319,113.0,0.028102462074110917,12315.0,3.0626709773688137,2348.0,0.5839343446903755,35.0,0.00870430241233524,13769.0,3.4242725690126834
"Dallas, TX -> Denver, CO",28556.0,10.866057838660579,1605.0,0.610730593607306,10584.0,4.027397260273973,5653.0,2.1510654490106544,5.0,0.001902587519025875,10709.0,4.074961948249619
"Detroit, MI -> Los Angeles, CA",28543.0,10.505336768494663,3325.0,1.2237762237762237,10289.0,3.7868973132131027,9775.0,3.597718071402282,1.0,3.68052999631947E-4,5153.0,1.896577107103423
"Chicago, IL -> Duluth, MN",28541.0,18.1558524173028,5150.0,3.276081424936387,8708.0,5.539440203562341,2571.0,1.6354961832061068,65.0,0.041348600508905854,12047.0,7.663486005089059
"Las Vegas, NV -> Burbank, CA",28515.0,7.319045174537988,147.0,0.03773100616016427,11088.0,2.845995893223819,3765.0,0.9663757700205339,16.0,0.004106776180698152,13499.0,3.4648357289527723
"Denver, CO -> Fargo, ND",28503.0,25.91181818181818,1716.0,1.56,14546.0,13.223636363636365,3366.0,3.06,0.0,0.0,8875.0,8.068181818181818
"San Diego, CA -> Oakland, CA",28471.0,7.077056922694506,62.0,0.015411384538901318,7494.0,1.8627889634601045,4159.0,1.033805617698235,67.0,0.0166542381307482,16689.0,4.148396718866517
"Savannah, GA -> Newark, NJ",28461.0,28.894416243654824,950.0,0.9644670050761421,4169.0,4.23248730964467,14596.0,14.818274111675127,3.0,0.003045685279187817,8743.0,8.876142131979696
"Washington, DC -> Dayton, OH",28457.0,21.3001497005988,1260.0,0.9431137724550899,8440.0,6.317365269461078,2613.0,1.9558383233532934,3.0,0.002245508982035928,16141.0,12.081586826347305
"Denver, CO -> Fort Lauderdale, FL",28433.0,13.696050096339114,604.0,0.2909441233140655,10753.0,5.179672447013488,7236.0,3.485549132947977,0.0,0.0,9840.0,4.7398843930635834
"Fort Lauderdale, FL -> Los Angeles, CA",28423.0,13.744197292069632,1127.0,0.5449709864603481,11252.0,5.44100580270793,8209.0,3.9695357833655707,14.0,0.006769825918762089,7821.0,3.7819148936170213
"Orlando, FL -> Miami, FL",28401.0,10.860803059273422,2791.0,1.067304015296367,8303.0,3.1751434034416826,3708.0,1.4179732313575526,39.0,0.01491395793499044,13560.0,5.18546845124283
"Myrtle Beach, SC -> Charlotte, NC",28350.0,9.92299614980749,1351.0,0.4728736436821841,7290.0,2.5516275813790688,4422.0,1.5477773888694435,0.0,0.0,15287.0,5.350717535876794
"Huntsville, AL -> Dallas/Fort Worth, TX",28350.0,15.767519466073415,3718.0,2.067853170189099,7246.0,4.0300333704115685,4975.0,2.766963292547275,21.0,0.01167964404894327,12390.0,6.890989988876529
"Tampa, FL -> Denver, CO",28340.0,11.847826086956522,1211.0,0.5062709030100334,8324.0,3.479933110367893,7839.0,3.277173913043478,8.0,0.0033444816053511705,10958.0,4.581103678929765
"Dallas/Fort Worth, TX -> Pensacola, FL",28225.0,16.12857142857143,1935.0,1.1057142857142856,9529.0,5.445142857142857,3809.0,2.1765714285714286,0.0,0.0,12952.0,7.401142857142857
"Nashville, TN -> Charlotte, NC",28178.0,8.113446587964296,349.0,0.10048949035416067,7826.0,2.2533832421537574,6294.0,1.8122660524042615,0.0,0.0,13709.0,3.9473078030521163
"Austin, TX -> Las Vegas, NV",28151.0,13.235072872590504,1496.0,0.7033380347907852,6825.0,3.208744710860367,6932.0,3.259050305594734,83.0,0.03902209685002351,12815.0,6.0249177244945935
"Nantucket, MA -> New York, NY",28134.0,38.592592592592595,91.0,0.12482853223593965,6866.0,9.41838134430727,5844.0,8.016460905349794,67.0,0.09190672153635117,15266.0,20.941015089163237
"Boston, MA -> Houston, TX",28123.0,12.410856134157106,1640.0,0.7237422771403353,7619.0,3.3623124448367165,7814.0,3.4483671668137688,17.0,0.007502206531332745,11033.0,4.868932038834951
"Miami, FL -> Orlando, FL",28096.0,10.740061162079511,1706.0,0.6521406727828746,12205.0,4.665519877675841,5040.0,1.926605504587156,48.0,0.01834862385321101,9097.0,3.477446483180428
"Charlotte, NC -> Jacksonville, FL",28089.0,9.93597453130527,1593.0,0.563494870887867,9948.0,3.5189246551114257,4214.0,1.4906261054120977,28.0,0.009904492394764769,12306.0,4.353024407499116
"Greensboro/High Point, NC -> Charlotte, NC",28066.0,8.85642158409593,477.0,0.15052066898075103,6437.0,2.0312401388450616,4947.0,1.5610602713789838,15.0,0.004733354370463868,16190.0,5.108867150520669
"Las Vegas, NV -> Detroit, MI",28064.0,8.377313432835821,1127.0,0.3364179104477612,10955.0,3.2701492537313435,6247.0,1.864776119402985,23.0,0.006865671641791045,9712.0,2.89910447761194
"Chicago, IL -> Santa Ana, CA",28028.0,11.605797101449275,1921.0,0.7954451345755693,8172.0,3.3838509316770184,7127.0,2.9511387163561076,26.0,0.010766045548654244,10782.0,4.464596273291925
"Dallas/Fort Worth, TX -> Sacramento, CA",27988.0,16.57075192421551,3015.0,1.7850799289520427,10818.0,6.404973357015986,3147.0,1.8632326820603908,0.0,0.0,11008.0,6.517465956187093
"New York, NY -> Fort Myers, FL",27982.0,13.963073852295409,829.0,0.41367265469061876,11342.0,5.659680638722555,7081.0,3.533433133732535,73.0,0.03642714570858283,8657.0,4.319860279441118
"Jacksonville, FL -> Fort Lauderdale, FL",27971.0,12.520590868397493,275.0,0.12309758281110117,7913.0,3.5420769919427038,2349.0,1.0514771709937332,45.0,0.020143240823634737,17389.0,7.783795881826321
"Chicago, IL -> Lexington, KY",27929.0,18.807407407407407,2211.0,1.488888888888889,9771.0,6.57979797979798,6122.0,4.122558922558922,0.0,0.0,9825.0,6.616161616161616
"Philadelphia, PA -> Dayton, OH",27890.0,19.261049723756905,1090.0,0.7527624309392266,5317.0,3.671961325966851,5678.0,3.9212707182320443,21.0,0.014502762430939226,15784.0,10.900552486187845
"Seattle, WA -> Oakland, CA",27846.0,7.935594186377886,678.0,0.19321744086634368,9461.0,2.696209746366486,3785.0,1.078654887432317,126.0,0.03590766600170989,13796.0,3.9316044457110286
"Tucson, AZ -> Dallas/Fort Worth, TX",27834.0,11.660661918726435,1902.0,0.7968160871386678,5154.0,2.1591956430666106,7594.0,3.181399245915375,0.0,0.0,13184.0,5.523250942605781
"Fargo, ND -> Denver, CO",27831.0,27.803196803196805,1259.0,1.2577422577422577,15301.0,15.285714285714286,6228.0,6.221778221778222,130.0,0.12987012987012986,4913.0,4.908091908091908
"Sacramento, CA -> Las Vegas, NV",27824.0,7.631376851343939,286.0,0.0784421283598464,5405.0,1.4824465167306637,6377.0,1.7490400438837082,12.0,0.0032912781130005485,15744.0,4.3181568842567195
"Fort Lauderdale, FL -> Hartford, CT",27780.0,19.17184265010352,1617.0,1.1159420289855073,12949.0,8.936507936507937,3665.0,2.5293305728088336,34.0,0.023464458247066944,9515.0,6.566597653554175
"Las Vegas, NV -> Reno, NV",27767.0,7.576261937244202,789.0,0.21527967257844474,9195.0,2.508867667121419,2386.0,0.6510231923601637,22.0,0.006002728512960437,15375.0,4.195088676671214
"Norfolk, VA -> Newark, NJ",27738.0,34.586034912718205,264.0,0.32917705735660846,7152.0,8.917705735660848,12959.0,16.158354114713216,0.0,0.0,7363.0,9.180798004987532
