ROUTE BETWEEN STATES,SUM OF ALL DELAYS,AVERAGE OF ALL DELAYS,MIN OF ALL DELAYS,MAX OF ALL DELAYS,SUM OF WEATHER DELAY,AVERAGE OF WEATHER DELAY,MIN OF WEATHER DELAY,MAX OF WEATHER DELAY,SUM OF CARRIER DELAY,AVERAGE OF CARRIER DELAY,MIN OF CARRIER DELAY,MAX OF CARRIER DELAY,SUM OF NAS DELAY,AVERAGE OF NAS DELAY,MIN OF NAS DELAY,MAX OF NAS DELAY,SUM OF SECURITY DELAY,AVERAGE OF SECURITY DELAY,MIN OF SECURITY DELAY,MAX OF SECURITY DELAY,SUM OF LATE AIRCRAFT DELAY,AVERAGE OF LATE AIRCRAFT DELAY,MIN OF LATE AIRCRAFT DELAY,MAX OF LATE AIRCRAFT DELAY
Nebraska -> Michigan,9663.0,10.160883280757098,0.0,895.0,1398.0,1.4700315457413249,0.0,863.0,2936.0,3.0872765509989484,0.0,462.0,1096.0,1.152471083070452,0.0,112.0,0.0,0.0,0.0,0.0,4233.0,4.451104100946372,0.0,228.0
Maryland -> Washington,9637.0,11.55515587529976,0.0,294.0,765.0,0.9172661870503597,0.0,185.0,3474.0,4.16546762589928,0.0,261.0,2762.0,3.3117505995203835,0.0,89.0,0.0,0.0,0.0,0.0,2636.0,3.160671462829736,0.0,172.0
Nebraska -> North Carolina,9559.0,9.00942507068803,0.0,494.0,290.0,0.27332704995287466,0.0,100.0,2176.0,2.050895381715363,0.0,249.0,2066.0,1.947219604147031,0.0,155.0,8.0,0.007540056550424128,0.0,8.0,5019.0,4.730442978322338,0.0,490.0
Oklahoma -> Nevada,9539.0,7.055473372781065,0.0,373.0,341.0,0.2522189349112426,0.0,62.0,2088.0,1.544378698224852,0.0,373.0,1904.0,1.4082840236686391,0.0,160.0,36.0,0.026627218934911243,0.0,31.0,5170.0,3.82396449704142,0.0,299.0
Georgia -> Puerto Rico,9501.0,6.570539419087137,0.0,986.0,492.0,0.34024896265560167,0.0,128.0,4753.0,3.2869986168741354,0.0,981.0,2413.0,1.6687413554633472,0.0,88.0,0.0,0.0,0.0,0.0,1843.0,1.2745504840940525,0.0,136.0
Massachusetts -> Oregon,9483.0,11.988621997471554,0.0,552.0,585.0,0.7395701643489254,0.0,139.0,2431.0,3.0733249051833123,0.0,203.0,1924.0,2.43236409608091,0.0,104.0,0.0,0.0,0.0,0.0,4543.0,5.743362831858407,0.0,552.0
Nebraska -> California,9476.0,7.4263322884012535,0.0,466.0,1005.0,0.7876175548589341,0.0,466.0,3595.0,2.8173981191222572,0.0,377.0,3217.0,2.5211598746081503,0.0,337.0,0.0,0.0,0.0,0.0,1659.0,1.3001567398119123,0.0,161.0
Minnesota -> Oregon,9398.0,5.554373522458629,0.0,339.0,557.0,0.32919621749408984,0.0,154.0,3667.0,2.16725768321513,0.0,191.0,1581.0,0.9343971631205674,0.0,136.0,16.0,0.009456264775413711,0.0,16.0,3577.0,2.1140661938534278,0.0,292.0
Minnesota -> Kansas,9389.0,9.33300198807157,0.0,984.0,2285.0,2.271371769383698,0.0,984.0,2898.0,2.8807157057654074,0.0,833.0,1421.0,1.4125248508946322,0.0,120.0,0.0,0.0,0.0,0.0,2785.0,2.768389662027833,0.0,170.0
Maine -> Florida,9381.0,13.138655462184873,0.0,810.0,241.0,0.33753501400560226,0.0,89.0,1987.0,2.7829131652661063,0.0,810.0,2246.0,3.145658263305322,0.0,242.0,0.0,0.0,0.0,0.0,4907.0,6.872549019607843,0.0,307.0
Florida -> Iowa,9372.0,10.390243902439025,0.0,479.0,1887.0,2.0920177383592016,0.0,323.0,3558.0,3.9445676274944566,0.0,339.0,1274.0,1.4124168514412416,0.0,78.0,0.0,0.0,0.0,0.0,2653.0,2.9412416851441243,0.0,249.0
Nevada -> Oklahoma,9265.0,6.873145400593472,0.0,308.0,91.0,0.06750741839762611,0.0,55.0,4017.0,2.9799703264094957,0.0,308.0,857.0,0.6357566765578635,0.0,46.0,0.0,0.0,0.0,0.0,4300.0,3.1899109792284865,0.0,202.0
Ohio -> Missouri,9255.0,6.045068582625735,0.0,539.0,226.0,0.14761593729588504,0.0,84.0,2614.0,1.7073807968647943,0.0,539.0,1291.0,0.8432397126061397,0.0,60.0,27.0,0.017635532331809273,0.0,27.0,5097.0,3.3291966035271066,0.0,165.0
Kansas -> Georgia,9250.0,8.980582524271844,0.0,722.0,401.0,0.38932038834951455,0.0,96.0,5348.0,5.192233009708738,0.0,722.0,1385.0,1.3446601941747574,0.0,90.0,0.0,0.0,0.0,0.0,2116.0,2.0543689320388347,0.0,230.0
Louisiana -> Missouri,9248.0,8.034752389226758,0.0,358.0,312.0,0.2710686359687228,0.0,115.0,3834.0,3.3310165073848825,0.0,358.0,656.0,0.5699391833188532,0.0,109.0,82.0,0.07124239791485665,0.0,30.0,4364.0,3.791485664639444,0.0,242.0
Hawaii -> Colorado,9187.0,6.2158322056833555,0.0,1175.0,811.0,0.5487144790257105,0.0,803.0,3136.0,2.121786197564276,0.0,216.0,2084.0,1.4100135317997293,0.0,81.0,0.0,0.0,0.0,0.0,3156.0,2.1353179972936402,0.0,1129.0
New Jersey -> Oklahoma,9184.0,32.56737588652482,0.0,596.0,392.0,1.3900709219858156,0.0,355.0,1286.0,4.560283687943262,0.0,108.0,1880.0,6.666666666666667,0.0,148.0,28.0,0.09929078014184398,0.0,28.0,5598.0,19.851063829787233,0.0,240.0
Montana -> New Jersey,9180.0,46.598984771573605,0.0,313.0,24.0,0.1218274111675127,0.0,14.0,830.0,4.213197969543147,0.0,263.0,6609.0,33.54822335025381,0.0,313.0,0.0,0.0,0.0,0.0,1717.0,8.715736040609137,0.0,151.0
Arizona -> Maryland,9155.0,6.716801173881144,0.0,294.0,46.0,0.03374908290535583,0.0,22.0,4471.0,3.28026412325752,0.0,292.0,1613.0,1.1834189288334556,0.0,57.0,42.0,0.030814380044020543,0.0,19.0,2983.0,2.1885546588407925,0.0,211.0
Missouri -> Wisconsin,9148.0,7.579121789560895,0.0,335.0,168.0,0.1391880695940348,0.0,130.0,2762.0,2.288318144159072,0.0,299.0,651.0,0.5393537696768849,0.0,74.0,0.0,0.0,0.0,0.0,5567.0,4.612261806130903,0.0,327.0
Maine -> Georgia,9098.0,13.890076335877863,0.0,632.0,579.0,0.8839694656488549,0.0,274.0,6562.0,10.018320610687024,0.0,632.0,834.0,1.2732824427480915,0.0,58.0,0.0,0.0,0.0,0.0,1123.0,1.714503816793893,0.0,267.0
Maryland -> Pennsylvania,9097.0,7.93804537521815,0.0,262.0,375.0,0.32722513089005234,0.0,78.0,3437.0,2.99912739965096,0.0,178.0,1086.0,0.9476439790575916,0.0,136.0,0.0,0.0,0.0,0.0,4199.0,3.6640488656195465,0.0,230.0
Rhode Island -> Michigan,9094.0,9.308085977482088,0.0,544.0,506.0,0.5179119754350051,0.0,120.0,3178.0,3.2528147389969293,0.0,512.0,1095.0,1.1207778915046058,0.0,197.0,6.0,0.006141248720573183,0.0,6.0,4309.0,4.4104401228249746,0.0,544.0
Michigan -> Rhode Island,8951.0,9.15235173824131,0.0,566.0,892.0,0.9120654396728016,0.0,154.0,4767.0,4.874233128834356,0.0,529.0,667.0,0.6820040899795501,0.0,40.0,692.0,0.7075664621676891,0.0,475.0,1933.0,1.9764826175869121,0.0,119.0
Michigan -> Oklahoma,8928.0,17.335922330097087,0.0,743.0,1338.0,2.5980582524271845,0.0,714.0,3144.0,6.104854368932039,0.0,191.0,967.0,1.8776699029126214,0.0,142.0,0.0,0.0,0.0,0.0,3479.0,6.755339805825242,0.0,236.0
Arizona -> Montana,8889.0,14.989881956155143,0.0,271.0,358.0,0.6037099494097807,0.0,57.0,3588.0,6.050590219224283,0.0,233.0,1868.0,3.1500843170320403,0.0,182.0,25.0,0.04215851602023609,0.0,25.0,3050.0,5.143338954468803,0.0,253.0
Maryland -> Maine,8888.0,6.9383294301327085,0.0,295.0,502.0,0.3918813427010148,0.0,156.0,4097.0,3.198282591725215,0.0,224.0,852.0,0.6651053864168618,0.0,145.0,91.0,0.07103825136612021,0.0,50.0,3346.0,2.612021857923497,0.0,161.0
Maine -> North Carolina,8853.0,7.997289972899729,0.0,450.0,448.0,0.4046973803071364,0.0,298.0,2221.0,2.006323396567299,0.0,260.0,2634.0,2.3794037940379402,0.0,327.0,0.0,0.0,0.0,0.0,3550.0,3.2068654019873533,0.0,314.0
West Virginia -> Florida,8851.0,15.58274647887324,0.0,735.0,366.0,0.6443661971830986,0.0,75.0,2938.0,5.172535211267606,0.0,732.0,839.0,1.477112676056338,0.0,161.0,17.0,0.02992957746478873,0.0,17.0,4691.0,8.258802816901408,0.0,346.0
Maryland -> Indiana,8791.0,7.849107142857143,0.0,258.0,626.0,0.5589285714285714,0.0,249.0,4148.0,3.7035714285714287,0.0,258.0,836.0,0.7464285714285714,0.0,89.0,0.0,0.0,0.0,0.0,3181.0,2.8401785714285714,0.0,248.0
South Dakota -> Utah,8728.0,17.703853955375255,0.0,1186.0,1308.0,2.6531440162271807,0.0,869.0,2703.0,5.482758620689655,0.0,1099.0,560.0,1.1359026369168357,0.0,87.0,0.0,0.0,0.0,0.0,4157.0,8.432048681541582,0.0,557.0
Puerto Rico -> Maryland,8668.0,9.124210526315789,0.0,971.0,15.0,0.015789473684210527,0.0,13.0,2948.0,3.103157894736842,0.0,392.0,2276.0,2.3957894736842107,0.0,709.0,8.0,0.008421052631578947,0.0,8.0,3421.0,3.6010526315789475,0.0,288.0
Virginia -> Maryland,8549.0,5.54050550874919,0.0,331.0,760.0,0.49254698639014904,0.0,313.0,1875.0,1.2151652624756968,0.0,160.0,950.0,0.6156837329876863,0.0,125.0,0.0,0.0,0.0,0.0,4964.0,3.217109526895658,0.0,227.0
North Carolina -> Vermont,8502.0,11.336,0.0,286.0,1068.0,1.424,0.0,284.0,1672.0,2.2293333333333334,0.0,98.0,1100.0,1.4666666666666666,0.0,89.0,1.0,0.0013333333333333333,0.0,1.0,4661.0,6.214666666666667,0.0,275.0
Virginia -> Utah,8474.0,12.610119047619047,0.0,931.0,347.0,0.5163690476190477,0.0,110.0,2706.0,4.026785714285714,0.0,836.0,1544.0,2.2976190476190474,0.0,125.0,0.0,0.0,0.0,0.0,3877.0,5.769345238095238,0.0,931.0
Maryland -> Wisconsin,8368.0,8.547497446373852,0.0,383.0,499.0,0.5097037793667007,0.0,184.0,2714.0,2.7722165474974463,0.0,191.0,943.0,0.9632277834525026,0.0,80.0,0.0,0.0,0.0,0.0,4212.0,4.302349336057201,0.0,326.0
Tennessee -> Washington,8257.0,8.425510204081633,0.0,432.0,519.0,0.5295918367346939,0.0,164.0,2214.0,2.259183673469388,0.0,407.0,2635.0,2.688775510204082,0.0,103.0,0.0,0.0,0.0,0.0,2889.0,2.9479591836734693,0.0,432.0
Oklahoma -> Michigan,8238.0,15.996116504854369,0.0,810.0,864.0,1.6776699029126214,0.0,256.0,5842.0,11.34368932038835,0.0,785.0,279.0,0.541747572815534,0.0,47.0,0.0,0.0,0.0,0.0,1253.0,2.433009708737864,0.0,172.0
Montana -> Nevada,8186.0,14.617857142857142,0.0,1478.0,794.0,1.417857142857143,0.0,178.0,3364.0,6.007142857142857,0.0,1450.0,1511.0,2.6982142857142857,0.0,157.0,0.0,0.0,0.0,0.0,2517.0,4.494642857142857,0.0,182.0
North Dakota -> Nevada,8183.0,13.729865771812081,0.0,322.0,997.0,1.6728187919463087,0.0,322.0,2449.0,4.109060402684563,0.0,272.0,1685.0,2.827181208053691,0.0,143.0,95.0,0.1593959731543624,0.0,48.0,2957.0,4.9614093959731544,0.0,247.0
Missouri -> Nebraska,8115.0,8.426791277258568,0.0,265.0,124.0,0.12876427829698858,0.0,101.0,2384.0,2.4755970924195223,0.0,98.0,596.0,0.6188992731048806,0.0,78.0,0.0,0.0,0.0,0.0,5011.0,5.203530633437175,0.0,265.0
Maine -> Maryland,8011.0,6.2537080405932866,0.0,430.0,47.0,0.03669008587041374,0.0,32.0,2881.0,2.249024199843872,0.0,423.0,1855.0,1.4480874316939891,0.0,220.0,17.0,0.01327088212334114,0.0,17.0,3211.0,2.5066354410616705,0.0,132.0
Puerto Rico -> North Carolina,7885.0,9.746600741656366,0.0,1154.0,32.0,0.03955500618046971,0.0,25.0,2649.0,3.2744128553770087,0.0,1154.0,1536.0,1.8986402966625464,0.0,103.0,5.0,0.006180469715698393,0.0,4.0,3663.0,4.527812113720643,0.0,214.0
Alabama -> Michigan,7881.0,7.673807205452775,0.0,492.0,101.0,0.09834469328140215,0.0,38.0,4538.0,4.418695228821811,0.0,492.0,1009.0,0.9824732229795521,0.0,111.0,0.0,0.0,0.0,0.0,2233.0,2.1742940603700096,0.0,213.0
Wisconsin -> Missouri,7880.0,6.234177215189874,0.0,226.0,193.0,0.15268987341772153,0.0,153.0,1519.0,1.201740506329114,0.0,86.0,1780.0,1.4082278481012658,0.0,142.0,19.0,0.015031645569620253,0.0,19.0,4369.0,3.456487341772152,0.0,226.0
North Carolina -> Utah,7878.0,7.769230769230769,0.0,300.0,268.0,0.26429980276134124,0.0,114.0,3928.0,3.873767258382643,0.0,300.0,1016.0,1.0019723865877712,0.0,58.0,70.0,0.06903353057199212,0.0,47.0,2596.0,2.560157790927022,0.0,124.0
Virginia -> Iowa,7876.0,13.989342806394315,0.0,541.0,478.0,0.8490230905861457,0.0,220.0,2067.0,3.6714031971580816,0.0,541.0,1351.0,2.399644760213144,0.0,78.0,18.0,0.03197158081705151,0.0,18.0,3962.0,7.037300177619893,0.0,260.0
Utah -> North Carolina,7840.0,7.739387956564659,0.0,810.0,33.0,0.03257650542941757,0.0,21.0,4049.0,3.9970384995064165,0.0,770.0,794.0,0.7838104639684107,0.0,91.0,5.0,0.004935834155972359,0.0,5.0,2959.0,2.9210266535044425,0.0,672.0
New York -> Hawaii,7820.0,20.85333333333333,0.0,1507.0,19.0,0.050666666666666665,0.0,17.0,6444.0,17.184,0.0,1507.0,155.0,0.41333333333333333,0.0,121.0,0.0,0.0,0.0,0.0,1202.0,3.2053333333333334,0.0,247.0
Arkansas -> Florida,7757.0,15.99381443298969,0.0,661.0,503.0,1.0371134020618558,0.0,124.0,2003.0,4.129896907216495,0.0,399.0,742.0,1.5298969072164947,0.0,39.0,0.0,0.0,0.0,0.0,4509.0,9.296907216494846,0.0,658.0
Ohio -> Washington,7689.0,20.613941018766756,0.0,347.0,119.0,0.3190348525469169,0.0,62.0,2058.0,5.517426273458445,0.0,289.0,2066.0,5.538873994638069,0.0,105.0,0.0,0.0,0.0,0.0,3446.0,9.238605898123325,0.0,342.0
Ohio -> Tennessee,7671.0,4.703249540159411,0.0,241.0,198.0,0.1213979153893317,0.0,161.0,2601.0,1.5947271612507663,0.0,216.0,1122.0,0.6879215205395462,0.0,53.0,18.0,0.011036174126302882,0.0,18.0,3732.0,2.288166768853464,0.0,186.0
Indiana -> Maryland,7649.0,6.835567470956211,0.0,382.0,339.0,0.30294906166219837,0.0,196.0,2779.0,2.483467381590706,0.0,279.0,1566.0,1.3994638069705094,0.0,308.0,0.0,0.0,0.0,0.0,2965.0,2.649687220732797,0.0,372.0
Minnesota -> Idaho,7619.0,10.21313672922252,0.0,360.0,926.0,1.2412868632707774,0.0,238.0,3219.0,4.315013404825737,0.0,228.0,1342.0,1.7989276139410189,0.0,131.0,0.0,0.0,0.0,0.0,2132.0,2.8579088471849867,0.0,276.0
New Mexico -> New York,7607.0,25.441471571906355,0.0,1357.0,0.0,0.0,0.0,0.0,3305.0,11.053511705685619,0.0,1287.0,267.0,0.8929765886287625,0.0,51.0,0.0,0.0,0.0,0.0,4035.0,13.494983277591974,0.0,198.0
Utah -> Hawaii,7516.0,17.937947494033413,0.0,986.0,196.0,0.4677804295942721,0.0,82.0,5053.0,12.059665871121718,0.0,986.0,1104.0,2.6348448687350836,0.0,68.0,0.0,0.0,0.0,0.0,1163.0,2.775656324582339,0.0,338.0
Hawaii -> Nevada,7435.0,7.602249488752556,0.0,243.0,0.0,0.0,0.0,0.0,6052.0,6.188139059304704,0.0,183.0,15.0,0.015337423312883436,0.0,14.0,489.0,0.5,0.0,243.0,879.0,0.8987730061349694,0.0,145.0
Oklahoma -> Missouri,7428.0,5.490022172949002,0.0,267.0,228.0,0.16851441241685144,0.0,66.0,1863.0,1.376940133037694,0.0,266.0,1146.0,0.8470066518847007,0.0,172.0,8.0,0.005912786400591279,0.0,8.0,4183.0,3.091648189209165,0.0,267.0
Nevada -> Idaho,7415.0,7.9389721627409,0.0,465.0,71.0,0.07601713062098502,0.0,71.0,2946.0,3.154175588865096,0.0,331.0,793.0,0.8490364025695931,0.0,175.0,3.0,0.0032119914346895075,0.0,3.0,3602.0,3.856531049250535,0.0,213.0
Georgia -> Rhode Island,7390.0,6.906542056074766,0.0,549.0,600.0,0.5607476635514018,0.0,389.0,4397.0,4.109345794392524,0.0,549.0,1098.0,1.0261682242990655,0.0,310.0,15.0,0.014018691588785047,0.0,15.0,1280.0,1.1962616822429906,0.0,144.0
Oregon -> Minnesota,7387.0,4.3710059171597635,0.0,508.0,199.0,0.11775147928994083,0.0,92.0,2115.0,1.2514792899408285,0.0,236.0,2420.0,1.4319526627218935,0.0,299.0,0.0,0.0,0.0,0.0,2653.0,1.5698224852071005,0.0,508.0
Oklahoma -> California,7387.0,13.705009276437847,0.0,624.0,1004.0,1.862708719851577,0.0,216.0,3780.0,7.012987012987013,0.0,579.0,1235.0,2.2912801484230054,0.0,127.0,0.0,0.0,0.0,0.0,1368.0,2.538033395176252,0.0,544.0
California -> Wisconsin,7276.0,6.584615384615384,0.0,296.0,0.0,0.0,0.0,0.0,2352.0,2.1285067873303167,0.0,176.0,1468.0,1.3285067873303167,0.0,133.0,0.0,0.0,0.0,0.0,3456.0,3.127601809954751,0.0,293.0
South Dakota -> South Dakota,7232.0,24.026578073089702,0.0,867.0,2391.0,7.943521594684386,0.0,867.0,3053.0,10.142857142857142,0.0,698.0,685.0,2.2757475083056478,0.0,139.0,0.0,0.0,0.0,0.0,1103.0,3.664451827242525,0.0,677.0
Alaska -> Illinois,7225.0,9.829931972789115,0.0,295.0,0.0,0.0,0.0,0.0,1375.0,1.870748299319728,0.0,285.0,2010.0,2.7346938775510203,0.0,87.0,0.0,0.0,0.0,0.0,3840.0,5.224489795918367,0.0,271.0
Idaho -> Nevada,7224.0,7.701492537313433,0.0,466.0,233.0,0.2484008528784648,0.0,114.0,2573.0,2.7430703624733477,0.0,359.0,1411.0,1.504264392324094,0.0,149.0,0.0,0.0,0.0,0.0,3007.0,3.2057569296375266,0.0,263.0
Virginia -> Puerto Rico,7188.0,10.809022556390978,0.0,562.0,53.0,0.07969924812030076,0.0,22.0,4614.0,6.938345864661654,0.0,562.0,2061.0,3.099248120300752,0.0,259.0,0.0,0.0,0.0,0.0,460.0,0.6917293233082706,0.0,128.0
Alaska -> Colorado,7169.0,13.106032906764169,0.0,1043.0,7.0,0.012797074954296161,0.0,6.0,3057.0,5.588665447897624,0.0,1014.0,740.0,1.352833638025594,0.0,66.0,0.0,0.0,0.0,0.0,3365.0,6.151736745886654,0.0,209.0
Utah -> Michigan,7123.0,4.822613405551794,0.0,328.0,728.0,0.4928909952606635,0.0,171.0,3142.0,2.1272850372376437,0.0,328.0,1953.0,1.3222748815165877,0.0,256.0,0.0,0.0,0.0,0.0,1300.0,0.8801624915368991,0.0,217.0
Louisiana -> Arizona,7090.0,16.22425629290618,0.0,286.0,45.0,0.10297482837528604,0.0,45.0,1871.0,4.281464530892449,0.0,272.0,1230.0,2.814645308924485,0.0,83.0,0.0,0.0,0.0,0.0,3944.0,9.025171624713959,0.0,186.0
Colorado -> Alaska,7068.0,12.921389396709323,0.0,230.0,871.0,1.5923217550274222,0.0,185.0,1872.0,3.422303473491773,0.0,164.0,1831.0,3.3473491773308957,0.0,98.0,0.0,0.0,0.0,0.0,2494.0,4.559414990859232,0.0,125.0
Virginia -> Nebraska,7049.0,10.827956989247312,0.0,309.0,246.0,0.3778801843317972,0.0,105.0,2964.0,4.552995391705069,0.0,180.0,1312.0,2.0153609831029184,0.0,62.0,0.0,0.0,0.0,0.0,2527.0,3.881720430107527,0.0,295.0
Washington -> New Mexico,6957.0,12.603260869565217,0.0,318.0,48.0,0.08695652173913043,0.0,30.0,3208.0,5.811594202898551,0.0,237.0,981.0,1.7771739130434783,0.0,89.0,0.0,0.0,0.0,0.0,2720.0,4.927536231884058,0.0,318.0
Florida -> Maine,6908.0,9.675070028011204,0.0,308.0,458.0,0.6414565826330533,0.0,135.0,2832.0,3.966386554621849,0.0,307.0,1091.0,1.5280112044817926,0.0,198.0,0.0,0.0,0.0,0.0,2527.0,3.5392156862745097,0.0,278.0
Pennsylvania -> Vermont,6880.0,12.647058823529411,0.0,546.0,121.0,0.22242647058823528,0.0,94.0,862.0,1.5845588235294117,0.0,223.0,1846.0,3.3933823529411766,0.0,121.0,0.0,0.0,0.0,0.0,4051.0,7.446691176470588,0.0,323.0
Wisconsin -> Utah,6794.0,12.443223443223443,0.0,915.0,483.0,0.8846153846153846,0.0,351.0,1723.0,3.1556776556776556,0.0,913.0,913.0,1.6721611721611722,0.0,61.0,0.0,0.0,0.0,0.0,3675.0,6.730769230769231,0.0,259.0
Illinois -> Puerto Rico,6748.0,7.1710945802337935,0.0,218.0,1181.0,1.255047821466525,0.0,141.0,2803.0,2.97874601487779,0.0,218.0,1536.0,1.6323060573857597,0.0,110.0,0.0,0.0,0.0,0.0,1228.0,1.3049946865037194,0.0,122.0
Puerto Rico -> Georgia,6735.0,4.657676348547718,0.0,506.0,0.0,0.0,0.0,0.0,1824.0,1.2614107883817427,0.0,179.0,1427.0,0.9868603042876902,0.0,73.0,0.0,0.0,0.0,0.0,3484.0,2.409405255878285,0.0,506.0
Arkansas -> Minnesota,6558.0,11.967153284671532,0.0,476.0,708.0,1.2919708029197081,0.0,163.0,2099.0,3.8302919708029197,0.0,476.0,1037.0,1.8923357664233578,0.0,173.0,0.0,0.0,0.0,0.0,2714.0,4.952554744525547,0.0,321.0
Washington -> Maryland,6545.0,8.070283600493218,0.0,273.0,302.0,0.3723797780517879,0.0,114.0,2419.0,2.9827373612823673,0.0,273.0,2141.0,2.6399506781750923,0.0,111.0,0.0,0.0,0.0,0.0,1683.0,2.0752157829839706,0.0,165.0
Florida -> Arkansas,6535.0,13.474226804123711,0.0,658.0,1097.0,2.2618556701030927,0.0,658.0,2313.0,4.7690721649484535,0.0,458.0,1021.0,2.105154639175258,0.0,51.0,10.0,0.020618556701030927,0.0,10.0,2094.0,4.317525773195876,0.0,223.0
North Carolina -> Puerto Rico,6513.0,8.040740740740741,0.0,224.0,78.0,0.0962962962962963,0.0,41.0,2589.0,3.196296296296296,0.0,218.0,1934.0,2.387654320987654,0.0,88.0,28.0,0.0345679012345679,0.0,23.0,1884.0,2.325925925925926,0.0,214.0
Georgia -> Maine,6462.0,9.865648854961831,0.0,615.0,243.0,0.3709923664122137,0.0,163.0,2919.0,4.456488549618321,0.0,615.0,1732.0,2.644274809160305,0.0,106.0,44.0,0.06717557251908397,0.0,44.0,1524.0,2.3267175572519085,0.0,265.0
Missouri -> Indiana,6458.0,10.234548335974644,0.0,215.0,38.0,0.060221870047543584,0.0,38.0,1294.0,2.050713153724247,0.0,161.0,432.0,0.6846275752773375,0.0,39.0,0.0,0.0,0.0,0.0,4694.0,7.438985736925515,0.0,206.0
Ohio -> South Carolina,6428.0,11.903703703703703,0.0,470.0,210.0,0.3888888888888889,0.0,92.0,1266.0,2.3444444444444446,0.0,168.0,1336.0,2.474074074074074,0.0,180.0,0.0,0.0,0.0,0.0,3616.0,6.696296296296296,0.0,343.0
Indiana -> Washington,6405.0,9.488888888888889,0.0,393.0,325.0,0.48148148148148145,0.0,79.0,1725.0,2.5555555555555554,0.0,264.0,1375.0,2.037037037037037,0.0,73.0,0.0,0.0,0.0,0.0,2980.0,4.4148148148148145,0.0,383.0
Vermont -> Georgia,6401.0,14.92074592074592,0.0,997.0,135.0,0.3146853146853147,0.0,30.0,3532.0,8.233100233100233,0.0,879.0,1054.0,2.456876456876457,0.0,149.0,0.0,0.0,0.0,0.0,1680.0,3.9160839160839163,0.0,274.0
Hawaii -> Utah,6348.0,15.15035799522673,0.0,1157.0,0.0,0.0,0.0,0.0,5085.0,12.136038186157517,0.0,1157.0,351.0,0.837708830548926,0.0,35.0,0.0,0.0,0.0,0.0,912.0,2.1766109785202863,0.0,397.0
Vermont -> Pennsylvania,6345.0,11.663602941176471,0.0,301.0,96.0,0.17647058823529413,0.0,32.0,1098.0,2.0183823529411766,0.0,301.0,2755.0,5.064338235294118,0.0,156.0,3.0,0.0055147058823529415,0.0,3.0,2393.0,4.398897058823529,0.0,230.0
Iowa -> Pennsylvania,6287.0,10.566386554621849,0.0,631.0,168.0,0.2823529411764706,0.0,114.0,2693.0,4.526050420168067,0.0,631.0,2069.0,3.477310924369748,0.0,234.0,16.0,0.02689075630252101,0.0,15.0,1341.0,2.253781512605042,0.0,536.0
Georgia -> Oregon,6255.0,4.871495327102804,0.0,240.0,359.0,0.279595015576324,0.0,93.0,3215.0,2.5038940809968846,0.0,193.0,990.0,0.7710280373831776,0.0,45.0,0.0,0.0,0.0,0.0,1691.0,1.3169781931464175,0.0,162.0
Washington -> Ohio,6212.0,16.654155495978554,0.0,347.0,145.0,0.38873994638069703,0.0,84.0,2487.0,6.6675603217158175,0.0,347.0,1478.0,3.962466487935657,0.0,50.0,0.0,0.0,0.0,0.0,2102.0,5.6353887399463805,0.0,169.0
Arkansas -> California,6170.0,15.861182519280206,0.0,534.0,1081.0,2.7789203084832903,0.0,453.0,3513.0,9.030848329048844,0.0,534.0,1120.0,2.879177377892031,0.0,179.0,7.0,0.017994858611825194,0.0,7.0,449.0,1.154241645244216,0.0,162.0
Missouri -> Kansas,6097.0,8.992625368731563,0.0,183.0,129.0,0.1902654867256637,0.0,42.0,2627.0,3.8746312684365782,0.0,172.0,576.0,0.8495575221238938,0.0,109.0,0.0,0.0,0.0,0.0,2765.0,4.078171091445427,0.0,176.0
Nebraska -> Virginia,6052.0,9.296466973886329,0.0,343.0,4.0,0.006144393241167435,0.0,4.0,2394.0,3.6774193548387095,0.0,337.0,1819.0,2.794162826420891,0.0,182.0,0.0,0.0,0.0,0.0,1835.0,2.8187403993855606,0.0,142.0
New Mexico -> Washington,6048.0,10.936708860759493,0.0,510.0,23.0,0.04159132007233273,0.0,23.0,2407.0,4.352622061482821,0.0,271.0,1538.0,2.7811934900542497,0.0,178.0,0.0,0.0,0.0,0.0,2080.0,3.7613019891500903,0.0,505.0
Nebraska -> Missouri,6047.0,6.544372294372295,0.0,355.0,228.0,0.24675324675324675,0.0,83.0,2155.0,2.3322510822510822,0.0,331.0,665.0,0.7196969696969697,0.0,42.0,63.0,0.06818181818181818,0.0,63.0,2936.0,3.1774891774891776,0.0,272.0
Maryland -> Utah,6031.0,6.642070484581498,0.0,340.0,307.0,0.3381057268722467,0.0,166.0,2963.0,3.263215859030837,0.0,222.0,1449.0,1.5958149779735682,0.0,105.0,31.0,0.034140969162995596,0.0,19.0,1281.0,1.4107929515418502,0.0,178.0
Louisiana -> Washington,5985.0,10.481611208406305,0.0,440.0,0.0,0.0,0.0,0.0,2236.0,3.915936952714536,0.0,256.0,1984.0,3.4746059544658494,0.0,314.0,48.0,0.0840630472854641,0.0,28.0,1717.0,3.0070052539404553,0.0,419.0
California -> Oklahoma,5923.0,11.050373134328359,0.0,584.0,178.0,0.332089552238806,0.0,127.0,2403.0,4.483208955223881,0.0,584.0,497.0,0.9272388059701493,0.0,80.0,0.0,0.0,0.0,0.0,2845.0,5.307835820895522,0.0,391.0
