ORIGIN,SUM OF ALL DELAYS,AVERAGE OF ALL DELAYS,MIN OF ALL DELAYS,MAX OF ALL DELAYS,SUM OF WEATHER DELAY,AVERAGE OF WEATHER DELAY,MIN OF WEATHER DELAY,MAX OF WEATHER DELAY,SUM OF CARRIER DELAY,AVERAGE OF CARRIER DELAY,MIN OF CARRIER DELAY,MAX OF CARRIER DELAY,SUM OF NAS DELAY,AVERAGE OF NAS DELAY,MIN OF NAS DELAY,MAX OF NAS DELAY,SUM OF SECURITY DELAY,AVERAGE OF SECURITY DELAY,MIN OF SECURITY DELAY,MAX OF SECURITY DELAY,SUM OF LATE AIRCRAFT DELAY,AVERAGE OF LATE AIRCRAFT DELAY,MIN OF LATE AIRCRAFT DELAY,MAX OF LATE AIRCRAFT DELAY
OTZ,3942.0,5.475,0.0,644.0,255.0,0.3541666666666667,0.0,62.0,579.0,0.8041666666666667,0.0,95.0,464.0,0.6444444444444445,0.0,56.0,0.0,0.0,0.0,0.0,2644.0,3.672222222222222,0.0,641.0
BKG,3879.0,16.792207792207794,0.0,230.0,0.0,0.0,0.0,0.0,458.0,1.9826839826839826,0.0,182.0,1647.0,7.12987012987013,0.0,204.0,0.0,0.0,0.0,0.0,1774.0,7.67965367965368,0.0,230.0
ADQ,3796.0,5.921996879875195,0.0,189.0,128.0,0.1996879875195008,0.0,66.0,885.0,1.3806552262090483,0.0,106.0,424.0,0.6614664586583463,0.0,37.0,72.0,0.11232449297971919,0.0,30.0,2287.0,3.56786271450858,0.0,180.0
SCC,3781.0,3.826923076923077,0.0,354.0,109.0,0.11032388663967611,0.0,31.0,158.0,0.15991902834008098,0.0,37.0,497.0,0.5030364372469636,0.0,61.0,15.0,0.015182186234817813,0.0,12.0,3002.0,3.0384615384615383,0.0,354.0
GUM,3608.0,4.300357568533969,0.0,377.0,139.0,0.16567342073897498,0.0,41.0,1994.0,2.3766388557806915,0.0,146.0,654.0,0.7794994040524433,0.0,55.0,0.0,0.0,0.0,0.0,821.0,0.9785458879618594,0.0,377.0
ART,3415.0,13.938775510204081,0.0,419.0,310.0,1.2653061224489797,0.0,178.0,1232.0,5.0285714285714285,0.0,251.0,378.0,1.542857142857143,0.0,83.0,16.0,0.0653061224489796,0.0,16.0,1479.0,6.036734693877551,0.0,412.0
SPN,3334.0,7.04862579281184,0.0,1391.0,13.0,0.02748414376321353,0.0,13.0,1766.0,3.733615221987315,0.0,1382.0,224.0,0.47357293868921774,0.0,44.0,0.0,0.0,0.0,0.0,1331.0,2.813953488372093,0.0,144.0
STC,2937.0,21.595588235294116,0.0,981.0,301.0,2.213235294117647,0.0,163.0,1654.0,12.161764705882353,0.0,981.0,202.0,1.4852941176470589,0.0,40.0,22.0,0.16176470588235295,0.0,15.0,758.0,5.573529411764706,0.0,308.0
BFM,2605.0,16.4873417721519,0.0,254.0,0.0,0.0,0.0,0.0,80.0,0.5063291139240507,0.0,46.0,1325.0,8.386075949367088,0.0,97.0,0.0,0.0,0.0,0.0,1200.0,7.594936708860759,0.0,254.0
HYA,2583.0,31.120481927710845,0.0,342.0,0.0,0.0,0.0,0.0,442.0,5.325301204819277,0.0,148.0,917.0,11.048192771084338,0.0,315.0,0.0,0.0,0.0,0.0,1224.0,14.74698795180723,0.0,264.0
PPG,2443.0,20.358333333333334,0.0,1001.0,1138.0,9.483333333333333,0.0,915.0,586.0,4.883333333333334,0.0,71.0,0.0,0.0,0.0,0.0,142.0,1.1833333333333333,0.0,86.0,577.0,4.808333333333334,0.0,104.0
OME,2393.0,3.314404432132964,0.0,265.0,53.0,0.07340720221606649,0.0,25.0,254.0,0.3518005540166205,0.0,64.0,374.0,0.518005540166205,0.0,47.0,127.0,0.17590027700831026,0.0,44.0,1585.0,2.1952908587257616,0.0,250.0
SMX,2384.0,12.352331606217616,0.0,298.0,79.0,0.40932642487046633,0.0,33.0,894.0,4.632124352331606,0.0,230.0,293.0,1.5181347150259068,0.0,98.0,0.0,0.0,0.0,0.0,1118.0,5.7927461139896375,0.0,298.0
OGD,2260.0,21.523809523809526,0.0,433.0,791.0,7.533333333333333,0.0,395.0,420.0,4.0,0.0,111.0,261.0,2.4857142857142858,0.0,46.0,0.0,0.0,0.0,0.0,788.0,7.504761904761905,0.0,236.0
BRW,2012.0,2.7637362637362637,0.0,200.0,171.0,0.2348901098901099,0.0,39.0,198.0,0.27197802197802196,0.0,60.0,344.0,0.4725274725274725,0.0,35.0,49.0,0.0673076923076923,0.0,16.0,1250.0,1.717032967032967,0.0,200.0
OWB,1850.0,18.137254901960784,0.0,180.0,232.0,2.2745098039215685,0.0,161.0,419.0,4.107843137254902,0.0,102.0,166.0,1.6274509803921569,0.0,129.0,0.0,0.0,0.0,0.0,1033.0,10.127450980392156,0.0,180.0
ADK,1801.0,17.317307692307693,0.0,206.0,23.0,0.22115384615384615,0.0,15.0,95.0,0.9134615384615384,0.0,35.0,236.0,2.269230769230769,0.0,112.0,1035.0,9.951923076923077,0.0,98.0,412.0,3.9615384615384617,0.0,182.0
GST,600.0,7.317073170731708,0.0,140.0,27.0,0.32926829268292684,0.0,27.0,13.0,0.15853658536585366,0.0,8.0,146.0,1.7804878048780488,0.0,29.0,14.0,0.17073170731707318,0.0,14.0,400.0,4.878048780487805,0.0,140.0
PGV,537.0,6.7125,0.0,127.0,0.0,0.0,0.0,0.0,109.0,1.3625,0.0,35.0,89.0,1.1125,0.0,62.0,0.0,0.0,0.0,0.0,339.0,4.2375,0.0,127.0
DLG,531.0,6.475609756097561,0.0,114.0,17.0,0.2073170731707317,0.0,17.0,149.0,1.8170731707317074,0.0,30.0,35.0,0.4268292682926829,0.0,14.0,29.0,0.35365853658536583,0.0,25.0,301.0,3.6707317073170733,0.0,93.0
AKN,78.0,1.278688524590164,0.0,62.0,0.0,0.0,0.0,0.0,13.0,0.21311475409836064,0.0,13.0,3.0,0.04918032786885246,0.0,3.0,62.0,1.0163934426229508,0.0,62.0,0.0,0.0,0.0,0.0
