ROUTE BETWEEN CITIES,SUM OF ALL DELAYS,AVERAGE OF ALL DELAYS,MIN OF ALL DELAYS,MAX OF ALL DELAYS,SUM OF WEATHER DELAY,AVERAGE OF WEATHER DELAY,MIN OF WEATHER DELAY,MAX OF WEATHER DELAY,SUM OF CARRIER DELAY,AVERAGE OF CARRIER DELAY,MIN OF CARRIER DELAY,MAX OF CARRIER DELAY,SUM OF NAS DELAY,AVERAGE OF NAS DELAY,MIN OF NAS DELAY,MAX OF NAS DELAY,SUM OF SECURITY DELAY,AVERAGE OF SECURITY DELAY,MIN OF SECURITY DELAY,MAX OF SECURITY DELAY,SUM OF LATE AIRCRAFT DELAY,AVERAGE OF LATE AIRCRAFT DELAY,MIN OF LATE AIRCRAFT DELAY,MAX OF LATE AIRCRAFT DELAY
"Chicago, IL -> New York, NY",485675.0,24.435248540953914,0.0,1185.0,25850.0,1.3005634936606962,0.0,1157.0,87243.0,4.389364057154357,0.0,1122.0,199699.0,10.047242906017308,0.0,1093.0,38.0,0.001911853491648219,0.0,18.0,172845.0,8.696166230629906,0.0,1054.0
"New York, NY -> Chicago, IL",457141.0,23.007750767527305,0.0,1259.0,25703.0,1.2936232321707182,0.0,884.0,79182.0,3.9852030801751472,0.0,1259.0,172440.0,8.678846444209572,0.0,1106.0,32.0,0.0016105490965826162,0.0,11.0,179784.0,9.048467461875283,0.0,936.0
"New York, NY -> Boston, MA",334022.0,21.132607870428952,0.0,1068.0,13506.0,0.8544856383651778,0.0,1051.0,82248.0,5.2035935720612425,0.0,1016.0,93540.0,5.918005820574465,0.0,983.0,198.0,0.012526888523345565,0.0,82.0,144530.0,9.143995950904719,0.0,907.0
"Boston, MA -> New York, NY",307649.0,19.53451012762715,0.0,1043.0,12986.0,0.8245602895421932,0.0,894.0,72788.0,4.621753762143628,0.0,1043.0,110124.0,6.992443964696172,0.0,962.0,0.0,0.0,0.0,0.0,111751.0,7.095752111245158,0.0,690.0
"Los Angeles, CA -> San Francisco, CA",235788.0,16.116746411483252,0.0,870.0,599.0,0.04094326725905673,0.0,176.0,38409.0,2.6253588516746413,0.0,796.0,116969.0,7.995146958304853,0.0,870.0,156.0,0.010663021189336978,0.0,105.0,79655.0,5.444634313055365,0.0,452.0
"Washington, DC -> New York, NY",212722.0,18.537864923747275,0.0,1104.0,8634.0,0.7524183006535947,0.0,738.0,33337.0,2.9051851851851853,0.0,864.0,105964.0,9.234335511982572,0.0,927.0,209.0,0.01821350762527233,0.0,134.0,64578.0,5.6277124183006535,0.0,533.0
"Orlando, FL -> Newark, NJ",210954.0,30.533217542336082,0.0,1523.0,10677.0,1.5453755970473295,0.0,661.0,45158.0,6.5361123172673325,0.0,1523.0,102122.0,14.781010276451006,0.0,610.0,187.0,0.027066145607179043,0.0,79.0,52810.0,7.643653205963236,0.0,717.0
"Atlanta, GA -> New York, NY",204494.0,15.720633456334564,0.0,1461.0,7458.0,0.573339483394834,0.0,740.0,46697.0,3.589867773677737,0.0,1323.0,103636.0,7.9670971709717096,0.0,600.0,608.0,0.046740467404674045,0.0,221.0,46095.0,3.543588560885609,0.0,479.0
"New York, NY -> Atlanta, GA",200185.0,15.39174227279717,0.0,1108.0,7320.0,0.5628171613101646,0.0,393.0,56931.0,4.377287405812702,0.0,917.0,54051.0,4.155851145625096,0.0,913.0,191.0,0.014685529755497462,0.0,57.0,81692.0,6.28110103029371,0.0,441.0
"San Francisco, CA -> Los Angeles, CA",199550.0,13.654714657178049,0.0,1118.0,982.0,0.0671958396058574,0.0,204.0,43823.0,2.9986998768304365,0.0,1118.0,42899.0,2.9354728342685097,0.0,893.0,345.0,0.023607499657862324,0.0,117.0,111501.0,7.6297386068153825,0.0,810.0
"Washington, DC -> Boston, MA",194633.0,18.85613253245495,0.0,1068.0,9585.0,0.9285991086998644,0.0,383.0,39147.0,3.7925789575663633,0.0,1068.0,69465.0,6.729800426273978,0.0,1002.0,41.0,0.003972098430536718,0.0,19.0,76395.0,7.401181941484208,0.0,661.0
"New York, NY -> Washington, DC",190386.0,16.617439120188532,0.0,1257.0,10296.0,0.8986645718774549,0.0,1223.0,35973.0,3.1398271798900237,0.0,1071.0,55386.0,4.8342498036135115,0.0,700.0,99.0,0.00864100549882168,0.0,53.0,88632.0,7.73605655930872,0.0,544.0
"Minneapolis, MN -> Chicago, IL",187391.0,15.744496723239791,0.0,1502.0,19639.0,1.6500588136447656,0.0,940.0,36943.0,3.103932112250042,0.0,1502.0,70097.0,5.889514367333221,0.0,1195.0,49.0,0.004116955133590993,0.0,18.0,60663.0,5.096874474878172,0.0,574.0
"Orlando, FL -> New York, NY",187386.0,22.076578699340246,0.0,1033.0,7244.0,0.853440150801131,0.0,479.0,46812.0,5.515080113100848,0.0,987.0,75514.0,8.89655984919887,0.0,1033.0,1237.0,0.14573515551366636,0.0,210.0,56579.0,6.665763430725731,0.0,782.0
"Chicago, IL -> Minneapolis, MN",186861.0,15.6709996645421,0.0,1322.0,16616.0,1.3934921167393493,0.0,912.0,47834.0,4.011573297551157,0.0,1305.0,38862.0,3.259141227775914,0.0,427.0,44.0,0.0036900369003690036,0.0,16.0,83505.0,7.00310298557531,0.0,409.0
"Chicago, IL -> Newark, NJ",181751.0,25.732833073764688,0.0,1137.0,8493.0,1.2024635424040775,0.0,614.0,37516.0,5.3116239558261364,0.0,806.0,73632.0,10.425031856151778,0.0,487.0,52.0,0.007362310632875548,0.0,21.0,62058.0,8.786351408749823,0.0,851.0
"Fort Lauderdale, FL -> New York, NY",180965.0,20.68407818036347,0.0,981.0,7941.0,0.9076465881815065,0.0,478.0,44254.0,5.058178077494571,0.0,981.0,79252.0,9.058406675048577,0.0,684.0,452.0,0.0516630472053949,0.0,158.0,49066.0,5.608183792433421,0.0,523.0
"Raleigh/Durham, NC -> New York, NY",179741.0,21.66076162930827,0.0,1628.0,5178.0,0.6240057845263919,0.0,910.0,35720.0,4.304651723306821,0.0,1628.0,81244.0,9.790792962159557,0.0,1067.0,42.0,0.005061460592913955,0.0,14.0,57557.0,6.936249698722584,0.0,831.0
"Dallas/Fort Worth, TX -> New York, NY",178183.0,21.00966867114727,0.0,1140.0,13821.0,1.629642730810046,0.0,1070.0,52902.0,6.237707817474354,0.0,1136.0,57954.0,6.833392288645207,0.0,1016.0,51.0,0.006013441811107181,0.0,51.0,53455.0,6.302912392406556,0.0,422.0
"Chicago, IL -> Boston, MA",176063.0,19.191519511663397,0.0,1008.0,8201.0,0.8939393939393939,0.0,663.0,41424.0,4.515369522563767,0.0,1008.0,55908.0,6.094179202092871,0.0,323.0,156.0,0.017004578155657292,0.0,77.0,70374.0,7.671026814911707,0.0,416.0
"New York, NY -> Fort Lauderdale, FL",175668.0,20.06946189877756,0.0,1094.0,3746.0,0.42796755398149205,0.0,357.0,57782.0,6.601393807837313,0.0,985.0,49924.0,5.703644464754941,0.0,1071.0,332.0,0.037929852621958186,0.0,136.0,63884.0,7.298526219581857,0.0,464.0
"Los Angeles, CA -> New York, NY",172956.0,13.447053335406624,0.0,1203.0,1569.0,0.12198724926139014,0.0,459.0,58883.0,4.578059399782305,0.0,1203.0,65431.0,5.087155963302752,0.0,470.0,191.0,0.01484994557611569,0.0,66.0,46882.0,3.6450007774840616,0.0,556.0
"Chicago, IL -> Atlanta, GA",170484.0,14.327590553828053,0.0,1183.0,15256.0,1.2821245482813681,0.0,1030.0,49874.0,4.19144465921506,0.0,1183.0,36256.0,3.0469787377090514,0.0,696.0,65.0,0.005462643919657114,0.0,28.0,69033.0,5.801579964702916,0.0,815.0
"Charlotte, NC -> New York, NY",170328.0,17.182285887218804,0.0,1163.0,6468.0,0.6524765459497629,0.0,1080.0,40076.0,4.042772117421568,0.0,1162.0,68202.0,6.88005649147584,0.0,1160.0,204.0,0.020579037627358014,0.0,78.0,55378.0,5.586401694744275,0.0,452.0
"Houston, TX -> Dallas/Fort Worth, TX",168347.0,19.04162425065038,0.0,1428.0,16044.0,1.814726840855107,0.0,904.0,47658.0,5.3905666779776045,0.0,1143.0,32275.0,3.6506051351657054,0.0,861.0,79.0,0.008935640764619387,0.0,32.0,72291.0,8.176789955887344,0.0,914.0
"New York, NY -> Dallas/Fort Worth, TX",165317.0,19.49952819061099,0.0,1577.0,7454.0,0.8792167964142487,0.0,883.0,56662.0,6.68341589997641,0.0,1556.0,53308.0,6.287803727294174,0.0,920.0,15.0,0.0017692852087756545,0.0,11.0,47878.0,5.647322481717386,0.0,858.0
"Chicago, IL -> Washington, DC",164502.0,13.733678410419103,0.0,774.0,10892.0,0.9093337785940891,0.0,456.0,45962.0,3.8372015361496077,0.0,386.0,38353.0,3.2019535815662046,0.0,382.0,81.0,0.006762397729170145,0.0,54.0,69214.0,5.77842711638003,0.0,546.0
"Washington, DC -> Chicago, IL",163650.0,13.657986980470707,0.0,1557.0,8641.0,0.7211650809547655,0.0,544.0,26982.0,2.2518778167250875,0.0,1557.0,65922.0,5.501752628943415,0.0,1212.0,28.0,0.0023368385912201635,0.0,17.0,62077.0,5.180854615256218,0.0,1055.0
"Chicago, IL -> San Francisco, CA",163455.0,23.464685615848406,0.0,1065.0,5420.0,0.7780648865920183,0.0,314.0,31418.0,4.510192362905541,0.0,479.0,63584.0,9.127763422337067,0.0,653.0,92.0,0.01320700545506747,0.0,41.0,62941.0,9.035457938558714,0.0,1034.0
"Atlanta, GA -> Newark, NJ",162111.0,24.757330482590103,0.0,1171.0,5712.0,0.872327428222358,0.0,1161.0,21532.0,3.2883323152107513,0.0,743.0,101413.0,15.4876298106292,0.0,968.0,24.0,0.0036652412950519244,0.0,24.0,33430.0,5.105375687232743,0.0,546.0
"New York, NY -> Los Angeles, CA",161734.0,12.631521399562637,0.0,1138.0,9641.0,0.7529678225554515,0.0,557.0,60575.0,4.73094345517026,0.0,1138.0,54250.0,4.236957200874727,0.0,465.0,662.0,0.05170259293970634,0.0,139.0,36606.0,2.858950328022493,0.0,846.0
"Seattle, WA -> San Francisco, CA",161564.0,17.350085910652922,0.0,1168.0,7567.0,0.8126073883161512,0.0,1092.0,25730.0,2.763101374570447,0.0,736.0,88124.0,9.463487972508592,0.0,920.0,16.0,0.001718213058419244,0.0,16.0,40127.0,4.309170962199313,0.0,462.0
"Dallas/Fort Worth, TX -> Houston, TX",161226.0,18.234109929880116,0.0,1119.0,13233.0,1.4966071024655054,0.0,310.0,45730.0,5.171906808414386,0.0,1119.0,36044.0,4.076453291110608,0.0,522.0,31.0,0.003505994118977607,0.0,21.0,66188.0,7.48563673377064,0.0,714.0
"Boston, MA -> Chicago, IL",159687.0,17.321509925154572,0.0,1236.0,8226.0,0.8922876667751383,0.0,723.0,32985.0,3.5779368695086236,0.0,969.0,58796.0,6.377698231912355,0.0,774.0,42.0,0.004555808656036446,0.0,15.0,59638.0,6.469031348302419,0.0,602.0
"Miami, FL -> New York, NY",159238.0,17.10581158019121,0.0,1272.0,8052.0,0.8649693844666452,0.0,546.0,46720.0,5.018799011709099,0.0,1122.0,66986.0,7.1958319905467825,0.0,780.0,92.0,0.009882909012783329,0.0,63.0,37388.0,4.016328284455903,0.0,658.0
"Chicago, IL -> Los Angeles, CA",158611.0,15.851589046572057,0.0,1065.0,9396.0,0.9390365780531681,0.0,333.0,51695.0,5.166400159904057,0.0,1003.0,27142.0,2.7125724565260843,0.0,255.0,78.0,0.00779532280631621,0.0,29.0,70300.0,7.02578452928243,0.0,809.0
"Atlanta, GA -> Chicago, IL",158260.0,13.179546968687541,0.0,1118.0,8500.0,0.7078614257161892,0.0,1115.0,37646.0,3.135076615589607,0.0,1077.0,70087.0,5.8366922051965355,0.0,897.0,128.0,0.010659560293137908,0.0,40.0,41899.0,3.489257161892072,0.0,430.0
"Newark, NJ -> Orlando, FL",156942.0,22.7254561251086,0.0,892.0,6295.0,0.9115262090935419,0.0,892.0,38451.0,5.567767158992181,0.0,600.0,35971.0,5.208659136982334,0.0,440.0,53.0,0.0076744859542426875,0.0,25.0,76172.0,11.029829134086302,0.0,624.0
"Denver, CO -> Chicago, IL",156172.0,16.559431661541723,0.0,1170.0,10449.0,1.107941893754639,0.0,996.0,32824.0,3.4804368571731525,0.0,931.0,48505.0,5.14314494751352,0.0,844.0,78.0,0.008270596967447778,0.0,54.0,64316.0,6.819637366132966,0.0,735.0
"Chicago, IL -> Dallas/Fort Worth, TX",155667.0,20.439469537815125,0.0,854.0,10082.0,1.3237920168067228,0.0,358.0,46602.0,6.118960084033613,0.0,807.0,47778.0,6.273371848739496,0.0,392.0,34.0,0.004464285714285714,0.0,25.0,51171.0,6.718881302521009,0.0,663.0
"Boston, MA -> Washington, DC",153257.0,14.869215096536335,0.0,815.0,5234.0,0.5078102260599593,0.0,647.0,42513.0,4.124672552634133,0.0,754.0,35190.0,3.4141845347821866,0.0,468.0,123.0,0.01193363733385078,0.0,46.0,70197.0,6.8106141457262055,0.0,600.0
"Newark, NJ -> San Francisco, CA",152985.0,26.34039256198347,0.0,1279.0,14382.0,2.4762396694214877,0.0,1239.0,29880.0,5.144628099173554,0.0,906.0,61468.0,10.583333333333334,0.0,356.0,0.0,0.0,0.0,0.0,47255.0,8.136191460055096,0.0,855.0
"Newark, NJ -> Boston, MA",152443.0,26.576534170153415,0.0,1304.0,5015.0,0.874302649930265,0.0,345.0,24401.0,4.254009762900976,0.0,1113.0,36990.0,6.448744769874477,0.0,618.0,0.0,0.0,0.0,0.0,86037.0,14.999476987447698,0.0,1304.0
"Newark, NJ -> Chicago, IL",149605.0,21.09787054012128,0.0,754.0,8548.0,1.205471724721478,0.0,444.0,21115.0,2.9777182343816104,0.0,742.0,50182.0,7.076857989000141,0.0,491.0,29.0,0.004089691157805669,0.0,16.0,69731.0,9.833732900860245,0.0,627.0
"Detroit, MI -> Chicago, IL",148291.0,16.290343842689225,0.0,1173.0,9666.0,1.0618477425024717,0.0,836.0,43985.0,4.8319235416895525,0.0,1005.0,52504.0,5.76776886740635,0.0,1173.0,162.0,0.017796330879929694,0.0,43.0,41974.0,4.61100736021092,0.0,488.0
"Chicago, IL -> Denver, CO",147332.0,15.628725999787843,0.0,1020.0,7791.0,0.8264559244722606,0.0,411.0,44001.0,4.667550652381458,0.0,1020.0,37151.0,3.9409143948233796,0.0,397.0,79.0,0.008380184576217248,0.0,41.0,58310.0,6.185424843534529,0.0,550.0
"Fort Lauderdale, FL -> Newark, NJ",146228.0,29.274874874874875,0.0,1240.0,8003.0,1.6022022022022022,0.0,1237.0,22387.0,4.481881881881882,0.0,1208.0,86407.0,17.298698698698697,0.0,1187.0,179.0,0.035835835835835834,0.0,107.0,29252.0,5.856256256256256,0.0,635.0
"New York, NY -> Orlando, FL",145604.0,17.12383864518405,0.0,932.0,5998.0,0.7053980947900741,0.0,829.0,42674.0,5.018699282606139,0.0,932.0,36731.0,4.319769493120075,0.0,853.0,76.0,0.008938021874632482,0.0,24.0,60125.0,7.071033752793132,0.0,691.0
"Las Vegas, NV -> San Francisco, CA",145602.0,18.700488055484204,0.0,957.0,2577.0,0.3309786796814796,0.0,700.0,25795.0,3.312997688158233,0.0,741.0,68832.0,8.840482918058052,0.0,901.0,72.0,0.009247367069098381,0.0,24.0,48326.0,6.206781402517339,0.0,408.0
"Boston, MA -> Newark, NJ",145553.0,25.335596170583116,0.0,1247.0,3199.0,0.5568320278503046,0.0,350.0,22252.0,3.8732811140121846,0.0,767.0,72967.0,12.700957354221062,0.0,793.0,0.0,0.0,0.0,0.0,47135.0,8.204525674499564,0.0,1247.0
"Dallas/Fort Worth, TX -> Chicago, IL",144963.0,19.024015748031495,0.0,1315.0,10685.0,1.402230971128609,0.0,863.0,37585.0,4.93241469816273,0.0,622.0,51691.0,6.783595800524934,0.0,950.0,161.0,0.021128608923884514,0.0,83.0,44841.0,5.884645669291339,0.0,951.0
"Chicago, IL -> Detroit, MI",142275.0,15.63977135319336,0.0,1174.0,10922.0,1.2006155875563373,0.0,1167.0,42407.0,4.661646696713202,0.0,1130.0,22698.0,2.4951082774541056,0.0,972.0,27.0,0.002968011432340332,0.0,27.0,66221.0,7.279432780037375,0.0,836.0
"San Francisco, CA -> Seattle, WA",140068.0,15.049747501880304,0.0,1138.0,502.0,0.0539378962071559,0.0,378.0,31437.0,3.377780165466853,0.0,922.0,40425.0,4.343504888793381,0.0,1138.0,45.0,0.00483507037713549,0.0,41.0,67659.0,7.26968948103578,0.0,902.0
"Detroit, MI -> New York, NY",139547.0,21.298382173382173,0.0,2649.0,9962.0,1.5204517704517704,0.0,833.0,23543.0,3.5932539682539684,0.0,2592.0,76576.0,11.687423687423687,0.0,1109.0,61.0,0.00931013431013431,0.0,33.0,29405.0,4.4879426129426125,0.0,1025.0
"Philadelphia, PA -> Boston, MA",139488.0,18.10826950538751,0.0,1288.0,3201.0,0.4155523821887576,0.0,215.0,34861.0,4.52563936128781,0.0,1027.0,45778.0,5.9428793976372845,0.0,663.0,5.0,6.490977541217707E-4,0.0,5.0,55643.0,7.223549266519538,0.0,577.0
"Nashville, TN -> Chicago, IL",137639.0,18.091351209253418,0.0,1243.0,3806.0,0.5002628811777077,0.0,979.0,35522.0,4.669032597266035,0.0,1013.0,51172.0,6.726077812828602,0.0,1243.0,7.0,9.200841219768665E-4,0.0,5.0,47132.0,6.195057833859096,0.0,739.0
"Houston, TX -> New York, NY",136854.0,23.677162629757785,0.0,1427.0,7782.0,1.3463667820069205,0.0,886.0,37953.0,6.566262975778547,0.0,1077.0,61328.0,10.61038062283737,0.0,1427.0,62.0,0.010726643598615917,0.0,37.0,29729.0,5.143425605536332,0.0,627.0
"New York, NY -> Charlotte, NC",132293.0,13.338677152651744,0.0,1407.0,4397.0,0.4433353498689252,0.0,303.0,40220.0,4.055253075216777,0.0,1358.0,30880.0,3.113530953821335,0.0,1075.0,38.0,0.0038314176245210726,0.0,26.0,56758.0,5.7227263561201855,0.0,1049.0
"New York, NY -> Raleigh/Durham, NC",131073.0,15.776721232546942,0.0,892.0,2971.0,0.3576071256620125,0.0,314.0,31427.0,3.7827395281656235,0.0,882.0,31873.0,3.836422725084256,0.0,587.0,85.0,0.010231102551757342,0.0,52.0,64717.0,7.789720751083293,0.0,394.0
"New York, NY -> San Francisco, CA",130324.0,17.10288713910761,0.0,1286.0,5764.0,0.7564304461942257,0.0,541.0,30689.0,4.02742782152231,0.0,1265.0,76149.0,9.993307086614173,0.0,921.0,47.0,0.006167979002624672,0.0,38.0,17675.0,2.3195538057742784,0.0,498.0
"San Diego, CA -> San Francisco, CA",129667.0,17.16988877118644,0.0,953.0,1394.0,0.18458686440677965,0.0,260.0,18515.0,2.4516684322033897,0.0,797.0,67679.0,8.961731991525424,0.0,874.0,45.0,0.005958686440677966,0.0,19.0,42034.0,5.5659427966101696,0.0,468.0
"San Francisco, CA -> New York, NY",128128.0,16.812491798976513,0.0,1140.0,857.0,0.11245243406377116,0.0,150.0,34993.0,4.591654638498885,0.0,1006.0,47893.0,6.284345886366618,0.0,517.0,66.0,0.00866028080304422,0.0,40.0,44319.0,5.815378559244194,0.0,811.0
"Las Vegas, NV -> Los Angeles, CA",127936.0,10.917904079194402,0.0,1701.0,1296.0,0.11059907834101383,0.0,181.0,35589.0,3.037122375832053,0.0,1583.0,26463.0,2.2583205325140807,0.0,291.0,154.0,0.013142174432497013,0.0,53.0,64434.0,5.498719918074757,0.0,1021.0
"Los Angeles, CA -> Chicago, IL",127209.0,12.754060557449368,0.0,1407.0,972.0,0.09745337878484059,0.0,198.0,38620.0,3.8720673751754564,0.0,1393.0,37533.0,3.7630840184479646,0.0,558.0,370.0,0.03709645077200722,0.0,306.0,49714.0,4.9843593342691,0.0,496.0
"Cincinnati, OH -> Chicago, IL",127027.0,17.637739516800888,0.0,1567.0,4271.0,0.5930297139683421,0.0,391.0,25332.0,3.517356289919467,0.0,1117.0,49751.0,6.907942238267148,0.0,1567.0,38.0,0.005276312135517912,0.0,21.0,47635.0,6.6141349625104136,0.0,799.0
"San Francisco, CA -> Chicago, IL",126245.0,18.11002725577392,0.0,1183.0,1692.0,0.24271983933438532,0.0,428.0,33714.0,4.836321905035145,0.0,1124.0,31939.0,4.58169559604074,0.0,498.0,109.0,0.015636207143881795,0.0,50.0,58791.0,8.433653708219767,0.0,673.0
"Cleveland, OH -> New York, NY",124971.0,19.241108545034642,0.0,1189.0,4540.0,0.6989992301770592,0.0,1184.0,20502.0,3.156581986143187,0.0,936.0,65264.0,10.048344880677444,0.0,1050.0,48.0,0.007390300230946882,0.0,44.0,34617.0,5.329792147806004,0.0,828.0
"Denver, CO -> San Francisco, CA",124289.0,22.17070995362112,0.0,866.0,3989.0,0.7115590438815554,0.0,396.0,22151.0,3.9513021762397433,0.0,633.0,62201.0,11.09543346414556,0.0,351.0,0.0,0.0,0.0,0.0,35948.0,6.4124152693542635,0.0,432.0
"Newark, NJ -> Atlanta, GA",122504.0,18.70575660406169,0.0,1146.0,6301.0,0.9621316231485723,0.0,644.0,34819.0,5.316689570926859,0.0,1146.0,21376.0,3.2640097724843486,0.0,456.0,18.0,0.002748511223087494,0.0,13.0,59990.0,9.160177126278821,0.0,579.0
"Boston, MA -> Philadelphia, PA",121467.0,15.82838154808444,0.0,1558.0,4220.0,0.5499087829033099,0.0,326.0,34174.0,4.45321866041178,0.0,1538.0,33464.0,4.36069846234037,0.0,695.0,22.0,0.0028668230388324213,0.0,12.0,49587.0,6.461688819390148,0.0,925.0
"New York, NY -> Miami, FL",120708.0,12.968199398366997,0.0,1200.0,4403.0,0.4730339492909325,0.0,426.0,38187.0,4.102599914052428,0.0,1183.0,35892.0,3.856037816931672,0.0,923.0,1437.0,0.15438332617103567,0.0,816.0,40789.0,4.382144391920928,0.0,853.0
"Washington, DC -> Atlanta, GA",116584.0,10.135976351938794,0.0,1113.0,5864.0,0.5098243783689793,0.0,591.0,31252.0,2.717092679533994,0.0,1106.0,30980.0,2.6934446183272476,0.0,246.0,124.0,0.01078073378542862,0.0,42.0,48364.0,4.204833941923144,0.0,432.0
"Los Angeles, CA -> Las Vegas, NV",116470.0,9.936017744412217,0.0,701.0,722.0,0.0615935847125064,0.0,235.0,32815.0,2.7994369561508274,0.0,355.0,25116.0,2.142637775123699,0.0,701.0,362.0,0.030882102030370243,0.0,262.0,57455.0,4.901467326394813,0.0,392.0
"Houston, TX -> Atlanta, GA",114744.0,12.11402027027027,0.0,1019.0,5929.0,0.625950168918919,0.0,355.0,46929.0,4.954497466216216,0.0,1019.0,20257.0,2.1386190878378377,0.0,435.0,120.0,0.01266891891891892,0.0,38.0,41509.0,4.382284628378378,0.0,729.0
"Newark, NJ -> Fort Lauderdale, FL",113909.0,22.8137392349289,0.0,843.0,3674.0,0.735830162227118,0.0,663.0,27453.0,5.498297616663328,0.0,470.0,32415.0,6.492088924494292,0.0,654.0,52.0,0.010414580412577609,0.0,19.0,50315.0,10.077107951131584,0.0,748.0
"Chicago, IL -> Nashville, TN",113151.0,14.731284988933732,0.0,924.0,4791.0,0.6237469079546935,0.0,567.0,41170.0,5.359979169378987,0.0,856.0,19775.0,2.574534565811743,0.0,817.0,14.0,0.001822679338627783,0.0,14.0,47401.0,6.171201666449681,0.0,382.0
"Chicago, IL -> Houston, TX",112990.0,15.277176852352623,0.0,966.0,5428.0,0.7339102217414819,0.0,606.0,30022.0,4.059221200649,0.0,612.0,34479.0,4.6618442401298,0.0,525.0,214.0,0.02893455922120065,0.0,96.0,42847.0,5.793266630611141,0.0,966.0
"Chicago, IL -> Orlando, FL",112684.0,15.034556370913943,0.0,964.0,5937.0,0.7921280853902601,0.0,327.0,37461.0,4.998132088058706,0.0,781.0,23832.0,3.179719813208806,0.0,387.0,423.0,0.056437625083388926,0.0,339.0,45031.0,6.008138759172782,0.0,915.0
"Denver, CO -> Dallas/Fort Worth, TX",112596.0,19.168539325842698,0.0,1541.0,3766.0,0.641130405175349,0.0,685.0,26959.0,4.589547156962888,0.0,1518.0,30593.0,5.208205652025876,0.0,858.0,49.0,0.008341845420497106,0.0,20.0,51229.0,8.721314266258087,0.0,1051.0
"Orlando, FL -> Chicago, IL",111237.0,14.85735274475758,0.0,1227.0,9646.0,1.2883665019366903,0.0,915.0,26601.0,3.552958461332977,0.0,1172.0,32459.0,4.3353813276345665,0.0,409.0,232.0,0.030987044209963937,0.0,53.0,42299.0,5.649659409643382,0.0,653.0
"Chicago, IL -> Cincinnati, OH",111232.0,15.530857302429489,0.0,1222.0,7616.0,1.0633901144931583,0.0,608.0,26175.0,3.65470538955599,0.0,1222.0,22310.0,3.115051661547054,0.0,835.0,0.0,0.0,0.0,0.0,55131.0,7.697710136833287,0.0,997.0
"Chicago, IL -> Phoenix, AZ",111200.0,14.322514167954662,0.0,908.0,8216.0,1.0582174137042761,0.0,890.0,36351.0,4.681993817619784,0.0,586.0,21150.0,2.7241112828438947,0.0,226.0,30.0,0.0038639876352395673,0.0,25.0,45453.0,5.854327666151469,0.0,618.0
"New York, NY -> Houston, TX",111058.0,19.21418685121107,0.0,1229.0,7700.0,1.3321799307958477,0.0,1092.0,35775.0,6.189446366782007,0.0,1120.0,25536.0,4.417993079584775,0.0,386.0,20.0,0.0034602076124567475,0.0,20.0,42027.0,7.271107266435986,0.0,1229.0
"San Francisco, CA -> Newark, NJ",110517.0,19.044804411511286,0.0,502.0,1437.0,0.24763053592969153,0.0,235.0,33386.0,5.753231087368603,0.0,484.0,42466.0,7.317938997070481,0.0,338.0,9.0,0.0015509219369291745,0.0,9.0,33219.0,5.724452869205583,0.0,502.0
"Houston, TX -> Chicago, IL",108722.0,14.712043301759135,0.0,1166.0,10081.0,1.3641407307171853,0.0,734.0,25846.0,3.4974289580514206,0.0,848.0,34563.0,4.676995940460081,0.0,555.0,84.0,0.011366711772665765,0.0,32.0,38148.0,5.162110960757781,0.0,693.0
"Atlanta, GA -> Washington, DC",108719.0,9.43577503905572,0.0,1095.0,6122.0,0.5313313660822774,0.0,810.0,35212.0,3.0560666550946016,0.0,1080.0,26708.0,2.3180003471619512,0.0,606.0,87.0,0.007550772435341087,0.0,30.0,40590.0,3.5228258982815484,0.0,471.0
"Fort Lauderdale, FL -> Atlanta, GA",108595.0,12.529710395754009,0.0,1188.0,7082.0,0.8171224183685243,0.0,753.0,34959.0,4.033575631706473,0.0,1114.0,30669.0,3.538594669435791,0.0,1188.0,461.0,0.05319026191300335,0.0,126.0,35424.0,4.087227414330218,0.0,436.0
"New York, NY -> Cleveland, OH",108154.0,16.662147588969344,0.0,1654.0,4057.0,0.6250192574333693,0.0,811.0,20087.0,3.094592512709906,0.0,683.0,27741.0,4.273763672777692,0.0,1523.0,13.0,0.0020027730704051763,0.0,13.0,56256.0,8.666769372977969,0.0,853.0
"Pittsburgh, PA -> New York, NY",106823.0,18.108662485166978,0.0,1101.0,2276.0,0.38582810645872184,0.0,720.0,16031.0,2.717579250720461,0.0,968.0,51222.0,8.68316663841329,0.0,1101.0,1.0,1.6952025767079165E-4,0.0,1.0,37293.0,6.321918969316833,0.0,556.0
"Denver, CO -> New York, NY",106361.0,18.53624956430812,0.0,1624.0,5193.0,0.905019170442663,0.0,724.0,21270.0,3.7068665040083655,0.0,1594.0,53542.0,9.331125827814569,0.0,341.0,188.0,0.03276402927849425,0.0,110.0,26168.0,4.560474032764029,0.0,673.0
"Charlotte, NC -> Newark, NJ",105021.0,21.485474631751227,0.0,1291.0,1961.0,0.40118657937806873,0.0,178.0,17158.0,3.5102291325695583,0.0,1291.0,53052.0,10.853518821603927,0.0,1014.0,104.0,0.02127659574468085,0.0,33.0,32746.0,6.699263502454992,0.0,452.0
