ROUTE BETWEEN CITIES,SUM OF ALL DELAYS,AVERAGE OF ALL DELAYS,MIN OF ALL DELAYS,MAX OF ALL DELAYS,SUM OF WEATHER DELAY,AVERAGE OF WEATHER DELAY,MIN OF WEATHER DELAY,MAX OF WEATHER DELAY,SUM OF CARRIER DELAY,AVERAGE OF CARRIER DELAY,MIN OF CARRIER DELAY,MAX OF CARRIER DELAY,SUM OF NAS DELAY,AVERAGE OF NAS DELAY,MIN OF NAS DELAY,MAX OF NAS DELAY,SUM OF SECURITY DELAY,AVERAGE OF SECURITY DELAY,MIN OF SECURITY DELAY,MAX OF SECURITY DELAY,SUM OF LATE AIRCRAFT DELAY,AVERAGE OF LATE AIRCRAFT DELAY,MIN OF LATE AIRCRAFT DELAY,MAX OF LATE AIRCRAFT DELAY
"Las Vegas, NV -> Grand Forks, ND",917.0,8.733333333333333,0.0,127.0,0.0,0.0,0.0,0.0,755.0,7.190476190476191,0.0,127.0,69.0,0.6571428571428571,0.0,37.0,0.0,0.0,0.0,0.0,93.0,0.8857142857142857,0.0,50.0
"Denver, CO -> Lafayette, LA",914.0,10.155555555555555,0.0,179.0,20.0,0.2222222222222222,0.0,20.0,115.0,1.2777777777777777,0.0,25.0,503.0,5.588888888888889,0.0,117.0,0.0,0.0,0.0,0.0,276.0,3.066666666666667,0.0,119.0
"Myrtle Beach, SC -> Newburgh/Poughkeepsie, NY",913.0,18.26,0.0,199.0,73.0,1.46,0.0,44.0,502.0,10.04,0.0,136.0,63.0,1.26,0.0,23.0,0.0,0.0,0.0,0.0,275.0,5.5,0.0,183.0
"Sanford, FL -> Bloomington/Normal, IL",911.0,7.007692307692308,0.0,97.0,95.0,0.7307692307692307,0.0,80.0,399.0,3.0692307692307694,0.0,77.0,109.0,0.8384615384615385,0.0,36.0,0.0,0.0,0.0,0.0,308.0,2.3692307692307693,0.0,71.0
"Dallas/Fort Worth, TX -> Traverse City, MI",907.0,6.976923076923077,0.0,88.0,18.0,0.13846153846153847,0.0,15.0,247.0,1.9,0.0,74.0,177.0,1.3615384615384616,0.0,79.0,0.0,0.0,0.0,0.0,465.0,3.576923076923077,0.0,66.0
"Great Falls, MT -> Denver, CO",905.0,6.510791366906475,0.0,126.0,0.0,0.0,0.0,0.0,48.0,0.34532374100719426,0.0,36.0,319.0,2.2949640287769784,0.0,70.0,0.0,0.0,0.0,0.0,538.0,3.870503597122302,0.0,122.0
"Valparaiso, FL -> Knoxville, TN",905.0,12.746478873239436,0.0,305.0,373.0,5.253521126760563,0.0,305.0,267.0,3.76056338028169,0.0,143.0,58.0,0.8169014084507042,0.0,20.0,0.0,0.0,0.0,0.0,207.0,2.915492957746479,0.0,65.0
"Myrtle Beach, SC -> Hagerstown, MD",905.0,45.25,0.0,285.0,10.0,0.5,0.0,10.0,477.0,23.85,0.0,283.0,115.0,5.75,0.0,109.0,0.0,0.0,0.0,0.0,303.0,15.15,0.0,112.0
"Denver, CO -> Williston, ND",904.0,17.056603773584907,0.0,137.0,75.0,1.4150943396226414,0.0,75.0,434.0,8.18867924528302,0.0,125.0,108.0,2.0377358490566038,0.0,22.0,15.0,0.2830188679245283,0.0,15.0,272.0,5.132075471698113,0.0,87.0
"Peoria, IL -> Valparaiso, FL",904.0,28.25,0.0,299.0,32.0,1.0,0.0,32.0,4.0,0.125,0.0,4.0,36.0,1.125,0.0,33.0,0.0,0.0,0.0,0.0,832.0,26.0,0.0,299.0
"Dallas/Fort Worth, TX -> Harrisburg, PA",903.0,4.320574162679426,0.0,209.0,3.0,0.014354066985645933,0.0,3.0,498.0,2.382775119617225,0.0,209.0,232.0,1.1100478468899522,0.0,39.0,0.0,0.0,0.0,0.0,170.0,0.8133971291866029,0.0,37.0
"Portland, ME -> Tampa, FL",902.0,12.527777777777779,0.0,241.0,0.0,0.0,0.0,0.0,5.0,0.06944444444444445,0.0,5.0,215.0,2.986111111111111,0.0,137.0,0.0,0.0,0.0,0.0,682.0,9.472222222222221,0.0,241.0
"Des Moines, IA -> Valparaiso, FL",901.0,34.65384615384615,0.0,248.0,0.0,0.0,0.0,0.0,37.0,1.4230769230769231,0.0,25.0,39.0,1.5,0.0,17.0,0.0,0.0,0.0,0.0,825.0,31.73076923076923,0.0,245.0
"Denver, CO -> Moline, IL",898.0,19.106382978723403,0.0,179.0,0.0,0.0,0.0,0.0,590.0,12.553191489361701,0.0,176.0,150.0,3.1914893617021276,0.0,36.0,0.0,0.0,0.0,0.0,158.0,3.3617021276595747,0.0,58.0
"Eugene, OR -> Salt Lake City, UT",897.0,2.592485549132948,0.0,387.0,391.0,1.130057803468208,0.0,387.0,258.0,0.7456647398843931,0.0,94.0,87.0,0.2514450867052023,0.0,22.0,0.0,0.0,0.0,0.0,161.0,0.4653179190751445,0.0,102.0
"San Jose, CA -> Nashville, TN",895.0,4.972222222222222,0.0,244.0,9.0,0.05,0.0,9.0,361.0,2.0055555555555555,0.0,111.0,112.0,0.6222222222222222,0.0,24.0,38.0,0.2111111111111111,0.0,38.0,375.0,2.0833333333333335,0.0,196.0
"Sun Valley/Hailey/Ketchum, ID -> Chicago, IL",893.0,42.523809523809526,0.0,341.0,24.0,1.1428571428571428,0.0,24.0,400.0,19.047619047619047,0.0,296.0,132.0,6.285714285714286,0.0,39.0,0.0,0.0,0.0,0.0,337.0,16.047619047619047,0.0,135.0
"Ontario, CA -> Austin, TX",893.0,9.602150537634408,0.0,186.0,0.0,0.0,0.0,0.0,168.0,1.8064516129032258,0.0,56.0,69.0,0.7419354838709677,0.0,52.0,0.0,0.0,0.0,0.0,656.0,7.053763440860215,0.0,186.0
"Billings, MT -> Chicago, IL",891.0,12.04054054054054,0.0,214.0,0.0,0.0,0.0,0.0,518.0,7.0,0.0,176.0,373.0,5.04054054054054,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Valparaiso, FL -> Indianapolis, IN",891.0,23.44736842105263,0.0,230.0,87.0,2.289473684210526,0.0,87.0,21.0,0.5526315789473685,0.0,20.0,75.0,1.9736842105263157,0.0,42.0,0.0,0.0,0.0,0.0,708.0,18.63157894736842,0.0,230.0
"Atlanta, GA -> Christiansted, VI",885.0,11.95945945945946,0.0,282.0,32.0,0.43243243243243246,0.0,32.0,794.0,10.72972972972973,0.0,250.0,49.0,0.6621621621621622,0.0,28.0,0.0,0.0,0.0,0.0,10.0,0.13513513513513514,0.0,10.0
"Newark, NJ -> Montrose/Delta, CO",885.0,11.95945945945946,0.0,169.0,47.0,0.6351351351351351,0.0,47.0,126.0,1.7027027027027026,0.0,64.0,208.0,2.810810810810811,0.0,50.0,0.0,0.0,0.0,0.0,504.0,6.8108108108108105,0.0,156.0
"Reno, NV -> Atlanta, GA",884.0,34.0,0.0,372.0,372.0,14.307692307692308,0.0,372.0,344.0,13.23076923076923,0.0,75.0,168.0,6.461538461538462,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Barrow, AK -> Fairbanks, AK",883.0,2.419178082191781,0.0,68.0,70.0,0.1917808219178082,0.0,36.0,166.0,0.4547945205479452,0.0,60.0,191.0,0.5232876712328767,0.0,29.0,23.0,0.06301369863013699,0.0,16.0,433.0,1.1863013698630136,0.0,64.0
"Sanford, FL -> Clarksburg/Fairmont, WV",883.0,7.954954954954955,0.0,98.0,22.0,0.1981981981981982,0.0,22.0,357.0,3.2162162162162162,0.0,98.0,106.0,0.954954954954955,0.0,31.0,0.0,0.0,0.0,0.0,398.0,3.5855855855855854,0.0,47.0
"Richmond, VA -> Philadelphia, PA",881.0,8.157407407407407,0.0,357.0,0.0,0.0,0.0,0.0,376.0,3.4814814814814814,0.0,357.0,317.0,2.935185185185185,0.0,78.0,0.0,0.0,0.0,0.0,188.0,1.7407407407407407,0.0,73.0
"St. Petersburg, FL -> Harrisburg, PA",880.0,6.068965517241379,0.0,210.0,132.0,0.9103448275862069,0.0,80.0,282.0,1.9448275862068964,0.0,125.0,91.0,0.6275862068965518,0.0,23.0,0.0,0.0,0.0,0.0,375.0,2.586206896551724,0.0,110.0
"Ashland, WV -> Myrtle Beach, SC",878.0,16.884615384615383,0.0,233.0,218.0,4.1923076923076925,0.0,218.0,17.0,0.3269230769230769,0.0,5.0,123.0,2.3653846153846154,0.0,84.0,0.0,0.0,0.0,0.0,520.0,10.0,0.0,229.0
"Boston, MA -> Norfolk, VA",876.0,3.504,0.0,191.0,52.0,0.208,0.0,36.0,571.0,2.284,0.0,191.0,228.0,0.912,0.0,89.0,0.0,0.0,0.0,0.0,25.0,0.1,0.0,25.0
"Cincinnati, OH -> Myrtle Beach, SC",876.0,14.360655737704919,0.0,131.0,0.0,0.0,0.0,0.0,464.0,7.60655737704918,0.0,127.0,98.0,1.6065573770491803,0.0,35.0,0.0,0.0,0.0,0.0,314.0,5.147540983606557,0.0,129.0
"El Paso, TX -> San Jose, CA",874.0,16.807692307692307,0.0,308.0,0.0,0.0,0.0,0.0,466.0,8.961538461538462,0.0,281.0,25.0,0.4807692307692308,0.0,10.0,0.0,0.0,0.0,0.0,383.0,7.365384615384615,0.0,94.0
"Charlotte, NC -> Tucson, AZ",874.0,23.0,0.0,608.0,0.0,0.0,0.0,0.0,726.0,19.105263157894736,0.0,593.0,82.0,2.1578947368421053,0.0,20.0,0.0,0.0,0.0,0.0,66.0,1.736842105263158,0.0,63.0
"Valparaiso, FL -> Newark, NJ",872.0,8.304761904761905,0.0,322.0,324.0,3.085714285714286,0.0,305.0,232.0,2.2095238095238097,0.0,192.0,316.0,3.0095238095238095,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Phoenix, AZ -> Ogden, UT",870.0,8.285714285714286,0.0,237.0,87.0,0.8285714285714286,0.0,70.0,303.0,2.8857142857142857,0.0,86.0,165.0,1.5714285714285714,0.0,26.0,0.0,0.0,0.0,0.0,315.0,3.0,0.0,210.0
"Elmira/Corning, NY -> St. Petersburg, FL",870.0,8.613861386138614,0.0,111.0,43.0,0.42574257425742573,0.0,32.0,175.0,1.7326732673267327,0.0,64.0,271.0,2.6831683168316833,0.0,98.0,0.0,0.0,0.0,0.0,381.0,3.772277227722772,0.0,74.0
"Myrtle Beach, SC -> Niagara Falls, NY",869.0,5.364197530864198,0.0,134.0,0.0,0.0,0.0,0.0,180.0,1.1111111111111112,0.0,76.0,261.0,1.6111111111111112,0.0,91.0,0.0,0.0,0.0,0.0,428.0,2.6419753086419755,0.0,126.0
"Myrtle Beach, SC -> Belleville, IL",869.0,39.5,0.0,600.0,0.0,0.0,0.0,0.0,840.0,38.18181818181818,0.0,600.0,18.0,0.8181818181818182,0.0,18.0,0.0,0.0,0.0,0.0,11.0,0.5,0.0,11.0
"Akron, OH -> Fort Myers, FL",868.0,9.977011494252874,0.0,386.0,113.0,1.2988505747126438,0.0,113.0,492.0,5.655172413793103,0.0,386.0,263.0,3.0229885057471266,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Brownsville, TX -> Chicago, IL",867.0,27.967741935483872,0.0,400.0,0.0,0.0,0.0,0.0,2.0,0.06451612903225806,0.0,2.0,535.0,17.258064516129032,0.0,336.0,0.0,0.0,0.0,0.0,330.0,10.64516129032258,0.0,162.0
"Indianapolis, IN -> Valparaiso, FL",865.0,22.763157894736842,0.0,256.0,0.0,0.0,0.0,0.0,778.0,20.473684210526315,0.0,242.0,28.0,0.7368421052631579,0.0,28.0,0.0,0.0,0.0,0.0,59.0,1.5526315789473684,0.0,59.0
"Valparaiso, FL -> Des Moines, IA",865.0,33.26923076923077,0.0,249.0,0.0,0.0,0.0,0.0,213.0,8.192307692307692,0.0,134.0,27.0,1.0384615384615385,0.0,21.0,0.0,0.0,0.0,0.0,625.0,24.03846153846154,0.0,249.0
"Kansas City, MO -> Sanford, FL",864.0,33.23076923076923,0.0,372.0,18.0,0.6923076923076923,0.0,18.0,543.0,20.884615384615383,0.0,350.0,26.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,277.0,10.653846153846153,0.0,114.0
"Salt Lake City, UT -> Tampa, FL",860.0,2.925170068027211,0.0,144.0,117.0,0.3979591836734694,0.0,67.0,283.0,0.9625850340136054,0.0,105.0,244.0,0.8299319727891157,0.0,77.0,0.0,0.0,0.0,0.0,216.0,0.7346938775510204,0.0,137.0
"Hagerstown, MD -> Myrtle Beach, SC",860.0,43.0,0.0,285.0,0.0,0.0,0.0,0.0,8.0,0.4,0.0,8.0,111.0,5.55,0.0,96.0,0.0,0.0,0.0,0.0,741.0,37.05,0.0,273.0
"Montrose/Delta, CO -> Newark, NJ",860.0,11.621621621621621,0.0,131.0,59.0,0.7972972972972973,0.0,33.0,55.0,0.7432432432432432,0.0,39.0,347.0,4.6891891891891895,0.0,87.0,0.0,0.0,0.0,0.0,399.0,5.391891891891892,0.0,126.0
"Punta Gorda, FL -> Raleigh/Durham, NC",860.0,9.148936170212766,0.0,173.0,91.0,0.9680851063829787,0.0,76.0,368.0,3.9148936170212765,0.0,173.0,25.0,0.26595744680851063,0.0,18.0,0.0,0.0,0.0,0.0,376.0,4.0,0.0,153.0
"Portsmouth, NH -> Orlando, FL",856.0,10.7,0.0,171.0,0.0,0.0,0.0,0.0,194.0,2.425,0.0,57.0,341.0,4.2625,0.0,69.0,0.0,0.0,0.0,0.0,321.0,4.0125,0.0,171.0
"Las Vegas, NV -> Shreveport, LA",856.0,7.379310344827586,0.0,137.0,59.0,0.5086206896551724,0.0,59.0,580.0,5.0,0.0,137.0,119.0,1.0258620689655173,0.0,33.0,0.0,0.0,0.0,0.0,98.0,0.8448275862068966,0.0,32.0
"Wichita, KS -> Valparaiso, FL",856.0,28.533333333333335,0.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.36666666666666664,0.0,8.0,0.0,0.0,0.0,0.0,845.0,28.166666666666668,0.0,494.0
"Los Angeles, CA -> Bellingham, WA",852.0,5.496774193548387,0.0,169.0,0.0,0.0,0.0,0.0,205.0,1.3225806451612903,0.0,80.0,302.0,1.9483870967741936,0.0,148.0,0.0,0.0,0.0,0.0,345.0,2.225806451612903,0.0,119.0
"Madison, WI -> Orlando, FL",850.0,12.5,0.0,248.0,0.0,0.0,0.0,0.0,469.0,6.897058823529412,0.0,248.0,214.0,3.1470588235294117,0.0,58.0,0.0,0.0,0.0,0.0,167.0,2.4558823529411766,0.0,82.0
"Mission/McAllen/Edinburg, TX -> Phoenix, AZ",849.0,32.65384615384615,0.0,193.0,0.0,0.0,0.0,0.0,115.0,4.423076923076923,0.0,79.0,102.0,3.923076923076923,0.0,26.0,0.0,0.0,0.0,0.0,632.0,24.307692307692307,0.0,193.0
"Orlando, FL -> Charlotte Amalie, VI",848.0,5.401273885350318,0.0,106.0,9.0,0.05732484076433121,0.0,9.0,273.0,1.7388535031847134,0.0,88.0,297.0,1.89171974522293,0.0,77.0,0.0,0.0,0.0,0.0,269.0,1.713375796178344,0.0,99.0
"Washington, DC -> Scranton/Wilkes-Barre, PA",848.0,32.61538461538461,0.0,174.0,0.0,0.0,0.0,0.0,201.0,7.730769230769231,0.0,149.0,101.0,3.8846153846153846,0.0,49.0,0.0,0.0,0.0,0.0,546.0,21.0,0.0,174.0
"Denver, CO -> Providence, RI",845.0,11.41891891891892,0.0,252.0,0.0,0.0,0.0,0.0,403.0,5.445945945945946,0.0,252.0,228.0,3.081081081081081,0.0,123.0,0.0,0.0,0.0,0.0,214.0,2.891891891891892,0.0,136.0
"Salt Lake City, UT -> Raleigh/Durham, NC",843.0,2.6677215189873418,0.0,78.0,30.0,0.0949367088607595,0.0,21.0,431.0,1.3639240506329113,0.0,75.0,276.0,0.8734177215189873,0.0,51.0,0.0,0.0,0.0,0.0,106.0,0.33544303797468356,0.0,56.0
"Orlando, FL -> Lafayette, LA",842.0,13.365079365079366,0.0,397.0,0.0,0.0,0.0,0.0,470.0,7.4603174603174605,0.0,384.0,157.0,2.492063492063492,0.0,59.0,0.0,0.0,0.0,0.0,215.0,3.4126984126984126,0.0,149.0
"Bristol/Johnson City/Kingsport, TN -> St. Petersburg, FL",840.0,35.0,0.0,374.0,17.0,0.7083333333333334,0.0,17.0,374.0,15.583333333333334,0.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,18.708333333333332,0.0,353.0
"Kalispell, MT -> San Francisco, CA",840.0,8.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,3.619047619047619,0.0,85.0,0.0,0.0,0.0,0.0,460.0,4.380952380952381,0.0,334.0
"Sanford, FL -> Austin, TX",839.0,12.522388059701493,0.0,218.0,93.0,1.3880597014925373,0.0,85.0,339.0,5.059701492537314,0.0,106.0,98.0,1.462686567164179,0.0,45.0,0.0,0.0,0.0,0.0,309.0,4.611940298507463,0.0,133.0
"Hayden, CO -> Newark, NJ",839.0,34.958333333333336,0.0,363.0,0.0,0.0,0.0,0.0,279.0,11.625,0.0,135.0,222.0,9.25,0.0,51.0,0.0,0.0,0.0,0.0,338.0,14.083333333333334,0.0,212.0
"Chicago, IL -> Mobile, AL",833.0,14.614035087719298,0.0,270.0,0.0,0.0,0.0,0.0,183.0,3.210526315789474,0.0,129.0,535.0,9.385964912280702,0.0,270.0,0.0,0.0,0.0,0.0,115.0,2.017543859649123,0.0,93.0
"Shreveport, LA -> Sanford, FL",833.0,23.13888888888889,0.0,91.0,128.0,3.5555555555555554,0.0,37.0,327.0,9.083333333333334,0.0,83.0,67.0,1.8611111111111112,0.0,32.0,23.0,0.6388888888888888,0.0,19.0,288.0,8.0,0.0,90.0
"Key West, FL -> New York, NY",831.0,27.7,0.0,176.0,10.0,0.3333333333333333,0.0,7.0,341.0,11.366666666666667,0.0,88.0,263.0,8.766666666666667,0.0,86.0,0.0,0.0,0.0,0.0,217.0,7.233333333333333,0.0,173.0
"Tampa, FL -> Asheville, NC",830.0,6.859504132231405,0.0,204.0,3.0,0.024793388429752067,0.0,3.0,46.0,0.38016528925619836,0.0,42.0,310.0,2.56198347107438,0.0,204.0,0.0,0.0,0.0,0.0,471.0,3.8925619834710745,0.0,136.0
"Las Vegas, NV -> Sioux Falls, SD",829.0,4.186868686868687,0.0,156.0,133.0,0.6717171717171717,0.0,92.0,268.0,1.3535353535353536,0.0,153.0,323.0,1.6313131313131313,0.0,64.0,0.0,0.0,0.0,0.0,105.0,0.5303030303030303,0.0,94.0
"Colorado Springs, CO -> Washington, DC",825.0,9.705882352941176,0.0,169.0,7.0,0.08235294117647059,0.0,7.0,70.0,0.8235294117647058,0.0,36.0,308.0,3.623529411764706,0.0,91.0,0.0,0.0,0.0,0.0,440.0,5.176470588235294,0.0,166.0
"Atlanta, GA -> Fargo, ND",823.0,35.78260869565217,0.0,786.0,717.0,31.17391304347826,0.0,717.0,37.0,1.608695652173913,0.0,37.0,69.0,3.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Knoxville, TN -> Valparaiso, FL",820.0,11.549295774647888,0.0,289.0,83.0,1.1690140845070423,0.0,83.0,197.0,2.7746478873239435,0.0,140.0,47.0,0.6619718309859155,0.0,16.0,0.0,0.0,0.0,0.0,493.0,6.943661971830986,0.0,289.0
"Key West, FL -> Philadelphia, PA",819.0,15.75,0.0,187.0,18.0,0.34615384615384615,0.0,18.0,19.0,0.36538461538461536,0.0,14.0,402.0,7.730769230769231,0.0,187.0,0.0,0.0,0.0,0.0,380.0,7.3076923076923075,0.0,91.0
"Eugene, OR -> Chicago, IL",819.0,4.287958115183246,0.0,197.0,22.0,0.11518324607329843,0.0,22.0,522.0,2.7329842931937174,0.0,197.0,82.0,0.4293193717277487,0.0,49.0,0.0,0.0,0.0,0.0,193.0,1.0104712041884816,0.0,38.0
"Fort Myers, FL -> Akron, OH",818.0,9.402298850574713,0.0,165.0,0.0,0.0,0.0,0.0,325.0,3.735632183908046,0.0,165.0,172.0,1.9770114942528736,0.0,103.0,0.0,0.0,0.0,0.0,321.0,3.689655172413793,0.0,87.0
"Newark, NJ -> Pensacola, FL",818.0,8.610526315789473,0.0,142.0,0.0,0.0,0.0,0.0,416.0,4.378947368421053,0.0,132.0,241.0,2.536842105263158,0.0,124.0,0.0,0.0,0.0,0.0,161.0,1.694736842105263,0.0,114.0
"Oakland, CA -> Missoula, MT",818.0,25.5625,0.0,522.0,43.0,1.34375,0.0,43.0,679.0,21.21875,0.0,522.0,70.0,2.1875,0.0,34.0,0.0,0.0,0.0,0.0,26.0,0.8125,0.0,21.0
"Orlando, FL -> Portsmouth, NH",818.0,10.225,0.0,220.0,0.0,0.0,0.0,0.0,306.0,3.825,0.0,209.0,427.0,5.3375,0.0,94.0,0.0,0.0,0.0,0.0,85.0,1.0625,0.0,73.0
"Anchorage, AK -> Kahului, HI",817.0,8.17,0.0,275.0,0.0,0.0,0.0,0.0,328.0,3.28,0.0,158.0,248.0,2.48,0.0,52.0,0.0,0.0,0.0,0.0,241.0,2.41,0.0,241.0
"Grand Rapids, MI -> Nashville, TN",815.0,12.734375,0.0,311.0,0.0,0.0,0.0,0.0,470.0,7.34375,0.0,281.0,285.0,4.453125,0.0,75.0,0.0,0.0,0.0,0.0,60.0,0.9375,0.0,43.0
"Nashville, TN -> Harrisburg, PA",814.0,13.566666666666666,0.0,248.0,82.0,1.3666666666666667,0.0,48.0,320.0,5.333333333333333,0.0,248.0,162.0,2.7,0.0,103.0,0.0,0.0,0.0,0.0,250.0,4.166666666666667,0.0,72.0
"Sarasota/Bradenton, FL -> Knoxville, TN",813.0,62.53846153846154,0.0,381.0,0.0,0.0,0.0,0.0,691.0,53.15384615384615,0.0,348.0,39.0,3.0,0.0,39.0,0.0,0.0,0.0,0.0,83.0,6.384615384615385,0.0,45.0
"Newburgh/Poughkeepsie, NY -> Myrtle Beach, SC",812.0,16.24,0.0,159.0,0.0,0.0,0.0,0.0,59.0,1.18,0.0,43.0,102.0,2.04,0.0,18.0,0.0,0.0,0.0,0.0,651.0,13.02,0.0,159.0
"Sanford, FL -> Bismarck/Mandan, ND",812.0,11.768115942028986,0.0,219.0,22.0,0.3188405797101449,0.0,22.0,504.0,7.304347826086956,0.0,170.0,101.0,1.463768115942029,0.0,20.0,0.0,0.0,0.0,0.0,185.0,2.681159420289855,0.0,56.0
"Albany, NY -> Raleigh/Durham, NC",811.0,9.654761904761905,0.0,142.0,0.0,0.0,0.0,0.0,167.0,1.9880952380952381,0.0,47.0,319.0,3.7976190476190474,0.0,73.0,0.0,0.0,0.0,0.0,325.0,3.869047619047619,0.0,103.0
"Albuquerque, NM -> Portland, OR",808.0,3.2845528455284554,0.0,196.0,25.0,0.1016260162601626,0.0,25.0,451.0,1.8333333333333333,0.0,192.0,57.0,0.23170731707317074,0.0,36.0,0.0,0.0,0.0,0.0,275.0,1.1178861788617886,0.0,71.0
"St. Petersburg, FL -> Lexington, KY",807.0,5.416107382550336,0.0,103.0,93.0,0.6241610738255033,0.0,44.0,412.0,2.7651006711409396,0.0,102.0,28.0,0.18791946308724833,0.0,6.0,0.0,0.0,0.0,0.0,274.0,1.8389261744966443,0.0,97.0
"Bend/Redmond, OR -> Las Vegas, NV",806.0,28.785714285714285,0.0,253.0,4.0,0.14285714285714285,0.0,4.0,33.0,1.1785714285714286,0.0,22.0,212.0,7.571428571428571,0.0,42.0,0.0,0.0,0.0,0.0,557.0,19.892857142857142,0.0,211.0
"Tampa, FL -> Portland, ME",805.0,11.180555555555555,0.0,267.0,0.0,0.0,0.0,0.0,201.0,2.7916666666666665,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,8.38888888888889,0.0,259.0
"Gulfport/Biloxi, MS -> Sanford, FL",803.0,8.728260869565217,0.0,166.0,0.0,0.0,0.0,0.0,312.0,3.391304347826087,0.0,139.0,137.0,1.4891304347826086,0.0,60.0,0.0,0.0,0.0,0.0,354.0,3.847826086956522,0.0,166.0
"Los Angeles, CA -> Oklahoma City, OK",801.0,12.136363636363637,0.0,584.0,0.0,0.0,0.0,0.0,744.0,11.272727272727273,0.0,584.0,46.0,0.696969696969697,0.0,18.0,0.0,0.0,0.0,0.0,11.0,0.16666666666666666,0.0,11.0
"Fort Myers, FL -> Syracuse, NY",799.0,10.243589743589743,0.0,301.0,0.0,0.0,0.0,0.0,446.0,5.717948717948718,0.0,247.0,145.0,1.858974358974359,0.0,79.0,0.0,0.0,0.0,0.0,208.0,2.6666666666666665,0.0,124.0
"Orlando, FL -> Little Rock, AR",795.0,23.38235294117647,0.0,223.0,0.0,0.0,0.0,0.0,362.0,10.647058823529411,0.0,144.0,43.0,1.2647058823529411,0.0,19.0,0.0,0.0,0.0,0.0,390.0,11.470588235294118,0.0,223.0
"San Juan, PR -> Cincinnati, OH",795.0,46.76470588235294,0.0,160.0,0.0,0.0,0.0,0.0,322.0,18.941176470588236,0.0,160.0,175.0,10.294117647058824,0.0,96.0,0.0,0.0,0.0,0.0,298.0,17.529411764705884,0.0,97.0
"Los Angeles, CA -> Kalispell, MT",794.0,6.844827586206897,0.0,227.0,0.0,0.0,0.0,0.0,674.0,5.810344827586207,0.0,227.0,110.0,0.9482758620689655,0.0,26.0,0.0,0.0,0.0,0.0,10.0,0.08620689655172414,0.0,8.0
"Nashville, TN -> Richmond, VA",793.0,7.552380952380952,0.0,100.0,4.0,0.0380952380952381,0.0,4.0,165.0,1.5714285714285714,0.0,67.0,195.0,1.8571428571428572,0.0,33.0,0.0,0.0,0.0,0.0,429.0,4.085714285714285,0.0,89.0
"Nashville, TN -> Burbank, CA",790.0,11.44927536231884,0.0,79.0,57.0,0.8260869565217391,0.0,29.0,447.0,6.478260869565218,0.0,78.0,133.0,1.9275362318840579,0.0,28.0,0.0,0.0,0.0,0.0,153.0,2.217391304347826,0.0,60.0
"Minneapolis, MN -> Myrtle Beach, SC",790.0,10.675675675675675,0.0,252.0,0.0,0.0,0.0,0.0,116.0,1.5675675675675675,0.0,55.0,36.0,0.4864864864864865,0.0,23.0,42.0,0.5675675675675675,0.0,42.0,596.0,8.054054054054054,0.0,249.0
"Ogdensburg, NY -> St. Petersburg, FL",788.0,21.88888888888889,0.0,257.0,99.0,2.75,0.0,99.0,13.0,0.3611111111111111,0.0,13.0,162.0,4.5,0.0,45.0,0.0,0.0,0.0,0.0,514.0,14.277777777777779,0.0,257.0
"Miami, FL -> Fort Myers, FL",785.0,4.968354430379747,0.0,91.0,2.0,0.012658227848101266,0.0,2.0,171.0,1.0822784810126582,0.0,55.0,283.0,1.7911392405063291,0.0,60.0,0.0,0.0,0.0,0.0,329.0,2.0822784810126582,0.0,91.0
"Phoenix, AZ -> Fort Myers, FL",784.0,15.372549019607844,0.0,195.0,0.0,0.0,0.0,0.0,51.0,1.0,0.0,18.0,131.0,2.5686274509803924,0.0,26.0,0.0,0.0,0.0,0.0,602.0,11.803921568627452,0.0,184.0
"Indianapolis, IN -> Savannah, GA",784.0,14.0,0.0,232.0,0.0,0.0,0.0,0.0,226.0,4.035714285714286,0.0,149.0,110.0,1.9642857142857142,0.0,31.0,0.0,0.0,0.0,0.0,448.0,8.0,0.0,218.0
"Durango, CO -> Chicago, IL",781.0,24.40625,0.0,216.0,0.0,0.0,0.0,0.0,186.0,5.8125,0.0,135.0,240.0,7.5,0.0,50.0,0.0,0.0,0.0,0.0,355.0,11.09375,0.0,102.0
"Cleveland, OH -> San Diego, CA",780.0,10.985915492957746,0.0,191.0,0.0,0.0,0.0,0.0,38.0,0.5352112676056338,0.0,12.0,313.0,4.408450704225352,0.0,132.0,0.0,0.0,0.0,0.0,429.0,6.042253521126761,0.0,166.0
