ROUTE_BETWEEN_CITIES,SUM_OF_ALL_DELAYS,AVERAGE_OF_ALL_DELAYS,SUM_OF_WEATHER_DELAY,AVERAGE_OF_WEATHER_DELAY,SUM_OF_CARRIER_DELAY,AVERAGE_OF_CARRIER_DELAY,SUM_OF_NAS_DELAY,AVERAGE_OF_NAS_DELAY,SUM_OF_SECURITY_DELAY,AVERAGE_OF_SECURITY_DELAY,SUM_OF_LATE_AIRCRAFT_DELAY,AVERAGE_OF_LATE_AIRCRAFT_DELAY
"Chicago, IL->New York, NY",58788.0,35.60751059963658,6068.0,3.6753482737734706,9463.0,5.73167777104785,21346.0,12.929133858267717,0.0,0.0,21911.0,13.271350696547547
"New York, NY->Chicago, IL",50891.0,30.82434887946699,4361.0,2.6414294367050273,5928.0,3.590551181102362,18770.0,11.368867353119322,0.0,0.0,21832.0,13.223500908540279
"New York, NY->Boston, MA",36804.0,27.22189349112426,4774.0,3.5310650887573964,7238.0,5.353550295857988,10603.0,7.8424556213017755,0.0,0.0,14189.0,10.4948224852071
"Boston, MA->New York, NY",35155.0,25.96381093057607,1904.0,1.4062038404726735,8455.0,6.244460856720827,12162.0,8.982274741506647,0.0,0.0,12634.0,9.330871491875923
"Los Angeles, CA->San Francisco, CA",32959.0,25.649027237354087,178.0,0.13852140077821012,3374.0,2.62568093385214,20137.0,15.670817120622567,0.0,0.0,9270.0,7.214007782101167
"Washington, DC->New York, NY",30588.0,29.6108422071636,1287.0,1.2458857696030978,4019.0,3.8906098741529527,17014.0,16.470474346563407,134.0,0.12971926427879962,8134.0,7.8741529525653435
"San Francisco, CA->Los Angeles, CA",29190.0,22.751363990646922,500.0,0.3897116134060795,4883.0,3.8059236165237724,9673.0,7.539360872954014,20.0,0.01558846453624318,14114.0,11.000779423226811
"New York, NY->Washington, DC",25286.0,24.57337220602527,272.0,0.26433430515063167,4983.0,4.8425655976676385,5850.0,5.685131195335277,0.0,0.0,14181.0,13.78134110787172
"Chicago, IL->Atlanta, GA",19643.0,21.30477223427332,4066.0,4.40997830802603,4160.0,4.511930585683297,5103.0,5.53470715835141,28.0,0.03036876355748373,6286.0,6.817787418655097
"Raleigh/Durham, NC->New York, NY",19479.0,27.205307262569832,14.0,0.019553072625698324,2940.0,4.106145251396648,9918.0,13.85195530726257,0.0,0.0,6607.0,9.227653631284916
"Detroit, MI->Chicago, IL",18630.0,26.27644569816643,4353.0,6.139633286318759,3326.0,4.691114245416079,4561.0,6.433004231311707,0.0,0.0,6390.0,9.012693935119888
"Las Vegas, NV->San Francisco, CA",17187.0,25.12719298245614,106.0,0.15497076023391812,2150.0,3.1432748538011697,9696.0,14.175438596491228,0.0,0.0,5235.0,7.6535087719298245
"Chicago, IL->Minneapolis, MN",17159.0,17.967539267015706,3047.0,3.1905759162303666,4680.0,4.900523560209424,2221.0,2.32565445026178,0.0,0.0,7211.0,7.550785340314136
"Chicago, IL->Detroit, MI",17024.0,24.011283497884346,1185.0,1.6713681241184768,4533.0,6.393511988716502,3075.0,4.337094499294781,0.0,0.0,8231.0,11.609308885754585
"Minneapolis, MN->Chicago, IL",16922.0,17.737945492662472,4271.0,4.476939203354298,2505.0,2.6257861635220126,6532.0,6.846960167714885,0.0,0.0,3614.0,3.788259958071279
"Washington, DC->Boston, MA",16801.0,21.595115681233935,1705.0,2.191516709511568,2975.0,3.8239074550128533,6082.0,7.817480719794345,0.0,0.0,6039.0,7.762210796915167
"Atlanta, GA->New York, NY",16618.0,15.647834274952919,565.0,0.532015065913371,2293.0,2.159133709981168,10083.0,9.494350282485875,88.0,0.08286252354048965,3589.0,3.379472693032015
"Chicago, IL->San Francisco, CA",16295.0,31.33653846153846,1162.0,2.2346153846153847,2967.0,5.7057692307692305,7820.0,15.038461538461538,0.0,0.0,4346.0,8.357692307692307
"Chicago, IL->Washington, DC",16040.0,16.9376979936642,2601.0,2.746568109820486,3891.0,4.108764519535375,3084.0,3.256599788806758,0.0,0.0,6464.0,6.825765575501584
"Atlanta, GA->Chicago, IL",15951.0,16.825949367088608,543.0,0.5727848101265823,3501.0,3.6930379746835444,9632.0,10.160337552742616,0.0,0.0,2275.0,2.399789029535865
"Washington, DC->Chicago, IL",15799.0,16.700845665961946,635.0,0.671247357293869,1094.0,1.1564482029598309,9827.0,10.387949260042284,0.0,0.0,4243.0,4.485200845665962
"San Diego, CA->San Francisco, CA",15672.0,24.876190476190477,244.0,0.3873015873015873,1583.0,2.5126984126984127,8614.0,13.673015873015872,0.0,0.0,5231.0,8.303174603174604
"Orlando, FL->Newark, NJ",15412.0,28.38305709023941,148.0,0.27255985267034993,3591.0,6.613259668508287,9529.0,17.548802946593003,5.0,0.009208103130755065,2139.0,3.9392265193370166
"Seattle, WA->San Francisco, CA",15247.0,22.893393393393392,20.0,0.03003003003003003,805.0,1.2087087087087087,12594.0,18.90990990990991,0.0,0.0,1828.0,2.744744744744745
"New York, NY->Raleigh/Durham, NC",15026.0,20.840499306518723,66.0,0.09153952843273232,3372.0,4.676837725381414,2743.0,3.8044382801664356,29.0,0.04022191400832178,8816.0,12.22746185852982
"San Francisco, CA->Chicago, IL",14958.0,28.820809248554912,1399.0,2.695568400770713,2673.0,5.1502890173410405,6480.0,12.485549132947977,0.0,0.0,4406.0,8.489402697495184
"Fort Lauderdale, FL->New York, NY",14925.0,20.223577235772357,0.0,0.0,2664.0,3.6097560975609757,8323.0,11.277777777777779,300.0,0.4065040650406504,3638.0,4.929539295392954
"Cleveland, OH->New York, NY",14744.0,25.376936316695353,258.0,0.4440619621342513,1299.0,2.2358003442340793,8112.0,13.962134251290879,4.0,0.0068846815834767644,5071.0,8.728055077452668
"Chicago, IL->Boston, MA",14713.0,25.76707530647986,1040.0,1.8213660245183887,3627.0,6.352014010507881,4654.0,8.15061295971979,33.0,0.05779334500875657,5359.0,9.385288966725044
"Boston, MA->Chicago, IL",14685.0,25.494791666666668,667.0,1.1579861111111112,3954.0,6.864583333333333,5817.0,10.098958333333334,15.0,0.026041666666666668,4232.0,7.347222222222222
"Charlotte, NC->New York, NY",14630.0,17.605294825511432,35.0,0.0421179302045728,2299.0,2.766546329723225,7145.0,8.598074608904934,0.0,0.0,5151.0,6.1985559566787005
"New York, NY->Fort Lauderdale, FL",14627.0,19.819783197831978,77.0,0.1043360433604336,4199.0,5.6897018970189706,4503.0,6.1016260162601625,0.0,0.0,5848.0,7.924119241192412
"Miami, FL->New York, NY",14084.0,16.569411764705883,38.0,0.04470588235294118,4356.0,5.124705882352941,6686.0,7.865882352941177,3.0,0.0035294117647058825,3001.0,3.530588235294118
"Newark, NJ->Chicago, IL",13770.0,25.40590405904059,351.0,0.6476014760147601,1268.0,2.339483394833948,6649.0,12.267527675276753,0.0,0.0,5502.0,10.15129151291513
"Chicago, IL->Newark, NJ",13739.0,25.489795918367346,1519.0,2.8181818181818183,2730.0,5.064935064935065,5820.0,10.797773654916512,0.0,0.0,3670.0,6.808905380333952
"Chicago, IL->Orlando, FL",13646.0,21.156589147286823,1708.0,2.648062015503876,4290.0,6.651162790697675,2606.0,4.04031007751938,0.0,0.0,5042.0,7.8170542635658915
"New York, NY->Charlotte, NC",13630.0,16.42168674698795,284.0,0.3421686746987952,5816.0,7.00722891566265,1912.0,2.3036144578313253,0.0,0.0,5618.0,6.768674698795181
"Boston, MA->Washington, DC",13504.0,17.37966537966538,1160.0,1.492921492921493,3333.0,4.289575289575289,2474.0,3.184041184041184,85.0,0.1093951093951094,6452.0,8.303732303732303
"San Francisco, CA->Boston, MA",13467.0,34.61953727506427,35.0,0.08997429305912596,3454.0,8.87917737789203,5979.0,15.370179948586118,0.0,0.0,3999.0,10.280205655526993
"Detroit, MI->New York, NY",13461.0,25.350282485875706,1668.0,3.1412429378531073,1068.0,2.0112994350282487,7683.0,14.468926553672317,20.0,0.03766478342749529,3022.0,5.691148775894539
"Cincinnati, OH->Chicago, IL",13345.0,23.048359240069086,326.0,0.5630397236614854,3359.0,5.801381692573402,5729.0,9.894645941278066,0.0,0.0,3931.0,6.789291882556132
"Dallas/Fort Worth, TX->New York, NY",13229.0,19.8335832083958,633.0,0.9490254872563718,3545.0,5.314842578710644,5852.0,8.773613193403298,0.0,0.0,3199.0,4.796101949025488
"New York, NY->Atlanta, GA",13068.0,12.316682375117812,335.0,0.3157398680490104,3210.0,3.0254476908576815,2892.0,2.7257304429783225,0.0,0.0,6631.0,6.249764373232799
"Chicago, IL->Cincinnati, OH",12861.0,22.060034305317323,2118.0,3.632933104631218,1367.0,2.3447684391080617,3781.0,6.485420240137222,0.0,0.0,5595.0,9.596912521440823
"Pittsburgh, PA->New York, NY",12856.0,26.839248434237994,159.0,0.33194154488517746,1588.0,3.315240083507307,7536.0,15.732776617954071,0.0,0.0,3573.0,7.45929018789144
"Phoenix, AZ->Chicago, IL",12831.0,18.896907216494846,1182.0,1.7407952871870398,3147.0,4.634756995581738,6524.0,9.608247422680412,20.0,0.029455081001472753,1958.0,2.8836524300441826
"Los Angeles, CA->Chicago, IL",12830.0,15.878712871287128,574.0,0.7103960396039604,2158.0,2.6707920792079207,7786.0,9.636138613861386,0.0,0.0,2312.0,2.8613861386138613
"Chicago, IL->Nashville, TN",12822.0,22.693805309734515,1114.0,1.9716814159292035,4891.0,8.656637168141593,2409.0,4.263716814159292,14.0,0.024778761061946902,4394.0,7.776991150442478
"Nashville, TN->Chicago, IL",12773.0,23.09764918625678,1036.0,1.8734177215189873,3084.0,5.5768535262206145,6074.0,10.98372513562387,0.0,0.0,2579.0,4.663652802893309
"Nashville, TN->New York, NY",12756.0,25.56312625250501,477.0,0.9559118236472945,2264.0,4.537074148296593,5605.0,11.23246492985972,0.0,0.0,4410.0,8.837675350701403
"New York, NY->Cleveland, OH",12694.0,21.961937716262977,894.0,1.546712802768166,1948.0,3.370242214532872,2125.0,3.676470588235294,0.0,0.0,7727.0,13.368512110726643
"Denver, CO->Chicago, IL",12587.0,17.481944444444444,1.0,0.001388888888888889,2033.0,2.823611111111111,6476.0,8.994444444444444,0.0,0.0,4077.0,5.6625
"Chicago, IL->Los Angeles, CA",12533.0,15.549627791563275,2120.0,2.630272952853598,3081.0,3.8225806451612905,2140.0,2.6550868486352357,0.0,0.0,5192.0,6.441687344913151
"San Francisco, CA->Seattle, WA",12524.0,18.889894419306184,0.0,0.0,3299.0,4.975867269984917,2883.0,4.34841628959276,0.0,0.0,6342.0,9.565610859728507
"San Francisco, CA->Las Vegas, NV",12442.0,18.190058479532162,196.0,0.28654970760233917,2990.0,4.371345029239766,3592.0,5.251461988304094,0.0,0.0,5664.0,8.280701754385966
"Newark, NJ->Boston, MA",12365.0,31.224747474747474,29.0,0.07323232323232323,2601.0,6.568181818181818,3935.0,9.936868686868687,0.0,0.0,5800.0,14.646464646464647
"New York, NY->San Francisco, CA",12289.0,19.537360890302068,629.0,1.0,1902.0,3.023847376788553,8812.0,14.009538950715422,0.0,0.0,946.0,1.5039745627980923
"San Francisco, CA->New York, NY",12148.0,19.313195548489666,0.0,0.0,2662.0,4.232114467408585,3435.0,5.461049284578697,17.0,0.02702702702702703,6034.0,9.593004769475357
"Columbus, OH->New York, NY",11866.0,28.118483412322274,341.0,0.8080568720379147,2137.0,5.063981042654029,6786.0,16.080568720379148,0.0,0.0,2602.0,6.165876777251185
"Fort Lauderdale, FL->Newark, NJ",11772.0,24.576200417536533,35.0,0.07306889352818371,1011.0,2.1106471816283925,8664.0,18.08768267223382,0.0,0.0,2062.0,4.304801670146138
"Philadelphia, PA->Boston, MA",11566.0,18.898692810457515,63.0,0.10294117647058823,1489.0,2.433006535947712,5544.0,9.058823529411764,0.0,0.0,4470.0,7.303921568627451
"Chicago, IL->Denver, CO",11491.0,15.959722222222222,1250.0,1.7361111111111112,3562.0,4.947222222222222,2470.0,3.4305555555555554,13.0,0.018055555555555554,4196.0,5.8277777777777775
"Atlanta, GA->Newark, NJ",11490.0,22.13872832369942,201.0,0.3872832369942196,856.0,1.6493256262042388,7969.0,15.354527938342967,0.0,0.0,2464.0,4.747591522157996
"Orlando, FL->New York, NY",11462.0,16.075736325385694,61.0,0.08555399719495091,1704.0,2.3899018232819076,5139.0,7.207573632538569,229.0,0.3211781206171108,4329.0,6.0715287517531555
"Houston, TX->New York, NY",11149.0,23.5210970464135,506.0,1.0675105485232068,2627.0,5.542194092827004,5881.0,12.407172995780591,0.0,0.0,2135.0,4.5042194092827
"Chicago, IL->Dallas/Fort Worth, TX",11126.0,19.622574955908288,2030.0,3.580246913580247,2690.0,4.744268077601411,2281.0,4.022927689594356,0.0,0.0,4125.0,7.275132275132275
"Los Angeles, CA->New York, NY",11036.0,10.37218045112782,157.0,0.1475563909774436,5020.0,4.7180451127819545,2518.0,2.3665413533834587,0.0,0.0,3341.0,3.1400375939849625
"Newark, NJ->Fort Lauderdale, FL",10984.0,22.97907949790795,62.0,0.1297071129707113,1869.0,3.910041841004184,2952.0,6.175732217573222,0.0,0.0,6101.0,12.763598326359833
"Las Vegas, NV->Los Angeles, CA",10835.0,10.231350330500472,3.0,0.0028328611898017,2203.0,2.0802644003777147,3774.0,3.5637393767705383,6.0,0.0056657223796034,4849.0,4.578847969782814
"Chicago, IL->Indianapolis, IN",10797.0,21.17058823529412,749.0,1.468627450980392,3503.0,6.868627450980392,2167.0,4.249019607843137,0.0,0.0,4378.0,8.584313725490196
"Salt Lake City, UT->Chicago, IL",10713.0,28.954054054054055,1135.0,3.0675675675675675,2606.0,7.043243243243243,4696.0,12.691891891891892,14.0,0.03783783783783784,2262.0,6.113513513513514
"West Palm Beach/Palm Beach, FL->Newark, NJ",10695.0,34.5,48.0,0.15483870967741936,1100.0,3.5483870967741935,6618.0,21.348387096774193,0.0,0.0,2929.0,9.448387096774194
"New York, NY->Dallas/Fort Worth, TX",10692.0,16.02998500749625,329.0,0.49325337331334335,3492.0,5.235382308845577,2519.0,3.7766116941529235,0.0,0.0,4352.0,6.524737631184408
"New York, NY->Columbus, OH",10662.0,25.446300715990454,296.0,0.7064439140811456,3102.0,7.4033412887828165,1272.0,3.035799522673031,0.0,0.0,5992.0,14.30071599045346
"Boston, MA->San Francisco, CA",10583.0,27.066496163682864,732.0,1.8721227621483376,2383.0,6.09462915601023,4795.0,12.263427109974424,0.0,0.0,2673.0,6.836317135549872
"New York, NY->Orlando, FL",10562.0,14.813464235624123,263.0,0.3688639551192146,2483.0,3.482468443197756,2904.0,4.072931276297335,0.0,0.0,4912.0,6.889200561009818
"San Francisco, CA->Newark, NJ",10512.0,25.639024390243904,35.0,0.08536585365853659,3155.0,7.695121951219512,3759.0,9.168292682926829,0.0,0.0,3563.0,8.690243902439024
"Chicago, IL->Phoenix, AZ",10473.0,15.401470588235295,3674.0,5.402941176470589,2077.0,3.054411764705882,1508.0,2.2176470588235295,0.0,0.0,3214.0,4.726470588235294
"Portland, OR->San Francisco, CA",10460.0,23.50561797752809,350.0,0.7865168539325843,1117.0,2.5101123595505617,6311.0,14.182022471910113,0.0,0.0,2682.0,6.026966292134832
"Detroit, MI->Newark, NJ",10428.0,42.73770491803279,343.0,1.4057377049180328,1684.0,6.901639344262295,6529.0,26.758196721311474,0.0,0.0,1872.0,7.672131147540983
"Norfolk, VA->New York, NY",10380.0,28.753462603878116,112.0,0.31024930747922436,568.0,1.5734072022160666,5030.0,13.933518005540167,10.0,0.027700831024930747,4660.0,12.908587257617729
"San Francisco, CA->San Diego, CA",10378.0,16.47301587301587,407.0,0.6460317460317461,2227.0,3.534920634920635,2570.0,4.079365079365079,0.0,0.0,5174.0,8.212698412698412
"New York, NY->Pittsburgh, PA",10370.0,21.514522821576765,524.0,1.0871369294605808,1286.0,2.66804979253112,1379.0,2.8609958506224067,0.0,0.0,7181.0,14.898340248962656
"Orlando, FL->Chicago, IL",10344.0,16.012383900928793,964.0,1.4922600619195046,2123.0,3.2863777089783284,3743.0,5.794117647058823,0.0,0.0,3514.0,5.439628482972136
"Chicago, IL->Cleveland, OH",10326.0,19.59392789373814,1688.0,3.20303605313093,2563.0,4.863377609108159,2297.0,4.358633776091081,0.0,0.0,3778.0,7.16888045540797
"New York, NY->Miami, FL",10310.0,12.129411764705882,399.0,0.46941176470588236,2534.0,2.981176470588235,3309.0,3.8929411764705883,840.0,0.9882352941176471,3228.0,3.7976470588235296
"Indianapolis, IN->Chicago, IL",10209.0,22.838926174496645,22.0,0.049217002237136466,2827.0,6.324384787472035,2821.0,6.31096196868009,0.0,0.0,4539.0,10.154362416107382
"Richmond, VA->New York, NY",10209.0,32.00313479623824,573.0,1.7962382445141065,1051.0,3.2946708463949843,5548.0,17.391849529780565,0.0,0.0,3037.0,9.52037617554859
"New York, NY->Norfolk, VA",10129.0,28.136111111111113,44.0,0.12222222222222222,2568.0,7.133333333333334,1437.0,3.9916666666666667,0.0,0.0,6080.0,16.88888888888889
"Atlanta, GA->Boston, MA",10115.0,19.377394636015325,158.0,0.30268199233716475,2438.0,4.670498084291188,4471.0,8.565134099616857,0.0,0.0,3048.0,5.839080459770115
"Los Angeles, CA->Las Vegas, NV",10080.0,9.500471253534402,0.0,0.0,2691.0,2.536286522148916,3148.0,2.9670122525918945,0.0,0.0,4241.0,3.997172478793591
"Phoenix, AZ->San Francisco, CA",9802.0,23.1725768321513,0.0,0.0,1672.0,3.9527186761229314,6205.0,14.66903073286052,0.0,0.0,1925.0,4.550827423167848
"Dallas/Fort Worth, TX->Chicago, IL",9770.0,17.384341637010674,148.0,0.26334519572953735,1745.0,3.104982206405694,5689.0,10.122775800711743,0.0,0.0,2188.0,3.893238434163701
"Newark, NJ->San Francisco, CA",9668.0,23.466019417475728,655.0,1.5898058252427185,1933.0,4.691747572815534,5071.0,12.308252427184467,0.0,0.0,2009.0,4.87621359223301
"New York, NY->Nashville, TN",9635.0,19.386317907444667,214.0,0.4305835010060362,1067.0,2.1468812877263583,1449.0,2.915492957746479,0.0,0.0,6905.0,13.893360160965795
"Denver, CO->San Francisco, CA",9625.0,25.19633507853403,97.0,0.25392670157068065,940.0,2.4607329842931938,6820.0,17.853403141361255,0.0,0.0,1768.0,4.628272251308901
"Newark, NJ->Orlando, FL",9552.0,17.591160220994475,14.0,0.02578268876611418,3191.0,5.876611418047882,2138.0,3.9373848987108655,0.0,0.0,4209.0,7.751381215469613
"Boston, MA->Newark, NJ",9543.0,24.037783375314863,202.0,0.5088161209068011,1917.0,4.828715365239295,4192.0,10.55919395465995,0.0,0.0,3232.0,8.141057934508817
"West Palm Beach/Palm Beach, FL->New York, NY",9526.0,23.177615571776155,0.0,0.0,1447.0,3.5206812652068127,3795.0,9.233576642335766,0.0,0.0,4284.0,10.423357664233576
"Washington, DC->Atlanta, GA",9511.0,10.33804347826087,1085.0,1.1793478260869565,3454.0,3.7543478260869567,2420.0,2.630434782608696,42.0,0.04565217391304348,2510.0,2.7282608695652173
"New York, NY->Detroit, MI",9450.0,17.830188679245282,62.0,0.1169811320754717,1517.0,2.862264150943396,3543.0,6.684905660377359,0.0,0.0,4328.0,8.166037735849057
"Buffalo, NY->New York, NY",9364.0,24.0719794344473,703.0,1.80719794344473,1380.0,3.5475578406169666,2918.0,7.5012853470437015,0.0,0.0,4363.0,11.215938303341902
"Chicago, IL->Columbus, OH",9355.0,17.785171102661597,1292.0,2.456273764258555,2128.0,4.0456273764258555,2362.0,4.490494296577947,0.0,0.0,3573.0,6.7927756653992395
"Detroit, MI->Boston, MA",9326.0,35.86923076923077,2655.0,10.211538461538462,2367.0,9.103846153846154,3184.0,12.246153846153845,0.0,0.0,1120.0,4.3076923076923075
"Fort Myers, FL->Chicago, IL",9302.0,21.28604118993135,526.0,1.2036613272311212,2060.0,4.71395881006865,4331.0,9.91075514874142,0.0,0.0,2385.0,5.4576659038901605
"Las Vegas, NV->Chicago, IL",9073.0,15.146911519198664,831.0,1.3873121869782972,1819.0,3.036727879799666,5123.0,8.552587646076795,0.0,0.0,1300.0,2.1702838063439067
"Houston, TX->Dallas/Fort Worth, TX",9059.0,12.7054698457223,71.0,0.09957924263674614,3598.0,5.046283309957924,1309.0,1.8359046283309959,42.0,0.05890603085553997,4039.0,5.664796633941094
"Washington, DC->Newark, NJ",9056.0,31.887323943661972,1068.0,3.76056338028169,646.0,2.2746478873239435,5623.0,19.799295774647888,0.0,0.0,1719.0,6.052816901408451
"Salt Lake City, UT->San Francisco, CA",9009.0,28.782747603833865,448.0,1.4313099041533546,1222.0,3.9041533546325877,5805.0,18.54632587859425,0.0,0.0,1534.0,4.900958466453674
"Chicago, IL->Salt Lake City, UT",8882.0,24.13586956521739,2249.0,6.111413043478261,2884.0,7.836956521739131,896.0,2.4347826086956523,0.0,0.0,2853.0,7.752717391304348
"Los Angeles, CA->Salt Lake City, UT",8847.0,17.3811394891945,92.0,0.1807465618860511,4441.0,8.724950884086445,1138.0,2.235756385068762,0.0,0.0,3176.0,6.239685658153242
"Boston, MA->Philadelphia, PA",8798.0,14.422950819672131,359.0,0.5885245901639344,3430.0,5.622950819672131,889.0,1.457377049180328,0.0,0.0,4120.0,6.754098360655738
"Norfolk, VA->Chicago, IL",8765.0,48.69444444444444,72.0,0.4,3276.0,18.2,2994.0,16.633333333333333,0.0,0.0,2423.0,13.46111111111111
"Boston, MA->Atlanta, GA",8681.0,16.630268199233715,1201.0,2.3007662835249043,2040.0,3.9080459770114944,1873.0,3.5881226053639845,0.0,0.0,3567.0,6.833333333333333
"Bend/Redmond, OR->San Francisco, CA",8674.0,68.84126984126983,1558.0,12.365079365079366,1136.0,9.015873015873016,3480.0,27.61904761904762,0.0,0.0,2500.0,19.841269841269842
"Columbus, OH->Chicago, IL",8664.0,16.565965583173995,307.0,0.5869980879541109,1444.0,2.7609942638623326,3755.0,7.179732313575526,0.0,0.0,3158.0,6.038240917782026
"St. Louis, MO->New York, NY",8616.0,25.566765578635014,183.0,0.543026706231454,687.0,2.0385756676557865,5076.0,15.062314540059347,0.0,0.0,2670.0,7.922848664688427
"Kansas City, MO->Chicago, IL",8610.0,16.337760910815938,236.0,0.4478178368121442,1658.0,3.146110056925996,3918.0,7.434535104364326,0.0,0.0,2798.0,5.309297912713473
"New York, NY->Houston, TX",8571.0,18.120507399577168,241.0,0.5095137420718816,2649.0,5.600422832980972,1453.0,3.0718816067653276,0.0,0.0,4228.0,8.938689217758986
"Louisville, KY->Chicago, IL",8520.0,39.627906976744185,1747.0,8.125581395348837,3365.0,15.651162790697674,664.0,3.088372093023256,0.0,0.0,2744.0,12.762790697674419
"Chicago, IL->Louisville, KY",8518.0,38.71818181818182,102.0,0.4636363636363636,5543.0,25.195454545454545,907.0,4.122727272727273,0.0,0.0,1966.0,8.936363636363636
"New York, NY->Los Angeles, CA",8515.0,8.00281954887218,771.0,0.724624060150376,3719.0,3.4953007518796992,2187.0,2.055451127819549,0.0,0.0,1838.0,1.7274436090225564
"Philadelphia, PA->Chicago, IL",8341.0,16.516831683168316,1082.0,2.1425742574257427,1037.0,2.0534653465346535,5800.0,11.485148514851485,0.0,0.0,422.0,0.8356435643564356
"New York, NY->West Palm Beach/Palm Beach, FL",8328.0,20.115942028985508,572.0,1.3816425120772946,2858.0,6.903381642512077,1489.0,3.5966183574879227,0.0,0.0,3409.0,8.234299516908212
"Dallas/Fort Worth, TX->Houston, TX",8297.0,11.636746143057504,213.0,0.29873772791023845,4213.0,5.908835904628331,1169.0,1.6395511921458625,1.0,0.001402524544179523,2701.0,3.788218793828892
"Baltimore, MD->Boston, MA",8258.0,19.80335731414868,259.0,0.6211031175059952,1898.0,4.551558752997602,3513.0,8.424460431654676,73.0,0.1750599520383693,2515.0,6.031175059952038
"Houston, TX->Chicago, IL",8232.0,13.742904841402337,1035.0,1.7278797996661102,1536.0,2.5642737896494157,4085.0,6.819699499165275,0.0,0.0,1576.0,2.631051752921536
"Cleveland, OH->Chicago, IL",8178.0,16.45472837022133,942.0,1.8953722334004024,1324.0,2.6639839034205233,3738.0,7.52112676056338,0.0,0.0,2174.0,4.374245472837022
"Burbank, CA->San Francisco, CA",8178.0,28.795774647887324,47.0,0.16549295774647887,2677.0,9.42605633802817,3781.0,13.31338028169014,0.0,0.0,1673.0,5.890845070422535
"Denver, CO->Aspen, CO",8172.0,36.0,1859.0,8.189427312775331,2077.0,9.14977973568282,1547.0,6.814977973568282,0.0,0.0,2689.0,11.845814977973568
"Atlanta, GA->Washington, DC",8074.0,8.77608695652174,946.0,1.0282608695652173,2937.0,3.1923913043478263,2093.0,2.275,0.0,0.0,2098.0,2.2804347826086957
"Raleigh/Durham, NC->Newark, NJ",8058.0,33.43568464730291,0.0,0.0,214.0,0.8879668049792531,6822.0,28.307053941908713,0.0,0.0,1022.0,4.240663900414938
"West Palm Beach/Palm Beach, FL->Boston, MA",8057.0,33.29338842975206,0.0,0.0,1096.0,4.528925619834711,2467.0,10.194214876033058,0.0,0.0,4494.0,18.570247933884296
"Aspen, CO->Chicago, IL",8049.0,56.683098591549296,1209.0,8.514084507042254,986.0,6.943661971830986,2169.0,15.274647887323944,15.0,0.1056338028169014,3670.0,25.845070422535212
"Milwaukee, WI->Chicago, IL",7998.0,45.70285714285714,541.0,3.0914285714285716,3577.0,20.44,768.0,4.388571428571429,0.0,0.0,3112.0,17.782857142857143
"Chicago, IL->Kansas City, MO",7948.0,15.314065510597302,984.0,1.8959537572254335,1900.0,3.6608863198458574,1938.0,3.7341040462427744,0.0,0.0,3126.0,6.023121387283237
"Charlotte, NC->Chicago, IL",7827.0,17.58876404494382,0.0,0.0,1806.0,4.058426966292135,4345.0,9.764044943820224,0.0,0.0,1676.0,3.7662921348314606
"Denver, CO->Salt Lake City, UT",7762.0,12.808580858085808,20.0,0.033003300330033,3547.0,5.853135313531353,1353.0,2.232673267326733,0.0,0.0,2842.0,4.68976897689769
"Omaha, NE->Chicago, IL",7759.0,19.894871794871793,132.0,0.3384615384615385,1895.0,4.858974358974359,3195.0,8.192307692307692,0.0,0.0,2537.0,6.505128205128205
"Chicago, IL->Charlotte, NC",7631.0,17.14831460674157,1350.0,3.033707865168539,2143.0,4.8157303370786515,1372.0,3.0831460674157305,0.0,0.0,2766.0,6.215730337078652
"Raleigh/Durham, NC->Boston, MA",7598.0,31.526970954356848,0.0,0.0,2841.0,11.78838174273859,1986.0,8.240663900414937,0.0,0.0,2771.0,11.49792531120332
"San Francisco, CA->Denver, CO",7595.0,20.03957783641161,5.0,0.013192612137203167,1732.0,4.569920844327177,1798.0,4.744063324538258,0.0,0.0,4060.0,10.712401055408971
"Chicago, IL->Houston, TX",7489.0,12.565436241610739,1050.0,1.761744966442953,1697.0,2.847315436241611,1907.0,3.1996644295302015,0.0,0.0,2835.0,4.756711409395973
"Chicago, IL->Miami, FL",7453.0,19.8218085106383,1599.0,4.252659574468085,1418.0,3.771276595744681,1439.0,3.827127659574468,0.0,0.0,2997.0,7.970744680851064
"Boston, MA->Baltimore, MD",7416.0,17.784172661870503,231.0,0.5539568345323741,2203.0,5.2829736211031175,1336.0,3.2038369304556356,29.0,0.06954436450839328,3617.0,8.673860911270983
"Miami, FL->Newark, NJ",7346.0,28.6953125,10.0,0.0390625,1642.0,6.4140625,4644.0,18.140625,0.0,0.0,1050.0,4.1015625
"Cincinnati, OH->New York, NY",7301.0,27.344569288389515,305.0,1.142322097378277,1031.0,3.8614232209737827,4457.0,16.692883895131086,0.0,0.0,1508.0,5.647940074906367
"Boston, MA->Detroit, MI",7297.0,28.065384615384616,859.0,3.3038461538461537,2179.0,8.38076923076923,854.0,3.2846153846153845,0.0,0.0,3405.0,13.096153846153847
"New York, NY->Buffalo, NY",7251.0,18.640102827763496,130.0,0.3341902313624679,2418.0,6.215938303341902,1010.0,2.596401028277635,0.0,0.0,3693.0,9.49357326478149
