ROUTE_PATH,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,_c45,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,ORIGIN_UTC_LOCAL_TIME_VARIATION,DEST_LATITUDE,DEST_LONGITUDE,DEST_UTC_LOCAL_TIME_VARIATION,WHEELS_OFF_UTC_DATETIME,WHEELS_ON_UTC_DATETIME,ENTRY_LONGITUDE,ENTRY_LATITUDE,EXIT_LONGITUDE,EXIT_LATITUDE,ENTRY_TIME,EXIT_TIME,IS_IN_AREA
1320402->1129202,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N492WN,2037,13204,1320402,MCO,"Orlando, FL",FL,Florida,11292,1129202,DEN,"Denver, CO",CO,Colorado,630,630,0.0,15.0,645,836,8.0,840,844,4.0,0.0,"",0.0,250.0,254.0,231.0,1546.0,7,"","","","","","",28.42944444,-81.30888889,-500,39.86166667,-104.67305556,-700,2019-03-08T11:45:00.000Z,2019-03-08T15:36:00.000Z,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1320402->1129202,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N492WN,2037,13204,1320402,MCO,"Orlando, FL",FL,Florida,11292,1129202,DEN,"Denver, CO",CO,Colorado,630,630,0.0,15.0,645,836,8.0,840,844,4.0,0.0,"",0.0,250.0,254.0,231.0,1546.0,7,"","","","","","",28.42944444,-81.30888889,-500,39.86166667,-104.67305556,-700,2019-03-08T11:45:00.000Z,2019-03-08T15:36:00.000Z,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1320402->1129202,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N8605E,2572,13204,1320402,MCO,"Orlando, FL",FL,Florida,11292,1129202,DEN,"Denver, CO",CO,Colorado,935,932,-3.0,14.0,946,1137,8.0,1145,1145,0.0,0.0,"",0.0,250.0,253.0,231.0,1546.0,7,"","","","","","",28.42944444,-81.30888889,-500,39.86166667,-104.67305556,-700,2019-03-08T14:46:00.000Z,2019-03-08T18:37:00.000Z,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1320402->1129202,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N8605E,2572,13204,1320402,MCO,"Orlando, FL",FL,Florida,11292,1129202,DEN,"Denver, CO",CO,Colorado,935,932,-3.0,14.0,946,1137,8.0,1145,1145,0.0,0.0,"",0.0,250.0,253.0,231.0,1546.0,7,"","","","","","",28.42944444,-81.30888889,-500,39.86166667,-104.67305556,-700,2019-03-08T14:46:00.000Z,2019-03-08T18:37:00.000Z,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1320402->1129202,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N8605E,2572,13204,1320402,MCO,"Orlando, FL",FL,Florida,11292,1129202,DEN,"Denver, CO",CO,Colorado,935,932,-3.0,14.0,946,1137,8.0,1145,1145,0.0,0.0,"",0.0,250.0,253.0,231.0,1546.0,7,"","","","","","",28.42944444,-81.30888889,-500,39.86166667,-104.67305556,-700,2019-03-08T14:46:00.000Z,2019-03-08T18:37:00.000Z,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1320402->1129202,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N8605E,2572,13204,1320402,MCO,"Orlando, FL",FL,Florida,11292,1129202,DEN,"Denver, CO",CO,Colorado,935,932,-3.0,14.0,946,1137,8.0,1145,1145,0.0,0.0,"",0.0,250.0,253.0,231.0,1546.0,7,"","","","","","",28.42944444,-81.30888889,-500,39.86166667,-104.67305556,-700,2019-03-08T14:46:00.000Z,2019-03-08T18:37:00.000Z,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1320402->1129202,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N8605E,2572,13204,1320402,MCO,"Orlando, FL",FL,Florida,11292,1129202,DEN,"Denver, CO",CO,Colorado,935,932,-3.0,14.0,946,1137,8.0,1145,1145,0.0,0.0,"",0.0,250.0,253.0,231.0,1546.0,7,"","","","","","",28.42944444,-81.30888889,-500,39.86166667,-104.67305556,-700,2019-03-08T14:46:00.000Z,2019-03-08T18:37:00.000Z,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1320402->1129202,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N68843,2369,13204,1320402,MCO,"Orlando, FL",FL,Florida,11292,1129202,DEN,"Denver, CO",CO,Colorado,640,634,-6.0,15.0,649,832,25.0,843,857,14.0,0.0,"",0.0,243.0,263.0,223.0,1546.0,7,"","","","","","",28.42944444,-81.30888889,-500,39.86166667,-104.67305556,-700,2019-03-08T11:49:00.000Z,2019-03-08T15:32:00.000Z,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1320402->1129202,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N68843,2369,13204,1320402,MCO,"Orlando, FL",FL,Florida,11292,1129202,DEN,"Denver, CO",CO,Colorado,640,634,-6.0,15.0,649,832,25.0,843,857,14.0,0.0,"",0.0,243.0,263.0,223.0,1546.0,7,"","","","","","",28.42944444,-81.30888889,-500,39.86166667,-104.67305556,-700,2019-03-08T11:49:00.000Z,2019-03-08T15:32:00.000Z,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1320402->1129202,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N68843,2369,13204,1320402,MCO,"Orlando, FL",FL,Florida,11292,1129202,DEN,"Denver, CO",CO,Colorado,640,634,-6.0,15.0,649,832,25.0,843,857,14.0,0.0,"",0.0,243.0,263.0,223.0,1546.0,7,"","","","","","",28.42944444,-81.30888889,-500,39.86166667,-104.67305556,-700,2019-03-08T11:49:00.000Z,2019-03-08T15:32:00.000Z,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1320402->1129202,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N68843,2369,13204,1320402,MCO,"Orlando, FL",FL,Florida,11292,1129202,DEN,"Denver, CO",CO,Colorado,640,634,-6.0,15.0,649,832,25.0,843,857,14.0,0.0,"",0.0,243.0,263.0,223.0,1546.0,7,"","","","","","",28.42944444,-81.30888889,-500,39.86166667,-104.67305556,-700,2019-03-08T11:49:00.000Z,2019-03-08T15:32:00.000Z,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1320402->1129202,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N68843,2369,13204,1320402,MCO,"Orlando, FL",FL,Florida,11292,1129202,DEN,"Denver, CO",CO,Colorado,640,634,-6.0,15.0,649,832,25.0,843,857,14.0,0.0,"",0.0,243.0,263.0,223.0,1546.0,7,"","","","","","",28.42944444,-81.30888889,-500,39.86166667,-104.67305556,-700,2019-03-08T11:49:00.000Z,2019-03-08T15:32:00.000Z,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1320402->1430705,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N418WN,888,13204,1320402,MCO,"Orlando, FL",FL,Florida,14307,1430705,PVD,"Providence, RI",RI,Rhode Island,830,826,-4.0,13.0,839,1059,4.0,1110,1103,-7.0,0.0,"",0.0,160.0,157.0,140.0,1072.0,5,"","","","","","",28.42944444,-81.30888889,-500,41.72222222,-71.42777778,-500,2019-03-08T13:39:00.000Z,2019-03-08T15:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1336705->1129806,2019,1,3,8,5,2019-03-08T00:00:00.000Z,YV,20378,N929LR,5938,13367,1336705,MLI,"Moline, IL",IL,Illinois,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,725,731,6.0,16.0,747,933,17.0,955,950,-5.0,0.0,"",0.0,150.0,139.0,106.0,691.0,3,"","","","","","",41.44833333,-90.5075,-600,32.89722222,-97.03777778,-600,2019-03-08T13:47:00.000Z,2019-03-08T15:33:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1387102->1477104,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OO,20304,N203SY,5215,13871,1387102,OMA,"Omaha, NE",NE,Nebraska,14771,1477104,SFO,"San Francisco, CA",CA,California,725,724,-1.0,31.0,755,945,8.0,931,953,22.0,0.0,"",0.0,246.0,269.0,230.0,1433.0,6,0.0,0.0,22.0,0.0,0.0,"",41.30305556,-95.89416667,-600,37.61888889,-122.37555556,-800,2019-03-08T13:55:00.000Z,2019-03-08T17:45:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1449202->1161802,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N439UA,1021,14492,1449202,RDU,"Raleigh/Durham, NC",NC,North Carolina,11618,1161802,EWR,"Newark, NJ",NJ,New Jersey,1010,1007,-3.0,12.0,1019,1126,6.0,1150,1132,-18.0,0.0,"",0.0,100.0,85.0,67.0,416.0,2,"","","","","","",35.87777778,-78.7875,-500,40.6925,-74.16861111,-500,2019-03-08T15:19:00.000Z,2019-03-08T16:26:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1467903->1405702,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AS,19930,N315AS,599,14679,1467903,SAN,"San Diego, CA",CA,California,14057,1405702,PDX,"Portland, OR",OR,Oregon,725,718,-7.0,15.0,733,945,4.0,1000,949,-11.0,0.0,"",0.0,155.0,151.0,132.0,933.0,4,"","","","","","",32.73361111,-117.18972222,-800,45.58861111,-122.59694444,-800,2019-03-08T15:33:00.000Z,2019-03-08T17:45:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1468305->1247805,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N928NN,1424,14683,1468305,SAT,"San Antonio, TX",TX,Texas,12478,1247805,JFK,"New York, NY",NY,New York,859,853,-6.0,13.0,906,1332,7.0,1355,1339,-16.0,0.0,"",0.0,236.0,226.0,206.0,1587.0,7,"","","","","","",29.53388889,-98.46916667,-600,40.64,-73.77861111,-500,2019-03-08T15:06:00.000Z,2019-03-08T18:32:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1468305->1247805,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N928NN,1424,14683,1468305,SAT,"San Antonio, TX",TX,Texas,12478,1247805,JFK,"New York, NY",NY,New York,859,853,-6.0,13.0,906,1332,7.0,1355,1339,-16.0,0.0,"",0.0,236.0,226.0,206.0,1587.0,7,"","","","","","",29.53388889,-98.46916667,-600,40.64,-73.77861111,-500,2019-03-08T15:06:00.000Z,2019-03-08T18:32:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1468305->1247805,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N337NW,400,14683,1468305,SAT,"San Antonio, TX",TX,Texas,12478,1247805,JFK,"New York, NY",NY,New York,800,757,-3.0,12.0,809,1230,14.0,1247,1244,-3.0,0.0,"",0.0,227.0,227.0,201.0,1587.0,7,"","","","","","",29.53388889,-98.46916667,-600,40.64,-73.77861111,-500,2019-03-08T14:09:00.000Z,2019-03-08T17:30:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1468305->1247805,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N337NW,400,14683,1468305,SAT,"San Antonio, TX",TX,Texas,12478,1247805,JFK,"New York, NY",NY,New York,800,757,-3.0,12.0,809,1230,14.0,1247,1244,-3.0,0.0,"",0.0,227.0,227.0,201.0,1587.0,7,"","","","","","",29.53388889,-98.46916667,-600,40.64,-73.77861111,-500,2019-03-08T14:09:00.000Z,2019-03-08T17:30:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1477104->1537604,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OO,20304,N151SY,5802,14771,1477104,SFO,"San Francisco, CA",CA,California,15376,1537604,TUS,"Tucson, AZ",AZ,Arizona,700,655,-5.0,19.0,714,1003,4.0,1018,1007,-11.0,0.0,"",0.0,138.0,132.0,109.0,751.0,4,"","","","","","",37.61888889,-122.37555556,-800,32.11611111,-110.94111111,-700,2019-03-08T15:14:00.000Z,2019-03-08T17:03:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1486903->1474703,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N3739P,199,14869,1486903,SLC,"Salt Lake City, UT",UT,Utah,14747,1474703,SEA,"Seattle, WA",WA,Washington,820,817,-3.0,15.0,832,914,5.0,939,919,-20.0,0.0,"",0.0,139.0,122.0,102.0,689.0,3,"","","","","","",40.78833333,-111.97777778,-700,47.45,-122.31166667,-800,2019-03-08T15:32:00.000Z,2019-03-08T17:14:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1486903->1474703,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N3739P,199,14869,1486903,SLC,"Salt Lake City, UT",UT,Utah,14747,1474703,SEA,"Seattle, WA",WA,Washington,820,817,-3.0,15.0,832,914,5.0,939,919,-20.0,0.0,"",0.0,139.0,122.0,102.0,689.0,3,"","","","","","",40.78833333,-111.97777778,-700,47.45,-122.31166667,-800,2019-03-08T15:32:00.000Z,2019-03-08T17:14:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1486903->1474703,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OO,20304,N256SY,3954,14869,1486903,SLC,"Salt Lake City, UT",UT,Utah,14747,1474703,SEA,"Seattle, WA",WA,Washington,720,720,0.0,13.0,733,817,13.0,853,830,-23.0,0.0,"",0.0,153.0,130.0,104.0,689.0,3,"","","","","","",40.78833333,-111.97777778,-700,47.45,-122.31166667,-800,2019-03-08T14:33:00.000Z,2019-03-08T16:17:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1486903->1474703,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OO,20304,N256SY,3954,14869,1486903,SLC,"Salt Lake City, UT",UT,Utah,14747,1474703,SEA,"Seattle, WA",WA,Washington,720,720,0.0,13.0,733,817,13.0,853,830,-23.0,0.0,"",0.0,153.0,130.0,104.0,689.0,3,"","","","","","",40.78833333,-111.97777778,-700,47.45,-122.31166667,-800,2019-03-08T14:33:00.000Z,2019-03-08T16:17:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1042302->1330303,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N895NN,2545,10423,1042302,AUS,"Austin, TX",TX,Texas,13303,1330303,MIA,"Miami, FL",FL,Florida,944,945,1.0,11.0,956,1259,5.0,1323,1304,-19.0,0.0,"",0.0,159.0,139.0,123.0,1103.0,5,"","","","","","",30.19444444,-97.67,-600,25.79527778,-80.29,-500,2019-03-08T15:56:00.000Z,2019-03-08T17:59:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1062702->1129806,2019,1,3,8,5,2019-03-08T00:00:00.000Z,YV,20378,N245LR,5990,10627,1062702,BIS,"Bismarck/Mandan, ND",ND,North Dakota,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,700,710,10.0,24.0,734,936,24.0,939,1000,21.0,0.0,"",0.0,159.0,170.0,122.0,977.0,4,0.0,0.0,11.0,10.0,0.0,"",46.77277778,-100.74583333,-600,32.89722222,-97.03777778,-600,2019-03-08T13:34:00.000Z,2019-03-08T15:36:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288903->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N342DN,1379,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,600,559,-1.0,17.0,616,1223,4.0,1249,1227,-22.0,0.0,"",0.0,229.0,208.0,187.0,1747.0,7,"","","","","","",36.08,-115.15222222,-800,33.63666667,-84.42777778,-500,2019-03-08T14:16:00.000Z,2019-03-08T17:23:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288903->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N342DN,1379,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,600,559,-1.0,17.0,616,1223,4.0,1249,1227,-22.0,0.0,"",0.0,229.0,208.0,187.0,1747.0,7,"","","","","","",36.08,-115.15222222,-800,33.63666667,-84.42777778,-500,2019-03-08T14:16:00.000Z,2019-03-08T17:23:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288903->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N342DN,1379,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,600,559,-1.0,17.0,616,1223,4.0,1249,1227,-22.0,0.0,"",0.0,229.0,208.0,187.0,1747.0,7,"","","","","","",36.08,-115.15222222,-800,33.63666667,-84.42777778,-500,2019-03-08T14:16:00.000Z,2019-03-08T17:23:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288903->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N337DN,1509,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,715,709,-6.0,14.0,723,1332,7.0,1406,1339,-27.0,0.0,"",0.0,231.0,210.0,189.0,1747.0,7,"","","","","","",36.08,-115.15222222,-800,33.63666667,-84.42777778,-500,2019-03-08T15:23:00.000Z,2019-03-08T18:32:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288903->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N337DN,1509,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,715,709,-6.0,14.0,723,1332,7.0,1406,1339,-27.0,0.0,"",0.0,231.0,210.0,189.0,1747.0,7,"","","","","","",36.08,-115.15222222,-800,33.63666667,-84.42777778,-500,2019-03-08T15:23:00.000Z,2019-03-08T18:32:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288903->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N337DN,1509,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,715,709,-6.0,14.0,723,1332,7.0,1406,1339,-27.0,0.0,"",0.0,231.0,210.0,189.0,1747.0,7,"","","","","","",36.08,-115.15222222,-800,33.63666667,-84.42777778,-500,2019-03-08T15:23:00.000Z,2019-03-08T18:32:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288903->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N8665D,1021,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,605,558,-7.0,13.0,611,1215,6.0,1255,1221,-34.0,0.0,"",0.0,230.0,203.0,184.0,1747.0,7,"","","","","","",36.08,-115.15222222,-800,33.63666667,-84.42777778,-500,2019-03-08T14:11:00.000Z,2019-03-08T17:15:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288903->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N8665D,1021,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,605,558,-7.0,13.0,611,1215,6.0,1255,1221,-34.0,0.0,"",0.0,230.0,203.0,184.0,1747.0,7,"","","","","","",36.08,-115.15222222,-800,33.63666667,-84.42777778,-500,2019-03-08T14:11:00.000Z,2019-03-08T17:15:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288903->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N8665D,1021,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,605,558,-7.0,13.0,611,1215,6.0,1255,1221,-34.0,0.0,"",0.0,230.0,203.0,184.0,1747.0,7,"","","","","","",36.08,-115.15222222,-800,33.63666667,-84.42777778,-500,2019-03-08T14:11:00.000Z,2019-03-08T17:15:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288903->1289208,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N7718B,759,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,12892,1289208,LAX,"Los Angeles, CA",CA,California,720,734,14.0,15.0,749,838,7.0,835,845,10.0,0.0,"",0.0,75.0,71.0,49.0,236.0,1,"","","","","","",36.08,-115.15222222,-800,33.9425,-118.40805556,-800,2019-03-08T15:49:00.000Z,2019-03-08T16:38:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288903->1289208,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N7718B,759,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,12892,1289208,LAX,"Los Angeles, CA",CA,California,720,734,14.0,15.0,749,838,7.0,835,845,10.0,0.0,"",0.0,75.0,71.0,49.0,236.0,1,"","","","","","",36.08,-115.15222222,-800,33.9425,-118.40805556,-800,2019-03-08T15:49:00.000Z,2019-03-08T16:38:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288903->1289208,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N123NN,2530,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,12892,1289208,LAX,"Los Angeles, CA",CA,California,659,650,-9.0,17.0,707,756,8.0,826,804,-22.0,0.0,"",0.0,87.0,74.0,49.0,236.0,1,"","","","","","",36.08,-115.15222222,-800,33.9425,-118.40805556,-800,2019-03-08T15:07:00.000Z,2019-03-08T15:56:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288903->1289208,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N123NN,2530,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,12892,1289208,LAX,"Los Angeles, CA",CA,California,659,650,-9.0,17.0,707,756,8.0,826,804,-22.0,0.0,"",0.0,87.0,74.0,49.0,236.0,1,"","","","","","",36.08,-115.15222222,-800,33.9425,-118.40805556,-800,2019-03-08T15:07:00.000Z,2019-03-08T15:56:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1320402->1025702,2019,1,3,8,5,2019-03-08T00:00:00.000Z,B6,20409,N566JB,120,13204,1320402,MCO,"Orlando, FL",FL,Florida,10257,1025702,ALB,"Albany, NY",NY,New York,1027,1019,-8.0,11.0,1030,1253,2.0,1315,1255,-20.0,0.0,"",0.0,168.0,156.0,143.0,1073.0,5,"","","","","","",28.42944444,-81.30888889,-500,42.74916667,-73.80194444,-500,2019-03-08T15:30:00.000Z,2019-03-08T17:53:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1323202->1069302,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N7859B,404,13232,1323202,MDW,"Chicago, IL",IL,Illinois,10693,1069302,BNA,"Nashville, TN",TN,Tennessee,920,925,5.0,20.0,945,1050,7.0,1045,1057,12.0,0.0,"",0.0,85.0,92.0,65.0,395.0,2,"","","","","","",41.78583333,-87.7525,-600,36.12444444,-86.67805556,-600,2019-03-08T15:45:00.000Z,2019-03-08T16:50:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1330303->1162402,2019,1,3,8,5,2019-03-08T00:00:00.000Z,YX,20452,N420YX,4558,13303,1330303,MIA,"Miami, FL",FL,Florida,11624,1162402,EYW,"Key West, FL",FL,Florida,1029,1024,-5.0,30.0,1054,1124,4.0,1124,1128,4.0,0.0,"",0.0,55.0,64.0,30.0,125.0,1,"","","","","","",25.79527778,-80.29,-500,24.55611111,-81.75944444,-500,2019-03-08T15:54:00.000Z,2019-03-08T16:24:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1330303->1289208,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N146AA,1228,13303,1330303,MIA,"Miami, FL",FL,Florida,12892,1289208,LAX,"Los Angeles, CA",CA,California,840,856,16.0,19.0,915,1150,14.0,1143,1204,21.0,0.0,"",0.0,363.0,368.0,335.0,2342.0,10,16.0,0.0,5.0,0.0,0.0,"",25.79527778,-80.29,-500,33.9425,-118.40805556,-800,2019-03-08T14:15:00.000Z,2019-03-08T19:50:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1330303->1289208,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N146AA,1228,13303,1330303,MIA,"Miami, FL",FL,Florida,12892,1289208,LAX,"Los Angeles, CA",CA,California,840,856,16.0,19.0,915,1150,14.0,1143,1204,21.0,0.0,"",0.0,363.0,368.0,335.0,2342.0,10,16.0,0.0,5.0,0.0,0.0,"",25.79527778,-80.29,-500,33.9425,-118.40805556,-800,2019-03-08T14:15:00.000Z,2019-03-08T19:50:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1330303->1289208,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N907AA,1297,13303,1330303,MIA,"Miami, FL",FL,Florida,12892,1289208,LAX,"Los Angeles, CA",CA,California,705,659,-6.0,17.0,716,949,6.0,1015,955,-20.0,0.0,"",0.0,370.0,356.0,333.0,2342.0,10,"","","","","","",25.79527778,-80.29,-500,33.9425,-118.40805556,-800,2019-03-08T12:16:00.000Z,2019-03-08T17:49:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1330303->1289208,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N907AA,1297,13303,1330303,MIA,"Miami, FL",FL,Florida,12892,1289208,LAX,"Los Angeles, CA",CA,California,705,659,-6.0,17.0,716,949,6.0,1015,955,-20.0,0.0,"",0.0,370.0,356.0,333.0,2342.0,10,"","","","","","",25.79527778,-80.29,-500,33.9425,-118.40805556,-800,2019-03-08T12:16:00.000Z,2019-03-08T17:49:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
