ROUTE_PATH,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,_c45,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,ORIGIN_UTC_LOCAL_TIME_VARIATION,DEST_LATITUDE,DEST_LONGITUDE,DEST_UTC_LOCAL_TIME_VARIATION,WHEELS_OFF_UTC_DATETIME,WHEELS_ON_UTC_DATETIME,ENTRY_LONGITUDE,ENTRY_LATITUDE,EXIT_LONGITUDE,EXIT_LATITUDE,ENTRY_TIME,EXIT_TIME,IS_IN_AREA
1129806->1467903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N903AA,1611,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,14679,1467903,SAN,"San Diego, CA",CA,California,655,654,-1.0,17.0,711,811,6.0,803,817,14.0,0.0,"",0.0,188.0,203.0,180.0,1171.0,5,"","","","","","",32.89722222,-97.03777778,-600,32.73361111,-117.18972222,-800,2019-03-08T13:11:00.000Z,2019-03-08T16:11:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1226402->1349505,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N33294,671,12264,1226402,IAD,"Washington, DC",VA,Virginia,13495,1349505,MSY,"New Orleans, LA",LA,Louisiana,830,821,-9.0,13.0,834,949,3.0,1012,952,-20.0,0.0,"",0.0,162.0,151.0,135.0,955.0,4,"","","","","","",38.9475,-77.46,-500,29.99333333,-90.25916667,-600,2019-03-08T13:34:00.000Z,2019-03-08T15:49:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1226603->1289607,2019,1,3,8,5,2019-03-08T00:00:00.000Z,EV,20366,N11189,4408,12266,1226603,IAH,"Houston, TX",TX,Texas,12896,1289607,LBB,"Lubbock, TX",TX,Texas,945,935,-10.0,20.0,955,1112,7.0,1126,1119,-7.0,0.0,"",0.0,101.0,104.0,77.0,458.0,2,"","","","","","",29.98444444,-95.34138889,-600,33.66361111,-101.82055556,-600,2019-03-08T15:55:00.000Z,2019-03-08T17:12:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1233904->1486903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N326NB,1401,12339,1233904,IND,"Indianapolis, IN",IN,Indiana,14869,1486903,SLC,"Salt Lake City, UT",UT,Utah,805,801,-4.0,23.0,824,955,8.0,1007,1003,-4.0,0.0,"",0.0,242.0,242.0,211.0,1355.0,6,"","","","","","",39.71722222,-86.29472222,-500,40.78833333,-111.97777778,-700,2019-03-08T13:24:00.000Z,2019-03-08T16:55:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1247805->1233904,2019,1,3,8,5,2019-03-08T00:00:00.000Z,9E,20363,N904XJ,5227,12478,1247805,JFK,"New York, NY",NY,New York,12339,1233904,IND,"Indianapolis, IN",IN,Indiana,940,927,-13.0,13.0,940,1128,5.0,1146,1133,-13.0,0.0,"",0.0,126.0,126.0,108.0,665.0,3,"","","","","","",40.64,-73.77861111,-500,39.71722222,-86.29472222,-500,2019-03-08T14:40:00.000Z,2019-03-08T16:28:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1289208->1405702,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N938AT,69,12892,1289208,LAX,"Los Angeles, CA",CA,California,14057,1405702,PDX,"Portland, OR",OR,Oregon,615,607,-8.0,18.0,625,836,4.0,841,840,-1.0,0.0,"",0.0,146.0,153.0,131.0,834.0,4,"","","","","","",33.9425,-118.40805556,-800,45.58861111,-122.59694444,-800,2019-03-08T14:25:00.000Z,2019-03-08T16:36:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1289208->1405702,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N938AT,69,12892,1289208,LAX,"Los Angeles, CA",CA,California,14057,1405702,PDX,"Portland, OR",OR,Oregon,615,607,-8.0,18.0,625,836,4.0,841,840,-1.0,0.0,"",0.0,146.0,153.0,131.0,834.0,4,"","","","","","",33.9425,-118.40805556,-800,45.58861111,-122.59694444,-800,2019-03-08T14:25:00.000Z,2019-03-08T16:36:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1289208->1405702,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AS,19930,N563AS,573,12892,1289208,LAX,"Los Angeles, CA",CA,California,14057,1405702,PDX,"Portland, OR",OR,Oregon,600,554,-6.0,20.0,614,821,4.0,830,825,-5.0,0.0,"",0.0,150.0,151.0,127.0,834.0,4,"","","","","","",33.9425,-118.40805556,-800,45.58861111,-122.59694444,-800,2019-03-08T14:14:00.000Z,2019-03-08T16:21:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1289208->1405702,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AS,19930,N563AS,573,12892,1289208,LAX,"Los Angeles, CA",CA,California,14057,1405702,PDX,"Portland, OR",OR,Oregon,600,554,-6.0,20.0,614,821,4.0,830,825,-5.0,0.0,"",0.0,150.0,151.0,127.0,834.0,4,"","","","","","",33.9425,-118.40805556,-800,45.58861111,-122.59694444,-800,2019-03-08T14:14:00.000Z,2019-03-08T16:21:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393007->1474703,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N359NB,2295,13930,1393007,ORD,"Chicago, IL",IL,Illinois,14747,1474703,SEA,"Seattle, WA",WA,Washington,700,728,28.0,16.0,744,937,18.0,930,955,25.0,0.0,"",0.0,270.0,267.0,233.0,1721.0,7,0.0,25.0,0.0,0.0,0.0,"",41.97444444,-87.90666667,-600,47.45,-122.31166667,-800,2019-03-08T13:44:00.000Z,2019-03-08T17:37:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393007->1474703,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N359NB,2295,13930,1393007,ORD,"Chicago, IL",IL,Illinois,14747,1474703,SEA,"Seattle, WA",WA,Washington,700,728,28.0,16.0,744,937,18.0,930,955,25.0,0.0,"",0.0,270.0,267.0,233.0,1721.0,7,0.0,25.0,0.0,0.0,0.0,"",41.97444444,-87.90666667,-600,47.45,-122.31166667,-800,2019-03-08T13:44:00.000Z,2019-03-08T17:37:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393007->1474703,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AS,19930,N611AS,23,13930,1393007,ORD,"Chicago, IL",IL,Illinois,14747,1474703,SEA,"Seattle, WA",WA,Washington,800,759,-1.0,40.0,839,1039,12.0,1045,1051,6.0,0.0,"",0.0,285.0,292.0,240.0,1721.0,7,"","","","","","",41.97444444,-87.90666667,-600,47.45,-122.31166667,-800,2019-03-08T14:39:00.000Z,2019-03-08T18:39:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393007->1474703,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AS,19930,N611AS,23,13930,1393007,ORD,"Chicago, IL",IL,Illinois,14747,1474703,SEA,"Seattle, WA",WA,Washington,800,759,-1.0,40.0,839,1039,12.0,1045,1051,6.0,0.0,"",0.0,285.0,292.0,240.0,1721.0,7,"","","","","","",41.97444444,-87.90666667,-600,47.45,-122.31166667,-800,2019-03-08T14:39:00.000Z,2019-03-08T18:39:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1013603,2019,1,3,8,5,2019-03-08T00:00:00.000Z,MQ,20398,N826AE,3463,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,10136,1013603,ABI,"Abilene, TX",TX,Texas,910,904,-6.0,36.0,940,1014,5.0,1011,1019,8.0,0.0,"",0.0,61.0,75.0,34.0,158.0,1,"","","","","","",32.89722222,-97.03777778,-600,32.41138889,-99.68194444,-600,2019-03-08T15:40:00.000Z,2019-03-08T16:14:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1227805,2019,1,3,8,5,2019-03-08T00:00:00.000Z,YV,20378,N946LR,5848,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,12278,1227805,ICT,"Wichita, KS",KS,Kansas,840,838,-2.0,13.0,851,944,3.0,955,947,-8.0,0.0,"",0.0,75.0,69.0,53.0,328.0,2,"","","","","","",32.89722222,-97.03777778,-600,37.65,-97.43305556,-600,2019-03-08T14:51:00.000Z,2019-03-08T15:44:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1233904->1105703,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OH,20397,N572NN,5496,12339,1233904,IND,"Indianapolis, IN",IN,Indiana,11057,1105703,CLT,"Charlotte, NC",NC,North Carolina,1017,1028,11.0,29.0,1057,1205,13.0,1204,1218,14.0,0.0,"",0.0,107.0,110.0,68.0,427.0,2,"","","","","","",39.71722222,-86.29472222,-500,35.21361111,-80.94916667,-500,2019-03-08T15:57:00.000Z,2019-03-08T17:05:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1239102->1320402,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N431WN,805,12391,1239102,ISP,"Islip, NY",NY,New York,13204,1320402,MCO,"Orlando, FL",FL,Florida,1025,1021,-4.0,13.0,1034,1256,11.0,1315,1307,-8.0,0.0,"",0.0,170.0,166.0,142.0,971.0,4,"","","","","","",40.79527778,-73.10027778,-500,28.42944444,-81.30888889,-500,2019-03-08T15:34:00.000Z,2019-03-08T17:56:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1294503->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,9E,20363,N336PQ,3413,12945,1294503,LEX,"Lexington, KY",KY,Kentucky,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,1004,953,-11.0,25.0,1018,1130,2.0,1130,1132,2.0,0.0,"",0.0,86.0,99.0,72.0,304.0,2,"","","","","","",38.03666667,-84.60861111,-500,33.63666667,-84.42777778,-500,2019-03-08T15:18:00.000Z,2019-03-08T16:30:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1029906->1017004,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AS,19930,N622AS,47,10299,1029906,ANC,"Anchorage, AK",AK,Alaska,10170,1017004,ADQ,"Kodiak, AK",AK,Alaska,615,600,-15.0,16.0,616,704,3.0,720,707,-13.0,0.0,"",0.0,65.0,67.0,48.0,253.0,2,"","","","","","",61.17416667,-149.99805556,-900,57.74972222,-152.49388889,-900,2019-03-08T15:16:00.000Z,2019-03-08T16:04:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1106606->1127805,2019,1,3,8,5,2019-03-08T00:00:00.000Z,YX,20452,N405YX,4412,11066,1106606,CMH,"Columbus, OH",OH,Ohio,11278,1127805,DCA,"Washington, DC",VA,Virginia,937,933,-4.0,13.0,946,1044,7.0,1056,1051,-5.0,0.0,"",0.0,79.0,78.0,58.0,323.0,2,"","","","","","",39.99694444,-82.89222222,-500,38.85138889,-77.03777778,-500,2019-03-08T14:46:00.000Z,2019-03-08T15:44:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1106606->1127805,2019,1,3,8,5,2019-03-08T00:00:00.000Z,YX,20452,N405YX,4412,11066,1106606,CMH,"Columbus, OH",OH,Ohio,11278,1127805,DCA,"Washington, DC",VA,Virginia,937,933,-4.0,13.0,946,1044,7.0,1056,1051,-5.0,0.0,"",0.0,79.0,78.0,58.0,323.0,2,"","","","","","",39.99694444,-82.89222222,-500,38.85138889,-77.03777778,-500,2019-03-08T14:46:00.000Z,2019-03-08T15:44:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1106606->1127805,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N719SW,42,11066,1106606,CMH,"Columbus, OH",OH,Ohio,11278,1127805,DCA,"Washington, DC",VA,Virginia,940,935,-5.0,31.0,1006,1058,4.0,1100,1102,2.0,0.0,"",0.0,80.0,87.0,52.0,323.0,2,"","","","","","",39.99694444,-82.89222222,-500,38.85138889,-77.03777778,-500,2019-03-08T15:06:00.000Z,2019-03-08T15:58:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1106606->1127805,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N719SW,42,11066,1106606,CMH,"Columbus, OH",OH,Ohio,11278,1127805,DCA,"Washington, DC",VA,Virginia,940,935,-5.0,31.0,1006,1058,4.0,1100,1102,2.0,0.0,"",0.0,80.0,87.0,52.0,323.0,2,"","","","","","",39.99694444,-82.89222222,-500,38.85138889,-77.03777778,-500,2019-03-08T15:06:00.000Z,2019-03-08T15:58:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1477104,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OO,20304,N211SY,5268,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,14771,1477104,SFO,"San Francisco, CA",CA,California,838,831,-7.0,16.0,847,1032,29.0,1050,1101,11.0,0.0,"",0.0,252.0,270.0,225.0,1464.0,6,"","","","","","",32.89722222,-97.03777778,-600,37.61888889,-122.37555556,-800,2019-03-08T14:47:00.000Z,2019-03-08T18:32:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1477104,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OO,20304,N211SY,5268,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,14771,1477104,SFO,"San Francisco, CA",CA,California,838,831,-7.0,16.0,847,1032,29.0,1050,1101,11.0,0.0,"",0.0,252.0,270.0,225.0,1464.0,6,"","","","","","",32.89722222,-97.03777778,-600,37.61888889,-122.37555556,-800,2019-03-08T14:47:00.000Z,2019-03-08T18:32:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1477104,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OO,20304,N211SY,5268,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,14771,1477104,SFO,"San Francisco, CA",CA,California,838,831,-7.0,16.0,847,1032,29.0,1050,1101,11.0,0.0,"",0.0,252.0,270.0,225.0,1464.0,6,"","","","","","",32.89722222,-97.03777778,-600,37.61888889,-122.37555556,-800,2019-03-08T14:47:00.000Z,2019-03-08T18:32:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1477104,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OO,20304,N211SY,5268,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,14771,1477104,SFO,"San Francisco, CA",CA,California,838,831,-7.0,16.0,847,1032,29.0,1050,1101,11.0,0.0,"",0.0,252.0,270.0,225.0,1464.0,6,"","","","","","",32.89722222,-97.03777778,-600,37.61888889,-122.37555556,-800,2019-03-08T14:47:00.000Z,2019-03-08T18:32:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1477104,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N153AN,1260,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,14771,1477104,SFO,"San Francisco, CA",CA,California,905,904,-1.0,18.0,922,1054,4.0,1106,1058,-8.0,0.0,"",0.0,241.0,234.0,212.0,1464.0,6,"","","","","","",32.89722222,-97.03777778,-600,37.61888889,-122.37555556,-800,2019-03-08T15:22:00.000Z,2019-03-08T18:54:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1477104,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N153AN,1260,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,14771,1477104,SFO,"San Francisco, CA",CA,California,905,904,-1.0,18.0,922,1054,4.0,1106,1058,-8.0,0.0,"",0.0,241.0,234.0,212.0,1464.0,6,"","","","","","",32.89722222,-97.03777778,-600,37.61888889,-122.37555556,-800,2019-03-08T15:22:00.000Z,2019-03-08T18:54:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1477104,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N153AN,1260,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,14771,1477104,SFO,"San Francisco, CA",CA,California,905,904,-1.0,18.0,922,1054,4.0,1106,1058,-8.0,0.0,"",0.0,241.0,234.0,212.0,1464.0,6,"","","","","","",32.89722222,-97.03777778,-600,37.61888889,-122.37555556,-800,2019-03-08T15:22:00.000Z,2019-03-08T18:54:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1477104,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N153AN,1260,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,14771,1477104,SFO,"San Francisco, CA",CA,California,905,904,-1.0,18.0,922,1054,4.0,1106,1058,-8.0,0.0,"",0.0,241.0,234.0,212.0,1464.0,6,"","","","","","",32.89722222,-97.03777778,-600,37.61888889,-122.37555556,-800,2019-03-08T15:22:00.000Z,2019-03-08T18:54:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1477104,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N906AA,152,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,14771,1477104,SFO,"San Francisco, CA",CA,California,715,713,-2.0,14.0,727,858,5.0,909,903,-6.0,0.0,"",0.0,234.0,230.0,211.0,1464.0,6,"","","","","","",32.89722222,-97.03777778,-600,37.61888889,-122.37555556,-800,2019-03-08T13:27:00.000Z,2019-03-08T16:58:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1477104,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N906AA,152,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,14771,1477104,SFO,"San Francisco, CA",CA,California,715,713,-2.0,14.0,727,858,5.0,909,903,-6.0,0.0,"",0.0,234.0,230.0,211.0,1464.0,6,"","","","","","",32.89722222,-97.03777778,-600,37.61888889,-122.37555556,-800,2019-03-08T13:27:00.000Z,2019-03-08T16:58:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1477104,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N906AA,152,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,14771,1477104,SFO,"San Francisco, CA",CA,California,715,713,-2.0,14.0,727,858,5.0,909,903,-6.0,0.0,"",0.0,234.0,230.0,211.0,1464.0,6,"","","","","","",32.89722222,-97.03777778,-600,37.61888889,-122.37555556,-800,2019-03-08T13:27:00.000Z,2019-03-08T16:58:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1477104,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N906AA,152,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,14771,1477104,SFO,"San Francisco, CA",CA,California,715,713,-2.0,14.0,727,858,5.0,909,903,-6.0,0.0,"",0.0,234.0,230.0,211.0,1464.0,6,"","","","","","",32.89722222,-97.03777778,-600,37.61888889,-122.37555556,-800,2019-03-08T13:27:00.000Z,2019-03-08T16:58:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1477104,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N824UA,2093,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,14771,1477104,SFO,"San Francisco, CA",CA,California,715,708,-7.0,15.0,723,907,11.0,919,918,-1.0,0.0,"",0.0,244.0,250.0,224.0,1464.0,6,"","","","","","",32.89722222,-97.03777778,-600,37.61888889,-122.37555556,-800,2019-03-08T13:23:00.000Z,2019-03-08T17:07:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1477104,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N824UA,2093,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,14771,1477104,SFO,"San Francisco, CA",CA,California,715,708,-7.0,15.0,723,907,11.0,919,918,-1.0,0.0,"",0.0,244.0,250.0,224.0,1464.0,6,"","","","","","",32.89722222,-97.03777778,-600,37.61888889,-122.37555556,-800,2019-03-08T13:23:00.000Z,2019-03-08T17:07:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1477104,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N824UA,2093,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,14771,1477104,SFO,"San Francisco, CA",CA,California,715,708,-7.0,15.0,723,907,11.0,919,918,-1.0,0.0,"",0.0,244.0,250.0,224.0,1464.0,6,"","","","","","",32.89722222,-97.03777778,-600,37.61888889,-122.37555556,-800,2019-03-08T13:23:00.000Z,2019-03-08T17:07:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1477104,2019,1,3,8,5,2019-03-08T00:00:00.000Z,UA,19977,N824UA,2093,11298,1129806,DFW,"Dallas/Fort Worth, TX",TX,Texas,14771,1477104,SFO,"San Francisco, CA",CA,California,715,708,-7.0,15.0,723,907,11.0,919,918,-1.0,0.0,"",0.0,244.0,250.0,224.0,1464.0,6,"","","","","","",32.89722222,-97.03777778,-600,37.61888889,-122.37555556,-800,2019-03-08T13:23:00.000Z,2019-03-08T17:07:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1289208->1486903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N338DN,2732,12892,1289208,LAX,"Los Angeles, CA",CA,California,14869,1486903,SLC,"Salt Lake City, UT",UT,Utah,705,705,0.0,19.0,724,946,6.0,1001,952,-9.0,0.0,"",0.0,116.0,107.0,82.0,590.0,3,"","","","","","",33.9425,-118.40805556,-800,40.78833333,-111.97777778,-700,2019-03-08T15:24:00.000Z,2019-03-08T16:46:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393006->1288903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,NK,20416,N650NK,357,13930,1393006,ORD,"Chicago, IL",IL,Illinois,12889,1288903,LAS,"Las Vegas, NV",NV,Nevada,854,855,1.0,26.0,921,1113,3.0,1104,1116,12.0,0.0,"",0.0,250.0,261.0,232.0,1514.0,7,"","","","","","",41.97722222,-87.90805556,-600,36.08,-115.15222222,-800,2019-03-08T15:21:00.000Z,2019-03-08T19:13:00.000Z,-102.10754205158108,39.83314985072122,-102.10754205158108,39.83314985072122,0.0,0.0,INSIDE
1393102->1226402,2019,1,3,8,5,2019-03-08T00:00:00.000Z,YV,20378,N522LR,6216,13931,1393102,ORF,"Norfolk, VA",VA,Virginia,12264,1226402,IAD,"Washington, DC",VA,Virginia,1030,1030,0.0,9.0,1039,1122,5.0,1130,1127,-3.0,0.0,"",0.0,60.0,57.0,43.0,157.0,1,"","","","","","",36.89472222,-76.20111111,-500,38.9475,-77.46,-500,2019-03-08T15:39:00.000Z,2019-03-08T16:22:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1489302->1295406,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N459WN,1450,14893,1489302,SMF,"Sacramento, CA",CA,California,12954,1295406,LGB,"Long Beach, CA",CA,California,735,733,-2.0,7.0,740,842,9.0,900,851,-9.0,0.0,"",0.0,85.0,78.0,62.0,387.0,2,"","","","","","",38.69555556,-121.59083333,-800,33.81777778,-118.15138889,-800,2019-03-08T15:40:00.000Z,2019-03-08T16:42:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1490803->1486903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N910AT,1154,14908,1490803,SNA,"Santa Ana, CA",CA,California,14869,1486903,SLC,"Salt Lake City, UT",UT,Utah,715,714,-1.0,19.0,733,957,8.0,1015,1005,-10.0,0.0,"",0.0,120.0,111.0,84.0,588.0,3,"","","","","","",33.67555556,-117.86833333,-800,40.78833333,-111.97777778,-700,2019-03-08T15:33:00.000Z,2019-03-08T16:57:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1591904->1477104,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OO,20304,N207SY,5550,15919,1591904,XNA,"Fayetteville, AR",AR,Arkansas,14771,1477104,SFO,"San Francisco, CA",CA,California,725,719,-6.0,12.0,731,925,31.0,949,956,7.0,0.0,"",0.0,264.0,277.0,234.0,1550.0,7,"","","","","","",36.28166667,-94.30777778,-600,37.61888889,-122.37555556,-800,2019-03-08T13:31:00.000Z,2019-03-08T17:25:00.000Z,-108.21648344125525,37.79129050269461,-108.21648344125525,37.79129050269461,0.0,0.0,INSIDE
1072102->1143302,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N333DX,1108,10721,1072102,BOS,"Boston, MA",MA,Massachusetts,11433,1143302,DTW,"Detroit, MI",MI,Michigan,905,929,24.0,12.0,941,1124,4.0,1124,1128,4.0,0.0,"",0.0,139.0,119.0,103.0,632.0,3,"","","","","","",42.36305556,-71.00638889,-500,42.2125,-83.35333333,-500,2019-03-08T14:41:00.000Z,2019-03-08T16:24:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1072102->1143302,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N333DX,1108,10721,1072102,BOS,"Boston, MA",MA,Massachusetts,11433,1143302,DTW,"Detroit, MI",MI,Michigan,905,929,24.0,12.0,941,1124,4.0,1124,1128,4.0,0.0,"",0.0,139.0,119.0,103.0,632.0,3,"","","","","","",42.36305556,-71.00638889,-500,42.2125,-83.35333333,-500,2019-03-08T14:41:00.000Z,2019-03-08T16:24:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1072102->1143302,2019,1,3,8,5,2019-03-08T00:00:00.000Z,B6,20409,N323JB,1137,10721,1072102,BOS,"Boston, MA",MA,Massachusetts,11433,1143302,DTW,"Detroit, MI",MI,Michigan,739,843,64.0,14.0,857,1039,8.0,954,1047,53.0,0.0,"",0.0,135.0,124.0,102.0,632.0,3,53.0,0.0,0.0,0.0,0.0,"",42.36305556,-71.00638889,-500,42.2125,-83.35333333,-500,2019-03-08T13:57:00.000Z,2019-03-08T15:39:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
