ROUTE_PATH,ENTRY_LONGITUDE,ENTRY_LATITUDE,EXIT_LONGITUDE,EXIT_LATITUDE,ENTRY_TIME,EXIT_TIME,IS_IN_AREA
1537604->1486903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1119302->1477104,-103.71395469518895,39.88649593882861,-103.71395469518895,39.88649593882861,0.0,0.0,INSIDE
1119302->1477104,-103.71395469518895,39.88649593882861,-103.71395469518895,39.88649593882861,0.0,0.0,INSIDE
1129806->1474703,-108.29538985266812,40.866572960656065,-108.29538985266812,40.866572960656065,0.0,0.0,INSIDE
1188402->1288903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1226402->1320402,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1320402->1219102,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1324402->1295304,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1330303->1410005,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1379608->1042302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1463502->1143302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1039707->1323202,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1042302->1143302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1042302->1143302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1104205->1295304,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1501606,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1169706->1226402,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1299206->1129202,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1319801->1169706,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1323002->1226402,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1330303->1393007,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1330303->1393007,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1330303->1393007,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1330303->1393007,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1348702->1334207,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1537604->1474703,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1014005->1410702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1039707->1348502,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1072102->1127805,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1072102->1127805,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1072102->1127805,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1105703->1457606,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1161802->1320402,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1161802->1320402,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1161802->1320402,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1161802->1320402,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1247805->1474703,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1247805->1474703,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1247805->1474703,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1247805->1474703,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1289208->1071302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1289607->1410702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1348702->1486903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1389101->1129806,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393007->1468502,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1477104->1080003,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1082106->1288903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1082106->1288903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1082106->1288903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1119302->1105703,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1119302->1105703,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129202->1288903,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1129202->1288903,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1129202->1288903,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1129202->1288903,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1129806->1042302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1483106,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1247805->1467903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1247805->1467903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1289208->1226603,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1289208->1226603,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1327702->1039707,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1348702->1410702,-103.38740956542308,39.539210101750015,-103.38740956542308,39.539210101750015,0.0,0.0,INSIDE
1348702->1410702,-103.38740956542308,39.539210101750015,-103.38740956542308,39.539210101750015,0.0,0.0,INSIDE
1393007->1348702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1449202->1226603,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1467903->1039707,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1489302->1410702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1489302->1410702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1530402->1226402,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1042302->1247805,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1042302->1247805,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1105703->1468305,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129202->1349505,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1323202->1473003,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1387102->1289208,-107.7141062492086,38.164319016706145,-107.7141062492086,38.164319016706145,0.0,0.0,INSIDE
1405702->1161802,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1405702->1161802,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1412202->1039707,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1530402->1127805,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1530402->1127805,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1052906->1129202,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1066602->1288903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1080003->1483106,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1127805->1129202,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1169706->1477104,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1169706->1477104,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1219102->1129806,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1219102->1410702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288903->1233904,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1289208->1072102,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1289208->1072102,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1334207->1288903,-102.2091829048776,40.3208864149254,-102.2091829048776,40.3208864149254,0.0,0.0,INSIDE
1393006->1182304,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393007->1289208,-104.00939400236236,38.96125731209865,-104.00939400236236,38.96125731209865,0.0,0.0,INSIDE
1393007->1289208,-104.00939400236236,38.96125731209865,-104.00939400236236,38.96125731209865,0.0,0.0,INSIDE
1393007->1289208,-104.00939400236236,38.96125731209865,-104.00939400236236,38.96125731209865,0.0,0.0,INSIDE
1393007->1289208,-104.00939400236236,38.96125731209865,-104.00939400236236,38.96125731209865,0.0,0.0,INSIDE
1486903->1457002,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1052906->1348702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1082106->1467903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1082106->1467903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1105703->1119302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1161802->1477104,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1161802->1477104,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1161802->1477104,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1161802->1477104,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1161802->1477104,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1161802->1477104,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1226603->1039707,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393006->1294503,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393007->1402702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1486903->1288903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1486903->1393007,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1486903->1393007,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1052906->1039707,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1072102->1295304,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1072102->1295304,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1127805->1473003,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129202->1109203,-104.67305556,39.86166667,-107.23316290505598,39.33746981237296,0.0,0.0,INSIDE
1199603->1127805,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1320402->1319801,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1348702->1143302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1379502->1039707,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1405702->1129202,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1405702->1129202,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1490803->1125903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1039707->1320402,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1039707->1320402,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1099402->1039707,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1106606->1039707,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1143302->1477104,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1349505->1410005,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393006->1079206,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393006->1498603,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1502305->1289208,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1072102->1463502,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1072102->1463502,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1127805->1219702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1199603->1039707,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1330303->1104205,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1468305->1289208,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1468305->1289208,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1468305->1289208,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1468305->1393007,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1468305->1393007,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1489302->1348702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1537604->1129806,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1143302->1052906,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1169706->1079206,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1226603->1099402,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288403->1143302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1295304->1334207,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1320402->1105703,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1469608->1105703,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1483106->1042302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1490803->1489302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1039707->1099402,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1039707->1295106,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1072102->1069302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1110902->1393007,-104.70083333,38.80583333,-104.70083333,38.80583333,0.0,0.0,INSIDE
1110902->1393007,-104.70083333,38.80583333,-104.70083333,38.80583333,0.0,0.0,INSIDE
1119302->1226402,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1247805->1245102,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288903->1154005,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393007->1330303,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393007->1330303,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393007->1330303,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393102->1393007,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1412202->1410702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1449202->1289208,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1449202->1289208,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1039707->1299206,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1082106->1169706,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1099402->1219102,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1197705->1143302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1323002->1105703,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1410005->1467903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1474703->1161802,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1489302->1405702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1013505->1476106,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1039707->1387102,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1082106->1530402,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1105703->1320402,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129202->1039707,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1129202->1039707,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1129202->1039707,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1129202->1244807,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1129202->1320402,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1129202->1320402,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1129202->1320402,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1129202->1320402,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1129202->1483106,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1129202->1483106,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1154005->1467903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1226603->1319801,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1226603->1468305,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1330303->1295304,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393006->1106702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393006->1143302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1469608->1143302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1484306->1449202,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1501606->1106606,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1025702->1127805,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1039707->1125203,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1056103->1129202,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1119302->1169706,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1163807->1289208,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1247805->1042302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1247805->1042302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1247805->1042302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288903->1177502,-106.45282861612452,40.19824673280164,-106.45282861612452,40.19824673280164,0.0,0.0,INSIDE
1323002->1411206,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1330303->1449202,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1348502->1348702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1348702->1288903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1348702->1288903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1348702->1288903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1449202->1072102,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1449202->1072102,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1483106->1129806,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1042302->1393007,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1042302->1393007,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1052906->1289208,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1104205->1129202,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1104205->1129202,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1105703->1410702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1105703->1410702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1127805->1474703,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1226402->1477104,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1226402->1477104,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1226402->1477104,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1323202->1537603,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1349505->1289208,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1349505->1289208,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1349505->1289208,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1479405->1129202,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1537604->1129202,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1126702->1143302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1143302->1245102,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1161802->1324402,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1289607->1125903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1320402->1015804,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1486903->1348702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1621801->1129806,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1039707->1115005,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1127805->1295304,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1127805->1393007,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1127805->1393007,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1127805->1393007,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129202->1419306,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1295304->1226603,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1295304->1226603,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1295304->1226603,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393007->1349505,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1410005->1477104,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1410005->1477104,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1449202->1474703,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1467903->1288903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1467903->1288903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1477104->1125904,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1477104->1226603,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1477104->1226603,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1039707->1419306,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1072102->1042302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1105703->1078105,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1161802->1393102,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1161802->1393102,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1169706->1043105,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1233904->1348702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1295304->1119302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1295304->1119302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1348702->1234305,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393007->1227805,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1393007->1227805,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1410005->1393007,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1410005->1393007,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1410702->1319801,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1412202->1295304,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1423705->1129202,-108.67970435278286,37.322106311063266,-104.67305556,39.86166667,0.0,0.0,INSIDE
1530402->1535602,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1105703->1486903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1143302->1329604,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1219102->1467903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288903->1125903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1295304->1058102,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1323202->1125903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1474703->1105703,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1477104->1426204,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1501606->1410702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1501606->1410702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1530402->1348702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1562404->1105703,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1329002,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1129806->1383002,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1143302->1157706,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288903->1129202,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1288903->1129202,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1289208->1431402,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1320402->1410005,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1320402->1410005,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1320402->1410005,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1320402->1449202,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1349505->1125903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1349505->1288903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1379608->1125903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1410702->1457002,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1474703->1348702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1486903->1080003,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1169706->1349505,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1226402->1129202,-104.67305556,39.86166667,-104.67305556,39.86166667,0.0,0.0,INSIDE
1245102->1129806,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1295406->1486903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1379608->1467903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1473003->1039707,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1483106->1289208,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1483106->1289208,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1489302->1490803,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1490803->1483106,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1530402->1484306,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1039707->1501606,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1039707->1501606,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1106606->1105703,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1127805->1059904,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1226603->1449202,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1244807->1129806,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1288903->1069302,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1319801->1289208,-106.97691388789613,37.214860068802246,-106.97691388789613,37.214860068802246,0.0,0.0,INSIDE
1319801->1289208,-106.97691388789613,37.214860068802246,-106.97691388789613,37.214860068802246,0.0,0.0,INSIDE
1319801->1467903,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1349505->1161802,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1379608->1474703,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1379608->1474703,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1405702->1379608,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
1410702->1405702,0.0,0.0,0.0,0.0,0.0,0.0,OUTSIDE
