TAIL_NUM,SUM_OF_ALL_DELAYS,AVERAGE_OF_ALL_DELAYS,SUM_OF_WEATHER_DELAY,AVERAGE_OF_WEATHER_DELAY,SUM_OF_CARRIER_DELAY,AVERAGE_OF_CARRIER_DELAY,SUM_OF_NAS_DELAY,AVERAGE_OF_NAS_DELAY,SUM_OF_SECURITY_DELAY,AVERAGE_OF_SECURITY_DELAY,SUM_OF_LATE_AIRCRAFT_DELAY,AVERAGE_OF_LATE_AIRCRAFT_DELAY
N964SW,43324.0,25.75743162901308,2650.0,1.5755053507728893,17524.0,10.418549346016647,7123.0,4.234839476813318,20.0,0.011890606420927468,16007.0,9.516646848989298
N956SW,43291.0,20.06070435588508,1614.0,0.7479147358665431,14059.0,6.514828544949027,8672.0,4.018535681186283,6.0,0.0027803521779425394,18940.0,8.776645041705283
N779SK,42834.0,28.235992089650626,4893.0,3.2254449571522743,14139.0,9.320369149637441,8696.0,5.732366512854318,10.0,0.0065919578114700065,15096.0,9.951219512195122
N983SW,42797.0,20.01730589335828,2158.0,1.0093545369504209,17183.0,8.036950420954163,8335.0,3.8985032740879326,86.0,0.040224508886810104,15035.0,7.032273152478952
N795SK,42526.0,24.45428407130535,3442.0,1.9792984473835538,15704.0,9.030477285796435,7624.0,4.384128809660725,0.0,0.0,15756.0,9.060379528464635
N951SW,42335.0,20.28509822712027,1949.0,0.9338763775754672,13839.0,6.631049353138477,11342.0,5.434595112601821,29.0,0.013895543842836608,15176.0,7.271681839961667
N955SW,42311.0,25.442573662056525,2686.0,1.6151533373421527,16554.0,9.95429945880938,6955.0,4.182200841852074,0.0,0.0,16116.0,9.690920024052916
N254PS,41989.0,20.32381413359148,1176.0,0.569215876089061,12336.0,5.970958373668926,5214.0,2.5237173281703775,40.0,0.01936108422071636,23223.0,11.240561471442401
N253PS,41935.0,21.06228026117529,1799.0,0.903566047212456,10682.0,5.365143144148669,5881.0,2.953792064289302,48.0,0.024108488196885988,23525.0,11.815670517327975
N902EV,41924.0,22.88427947598253,3389.0,1.849890829694323,16055.0,8.763646288209607,5558.0,3.0338427947598254,0.0,0.0,16922.0,9.236899563318778
N903EV,41921.0,23.67080745341615,1206.0,0.6809712027103332,13098.0,7.395821569734613,10476.0,5.915302089215133,0.0,0.0,17141.0,9.67871259175607
N231JB,41911.0,21.383163265306123,1250.0,0.6377551020408163,13780.0,7.030612244897959,8958.0,4.570408163265306,0.0,0.0,17923.0,9.144387755102041
N257PS,41829.0,20.1391429947039,2097.0,1.0096292729898892,10932.0,5.263360616273471,6055.0,2.9152623976889744,15.0,0.007221954742416947,22730.0,10.943668753009147
N368JB,41806.0,21.865062761506277,748.0,0.3912133891213389,13090.0,6.846234309623431,8735.0,4.568514644351464,0.0,0.0,19233.0,10.059100418410042
N748EV,41711.0,21.679313929313928,740.0,0.38461538461538464,19290.0,10.025987525987526,6892.0,3.582120582120582,0.0,0.0,14789.0,7.6865904365904365
N213PS,41702.0,23.37556053811659,1971.0,1.1048206278026906,9507.0,5.3290358744394615,4792.0,2.68609865470852,0.0,0.0,25432.0,14.25560538116592
N930EV,41669.0,24.65621301775148,2657.0,1.5721893491124261,15331.0,9.071597633136095,6985.0,4.133136094674557,25.0,0.014792899408284023,16671.0,9.864497041420119
N907EV,41604.0,22.464362850971924,1278.0,0.6900647948164147,15037.0,8.119330453563714,9341.0,5.043736501079914,0.0,0.0,15948.0,8.61123110151188
N971SW,41501.0,22.300376141859214,755.0,0.40569586243954864,17487.0,9.396560988715745,6653.0,3.5749596990865125,0.0,0.0,16606.0,8.92315959161741
N780SK,41454.0,25.078039927404717,4142.0,2.5057471264367814,13881.0,8.397459165154265,8455.0,5.114942528735632,0.0,0.0,14976.0,9.05989110707804
N183JB,41347.0,24.892835641180014,719.0,0.4328717639975918,14528.0,8.746538229981939,8418.0,5.0680313064419025,0.0,0.0,17682.0,10.64539434075858
N228JB,41304.0,23.023411371237458,738.0,0.411371237458194,14006.0,7.807134894091416,8401.0,4.68283166109253,0.0,0.0,18159.0,10.122073578595318
N237PS,41211.0,20.0931253047294,1439.0,0.7016089712335446,12224.0,5.960019502681619,5267.0,2.568015602145295,23.0,0.01121404193076548,22258.0,10.852267186738176
N952SW,41046.0,19.611084567606305,2847.0,1.360248447204969,15137.0,7.232202580028667,8802.0,4.2054467271858575,15.0,0.00716674629718108,14245.0,6.806020066889632
N190JB,40951.0,21.94587352625938,758.0,0.4062165058949625,16047.0,8.59967845659164,7682.0,4.116827438370847,8.0,0.004287245444801715,16456.0,8.818863879957128
N218PS,40930.0,19.324834749763927,2299.0,1.0854579792256847,9786.0,4.620396600566572,5465.0,2.5802644003777147,22.0,0.010387157695939566,23358.0,11.028328611898017
N901EV,40868.0,20.211671612265086,1221.0,0.6038575667655787,14790.0,7.314540059347181,8784.0,4.344213649851632,0.0,0.0,16073.0,7.949060336300692
N784SK,40833.0,24.989596083231334,3269.0,2.0006119951040393,15339.0,9.387392900856794,7428.0,4.5458996328029375,7.0,0.004283965728274173,14790.0,9.05140758873929
N209PS,40731.0,20.602427921092566,1598.0,0.808295397066262,10445.0,5.283257460799191,7007.0,3.5442589782498737,28.0,0.014162873039959535,21653.0,10.952453211937279
N905J,40725.0,21.696856686201386,4404.0,2.346297282898242,9266.0,4.936600958977091,3589.0,1.9120937666489077,49.0,0.02610548748002131,23417.0,12.475759190197124
N244PS,40602.0,20.10995542347697,1827.0,0.9049034175334324,10664.0,5.281822684497276,5305.0,2.627538385339277,7.0,0.003467062902426944,22799.0,11.292223873204557
N423SW,40564.0,19.464491362763916,2993.0,1.4361804222648753,14471.0,6.9438579654510555,8511.0,4.083973128598848,0.0,0.0,14589.0,7.000479846449136
N923FJ,40542.0,20.506828528072838,2012.0,1.0177035912999495,12002.0,6.070814365199798,3580.0,1.8108244815376833,2.0,0.0010116337885685382,22946.0,11.606474456246838
N943SW,40499.0,20.392245720040282,1881.0,0.947129909365559,13491.0,6.793051359516617,9735.0,4.901812688821752,57.0,0.028700906344410877,15335.0,7.721550855991944
N962SW,40446.0,22.608160983789826,2340.0,1.3079932923420905,11435.0,6.391839016210174,9282.0,5.188373392956959,54.0,0.03018446059250978,17335.0,9.689770821688095
N228PS,40383.0,19.53701015965167,2506.0,1.212385099177552,11231.0,5.43347847121432,4849.0,2.3459119496855347,25.0,0.012094823415578132,21772.0,10.533139816158684
N788SK,40367.0,24.33212778782399,1688.0,1.0174804098854733,15268.0,9.203134418324291,8426.0,5.078963230861965,1.0,6.027727546714888E-4,14984.0,9.031946955997588
N236JB,40292.0,23.024,1652.0,0.944,13413.0,7.664571428571429,7153.0,4.087428571428571,19.0,0.010857142857142857,18055.0,10.317142857142857
N283JB,40268.0,23.631455399061032,1024.0,0.6009389671361502,15850.0,9.301643192488262,7120.0,4.178403755868545,0.0,0.0,16274.0,9.550469483568076
N346JB,40131.0,21.869754768392372,1618.0,0.8817438692098093,14905.0,8.122615803814714,7601.0,4.142234332425068,100.0,0.05449591280653951,15907.0,8.66866485013624
N797SK,40127.0,22.69626696832579,4715.0,2.6668552036199094,10892.0,6.160633484162896,7962.0,4.503393665158371,0.0,0.0,16558.0,9.365384615384615
N975SW,40107.0,20.27654196157735,4596.0,2.3235591506572297,14238.0,7.198179979777553,7196.0,3.6380182002022243,0.0,0.0,14077.0,7.1167846309403435
N348JB,40099.0,23.939701492537313,1744.0,1.0411940298507463,13269.0,7.9217910447761195,7617.0,4.547462686567164,22.0,0.013134328358208954,17447.0,10.416119402985075
N248LR,40095.0,20.414969450101832,2933.0,1.4933808553971486,12681.0,6.456720977596741,4092.0,2.0835030549898166,48.0,0.024439918533604887,20341.0,10.356924643584522
N916SW,40018.0,19.53050268423621,1688.0,0.823816495851635,14247.0,6.953147877013177,8268.0,4.035139092240117,18.0,0.008784773060029283,15797.0,7.709614446071254
N941SW,40011.0,21.68617886178862,976.0,0.5289972899728997,14252.0,7.724661246612466,9172.0,4.971273712737127,0.0,0.0,15611.0,8.461246612466125
N959SW,39952.0,19.413022351797864,2490.0,1.2099125364431487,14057.0,6.830417881438289,7869.0,3.823615160349854,0.0,0.0,15536.0,7.549076773566569
N192JB,39797.0,23.61839762611276,648.0,0.3845697329376855,14732.0,8.743026706231454,8136.0,4.828486646884273,0.0,0.0,16281.0,9.662314540059347
N247JB,39622.0,21.592370572207084,848.0,0.46212534059945504,15588.0,8.494822888283379,8383.0,4.568392370572207,0.0,0.0,14803.0,8.067029972752044
N920SW,39600.0,23.841059602649008,1729.0,1.040939193257074,15735.0,9.473208910295003,6735.0,4.05478627332932,0.0,0.0,15401.0,9.27212522576761
N296JB,39454.0,21.064602242391885,1015.0,0.5419113721302723,15561.0,8.308061932728243,7341.0,3.9193806727175655,29.0,0.015483182060864922,15508.0,8.279765082754938
N938SW,39418.0,19.15354713313897,1377.0,0.6690962099125365,11803.0,5.735179786200194,9554.0,4.642371234207969,0.0,0.0,16684.0,8.10689990281827
N986SW,39379.0,19.828298086606242,1683.0,0.8474320241691843,12442.0,6.264853977844915,9481.0,4.7739174219536755,44.0,0.022155085599194362,15729.0,7.919939577039275
N930SW,39361.0,21.94035674470457,3860.0,2.1516164994425866,8878.0,4.948717948717949,9834.0,5.481605351170568,0.0,0.0,16789.0,9.358416945373467
N178JB,39312.0,24.0,685.0,0.4181929181929182,13834.0,8.445665445665446,7791.0,4.756410256410256,10.0,0.006105006105006105,16992.0,10.373626373626374
N229JB,39254.0,20.265358802271553,748.0,0.3861641713990707,13425.0,6.9308208569953536,8177.0,4.221476510067114,5.0,0.002581311306143521,16899.0,8.724315952503872
N871AS,39239.0,23.70936555891239,1267.0,0.7655589123867069,15080.0,9.11178247734139,8717.0,5.267069486404834,0.0,0.0,14175.0,8.564954682779456
N179JB,39236.0,21.797777777777778,1033.0,0.5738888888888889,15270.0,8.483333333333333,7526.0,4.181111111111111,0.0,0.0,15407.0,8.559444444444445
N909SW,39208.0,18.43347437705689,1118.0,0.5256229431123648,11944.0,5.615420780441937,8851.0,4.1612599905970855,0.0,0.0,17295.0,8.1311706629055
N792SK,39185.0,22.455587392550143,2070.0,1.186246418338109,13126.0,7.522063037249284,7706.0,4.4160458452722064,0.0,0.0,16283.0,9.331232091690545
N323JB,39149.0,21.737368128817323,1047.0,0.5813436979455858,14143.0,7.852859522487507,7685.0,4.2670738478622985,0.0,0.0,16274.0,9.036091060521933
N794SK,39073.0,22.69047619047619,2284.0,1.3263646922183507,15576.0,9.045296167247386,7026.0,4.080139372822299,0.0,0.0,14187.0,8.238675958188153
N923SW,38945.0,22.734967892586106,2099.0,1.2253356684179801,11839.0,6.911266783420899,9950.0,5.808523058960887,5.0,0.002918855808523059,15052.0,8.786923525977818
N318JB,38940.0,20.94674556213018,942.0,0.5067240451855837,11738.0,6.314147391070468,8704.0,4.682087143625605,0.0,0.0,17556.0,9.44378698224852
N751EV,38894.0,20.72136387852957,1196.0,0.637187000532765,17971.0,9.574320724560469,7417.0,3.951518380394246,0.0,0.0,12310.0,6.558337773042089
N906EV,38890.0,20.785676109032604,2488.0,1.3297701763762693,14759.0,7.888295029396045,6450.0,3.44735435595938,0.0,0.0,15193.0,8.120256547300908
N980SW,38881.0,18.37476370510397,2187.0,1.033553875236295,13328.0,6.29867674858223,8145.0,3.8492438563327034,0.0,0.0,15221.0,7.193289224952741
N245PS,38860.0,18.417061611374407,2004.0,0.9497630331753555,10869.0,5.151184834123223,5378.0,2.548815165876777,33.0,0.015639810426540283,20576.0,9.751658767772511
N945SW,38823.0,19.577912254160363,1817.0,0.9162884518406454,14048.0,7.084215834594049,7572.0,3.8184568835098336,22.0,0.011094301563287948,15364.0,7.747856782652547
N934SW,38785.0,20.77396893411891,1180.0,0.6320299946438136,12511.0,6.7011247991430105,10036.0,5.375468666309588,16.0,0.00856989823245849,15042.0,8.056775575790038
N786SK,38761.0,23.463075060532688,2180.0,1.3196125907990315,11314.0,6.848668280871671,8124.0,4.9176755447941884,21.0,0.012711864406779662,17122.0,10.364406779661017
N932EV,38704.0,20.391991570073763,2699.0,1.422023182297155,11503.0,6.06059009483667,10577.0,5.572708113804004,0.0,0.0,13925.0,7.336670179135933
N239JB,38638.0,20.04045643153527,1885.0,0.9776970954356846,14338.0,7.436721991701245,7350.0,3.8122406639004147,103.0,0.05342323651452282,14962.0,7.7603734439834025
N976SW,38496.0,19.38368580060423,1773.0,0.8927492447129909,11918.0,6.001007049345418,7659.0,3.8564954682779455,77.0,0.03877139979859013,17069.0,8.594662638469284
N939SW,38495.0,18.944389763779526,1088.0,0.5354330708661418,12530.0,6.166338582677166,8322.0,4.0954724409448815,0.0,0.0,16555.0,8.147145669291339
N134SY,38402.0,25.567243675099867,1612.0,1.0732356857523302,17224.0,11.467376830892144,7132.0,4.748335552596538,46.0,0.03062583222370173,12388.0,8.247669773635153
N265JB,38354.0,20.36856080722252,1128.0,0.5990440785979819,13433.0,7.133828996282528,8215.0,4.362719065321296,97.0,0.05151354221986192,15481.0,8.22145512480085
N339JB,38328.0,22.882388059701494,955.0,0.5701492537313433,12474.0,7.447164179104478,8608.0,5.13910447761194,102.0,0.0608955223880597,16189.0,9.665074626865671
N262PS,38283.0,20.79467680608365,1644.0,0.892992938620315,11115.0,6.0374796306355245,4696.0,2.550787615426399,85.0,0.04617055947854427,20743.0,11.267246061922869
N755EV,38265.0,20.002613695765813,1185.0,0.6194458964976477,14815.0,7.744380554103502,7250.0,3.7898588604286463,21.0,0.01097752221641401,14994.0,7.837950862519603
N279JB,38206.0,22.020749279538904,376.0,0.21671469740634006,12266.0,7.069740634005764,8813.0,5.0795389048991355,56.0,0.03227665706051873,16695.0,9.622478386167147
N866AS,38037.0,21.226004464285715,1032.0,0.5758928571428571,16467.0,9.189174107142858,5345.0,2.982700892857143,32.0,0.017857142857142856,15161.0,8.460379464285714
N479CA,37971.0,21.404171364148816,705.0,0.39740698985343853,14895.0,8.396279594137543,6937.0,3.9103720405862457,35.0,0.019729425028184894,15399.0,8.680383314543406
N358JB,37927.0,20.884911894273127,814.0,0.44823788546255505,12658.0,6.970264317180617,7757.0,4.27147577092511,9.0,0.004955947136563877,16689.0,9.189977973568283
N492SW,37910.0,22.339422510312318,1222.0,0.7200942840306424,14891.0,8.774896876841485,7357.0,4.335297583971715,1.0,5.892751915144372E-4,14439.0,8.50854449027696
N701BR,37910.0,19.20466058763931,1087.0,0.5506585612968592,10793.0,5.46757852077001,7705.0,3.903242147922999,2.0,0.0010131712259371835,18323.0,9.282168186423506
N202PS,37892.0,19.633160621761657,1353.0,0.7010362694300518,11916.0,6.174093264248705,5810.0,3.010362694300518,25.0,0.012953367875647668,18788.0,9.734715025906736
N374JB,37854.0,21.532423208191126,887.0,0.5045506257110353,13183.0,7.498862343572241,7520.0,4.277588168373152,77.0,0.04379977246871445,16187.0,9.207622298065983
N294JB,37766.0,21.228780213603148,1272.0,0.715008431703204,12191.0,6.852726250702642,7806.0,4.387858347386172,2.0,0.0011242270938729624,16495.0,9.272062956717257
N292JB,37727.0,21.07653631284916,1234.0,0.6893854748603352,12247.0,6.841899441340782,8281.0,4.626256983240223,9.0,0.005027932960893855,15956.0,8.913966480446927
N929EV,37664.0,20.854928017718716,2328.0,1.2890365448504983,13665.0,7.5664451827242525,8530.0,4.723145071982281,0.0,0.0,13141.0,7.2763012181616835
N326MS,37610.0,19.366632337796087,2247.0,1.1570545829042225,9222.0,4.748712667353244,4647.0,2.392893923789907,79.0,0.040679711637487126,21415.0,11.027291452111225
N758EV,37538.0,19.29974293059126,1741.0,0.8951156812339331,15292.0,7.862210796915167,5500.0,2.827763496143959,0.0,0.0,15005.0,7.714652956298201
N259PS,37529.0,19.069613821138212,1290.0,0.6554878048780488,11825.0,6.008638211382114,4844.0,2.4613821138211383,4.0,0.0020325203252032522,19566.0,9.942073170731707
N238JB,37519.0,21.788037166085946,799.0,0.4639953542392567,11476.0,6.664343786295006,7973.0,4.630081300813008,0.0,0.0,17271.0,10.029616724738675
N796SK,37413.0,21.90456674473068,708.0,0.41451990632318503,15030.0,8.79976580796253,8637.0,5.056791569086651,0.0,0.0,13038.0,7.633489461358314
N855RW,37379.0,22.585498489425984,1770.0,1.0694864048338368,7554.0,4.564350453172206,12887.0,7.786706948640483,0.0,0.0,15168.0,9.164954682779456
N258JB,37333.0,20.125606469002694,582.0,0.3137466307277628,11198.0,6.036657681940701,8545.0,4.606469002695418,0.0,0.0,17008.0,9.168733153638813
N328JB,37308.0,20.17739318550568,2044.0,1.1054624121146566,10252.0,5.544618712817739,9594.0,5.188750676041104,97.0,0.052460789616008655,15321.0,8.28610059491617
N926LR,37275.0,21.658919233004067,2943.0,1.7100522951772226,12241.0,7.112725159790819,3554.0,2.065078442765834,118.0,0.06856478791400349,18419.0,10.702498547356189
N978SW,37248.0,18.457879088206145,1059.0,0.5247770069375619,14814.0,7.340931615460852,7296.0,3.6154608523290386,138.0,0.06838453914767097,13941.0,6.908325074331021
N730EV,37175.0,25.39275956284153,1061.0,0.7247267759562842,16948.0,11.576502732240437,5230.0,3.5724043715846996,51.0,0.03483606557377049,13885.0,9.484289617486338
N248PS,37141.0,18.61704260651629,1747.0,0.8756892230576441,10544.0,5.285213032581454,4994.0,2.5032581453634086,34.0,0.017042606516290727,19822.0,9.935839598997493
N760SK,36952.0,21.558926487747957,4350.0,2.5379229871645275,13971.0,8.151108518086348,7313.0,4.266627771295216,0.0,0.0,11318.0,6.603267211201867
N912SW,36922.0,18.51654964894684,2822.0,1.415245737211635,12232.0,6.1344032096288865,7381.0,3.70160481444333,44.0,0.022066198595787363,14443.0,7.243229689067202
N928SW,36868.0,18.629610914603337,291.0,0.14704396159676605,16215.0,8.193532086912581,7956.0,4.020212228398181,0.0,0.0,12406.0,6.268822637695806
N917SW,36781.0,21.10212277682157,993.0,0.5697074010327022,13775.0,7.903040734366035,6675.0,3.82960413080895,0.0,0.0,15338.0,8.799770510613884
N353JB,36778.0,19.45925925925926,548.0,0.28994708994708995,11805.0,6.246031746031746,8578.0,4.538624338624339,39.0,0.020634920634920634,15808.0,8.364021164021164
N220PS,36766.0,17.60823754789272,2020.0,0.9674329501915708,8213.0,3.9334291187739465,5982.0,2.8649425287356323,0.0,0.0,20551.0,9.84243295019157
N206JB,36748.0,20.785067873303166,547.0,0.3093891402714932,13136.0,7.429864253393665,8915.0,5.042420814479638,53.0,0.02997737556561086,14097.0,7.97341628959276
N961SW,36639.0,23.931417374265187,914.0,0.596995427824951,16223.0,10.59634225996081,5831.0,3.8086218158066623,8.0,0.005225342913128674,13663.0,8.924232527759635
N258PS,36619.0,20.20916114790287,2251.0,1.2422737306843268,9867.0,5.445364238410596,4575.0,2.524834437086093,12.0,0.006622516556291391,19914.0,10.990066225165563
N928EV,36608.0,19.756071235833783,1936.0,1.0447922288181328,16312.0,8.803022126281705,6138.0,3.3124662709120347,11.0,0.0059363194819212085,12211.0,6.589854290339989
N987SW,36575.0,19.97542326597488,1615.0,0.8820316766794102,13904.0,7.593664664117968,7231.0,3.9492080830147462,6.0,0.0032768978700163844,13819.0,7.547241944292736
N702SK,36456.0,20.832,2439.0,1.3937142857142857,14472.0,8.269714285714286,5929.0,3.388,0.0,0.0,13616.0,7.780571428571428
N273JB,36409.0,21.867267267267266,831.0,0.4990990990990991,13962.0,8.385585585585586,7565.0,4.543543543543543,0.0,0.0,14051.0,8.43903903903904
N979SW,36395.0,21.408823529411766,963.0,0.5664705882352942,14727.0,8.662941176470587,6555.0,3.8558823529411765,0.0,0.0,14150.0,8.323529411764707
N696AE,36394.0,16.232827832292596,2477.0,1.1048171275646743,9142.0,4.077609277430866,8047.0,3.5892060660124887,28.0,0.012488849241748439,16700.0,7.448706512042819
N652BR,36383.0,24.303941215764862,1094.0,0.7307949231796927,18946.0,12.655978623914496,5243.0,3.5023380093520373,22.0,0.014696058784235137,11078.0,7.400133600534402
N285SY,36357.0,21.92822677925211,5651.0,3.40832328106152,7043.0,4.24788902291918,9109.0,5.4939686369119425,0.0,0.0,14554.0,8.77804583835947
N471CA,36285.0,26.029411764705884,341.0,0.24461979913916787,16250.0,11.657101865136298,7239.0,5.19296987087518,0.0,0.0,12455.0,8.934720229555237
N756SK,36262.0,22.439356435643564,1676.0,1.0371287128712872,16361.0,10.124381188118813,6565.0,4.0625,0.0,0.0,11660.0,7.215346534653466
N316JB,36138.0,22.21143208358943,652.0,0.4007375537799631,11827.0,7.2692071296865395,9603.0,5.902274124154887,34.0,0.02089735709895513,14022.0,8.618315918869085
N261PS,36027.0,19.46353322528363,1439.0,0.7774176121015667,9629.0,5.202052944354403,4688.0,2.5326850351161534,25.0,0.01350621285791464,20246.0,10.937871420853593
N14558,35984.0,24.954230235783633,2935.0,2.035367545076283,11642.0,8.073509015256588,12301.0,8.530513176144245,0.0,0.0,9106.0,6.314840499306519
N206PS,35844.0,18.79601468274777,976.0,0.5117986366019927,10697.0,5.609334032511799,4300.0,2.2548505506030416,42.0,0.02202412165705296,19829.0,10.398007341373885
N357FC,35835.0,19.338909875876958,1296.0,0.6994063680518079,13081.0,7.059363194819212,10559.0,5.698327037236913,0.0,0.0,10899.0,5.881813275769023
N14573,35792.0,26.57164068299926,1906.0,1.414996288047513,9805.0,7.279138827023014,13535.0,10.048255382331106,0.0,0.0,10546.0,7.829250185597624
N184JB,35741.0,19.57338444687842,665.0,0.36418400876232204,14216.0,7.785323110624315,8050.0,4.408543263964951,46.0,0.025191675794085433,12764.0,6.9901423877327495
N256PS,35620.0,18.36082474226804,2112.0,1.088659793814433,9904.0,5.105154639175257,5181.0,2.6706185567010308,13.0,0.006701030927835051,18410.0,9.489690721649485
N215PS,35609.0,17.858074222668005,2341.0,1.1740220661985958,10535.0,5.283350050150451,4913.0,2.4638916750250752,16.0,0.00802407221664995,17804.0,8.928786359077233
N941LT,35565.0,17.416748285994125,1939.0,0.9495592556317336,12114.0,5.932419196865818,7869.0,3.8535749265426054,3.0,0.0014691478942213516,13640.0,6.679725759059745
